Quarter,Time,Tm,Detail,NYG,DAL
1.0,6:25,Cowboys,Dan Bailey 21 yard field goal,0,3
2.0,12:45,Cowboys,Dan Bailey 48 yard field goal,0,6
,1:41,Cowboys,Jason Witten 12 yard pass from Dak Prescott (Dan Bailey kick),0,13
,0:05,Cowboys,Dan Bailey 42 yard field goal,0,16
3.0,5:16,Giants,Aldrick Rosas 25 yard field goal,3,16
4.0,1:55,Cowboys,Dan Bailey 36 yard field goal,3,19
