Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,CHI 30,0,0,"Robbie Gould kicks off 72 yards, returned by Eric Weems for 31 yards (tackle by Corey Graham)",0.000,0.870
1,14:53,1,10,ATL 29,0,0,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez,0.870,0.330
1,14:48,2,10,ATL 29,0,0,Michael Turner middle for 1 yard (tackle by Nick Roach),0.330,-0.230
1,14:08,3,9,ATL 30,0,0,Matt Ryan pass incomplete short left intended for Tony Gonzalez (defended by Lance Briggs),-0.230,-1.370
1,14:03,4,9,ATL 30,0,0,"Michael Koenen punts 51 yards, returned by Devin Hester for 19 yards (tackle by Coy Wire)",-1.370,-1.470
1,13:48,1,10,CHI 38,0,0,Jay Cutler pass complete short left to Devin Hester for 9 yards (tackle by Thomas DeCoud),1.470,2.140
1,13:10,2,1,CHI 47,0,0,Jay Cutler pass complete short left to Jason McKie for no gain,2.140,1.420
1,12:27,3,1,CHI 47,0,0,Jay Cutler pass complete short left to Greg Olsen for 5 yards (tackle by Coy Wire),1.420,2.390
1,12:05,1,10,ATL 48,0,0,Matt Forte middle for 4 yards (tackle by Mike Peterson),2.390,2.390
1,11:30,2,6,ATL 44,0,0,Matt Forte right guard for 2 yards (tackle by Stephen Nicholas),2.390,1.950
1,10:47,3,4,ATL 42,0,0,Jay Cutler pass complete short right to Earl Bennett for 6 yards,1.950,3.180
1,10:20,1,10,ATL 36,0,0,Jay Cutler pass complete short left to Devin Hester for 12 yards (tackle by Chris Houston),3.180,3.970
1,9:43,1,10,ATL 24,0,0,Matt Forte left end for 3 yards (tackle by Mike Peterson),3.970,3.840
1,9:13,2,7,ATL 21,0,0,Jay Cutler pass complete short left to Earl Bennett for 6 yards (tackle by Thomas DeCoud),3.840,4.170
1,8:34,3,1,ATL 15,0,0,Jay Cutler middle for 2 yards (tackle by Mike Peterson and Curtis Lofton),4.170,4.710
1,7:53,1,10,ATL 13,0,0,Matt Forte right end for 1 yard (tackle by Erik Coleman),4.710,4.220
1,7:12,,,,0,0,Timeout #1 by Chicago Bears,0.000,4.220
1,7:12,2,9,ATL 12,0,0,Jay Cutler pass incomplete short right intended for Devin Hester,4.220,3.280
1,7:08,3,9,ATL 12,0,0,Jay Cutler pass incomplete short left intended for Devin Hester is intercepted by Thomas DeCoud at ATL-9 and returned for 5 yards,3.280,0.280
1,7:01,1,10,ATL 14,0,0,Michael Turner middle for 1 yard (tackle by Nick Roach),-0.280,-0.640
1,6:24,2,9,ATL 15,0,0,Matt Ryan pass complete short right to Jerious Norwood for 4 yards (tackle by Charles Tillman),-0.640,-0.800
1,5:45,3,5,ATL 19,0,0,Matt Ryan pass complete short left to Michael Jenkins for 4 yards (tackle by Zackary Bowman),-0.800,-1.830
1,5:10,4,1,ATL 23,0,0,"Michael Koenen punts 40 yards, fair catch by Devin Hester",-1.830,-1.400
1,5:02,1,10,CHI 37,0,0,Jay Cutler pass incomplete deep right intended for Johnny Knox,1.400,0.860
1,4:53,2,10,CHI 37,0,0,"Matt Forte middle for 1 yard (tackle by Trey Lewis). Penalty on Frank Omiyale: Offensive Holding, 10 yards (no play)",0.860,-0.490
1,4:28,2,20,CHI 27,0,0,Jay Cutler pass complete short left to Matt Forte for 8 yards (tackle by Curtis Lofton),-0.490,-0.100
1,4:20,3,12,CHI 35,0,0,"Penalty on Lawrence Sidbury: Defensive Offside, 5 yards (no play)",-0.100,0.560
1,3:23,3,7,CHI 40,0,0,Jay Cutler pass complete short right to Johnny Knox for 6 yards (tackle by Brent Grimes),0.560,-0.320
1,2:32,4,1,CHI 46,0,0,Brad Maynard punts 38 yards,-0.320,0.140
1,2:17,1,10,ATL 16,0,0,Matt Ryan pass complete short right to Justin Peelle for 3 yards (tackle by Lance Briggs),-0.140,-0.180
1,1:38,2,7,ATL 19,0,0,Michael Turner left tackle for -3 yards (tackle by Marcus Harrison and Tommie Harris),-0.180,-1.320
1,0:56,3,10,ATL 16,0,0,Matt Ryan pass incomplete deep middle intended for Michael Jenkins,-1.320,-2.390
1,0:50,4,10,ATL 16,0,0,"Michael Koenen punts 61 yards, returned by Devin Hester for 33 yards (tackle by Stephen Nicholas)",-2.390,-2.650
1,0:34,1,10,ATL 44,0,0,Jay Cutler pass complete deep middle to Earl Bennett for 21 yards (tackle by Brian Williams and Erik Coleman),2.650,4.040
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 23,6,0,"Jay Cutler pass complete deep left to Johnny Knox for 23 yards, touchdown",4.040,7.000
2,,,,ATL 2,7,0,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 30,7,0,"Robbie Gould kicks off 71 yards, returned by Eric Weems for 24 yards (tackle by Tim Shaw)",0.000,0.480
2,14:48,1,10,ATL 23,7,0,Jerious Norwood middle for 4 yards (tackle by Nick Roach),0.480,0.470
2,14:25,2,6,ATL 27,7,0,"Penalty on Alex Brown: Defensive Offside, 5 yards (no play)",0.470,1.150
2,14:18,2,1,ATL 32,7,0,"Jerious Norwood left tackle for 4 yards. Penalty on Sam Baker: Offensive Holding, 10 yards (no play)",1.150,-0.200
2,13:54,2,11,ATL 22,7,0,Matt Ryan pass complete short right to Tony Gonzalez for 11 yards (tackle by Charles Tillman),-0.200,1.140
2,13:10,1,10,ATL 33,7,0,"Michael Turner right guard for -6 yards (tackle by Pisa Tinoisamoa). Michael Turner fumbles (forced by Pisa Tinoisamoa), recovered by Matt Ryan at ATL-27",1.140,-0.220
2,12:29,2,16,ATL 27,7,0,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez (defended by Danieal Manning),-0.220,-0.890
2,12:25,3,16,ATL 27,7,0,Matt Ryan pass incomplete deep right intended for Michael Jenkins,-0.890,-1.570
2,12:18,4,16,ATL 27,7,0,"Michael Koenen punts 45 yards, fair catch by Devin Hester",-1.570,-0.810
2,12:09,1,10,CHI 28,7,0,Devin Hester left end for 6 yards (tackle by Thomas DeCoud),0.810,1.070
2,11:44,2,4,CHI 34,7,0,Matt Forte middle for -1 yards (tackle by Mike Peterson),1.070,0.230
