Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
2,3:20,,,DET 2,7,14,Jay Feely kicks extra point good,0.000,0.000
2,3:16,,,ARI 35,7,14,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
2,3:16,1,10,DET 20,7,14,Joique Bell up the middle for 4 yards (tackle by Reggie Walker and Gregory Toler),0.280,0.270
2,2:41,2,6,DET 24,7,14,Joique Bell left tackle for -1 yards (tackle by Calais Campbell),0.270,-0.560
2,2:00,3,7,DET 23,7,14,Matthew Stafford pass complete short middle to Kris Durham for 14 yards (tackle by Patrick Peterson and William Gay),-0.560,1.400
2,1:24,1,10,DET 37,7,14,Joique Bell left tackle for 4 yards (tackle by Reggie Walker),1.400,0.000
2,1:19,,,,7,14,Timeout #1 by Detroit Lions,0.000,1.400
2,1:18,2,6,DET 41,7,14,Matthew Stafford pass complete short left to Tony Scheffler for 4 yards (tackle by Gregory Toler),1.400,1.220
2,1:15,3,2,DET 45,7,14,Matthew Stafford pass complete short right to Tony Scheffler for 3 yards (tackle by William Gay),1.220,2.130
2,0:51,1,10,DET 48,7,14,Matthew Stafford pass incomplete deep left intended for Kris Durham,2.130,1.580
2,0:45,2,10,DET 48,7,14,Matthew Stafford pass incomplete short left intended for Tony Scheffler,1.580,0.890
2,0:45,3,10,DET 48,7,14,"Penalty on Gosder Cherilus: False Start, 5 yards (no play)",0.890,0.230
2,0:41,3,15,DET 43,7,20,"Matthew Stafford pass incomplete short left intended for Tony Scheffler is intercepted by Rashad Johnson at ARI-47 and returned for 53 yards, touchdown",0.230,-7.000
2,,,,DET 2,7,21,Jay Feely kicks extra point good,0.000,0.000
2,0:30,,,ARI 35,7,21,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
2,0:30,1,10,DET 20,7,21,Joique Bell up the middle for 11 yards (tackle by Paris Lenon),0.280,1.000
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,7,21,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DET 20,7,21,Mikel Leshoure right tackle for 4 yards (tackle by Reggie Walker),0.280,0.270
3,14:22,2,6,DET 24,7,21,Matthew Stafford pass complete short left to Calvin Johnson for 5 yards (tackle by Patrick Peterson),0.270,0.230
3,13:40,3,1,DET 29,7,21,Mikel Leshoure left tackle for -1 yards (tackle by Calais Campbell),0.230,-1.500
3,13:01,4,2,DET 28,7,21,Nick Harris punts 51 yards (tackle by Joique Bell),-1.500,-1.400
3,12:47,1,10,ARI 37,7,21,Chris Wells left tackle for no gain (tackle by Sammie Lee Hill),1.400,0.860
3,12:12,2,10,ARI 37,7,21,Ryan Lindley pass incomplete short right intended for Andre Roberts,0.860,0.170
3,12:08,3,10,ARI 37,7,21,Ryan Lindley pass complete short right to Andre Roberts for 14 yards (tackle by Don Carey),0.170,2.320
3,11:29,1,10,DET 49,7,21,Ryan Lindley pass complete short right to Larry Fitzgerald for 13 yards (tackle by Chris Houston),2.320,3.180
3,10:53,1,10,DET 36,7,21,LaRod Stephens-Howling up the middle for -3 yards (tackle by Louis Delmas),3.180,2.230
3,10:16,2,13,DET 39,7,21,Ryan Lindley pass incomplete short left intended for Jeff King,2.230,1.550
3,10:11,3,13,DET 39,7,21,Ryan Lindley pass complete short middle to Rob Housler for 6 yards (tackle by Don Carey),1.550,0.000
3,9:24,,,,7,21,Timeout #1 by Arizona Cardinals,0.000,1.150
3,9:24,4,7,DET 33,7,24,Jay Feely 51 yard field goal good,1.150,3.000
3,9:19,,,ARI 35,7,24,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
3,9:18,1,10,DET 20,7,24,Mikel Leshoure up the middle for 2 yards (tackle by Calais Campbell),0.280,0.000
3,8:42,2,8,DET 22,7,24,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Calais Campbell),0.000,-0.690
3,8:37,3,8,DET 22,7,24,Matthew Stafford pass complete short left to Calvin Johnson for 9 yards (tackle by William Gay),-0.690,1.000
3,8:00,1,10,DET 31,7,24,Mikel Leshoure left tackle for 14 yards (tackle by William Gay),1.000,1.930
3,7:22,1,10,DET 45,7,24,Mikel Leshoure up the middle for 2 yards (tackle by Nick Eason),1.930,1.650
3,6:41,2,8,DET 47,7,24,Matthew Stafford pass complete short left to Mikel Leshoure for 7 yards (tackle by Daryl Washington),1.650,1.880
3,5:54,3,1,ARI 46,7,24,Matthew Stafford pass complete short left to Calvin Johnson for 24 yards (tackle by Gregory Toler),1.880,4.110
3,5:07,1,10,ARI 22,7,24,Mikel Leshoure left tackle for -1 yards (tackle by Daryl Washington),4.110,3.430
3,4:28,2,11,ARI 23,7,24,Matthew Stafford pass incomplete short right intended for Stefan Logan,3.430,2.740
3,4:22,3,11,ARI 23,7,24,Matthew Stafford pass incomplete short left intended for Kevin Smith,2.740,1.930
3,4:16,4,11,ARI 23,10,24,Jason Hanson 41 yard field goal good,1.930,3.000
3,4:11,,,DET 35,10,24,"Jason Hanson kicks off 65 yards, returned by LaRod Stephens-Howling for 30 yards (tackle by Don Carey)",0.000,0.940
3,4:01,1,10,ARI 30,10,24,Chris Wells right tackle for 3 yards (tackle by Cliff Avril),0.940,0.800
3,3:21,2,7,ARI 33,10,24,Ryan Lindley pass incomplete short right intended for Michael Floyd,0.800,0.100
3,3:17,3,7,ARI 33,10,24,"Ryan Lindley pass incomplete deep right intended for Larry Fitzgerald. Penalty on Chris Houston: Defensive Pass Interference, 23 yards (no play)",0.100,2.650
3,3:12,1,10,DET 44,10,24,"Penalty on Daryn Colledge: False Start, 5 yards (no play)",2.650,2.320
3,3:12,1,15,DET 49,10,24,Ryan Lindley pass complete short right to Michael Floyd for 9 yards (tackle by Jonte Green),2.320,2.650
3,2:32,2,6,DET 40,10,24,Chris Wells left end for 3 yards (tackle by Stephen Tulloch and Justin Durant),2.650,2.350
3,1:58,3,3,DET 37,10,24,Ryan Lindley pass complete short right to Andre Roberts for 1 yard (tackle by Stephen Tulloch),2.350,0.890
3,1:13,4,2,DET 36,10,24,"Dave Zastudil punts 28 yards, fair catch by Stefan Logan",0.890,0.380
3,1:05,1,10,DET 8,10,24,Joique Bell up the middle for 1 yard (tackle by Ricky Lumpkin),-0.380,-0.710
3,0:27,2,9,DET 9,10,24,Matthew Stafford pass incomplete short left intended for Joique Bell,-0.710,-1.300
3,0:21,3,9,DET 9,10,24,Matthew Stafford pass complete short left to Will Heller for 6 yards (tackle by Daryl Washington),-1.300,-2.440
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,3,DET 15,10,24,Nick Harris punts 49 yards (tackle by John Wendling),-2.440,-2.320
4,14:45,1,10,DET 49,10,24,Ryan Lindley sacked by Ndamukong Suh for -7 yards,2.320,0.840
4,14:11,2,17,ARI 44,10,24,LaRod Stephens-Howling up the middle for 4 yards (tackle by Willie Young),0.840,0.700
4,13:28,3,13,ARI 48,10,24,Ryan Lindley pass complete short left to LaRod Stephens-Howling for 3 yards (tackle by Justin Durant),0.700,0.000
4,12:43,4,10,DET 49,10,24,"Dave Zastudil punts 49 yards, touchback",0.000,-0.280
4,12:34,1,10,DET 20,10,24,Matthew Stafford pass incomplete deep left intended for Tony Scheffler,0.280,-0.270
4,12:29,2,10,DET 20,10,24,Matthew Stafford pass complete short left to Mikel Leshoure for -3 yards (tackle by Daryl Washington),-0.270,-1.510
4,11:48,3,13,DET 17,10,24,Matthew Stafford pass incomplete deep left intended for Brian Robiskie,-1.510,-2.320
4,11:42,4,13,DET 17,10,24,"Nick Harris punts 49 yards, returned by Andre Roberts for no gain. Penalty on Zack Nash: Offensive Holding, 10 yards, Penalty on Gregory Toler: Illegal Block Above the Waist (Declined)",-2.320,-0.540
4,11:30,1,10,ARI 24,10,24,Chris Wells left tackle for 1 yard (tackle by Jonte Green),0.540,0.130
4,10:51,2,9,ARI 25,10,24,Chris Wells left end for 7 yards (tackle by Stephen Tulloch),0.130,0.370
4,10:18,3,2,ARI 32,10,24,William Powell right end for 1 yard (tackle by Louis Delmas),0.370,-1.180
4,9:35,4,1,ARI 33,10,24,"Dave Zastudil punts 54 yards, fair catch by Stefan Logan",-1.180,0.320
4,9:26,1,10,DET 13,10,24,Matthew Stafford pass complete deep right to Calvin Johnson for 30 yards (tackle by Patrick Peterson),-0.320,1.800
4,8:58,1,10,DET 43,10,24,Matthew Stafford pass incomplete,1.800,1.250
4,8:50,2,10,DET 43,10,24,Matthew Stafford pass complete short right to Stefan Logan for 10 yards (tackle by Kerry Rhodes),1.250,2.460
4,8:18,1,10,ARI 47,10,24,Matthew Stafford pass complete short right to Calvin Johnson for 6 yards (tackle by Patrick Peterson),2.460,2.720
4,7:36,2,4,ARI 41,10,24,Matthew Stafford pass complete deep left to Tony Scheffler for 29 yards (tackle by Rashad Johnson),2.720,4.780
4,7:08,1,10,ARI 12,10,24,Matthew Stafford pass incomplete,4.780,4.100
4,7:00,2,10,ARI 12,10,24,Matthew Stafford pass complete short left to Stefan Logan for 8 yards (tackle by Kerry Rhodes),4.100,4.840
4,6:11,3,2,ARI 4,10,24,"Penalty on Matthew Stafford: Delay of Game, 5 yards (no play)",4.840,3.700
4,6:09,3,7,ARI 9,10,24,Matthew Stafford pass complete short middle to Joique Bell for 5 yards (tackle by Paris Lenon),3.700,3.040
4,5:24,4,2,ARI 4,10,30,"Matthew Stafford pass incomplete short left intended for Kris Durham is intercepted by Gregory Toler at ARI--2 and returned for 102 yards, touchdown",3.040,-7.000
4,,,,DET 2,10,31,Jay Feely kicks extra point good,0.000,0.000
4,5:07,,,ARI 35,10,31,"Jay Feely kicks off 65 yards, touchback",0.000,0.280
4,5:07,1,10,DET 20,10,31,Matthew Stafford pass complete short right to Brian Robiskie for 9 yards (tackle by Stewart Bradley),0.280,0.950
4,4:41,2,1,DET 29,10,31,Matthew Stafford pass complete short right to Calvin Johnson for 8 yards (tackle by Daryl Washington),0.950,1.400
4,4:16,1,10,DET 37,10,31,Matthew Stafford pass incomplete short left intended for Joique Bell,1.400,0.860
4,4:10,2,10,DET 37,10,31,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,0.860,0.170
4,4:03,3,10,DET 37,10,31,Matthew Stafford pass incomplete short right intended for Brian Robiskie,0.170,-0.910
4,3:58,4,10,DET 37,10,31,Matthew Stafford sacked by Adrian Wilson for -8 yards,-0.910,-3.640
4,3:52,1,10,DET 29,10,31,Chris Wells right tackle for -2 yards (tackle by Stephen Tulloch and Ndamukong Suh),3.640,0.000
4,3:47,,,,10,31,Timeout #1 by Detroit Lions,0.000,2.830
4,3:47,2,12,DET 31,10,37,"Chris Wells right end for 31 yards, touchdown",2.830,7.000
4,3:47,,,DET 2,10,38,Jay Feely kicks extra point good,0.000,0.000
4,3:39,,,ARI 35,10,38,"Jay Feely kicks off 68 yards, returned by Stefan Logan for 20 yards (tackle by Anthony Sherman)",0.000,-0.060
4,3:32,1,10,DET 17,10,38,Matthew Stafford sacked by Calais Campbell for -10 yards,-0.060,-1.510
4,3:12,2,20,DET 7,10,38,Matthew Stafford pass complete short right to Joique Bell for 8 yards (tackle by Patrick Peterson),-1.510,-1.570
4,2:43,3,12,DET 15,10,38,Matthew Stafford pass incomplete short left intended for Kris Durham (defended by Gregory Toler),-1.570,-2.440
4,2:36,4,12,DET 15,10,38,"Nick Harris punts 49 yards, fair catch by Patrick Peterson",-2.440,-1.330
4,2:27,1,10,ARI 36,10,38,William Powell up the middle for 1 yard (tackle by Ashlee Palmer),1.330,0.930
4,2:00,2,9,ARI 37,10,38,William Powell left tackle for 1 yard (tackle by Justin Durant),0.930,0.370
4,1:12,3,8,ARI 38,10,38,William Powell right tackle for -1 yards (tackle by Stephen Tulloch),0.370,-0.910
4,0:23,4,9,ARI 37,10,38,"Dave Zastudil punts 39 yards, out of bounds",-0.910,-0.540
4,0:12,1,10,DET 24,10,38,Joique Bell up the middle for 5 yards (tackle by Calais Campbell and Daryl Washington),0.540,0.670
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
