Quarter,Time,Tm,Detail,DAL,PHI
1.0,11:13,Cowboys,Julius Jones 2 yard rush (Nick Folk kick),7,0
,7:38,Eagles,Brian Westbrook 3 yard rush (David Akers kick),7,7
,2:14,Cowboys,Tony Curtis 1 yard pass from Tony Romo (Nick Folk kick),14,7
2.0,0:44,Cowboys,Marion Barber III 5 yard rush (Nick Folk kick),21,7
3.0,12:44,Cowboys,Terrell Owens 45 yard pass from Tony Romo (Nick Folk kick),28,7
,7:43,Eagles,David Akers 36 yard field goal,28,10
,4:28,Cowboys,Jason Witten 20 yard pass from Tony Romo (Nick Folk kick),35,10
4.0,9:57,Cowboys,Nick Folk 22 yard field goal,38,10
,5:51,Eagles,Hank Baskett 10 yard pass from Donovan McNabb (David Akers kick),38,17
