Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Noah Fant,DEN,7,4,57,0,3,28,7.0,29,7.3,6.7,0,,0,0.0,0,83.6
Tim Patrick,DEN,4,4,44,2,3,36,9.0,8,2.0,9.0,0,,0,0.0,0,152.1
Nick Vannett,DEN,2,2,7,0,,6,3.0,1,0.5,3.0,0,,0,0.0,0,81.2
KJ Hamler,DEN,5,2,16,0,2,4,2.0,12,6.0,13.6,2,1.0,1,20.0,0,48.7
Tyrie Cleveland,DEN,1,1,11,0,1,5,5.0,6,6.0,5.0,0,,0,0.0,0,112.5
Jerry Jeudy,DEN,4,1,5,0,,4,4.0,1,1.0,11.5,0,,0,0.0,1,0.0
Melvin Gordon,DEN,2,1,11,0,1,-6,-6.0,17,17.0,-1.5,0,,0,0.0,0,66.7
Phillip Lindsay,DEN,1,0,0,0,0,0,,0,,-4.0,0,,0,0.0,0,39.6
Troy Fumagalli,DEN,1,0,0,0,,0,,0,,24.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,12,8,136,1,7,81,10.1,55,6.9,13.3,2,4.0,0,0.0,0,132.6
Tyreek Hill,KAN,11,6,58,0,3,27,4.5,31,5.2,9.4,0,,2,18.2,0,69.5
Sammy Watkins,KAN,6,4,35,0,3,24,6.0,11,2.8,7.5,0,,1,16.7,0,81.9
Demarcus Robinson,KAN,2,2,39,0,2,13,6.5,26,13.0,6.5,0,,0,0.0,0,118.7
Le'Veon Bell,KAN,3,2,15,0,1,-8,-4.0,23,11.5,-4.0,0,,1,33.3,0,78.5
Mecole Hardman,KAN,3,1,15,0,1,14,14.0,1,1.0,17.0,0,,0,0.0,0,50.7
Nick Keizer,KAN,1,1,15,0,1,10,10.0,5,5.0,10.0,0,,0,0.0,0,118.7
Darrel Williams,KAN,2,1,5,0,0,5,5.0,0,0.0,4.5,0,,1,50.0,0,56.2
