Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
1,3:45,1,10,KAN 30,10,6,Jamaal Charles up the middle for no gain (tackle by Cedric Thornton),0.940,0.390
1,3:14,2,10,KAN 30,10,6,Alex Smith for 6 yards (tackle by Mychal Kendricks),0.390,0.500
1,2:44,3,4,KAN 36,10,6,Alex Smith right end for 3 yards (tackle by Cedric Thornton),0.500,-0.780
1,1:59,4,1,KAN 39,10,6,"Dustin Colquitt punts 49 yards, returned by Damaris Johnson for 8 yards (tackle by Husain Abdullah)",-0.780,-0.280
1,1:47,1,10,PHI 20,10,6,LeSean McCoy right guard for 7 yards (tackle by Eric Berry),0.280,0.680
1,1:21,2,3,PHI 27,10,6,Michael Vick left end for 24 yards (tackle by Sean Smith),0.680,2.320
1,0:47,1,10,KAN 49,10,6,"Michael Vick for no gain. Jason Kelce fumbles, recovered by Justin Houston at 50 (tackle by Michael Vick)",2.320,-2.260
1,0:42,1,10,,10,6,Alex Smith pass complete short right to Jamaal Charles for 13 yards (tackle by Earl Wolff),2.260,3.120
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,PHI 37,10,6,Alex Smith for 2 yards,3.120,2.840
2,14:25,2,8,PHI 35,10,6,Alex Smith pass complete short left to Donnie Avery for 5 yards (tackle by Cary Williams),2.840,2.810
2,13:44,3,3,PHI 30,10,6,"Alex Smith pass incomplete short left intended for Dexter McCluster. Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",2.810,1.490
2,13:40,3,13,PHI 40,10,6,Alex Smith up the middle for 7 yards (tackle by Mychal Kendricks),1.490,1.160
2,12:56,4,6,PHI 33,10,6,Ryan Succop 51 yard field goal no good,1.160,-1.660
2,12:51,1,10,PHI 41,10,6,LeSean McCoy right tackle for 8 yards (tackle by Mike DeVito),1.660,2.200
2,12:31,2,2,PHI 49,10,6,LeSean McCoy right end for 4 yards (tackle by Akeem Jordan),2.200,2.460
2,12:05,1,10,KAN 47,10,6,Michael Vick pass incomplete deep left intended for Riley Cooper (defended by Sean Smith),2.460,1.910
2,11:59,2,10,KAN 47,10,6,Michael Vick pass incomplete short right intended for DeSean Jackson (defended by Justin Houston),1.910,1.220
2,11:54,3,10,KAN 47,10,6,Michael Vick sacked by Tamba Hali for -1 yards,1.220,0.070
2,11:36,4,11,KAN 48,10,6,"Donnie Jones punts 37 yards, returned by Dexter McCluster for 7 yards (tackle by James Casey)",0.070,-0.040
2,11:28,1,10,KAN 18,10,6,Jamaal Charles right tackle for 1 yard (tackle by Clifton Geathers),0.040,-0.320
2,10:52,2,9,KAN 19,10,6,Jamaal Charles right end for 4 yards (tackle by Connor Barwin),-0.320,-0.530
2,10:18,3,5,KAN 23,10,6,Alex Smith pass complete short middle to Donnie Avery for 51 yards (tackle by Earl Wolff),-0.530,3.840
2,9:47,1,10,PHI 26,10,6,Knile Davis left tackle for 12 yards (tackle by Bradley Fletcher),3.840,4.650
2,9:14,1,10,PHI 14,10,6,Knile Davis right tackle for 1 yard (tackle by DeMeco Ryans),4.650,4.160
2,8:34,2,9,PHI 13,10,6,Alex Smith pass incomplete short left intended for Anthony Sherman,4.160,3.260
2,8:30,3,9,PHI 13,10,6,Alex Smith pass incomplete short middle intended for Chad Hall,3.260,2.570
2,8:25,4,9,PHI 13,13,6,Ryan Succop 31 yard field goal good,2.570,3.000
2,8:25,,,KAN 35,13,6,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,8:21,1,10,PHI 20,13,6,LeSean McCoy left end for 5 yards (tackle by Tyson Jackson),0.280,0.410
2,8:00,2,5,PHI 25,13,6,LeSean McCoy up the middle for 6 yards (tackle by Eric Berry),0.410,1.000
2,7:35,1,10,PHI 31,13,6,LeSean McCoy right end for 2 yards (tackle by Justin Houston),1.000,0.730
2,7:06,2,8,PHI 33,13,6,Michael Vick pass complete short left to Jason Avant for 8 yards (tackle by Tamba Hali),0.730,1.660
2,6:37,1,10,PHI 41,13,6,Michael Vick pass incomplete deep left intended for Riley Cooper,1.660,1.120
2,6:28,2,10,PHI 41,13,6,Michael Vick pass incomplete deep left intended for Riley Cooper is intercepted by Sean Smith at KAN-43 and returned for -4 yards (tackle by Jason Avant),1.120,-1.530
2,6:17,1,10,KAN 39,13,6,Alex Smith pass incomplete (defended by Casey Matthews),1.530,0.990
2,6:08,2,10,KAN 39,13,6,"Alex Smith pass complete short right to Dwayne Bowe for 9 yards. Penalty on Branden Albert: Illegal Formation, 5 yards (no play)",0.990,0.310
2,5:42,2,15,KAN 34,13,6,Alex Smith sacked by Fletcher Cox for -4 yards,0.310,-0.890
2,5:08,3,19,KAN 30,13,6,Alex Smith pass complete short left to Donnie Avery for 26 yards (tackle by Patrick Chung),-0.890,2.650
2,4:34,1,10,PHI 44,13,6,Alex Smith pass complete short left to Jamaal Charles for 21 yards (tackle by Nate Allen),2.650,4.040
2,3:52,1,10,PHI 23,13,6,Alex Smith pass complete short left to A.J. Jenkins for 6 yards (tackle by Cary Williams),4.040,4.040
2,3:15,1,10,PHI 23,13,6,Timeout #1 by Kansas City Chiefs,4.040,4.380
2,3:15,2,4,PHI 17,13,6,Alex Smith up the middle for 1 yard (tackle by Connor Barwin),4.380,3.850
2,2:34,3,3,PHI 16,13,6,Alex Smith pass incomplete short right intended for Dexter McCluster (defended by Connor Barwin),3.850,2.480
2,2:30,4,3,PHI 16,16,6,Ryan Succop 34 yard field goal good,2.480,3.000
2,2:30,,,KAN 35,16,6,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,2:26,1,10,PHI 20,16,6,Michael Vick pass incomplete deep left intended for Riley Cooper,0.280,-0.270
2,2:16,2,10,PHI 20,16,6,LeSean McCoy left end for 18 yards (tackle by Akeem Jordan and Kendrick Lewis),-0.270,1.470
2,2:00,1,10,PHI 38,16,6,Michael Vick sacked by Justin Houston for -7 yards,1.470,1.470
2,1:54,1,10,PHI 38,16,6,Timeout #2 by Kansas City Chiefs,1.470,-0.020
2,1:54,2,17,PHI 31,16,6,Bryce Brown left end for 3 yards (tackle by Tamba Hali),-0.020,-0.020
2,1:50,2,17,PHI 31,16,6,Timeout #3 by Kansas City Chiefs,-0.020,-0.290
2,1:50,3,14,PHI 34,16,6,Michael Vick sacked by Justin Houston for -8 yards,-0.290,-1.630
2,1:08,4,22,PHI 26,16,6,Donnie Jones punts 41 yards,-1.630,-1.140
2,0:56,1,10,KAN 33,16,6,Alex Smith pass complete short left to Jamaal Charles for 19 yards (tackle by Cary Williams),1.140,2.390
2,0:48,1,10,PHI 48,16,6,Alex Smith pass complete short middle to Donnie Avery for 6 yards (tackle by Patrick Chung),2.390,2.660
2,0:29,2,4,PHI 42,16,6,Alex Smith left end for 3 yards (tackle by Mychal Kendricks),2.660,2.340
2,0:07,3,1,PHI 39,16,6,Alex Smith spiked the ball,2.340,0.660
2,0:06,4,1,PHI 39,16,6,"Penalty on Alex Smith: Delay of Game, 5 yards (no play)",0.660,0.330
2,0:06,4,6,PHI 44,16,6,Alex Smith pass incomplete deep middle intended for Junior Hemingway (defended by Nate Allen),0.330,1.860
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,16,6,"Ryan Succop kicks off 65 yards, returned by Damaris Johnson for 24 yards (tackle by Junior Hemingway)",0.000,-0.540
3,14:56,1,10,PHI 24,16,6,"Michael Vick sacked by Derrick Johnson and Justin Houston for -10 yards. Jason Kelce fumbles, recovered by Jason Kelce at PHI-PHI",0.540,-1.470
3,14:29,2,20,PHI 14,16,6,"Michael Vick pass complete deep left to Jason Avant for 31 yards (tackle by Sean Smith). Penalty on Dunta Robinson: Face Mask (15 Yards), 15 yards",-1.470,2.920
3,14:19,1,10,KAN 40,16,6,Bryce Brown left end for 3 yards (tackle by Derrick Johnson),2.920,2.780
3,14:19,2,7,KAN 37,16,6,Bryce Brown left end for 1 yard (tackle by Tyson Jackson),2.780,2.210
3,13:19,3,6,KAN 36,16,6,"Penalty on Evan Mathis: False Start, 5 yards (no play)",2.210,1.550
3,13:03,3,11,KAN 41,16,6,Michael Vick pass incomplete short right intended for Jason Avant (defended by Justin Houston),1.550,0.530
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,12:56,4,11,KAN 41,16,6,"Donnie Jones punts 33 yards, returned by Dexter McCluster for 5 yards (tackle by Casey Matthews)",0.530,0.320
3,12:46,1,10,KAN 13,16,6,Jamaal Charles left end for 1 yard (tackle by Fletcher Cox),-0.320,-0.680
3,12:10,2,9,KAN 14,16,6,Alex Smith pass complete short right to Jamaal Charles for 11 yards (tackle by Bradley Fletcher),-0.680,0.610
3,11:45,1,10,KAN 25,16,6,Alex Smith pass complete short right to Jamaal Charles for 5 yards (tackle by DeMeco Ryans),0.610,0.740
3,11:12,2,5,KAN 30,16,6,Jamaal Charles left tackle for 4 yards (tackle by Isaac Sopoaga),0.740,0.560
3,10:31,3,1,KAN 34,16,6,Jamaal Charles left end for no gain (tackle by Cedric Thornton),0.560,-1.110
3,9:47,4,1,KAN 34,16,6,"Dustin Colquitt punts 53 yards, returned by Damaris Johnson for 6 yards (tackle by Marcus Cooper)",-1.110,-0.150
3,9:34,1,10,PHI 19,16,6,Michael Vick pass complete short right to Jason Avant for 6 yards (tackle by Akeem Jordan),0.150,0.480
3,9:12,2,4,PHI 25,16,6,LeSean McCoy up the middle for 30 yards (tackle by Kendrick Lewis and Sean Smith),0.480,2.590
3,8:48,1,10,KAN 45,16,6,Michael Vick pass complete short right to DeSean Jackson for 13 yards (tackle by Brandon Flowers),2.590,3.450
3,8:35,1,10,KAN 32,16,6,Michael Vick pass complete short left to Riley Cooper for 13 yards,3.450,4.310
3,8:15,1,10,KAN 19,16,6,Michael Vick pass incomplete deep right intended for DeSean Jackson,4.310,3.750
3,8:10,2,10,KAN 19,16,6,LeSean McCoy left end for 1 yard (tackle by Akeem Jordan),3.750,3.140
3,7:47,3,9,KAN 18,16,6,"Penalty on Riley Cooper: False Start, 5 yards (no play)",3.140,2.540
3,7:28,3,14,KAN 23,16,6,"Michael Vick pass incomplete deep left intended for Brent Celek is intercepted by Kendrick Lewis at KAN--3 and returned for 10 yards (tackle by Riley Cooper). Penalty on Eric Berry: Illegal Contact, 5 yards (no play)",2.540,4.370
3,7:18,1,10,KAN 18,16,6,LeSean McCoy left tackle for 7 yards (tackle by Derrick Johnson),4.370,5.010
3,6:43,2,3,KAN 11,16,6,Michael Vick pass incomplete short left intended for Brent Celek (defended by Eric Berry),5.010,4.260
3,6:38,3,3,KAN 11,16,6,Michael Vick pass incomplete short middle intended for Jason Avant (defended by Husain Abdullah),4.260,2.800
3,6:33,4,3,KAN 11,16,9,Alex Henery 29 yard field goal good,2.800,3.000
3,6:33,,,PHI 35,16,9,"Alex Henery kicks off 71 yards, returned by Quintin Demps for 36 yards (tackle by Alex Henery). Penalty on Alex Henery: Horse Collar Tackle, 15 yards, Penalty on Alex Henery: Face Mask (15 Yards) (Declined)",0.000,-1.930
3,6:22,1,10,KAN 45,16,9,"Penalty on Branden Albert: False Start, 5 yards (no play)",1.930,1.600
3,6:22,1,15,KAN 40,16,9,Alex Smith sacked by Vinny Curry for -6 yards,1.600,-0.100
3,5:48,2,21,KAN 34,16,9,Alex Smith sacked by Trent Cole for -4 yards,-0.100,-1.290
3,5:12,3,25,KAN 30,16,9,Alex Smith pass incomplete short left intended for Kevin Brock. Penalty on Jon Asamoah: Offensive Holding (Declined),-1.290,-1.370
3,5:06,4,25,KAN 30,16,9,Dustin Colquitt punts 45 yards,-1.370,-0.610
3,4:54,1,10,PHI 25,16,9,LeSean McCoy left end for 4 yards (tackle by Derrick Johnson),0.610,0.600
3,4:35,2,6,PHI 29,16,9,LeSean McCoy left tackle for 3 yards (tackle by Eric Berry),0.600,0.300
3,4:12,3,3,PHI 32,16,9,Michael Vick pass complete short right to DeSean Jackson for 40 yards,0.300,3.710
3,3:57,1,10,KAN 28,16,9,LeSean McCoy right end for -2 yards (tackle by Justin Houston),3.710,2.900
3,3:22,2,12,KAN 30,16,9,LeSean McCoy right end for no gain (tackle by Derrick Johnson),2.900,2.210
3,2:51,3,12,KAN 30,16,9,Michael Vick pass incomplete short right intended for LeSean McCoy (defended by Justin Houston),2.210,1.410
3,2:47,4,12,KAN 30,16,9,Alex Henery 48 yard field goal no good,1.410,-1.470
3,2:42,1,10,KAN 38,16,9,Alex Smith pass complete short right to Dexter McCluster for 1 yard (tackle by Nate Allen),1.470,1.060
3,2:08,2,9,KAN 39,16,9,"Alex Smith pass complete short left to Anthony Sherman for 3 yards (tackle by Patrick Chung). Penalty on Branden Albert: Illegal Formation, 5 yards (no play)",1.060,0.380
3,1:41,2,14,KAN 34,16,9,Alex Smith pass complete short left to Donnie Avery for 23 yards,0.380,2.720
3,1:11,1,10,PHI 43,16,9,"Jamaal Charles right end for 1 yard (tackle by Brandon Boykin). Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",2.720,2.060
3,0:50,1,20,KAN 47,16,9,Alex Smith pass complete short right to Sean McGrath for 7 yards (tackle by Mychal Kendricks),2.060,1.770
3,0:22,2,13,PHI 46,16,9,Alex Smith for 9 yards,1.770,2.280
Quarter,Time,Down,ToGo,Location,KAN,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,PHI 37,16,9,Alex Smith pass complete short right to Sean McGrath for 9 yards (tackle by DeMeco Ryans),2.280,3.710
4,14:19,1,10,PHI 28,16,9,Jamaal Charles right end for 7 yards (tackle by Connor Barwin),3.710,4.110
4,13:38,2,3,PHI 21,16,9,Jamaal Charles for 18 yards (tackle by Patrick Chung),4.110,6.510
4,13:03,1,3,PHI 3,22,9,"Jamaal Charles right end for 3 yards, touchdown",6.510,7.000
4,13:03,,,PHI 2,23,9,Ryan Succop kicks extra point good,0.000,0.000
4,13:03,,,KAN 35,23,9,"Ryan Succop kicks off 70 yards, returned by Damaris Johnson for 27 yards (tackle by Anthony Sherman)",0.000,-0.410
4,12:53,1,10,PHI 22,23,9,Michael Vick pass incomplete deep right intended for Brent Celek,0.410,-0.130
4,12:48,2,10,PHI 22,23,9,"Penalty on Jason Peters: False Start, 5 yards (no play)",-0.130,-0.940
4,12:48,2,15,PHI 17,23,9,LeSean McCoy for 8 yards,-0.940,-0.430
4,12:30,3,7,PHI 25,23,9,Michael Vick for 14 yards (tackle by Akeem Jordan),-0.430,1.530
4,12:09,1,10,PHI 39,23,9,Michael Vick pass complete deep left to Jason Avant for 20 yards (tackle by Husain Abdullah),1.530,2.850
4,11:43,1,10,KAN 41,23,15,"LeSean McCoy left end for 41 yards, touchdown",2.850,7.000
4,11:43,,,KAN 2,23,16,Alex Henery kicks extra point good,0.000,0.000
4,11:43,,,PHI 35,23,16,"Alex Henery kicks off 63 yards, muffed catch by Dexter McCluster, recovered by Dexter McCluster at KC-2, and returned for 3 yards",0.000,0.380
4,11:31,1,10,KAN 5,23,16,Alex Smith pass complete short left to Jamaal Charles for 3 yards (tackle by Earl Wolff),-0.380,-0.560
4,10:47,2,7,KAN 8,23,16,Alex Smith sacked by Brandon Graham for -3 yards,-0.560,-1.420
4,10:10,3,10,KAN 5,23,16,Alex Smith pass complete short middle to Donnie Avery for 15 yards (tackle by Bradley Fletcher),-1.420,0.280
4,9:28,1,10,KAN 20,23,16,Alex Smith pass complete short middle to Sean McGrath for 8 yards (tackle by Mychal Kendricks),0.280,0.810
4,8:53,2,2,KAN 28,23,16,Jamaal Charles left tackle for 5 yards (tackle by DeMeco Ryans),0.810,1.140
4,8:30,1,10,KAN 33,23,16,Knile Davis left end for 2 yards (tackle by DeMeco Ryans),1.140,0.860
4,7:50,2,8,KAN 35,23,16,Alex Smith pass complete short left to Anthony Sherman for 10 yards (tackle by Mychal Kendricks),0.860,1.930
4,7:09,1,10,KAN 45,23,16,Knile Davis left guard for 7 yards (tackle by Mychal Kendricks),1.930,2.330
4,6:27,2,3,PHI 48,23,16,Knile Davis left end for 2 yards (tackle by Fletcher Cox),2.330,2.330
4,5:44,2,3,PHI 48,23,16,Timeout #1 by Kansas City Chiefs,2.330,1.880
4,5:44,3,1,PHI 46,23,16,Alex Smith pass complete short right to Dwayne Bowe for 4 yards (tackle by DeMeco Ryans),1.880,2.790
4,5:00,1,10,PHI 42,23,16,Jamaal Charles left end for 17 yards (tackle by Clifton Geathers),2.790,3.910
4,4:12,1,10,PHI 25,23,16,Jamaal Charles left end for 4 yards (tackle by Isaac Sopoaga),3.910,3.900
4,3:34,2,6,PHI 21,23,16,Knile Davis right tackle for 1 yard (tackle by DeMeco Ryans),3.900,3.900
4,3:27,2,6,PHI 21,23,16,Timeout #1 by Philadelphia Eagles,3.900,3.340
4,3:27,3,5,PHI 20,23,16,Alex Smith pass incomplete short left intended for A.J. Jenkins,3.340,2.170
4,3:24,4,5,PHI 20,26,16,Ryan Succop 38 yard field goal good,2.170,3.000
4,3:24,,,KAN 35,26,16,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,3:21,1,10,PHI 20,26,16,"Penalty on PHI: False Start, 5 yards (no play)",0.280,-0.310
4,3:19,1,15,PHI 15,26,16,Michael Vick pass complete short middle to Brent Celek for 16 yards (tackle by Eric Berry),-0.310,1.000
4,3:02,1,10,PHI 31,26,16,Michael Vick pass incomplete short right intended for DeSean Jackson,1.000,0.460
4,2:57,2,10,PHI 31,26,16,Michael Vick pass incomplete intended for DeSean Jackson (defended by Dontari Poe),0.460,-0.230
4,2:54,3,10,PHI 31,26,16,"Michael Vick pass complete deep right to Zach Ertz for 19 yards. Penalty on Todd Herremans: Offensive Holding, 10 yards (no play)",-0.230,-1.550
4,2:50,3,20,PHI 21,26,16,Michael Vick pass incomplete,-1.550,-1.960
4,2:41,4,20,PHI 21,26,16,Michael Vick pass incomplete deep left intended for Jason Avant (defended by Quintin Demps),-1.960,-4.240
4,2:36,1,10,PHI 20,26,16,Jamaal Charles left end for 14 yards (tackle by Earl Wolff),4.240,4.240
4,2:25,1,10,PHI 20,26,16,Timeout #2 by Philadelphia Eagles,4.240,5.830
4,2:25,1,6,PHI 6,26,16,Jamaal Charles left end for -1 yards (tackle by Fletcher Cox),5.830,4.760
4,2:20,2,7,PHI 7,26,16,Jamaal Charles left end for 3 yards (tackle by Mychal Kendricks and Isaac Sopoaga),4.760,4.760
4,2:14,2,7,PHI 7,26,16,Timeout #3 by Philadelphia Eagles,4.760,4.490
4,2:14,3,4,PHI 4,26,16,Jamaal Charles right tackle for 3 yards (tackle by Connor Barwin and Earl Wolff),4.490,3.550
4,2:00,4,1,PHI 1,26,16,Jamaal Charles right tackle for no gain (tackle by Cedric Thornton),3.550,0.380
4,1:56,1,10,PHI 1,26,16,Michael Vick pass complete short left to Riley Cooper for 16 yards (tackle by Quintin Demps),-0.380,-0.060
4,1:40,1,10,PHI 17,26,16,"Michael Vick sacked by Justin Houston for -4 yards. Michael Vick fumbles (forced by Justin Houston), recovered by Justin Houston at PHI-13 (tackle by Jason Peters)",-0.060,-4.710
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
4,1:37,1,10,PHI 13,26,16,Alex Smith kneels for -1 yards,4.710,3.900
4,0:52,2,11,PHI 14,26,16,Alex Smith kneels for no gain,3.900,3.080
4,0:30,3,11,PHI 14,26,16,Alex Smith kneels for -1 yards,3.080,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
