Quarter,Time,Tm,Detail,PHI,DAL
1.0,10:08,Cowboys,Tavon Austin 20 yard rush (Brett Maher kick),0,7
,8:56,Cowboys,Ezekiel Elliott 1 yard rush (Brett Maher kick),0,14
,4:38,Eagles,Dallas Goedert 28 yard pass from Carson Wentz (Jake Elliott kick),7,14
2.0,6:40,Cowboys,Blake Jarwin 1 yard pass from Dak Prescott (Brett Maher kick),7,21
,1:31,Cowboys,Brett Maher 26 yard field goal,7,24
,0:00,Cowboys,Brett Maher 63 yard field goal,7,27
3.0,4:59,Eagles,Jake Elliott 38 yard field goal,10,27
4.0,12:36,Cowboys,Brett Maher 29 yard field goal,10,30
,9:33,Cowboys,Dak Prescott 8 yard rush (Brett Maher kick),10,37
