Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dallas Goedert,PHI,4,4,69,1,3,35,8.8,34,8.5,8.8,0,,0,0.0,0,158.3
Miles Sanders,PHI,3,3,11,0,,9,3.0,2,0.7,3.0,0,,0,0.0,0,81.9
Nelson Agholor,PHI,3,2,24,0,1,22,11.0,2,1.0,24.0,0,,1,33.3,0,91.0
Zach Ertz,PHI,6,2,38,0,2,28,14.0,10,5.0,16.0,0,,0,0.0,0,56.2
Jordan Howard,PHI,2,2,6,0,1,-1,-0.5,7,3.5,-0.5,0,,0,0.0,0,79.2
Alshon Jeffery,PHI,5,2,38,0,2,37,18.5,1,0.5,18.0,0,,0,0.0,1,27.5
Boston Scott,PHI,1,1,5,0,0,-6,-6.0,11,11.0,-6.0,0,,0,0.0,0,87.5
Mack Hollins,PHI,1,0,0,0,,0,,0,,4.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ezekiel Elliott,DAL,7,6,36,0,1,-2,-0.3,38,6.3,-0.1,1,6.0,0,0.0,0,88.1
Amari Cooper,DAL,5,5,106,0,4,89,17.8,17,3.4,17.8,0,,0,0.0,0,118.7
Jason Witten,DAL,4,4,33,0,3,29,7.3,4,1.0,7.3,0,,0,0.0,0,101.0
Michael Gallup,DAL,4,3,34,0,1,14,4.7,20,6.7,6.0,0,,1,25.0,0,100.0
Randall Cobb,DAL,3,2,29,0,2,24,12.0,5,2.5,10.0,0,,1,33.3,0,97.9
Blake Jarwin,DAL,1,1,1,1,1,1,1.0,0,0.0,1.0,0,,0,0.0,0,118.7
Tavon Austin,DAL,1,0,0,0,0,0,,0,,37.0,0,,0,0.0,1,0.0
