Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Allen Rossum,ATL,3,74,24.7,0,0,4,45,11.3,0,0
Travis Jervey,ATL,1,16,16.0,0,0,0,0,,0,0
Brian Kozlowski,ATL,1,4,4.0,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Michael Lewis,NOR,4,111,27.8,0,0,3,12,4.0,0,0
Victor Green,NOR,0,0,,0,0,1,6,6.0,0,0
Walter Rasby,NOR,1,6,6.0,0,0,0,0,,0,0
Melvin Williams,NOR,1,0,0.0,0,0,0,0,,0,0
