Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss, Falcons to receive the opening kickoff.",,
1,15:00,,,NOR 30,0,0,"Mitch Berger kicks off 62 yards, returned by Travis Jervey for 16 yards (tackle by Victor Green)",0.000,0.540
1,14:55,1,10,ATL 24,0,0,Warrick Dunn left tackle for 4 yards (tackle by Orlando Ruff and Charles Grant),0.540,0.540
1,14:20,2,6,ATL 28,0,0,Warrick Dunn right tackle for 1 yard (tackle by Darren Howard),0.540,-0.030
1,13:40,3,5,ATL 29,0,0,Kurt Kittner pass incomplete intended for Alge Crumpler,-0.030,-1.440
1,13:36,4,5,ATL 29,0,0,"Chris Mohr punts 28 yards, returned by Victor Green for 6 yards (tackle by Travis Jervey)",-1.440,-2.190
1,13:25,1,10,NOR 49,0,0,Aaron Brooks pass incomplete intended for Donte Stallworth,2.190,1.650
1,13:22,2,10,NOR 49,0,0,Aaron Brooks pass complete to Jerome Pathon for 9 yards (tackle by Matt Stewart),1.650,2.150
1,12:38,3,1,ATL 42,0,0,Deuce McAllister right guard for no gain (tackle by Keith Brooking and Bryan Scott),2.150,0.460
1,12:09,4,1,ATL 42,0,0,Aaron Brooks up the middle for 2 yards (tackle by Keith Brooking),0.460,2.920
1,11:30,1,10,ATL 40,0,0,Aaron Brooks pass incomplete intended for Donte Stallworth,2.920,2.370
1,11:26,2,10,ATL 40,0,0,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Travis Hall),2.370,2.340
1,10:37,,,,0,0,Timeout #1 by New Orleans Saints,0.000,2.340
1,10:37,3,5,ATL 35,0,0,Deuce McAllister pass incomplete intended for Aaron Brooks (defended by Tod McBride),2.340,0.980
1,10:30,4,5,ATL 35,0,0,Aaron Brooks pass incomplete intended for Donte Stallworth,0.980,-1.270
1,10:25,1,10,ATL 35,0,0,Warrick Dunn right guard for 5 yards (tackle by Derrick Rodgers),1.270,1.400
1,9:44,2,5,ATL 40,0,0,Kurt Kittner pass complete to Alge Crumpler for 10 yards (tackle by Tebucky Jones),1.400,2.260
1,9:08,1,10,NOR 50,0,0,Warrick Dunn left guard for 3 yards (tackle by Orlando Ruff),2.260,2.120
1,8:26,2,7,NOR 47,0,0,Warrick Dunn right guard for 2 yards (tackle by Charles Grant and Johnathan Sullivan),2.120,1.690
1,7:47,3,5,NOR 45,0,0,Kurt Kittner pass incomplete intended for Brian Kozlowski (defended by Darren Howard),1.690,0.270
1,7:43,4,5,NOR 45,0,0,Chris Mohr punts 25 yards,0.270,-0.280
1,7:35,1,10,NOR 20,0,0,Deuce McAllister right guard for 2 yards (tackle by Chris Draft and Keith Newman),0.280,0.000
1,7:05,2,8,NOR 22,0,0,"Aaron Brooks pass complete to Ernie Conwell for 7 yards (tackle by Juran Bolden). Penalty on Jerry Fontenot: Offensive Holding, 10 yards (no play)",0.000,-1.360
1,6:43,2,18,NOR 12,6,0,"Aaron Brooks pass incomplete intended for Michael Lewis is intercepted by Tod McBride at NOR-15 and returned for 15 yards, touchdown",-1.360,-7.000
1,,,,NOR 2,7,0,Jay Feely kicks extra point good,0.000,0.000
1,,,,ATL 30,7,0,"Jay Feely kicks off 69 yards, returned by Michael Lewis for 22 yards (tackle by Artie Ulmer)",0.000,0.480
1,6:32,1,10,NOR 23,7,0,Deuce McAllister left end for no gain (tackle by Ed Jasper),0.480,-0.070
1,5:58,2,10,NOR 23,7,0,Deuce McAllister left end for 3 yards (tackle by Cory Hall),-0.070,-0.360
1,5:16,3,7,NOR 26,7,0,Aaron Brooks pass complete to Deuce McAllister for 3 yards (tackle by Travis Hall). Penalty on Wayne Gandy: Offensive Holding (Declined),-0.360,-1.440
1,4:59,4,4,NOR 29,7,0,"Mitch Berger punts 42 yards, fair catch by Allen Rossum",-1.440,-0.870
1,4:52,1,10,ATL 29,7,0,"Penalty on Kenderick Allen: Encroachment, 5 yards (no play)",0.870,1.600
1,4:52,1,5,ATL 34,7,0,Warrick Dunn left guard for 4 yards (tackle by Orlando Ruff),1.600,1.540
1,4:17,2,1,ATL 38,7,0,Warrick Dunn left guard for 1 yard (tackle by Charles Grant and Tebucky Jones),1.540,1.530
1,3:41,1,10,ATL 39,7,0,Kurt Kittner pass incomplete intended for Brian Finneran,1.530,0.990
1,3:37,2,10,ATL 39,7,0,Kurt Kittner pass complete to Quentin McCord for 11 yards (tackle by Sedrick Hodge),0.990,2.260
1,2:57,1,10,NOR 50,7,0,Kurt Kittner pass complete to Warrick Dunn for 22 yards (tackle by Fakhir Brown),2.260,3.710
1,2:09,1,10,NOR 28,7,0,Warrick Dunn left end for 7 yards (tackle by Tebucky Jones),3.710,4.110
1,1:38,2,3,NOR 21,7,0,Warrick Dunn right guard for 1 yard (tackle by Kenny Smith and Charles Grant),4.110,3.530
1,0:55,3,2,NOR 20,7,0,Kurt Kittner pass incomplete intended for Peerless Price (defended by Jay Bellamy),3.530,2.250
1,0:51,4,2,NOR 20,10,0,Jay Feely 38 yard field goal good,2.250,3.000
1,,,,ATL 30,10,0,"Jay Feely kicks off 53 yards, returned by Walter Rasby for 6 yards (tackle by Gerald McBurrows)",0.000,0.480
1,0:43,1,10,NOR 23,10,0,"Aaron Brooks pass incomplete intended for Ernie Conwell. Penalty on Patrick Kerney: Roughing the Passer, 15 yards (no play)",0.480,1.470
1,0:38,1,10,NOR 38,10,0,Aaron Brooks pass complete to Donte Stallworth for 5 yards (tackle by Tod McBride),1.470,1.600
1,0:12,2,5,NOR 43,10,0,Deuce McAllister left tackle for -1 yards (tackle by Ed Jasper),1.600,0.760
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,NOR 42,10,0,Aaron Brooks sacked by Brady Smith for -3 yards,0.760,-0.780
2,14:35,4,9,NOR 39,10,0,"Mitch Berger punts 44 yards, fair catch by Allen Rossum. Penalty on Kevin Houser: Offensive Holding, 11 yards (no play)",-0.780,-1.500
2,14:28,4,20,NOR 28,10,0,"Mitch Berger punts 37 yards, returned by Allen Rossum for 14 yards (tackle by James Allen)",-1.500,-2.190
2,14:17,1,10,ATL 49,10,0,Kurt Kittner pass incomplete intended for Peerless Price (defended by Fred Thomas),2.190,1.650
2,14:08,2,10,ATL 49,10,0,Kurt Kittner pass incomplete intended for Warrick Dunn,1.650,0.960
2,14:05,3,10,ATL 49,10,0,"Penalty on Quentin McCord: False Start, 5 yards (no play)",0.960,0.300
2,14:05,3,15,ATL 44,10,0,Kurt Kittner pass incomplete intended for Peerless Price (defended by Fred Thomas),0.300,-0.460
2,14:00,4,15,ATL 44,10,0,"Chris Mohr punts 44 yards, returned by Michael Lewis for 3 yards (tackle by Artie Ulmer)",-0.460,0.220
2,13:50,1,10,NOR 15,10,0,Aaron Brooks pass incomplete intended for Jerome Pathon is intercepted by Juran Bolden at NOR-25 and returned for 20 yards (tackle by Aaron Brooks),-0.220,-6.060
2,13:38,1,5,NOR 5,10,0,T.J. Duckett left tackle for 1 yard (tackle by Derrick Rodgers and Orlando Ruff),6.060,5.340
2,12:56,2,4,NOR 4,16,0,"T.J. Duckett right guard for 4 yards, touchdown",5.340,7.000
2,,,,NOR 2,17,0,Jay Feely kicks extra point good,0.000,0.000
2,,,,ATL 30,17,0,"Jay Feely kicks off 70 yards, returned by Michael Lewis for 20 yards (tackle by Gerald McBurrows)",,
2,12:46,1,10,NOR 20,17,0,Aaron Brooks pass incomplete intended for Deuce McAllister (defended by Keith Newman),0.280,-0.270
2,12:42,2,10,NOR 20,17,0,Deuce McAllister right guard for 13 yards (tackle by Cory Hall),-0.270,1.140
2,12:06,1,10,NOR 33,17,0,Aaron Brooks pass complete to Michael Lewis for 11 yards,1.140,1.860
2,11:42,1,10,NOR 44,17,0,Aaron Brooks pass complete to Deuce McAllister for 7 yards (tackle by Keith Brooking),1.860,2.260
2,11:20,2,3,ATL 49,17,0,Aaron Brooks for 2 yards (tackle by Keith Newman),2.260,1.820
2,10:50,3,1,ATL 47,17,0,Deuce McAllister right guard for 2 yards (tackle by Chris Draft),1.820,2.590
2,10:09,1,10,ATL 45,17,0,Aaron Brooks pass complete to Terrelle Smith for 6 yards (tackle by Keith Brooking),2.590,2.850
2,9:22,2,4,ATL 39,17,0,Aaron Brooks sacked by Keith Newman for -9 yards,2.850,0.960
2,8:47,3,13,ATL 48,17,0,Aaron Brooks pass complete to Deuce McAllister for 14 yards (tackle by Keith Brooking),0.960,3.310
2,8:01,1,10,ATL 34,17,0,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Bryan Scott),3.310,2.770
2,7:55,2,10,ATL 34,17,0,Aaron Brooks up the middle for 6 yards (tackle by Matt Stewart),2.770,2.870
2,7:07,3,4,ATL 28,17,0,Aaron Brooks pass complete to Michael Lewis for 23 yards (tackle by Keith Brooking),2.870,6.060
2,6:22,1,5,ATL 5,17,0,Deuce McAllister left guard for 1 yard (tackle by Matt Stewart and Travis Hall),6.060,5.340
2,5:41,2,4,ATL 4,17,0,"Penalty on Boo Williams: False Start, 5 yards (no play)",5.340,4.380
2,5:14,2,9,ATL 9,17,0,Aaron Brooks for 5 yards (tackle by Keith Brooking),4.380,4.490
2,4:40,3,4,ATL 4,17,0,Aaron Brooks sacked by Patrick Kerney for -6 yards,4.490,2.760
2,4:11,4,10,ATL 10,17,3,John Carney 28 yard field goal good,2.760,3.000
2,,,,NOR 30,17,3,"Mitch Berger kicks off 69 yards, returned by Allen Rossum for 28 yards (tackle by Victor Green)",0.000,0.870
2,4:01,1,10,ATL 29,17,3,Warrick Dunn left end for 3 yards (tackle by Orlando Ruff),0.870,0.730
2,3:19,2,7,ATL 32,17,3,Kurt Kittner pass incomplete intended for Brian Kozlowski,0.730,0.040
2,3:15,3,7,ATL 32,17,3,Kurt Kittner pass incomplete intended for Quentin McCord,0.040,-1.240
2,3:11,4,7,ATL 32,17,3,Chris Mohr punts 47 yards,-1.240,-0.340
2,2:58,1,10,NOR 21,17,3,Aaron Brooks pass complete to Michael Lewis for 12 yards (tackle by Chris Draft),0.340,1.140
2,2:11,1,10,NOR 33,17,3,Aaron Brooks sacked by Ed Jasper and Travis Hall for -2 yards,1.140,0.320
2,2:00,2,12,NOR 31,17,3,Aaron Brooks pass incomplete intended for Michael Lewis,0.320,-0.360
2,1:56,3,12,NOR 31,17,3,Aaron Brooks pass incomplete intended for Jerome Pathon,-0.360,-1.310
2,1:51,4,12,NOR 31,17,3,"Mitch Berger punts 36 yards, returned by Allen Rossum for 22 yards (tackle by Mitch Berger)",-1.310,-2.590
2,1:40,1,10,NOR 45,17,3,Kurt Kittner pass incomplete intended for Quentin McCord,2.590,2.040
2,1:36,2,10,NOR 45,17,3,Warrick Dunn left guard for 8 yards (tackle by Kenny Smith and Tebucky Jones),2.040,2.410
2,0:56,3,2,NOR 37,17,3,Warrick Dunn left guard for 5 yards (tackle by Jay Bellamy),2.410,3.450
2,0:49,,,,17,3,Timeout #1 by Atlanta Falcons,0.000,3.450
2,0:49,1,10,NOR 32,17,3,Kurt Kittner pass complete to Quentin McCord for 11 yards (tackle by Fred Thomas),3.450,4.170
2,0:27,1,10,NOR 21,17,3,Kurt Kittner pass complete to Warrick Dunn for 1 yard (tackle by Sedrick Hodge),4.170,3.760
2,0:22,,,,17,3,Timeout #2 by Atlanta Falcons,0.000,3.760
2,0:22,2,9,NOR 20,17,3,Kurt Kittner pass complete to Peerless Price for 11 yards (tackle by Fakhir Brown),3.760,5.140
2,0:14,,,,17,3,Timeout #3 by Atlanta Falcons,0.000,5.140
2,0:14,1,9,NOR 9,17,3,Kurt Kittner pass incomplete intended for Quentin McCord,5.140,4.380
2,0:11,2,9,NOR 9,20,3,Jay Feely 27 yard field goal good,4.380,3.000
2,,,,ATL 30,20,3,"Jay Feely kicks off 38 yards, muffed catch by Melvin Williams, ball out of bounds at NOR-32",0.000,1.070
2,0:06,1,10,NOR 32,20,3,Aaron Brooks kneels for -1 yards,1.070,0.390
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,20,3,"Jay Feely kicks off 72 yards, returned by Michael Lewis for 30 yards (tackle by Jay Feely)",0.000,0.810
3,14:54,1,10,NOR 28,20,3,Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Bryan Scott),0.810,1.070
3,14:15,2,4,NOR 34,20,3,Aaron Brooks sacked by Ed Jasper for -7 yards,1.070,-0.560
3,13:48,3,11,NOR 27,20,3,"Penalty on Victor Riley: False Start, 5 yards (no play)",-0.560,-1.220
3,13:25,3,16,NOR 22,20,3,Aaron Brooks pass complete to Joe Horn for 4 yards (tackle by Kevin Mathis),-1.220,-1.630
3,12:50,4,12,NOR 26,20,3,"Mitch Berger punts 42 yards, fair catch by Allen Rossum",-1.630,-1.070
3,12:43,1,10,ATL 32,20,3,Warrick Dunn right tackle for 1 yard (tackle by Orlando Ruff),1.070,0.660
3,12:03,2,9,ATL 33,20,3,Kurt Kittner pass complete to Brian Finneran for 7 yards (tackle by Fred Thomas),0.660,0.890
3,11:19,3,2,ATL 40,20,3,Kurt Kittner pass incomplete intended for Peerless Price,0.890,-0.720
3,11:14,4,2,ATL 40,20,3,"Chris Mohr punts 35 yards, muffed catch by Michael Lewis, recovered by Victor Green and returned for no gain",-0.720,-0.540
3,11:04,1,10,NOR 24,20,3,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Juran Bolden),0.540,1.210
3,10:39,2,1,NOR 33,20,3,Deuce McAllister right guard for 4 yards (tackle by Ellis Johnson and Patrick Kerney),1.210,1.400
3,10:01,1,10,NOR 37,20,3,Aaron Brooks pass complete to Deuce McAllister for 9 yards (tackle by Keith Brooking),1.400,2.070
3,9:23,2,1,NOR 46,20,3,Aaron Brooks pass incomplete intended for Jerome Pathon,2.070,1.360
3,9:19,3,1,NOR 46,20,3,Deuce McAllister right tackle for no gain (tackle by Keith Brooking),1.360,-0.320
3,8:41,4,1,NOR 46,20,3,"Mitch Berger punts 41 yards, returned by Allen Rossum for 2 yards (tackle by Fakhir Brown)",-0.320,0.220
3,8:31,1,10,ATL 15,20,3,Warrick Dunn left end for -3 yards (tackle by Fred Thomas),-0.220,-1.000
3,7:48,2,13,ATL 12,20,3,Kurt Kittner pass incomplete intended for Alge Crumpler is intercepted by Fred Thomas at ATL-31 and returned for 15 yards (tackle by Warrick Dunn),-1.000,-4.510
3,7:38,1,10,ATL 16,20,3,Deuce McAllister left guard for 5 yards (tackle by Patrick Kerney),4.510,4.760
3,7:01,2,5,ATL 11,20,3,Aaron Brooks right tackle for 6 yards (tackle by Keith Brooking),4.760,6.060
3,6:16,1,5,ATL 5,20,9,"Deuce McAllister right guard for 5 yards, touchdown",6.060,7.000
3,,,,ATL 2,20,10,John Carney kicks extra point good,0.000,0.000
3,,,,NOR 30,20,10,"Mitch Berger kicks off 70 yards, returned by Allen Rossum for 26 yards (tackle by Michael Lewis)",0.000,0.670
3,6:08,1,10,ATL 26,20,10,Warrick Dunn right guard for 4 yards (tackle by Charles Grant),0.670,0.670
3,5:29,2,6,ATL 30,20,10,Warrick Dunn left end for 5 yards (tackle by Charles Grant and Orlando Ruff),0.670,0.630
3,4:50,3,1,ATL 35,20,10,Warrick Dunn left guard for no gain (tackle by Orlando Ruff and Jay Bellamy),0.630,-1.040
3,4:27,4,1,ATL 35,20,10,"Penalty on Derek Rackley: False Start, 4 yards (no play)",-1.040,-1.310
3,4:11,4,5,ATL 31,20,10,"Chris Mohr punts 47 yards, returned by Michael Lewis for 9 yards (tackle by Twan Russell). Penalty on Brian Kozlowski: Unnecessary Roughness, 15 yards",-1.310,-1.990
3,4:02,1,10,NOR 46,20,10,"Penalty on Donte Stallworth: False Start, 5 yards (no play)",1.990,1.660
3,4:02,1,15,NOR 41,20,10,Aaron Brooks pass complete to Deuce McAllister for 6 yards (tackle by Chris Draft),1.660,1.590
3,3:18,2,9,NOR 47,20,10,Aaron Brooks pass complete to Joe Horn for 3 yards (tackle by Matt Stewart),1.590,1.290
3,2:32,3,6,NOR 50,20,10,Aaron Brooks pass incomplete intended for Jerome Pathon,1.290,-0.060
3,2:27,4,6,NOR 50,20,10,"Mitch Berger punts 39 yards, fair catch by Allen Rossum",-0.060,0.370
3,2:20,1,10,ATL 11,20,10,Warrick Dunn left guard for no gain (tackle by Jay Bellamy),-0.370,-0.780
3,1:41,2,10,ATL 11,20,10,Kurt Kittner pass complete to Peerless Price for 7 yards (tackle by Ashley Ambrose),-0.780,-0.600
3,1:12,3,3,ATL 18,20,10,Kurt Kittner pass incomplete intended for Peerless Price (defended by Kenny Smith),-0.600,-2.240
3,1:07,4,3,ATL 18,20,10,Chris Mohr punts 34 yards,-2.240,-2.130
3,0:57,1,10,NOR 48,20,10,Deuce McAllister right guard for 8 yards (tackle by Travis Hall),2.130,2.660
3,0:22,2,2,ATL 44,20,10,Aaron Brooks pass incomplete intended for Donte Stallworth (defended by Tod McBride),2.660,1.950
3,0:15,3,2,ATL 44,20,10,"Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Bryan Scott). Penalty on Bryan Scott: Defensive Holding, 5 yards (no play)",1.950,2.980
3,0:12,1,10,ATL 39,20,10,Aaron Brooks pass incomplete intended for Michael Lewis,2.980,2.440
3,0:04,,,,20,10,Timeout #1 by New Orleans Saints,0.000,2.440
3,0:04,2,10,ATL 39,20,10,Deuce McAllister right end for 7 yards (tackle by Brady Smith and Chris Draft),2.440,2.680
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,ATL 32,20,10,Deuce McAllister left end for 5 yards (tackle by Travis Hall and Keith Brooking),2.680,3.780
4,14:24,1,10,ATL 27,20,10,Deuce McAllister left guard for 3 yards (tackle by Cory Hall and Keith Brooking),3.780,3.640
4,13:44,2,7,ATL 24,20,10,Aaron Brooks left end for 7 yards (tackle by Keith Brooking),3.640,4.440
4,12:57,1,10,ATL 17,20,10,Aaron Brooks for 10 yards (tackle by Bryan Scott),4.440,5.600
4,12:28,1,7,ATL 7,20,16,"Deuce McAllister right end for 7 yards, touchdown",5.600,7.000
4,,,,ATL 2,20,17,John Carney kicks extra point good,0.000,0.000
4,,,,NOR 30,20,17,"Mitch Berger kicks off 66 yards, returned by Allen Rossum for 20 yards (tackle by Roger Knight). Allen Rossum fumbles (forced by Roger Knight), recovered by Gerald McBurrows at ATL-27",0.000,0.740
4,12:15,1,10,ATL 27,20,17,Kurt Kittner pass incomplete intended for Alge Crumpler (defended by Darren Howard),0.740,0.200
4,12:10,2,10,ATL 27,20,17,Warrick Dunn up the middle for 2 yards (tackle by Charles Grant),0.200,-0.230
4,11:27,3,8,ATL 29,20,17,Kurt Kittner sacked by Darren Howard for -4 yards,-0.230,-1.700
4,11:02,4,12,ATL 25,20,17,"Chris Mohr punts 45 yards, fair catch by Michael Lewis",-1.700,-0.940
4,10:54,1,10,NOR 30,20,17,Deuce McAllister right tackle for 14 yards (tackle by Chris Draft and Cory Hall),0.940,1.860
4,10:10,,,,20,17,Timeout #2 by New Orleans Saints,0.000,1.860
4,10:10,1,10,NOR 44,20,17,Deuce McAllister right guard for no gain (tackle by Chris Draft),1.860,1.320
4,9:37,2,10,NOR 44,20,17,Deuce McAllister left guard for 3 yards (tackle by Matt Stewart and Keith Brooking),1.320,1.030
4,8:59,3,7,NOR 47,20,17,"Penalty on Montrae Holland: False Start, 5 yards (no play)",1.030,0.370
4,8:34,3,12,NOR 42,20,17,Aaron Brooks pass incomplete intended for Jerome Pathon,0.370,-0.590
4,8:28,4,12,NOR 42,20,17,"Mitch Berger punts 49 yards, returned by Allen Rossum for 7 yards (tackle by Victor Green)",-0.590,0.140
4,8:19,1,10,ATL 16,20,17,Kurt Kittner pass incomplete intended for Warrick Dunn,-0.140,-0.660
4,8:14,2,10,ATL 16,20,17,Warrick Dunn left end for 12 yards (tackle by Fred Thomas and Derrick Rodgers),-0.660,0.810
4,7:30,1,10,ATL 28,20,17,Warrick Dunn right guard for 54 yards (tackle by Fakhir Brown and Tebucky Jones),0.810,4.370
4,7:00,1,10,NOR 18,20,17,T.J. Duckett right tackle for 2 yards (tackle by Orlando Ruff),4.370,4.090
4,6:21,2,8,NOR 16,20,17,Kurt Kittner pass incomplete intended for Brian Finneran (defended by Ashley Ambrose),4.090,3.300
4,6:14,3,8,NOR 16,20,17,Kurt Kittner pass incomplete intended for Brian Kozlowski is intercepted by Jay Bellamy at NOR-5 and returned for 8 yards (tackle by Roberto Garza),3.300,0.320
4,6:04,1,10,NOR 13,20,17,Aaron Brooks pass incomplete intended for Boo Williams,-0.320,-0.770
4,5:58,2,10,NOR 13,20,17,Aaron Brooks pass complete to Michael Lewis for 39 yards (tackle by Cory Hall),-0.770,2.390
4,5:19,1,10,ATL 48,20,17,Deuce McAllister left guard for 1 yard (tackle by Bryan Scott),2.390,1.980
4,4:38,2,9,ATL 47,20,17,Aaron Brooks sacked by Patrick Kerney and Ellis Johnson for -6 yards,1.980,0.500
4,4:07,3,15,NOR 47,20,17,Aaron Brooks pass complete to Jerome Pathon for 16 yards (tackle by Bryan Scott),0.500,3.120
4,3:24,1,10,ATL 37,20,17,Deuce McAllister right end for -1 yards (tackle by Ed Jasper and Matt Stewart),3.120,2.440
4,2:44,2,11,ATL 38,20,17,Aaron Brooks pass complete to Jerome Pathon for 22 yards (tackle by Bryan Scott),2.440,4.510
4,2:38,1,10,ATL 16,20,17,Deuce McAllister left guard for 1 yard (tackle by Bryan Scott and Chris Draft),4.510,4.050
4,2:00,2,9,ATL 15,20,17,"Deuce McAllister right end for 2 yards (tackle by Bryan Scott). Ellis Johnson fumbles (forced by Montrae Holland), recovered by Boo Williams at ATL-17 (tackle by Brady Smith)",4.050,4.440
4,1:51,1,10,ATL 17,20,17,Aaron Brooks pass complete to Deuce McAllister for 5 yards (tackle by Cory Hall),4.440,4.690
4,1:14,2,5,ATL 12,20,17,Deuce McAllister right end for 6 yards (tackle by Keith Newman and Chris Draft),4.690,5.830
4,0:28,1,6,ATL 6,20,17,Aaron Brooks sacked by Ellis Johnson for -2 yards,5.830,4.570
4,0:18,,,,20,17,Timeout #3 by New Orleans Saints,0.000,4.570
4,0:18,2,8,ATL 8,20,17,Aaron Brooks pass incomplete intended for Jerome Pathon,4.570,3.580
4,0:09,,,,20,17,Timeout #1 by Atlanta Falcons,0.000,3.580
4,0:09,3,8,ATL 8,20,20,John Carney 26 yard field goal good,3.580,3.000
4,,,,NOR 30,20,20,"Mitch Berger kicks off 39 yards, returned by Brian Kozlowski for 4 yards (tackle by Fred McAfee)",0.000,1.270
4,0:03,1,10,ATL 35,20,20,Kurt Kittner kneels for -1 yards,1.270,-0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
,,,,,,,"Saints won the coin toss, Saints to receive the overtime kickoff.",,
OT,15:00,1,10,ATL 30,20,20,"Jay Feely kicks off 71 yards, returned by Michael Lewis for 39 yards (tackle by Jay Feely)",0.940,1.470
OT,14:54,1,10,NOR 38,20,20,Deuce McAllister right tackle for 2 yards (tackle by Matt Stewart),1.470,1.190
OT,14:19,2,8,NOR 40,20,20,"Deuce McAllister right guard for 58 yards (tackle by Juran Bolden). Deuce McAllister fumbles (forced by Juran Bolden), recovered by Matt Stewart at ATL-0",1.190,-0.280
OT,14:05,1,10,ATL 20,20,20,Warrick Dunn for 41 yards (tackle by Fred Thomas),0.280,2.980
OT,13:35,1,10,NOR 39,20,20,Warrick Dunn left guard for 2 yards (tackle by Darren Howard),2.980,2.710
OT,12:55,2,8,NOR 37,20,20,T.J. Duckett left guard for no gain (tackle by Tebucky Jones),2.710,2.020
OT,12:12,3,8,NOR 37,20,20,Kurt Kittner pass incomplete intended for Warrick Dunn (defended by Derrick Rodgers),2.020,0.790
OT,12:07,3,8,NOR 37,20,20,Timeout #1 by New Orleans Saints,2.020,0.790
OT,12:07,4,8,NOR 37,20,20,Jay Feely 54 yard field goal no good,0.790,-1.930
OT,12:02,1,10,NOR 45,20,20,Aaron Brooks pass complete to Joe Horn for 14 yards (tackle by Tod McBride),1.930,2.850
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
OT,11:30,1,10,ATL 41,20,20,Deuce McAllister left end for 23 yards (tackle by Chris Draft),2.850,4.370
OT,11:05,1,10,ATL 41,20,20,Timeout #1 by Atlanta Falcons,2.850,4.370
OT,11:05,1,10,ATL 18,20,23,John Carney 36 yard field goal good. Penalty on ATL: Leverage (Declined),4.370,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
