Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Clyde Edwards-Helaire,KAN,8,46,1,3,28,3.5,18,2.3,4,2.0
Le'Veon Bell,KAN,6,39,0,2,26,4.3,13,2.2,2,3.0
Chad Henne,KAN,4,-2,1,1,-2,-0.5,0,0.0,0,
DeAndre Washington,KAN,3,5,0,,3,1.0,2,0.7,0,
Mecole Hardman,KAN,1,13,0,1,12,12.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,DEN,17,68,1,6,35,2.1,33,1.9,1,17.0
Phillip Lindsay,DEN,9,79,0,3,68,7.6,11,1.2,0,
Royce Freeman,DEN,3,12,0,1,8,2.7,4,1.3,0,
Drew Lock,DEN,3,8,1,1,7,2.3,1,0.3,0,
KJ Hamler,DEN,1,10,0,1,8,8.0,2,2.0,0,
