Quarter,Time,Down,ToGo,Location,IND,LVR,Detail,EPB,EPA
1,1:40,1,15,IND 27,7,0,Jonathan Taylor up the middle for 3 yards (tackle by Kendal Vickers),0.740,0.260
1,1:05,2,12,IND 30,7,0,Matt Ryan pass complete short right to Parris Campbell for 1 yard (tackle by Sam Webb),0.260,-0.290
1,0:20,3,11,IND 31,7,0,"Matt Ryan pass complete short middle to Parris Campbell for 15 yards (tackle by Duron Harmon). Penalty on Sidney Jones: Defensive Holding, 5 yards (declined)",-0.290,1.990
Quarter,Time,Down,ToGo,Location,IND,LVR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,IND 46,7,0,Zack Moss up the middle for 4 yards (tackle by Chandler Jones and Amik Robertson),1.990,1.990
2,14:24,2,6,IND 50,7,0,Jonathan Taylor left tackle for 13 yards (tackle by Andrew Billings),1.990,3.120
2,14:00,1,10,LVR 37,7,0,Matt Ryan pass complete short left to Michael Pittman for 7 yards (tackle by Jayon Brown),3.120,3.520
2,13:24,2,3,LVR 30,7,0,Jonathan Taylor left guard for no gain (tackle by Maxx Crosby),3.520,2.810
2,12:48,3,3,LVR 30,7,0,Matt Ryan pass incomplete short left intended for Michael Pittman (defended by Sam Webb),2.810,1.480
2,12:43,4,3,LVR 30,10,0,Chase McLaughlin 48 yard field goal good,1.480,3.000
2,12:38,,,IND 35,10,0,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
2,12:38,1,10,LVR 25,10,0,Derek Carr pass complete short left to Josh Jacobs for 4 yards (tackle by Bobby Okereke),0.610,0.600
2,11:57,2,6,LVR 29,10,0,Josh Jacobs right guard for 8 yards (tackle by Kenny Moore),0.600,1.400
2,11:16,1,10,LVR 37,10,0,Derek Carr pass complete short middle to Josh Jacobs for 7 yards (tackle by Bobby Okereke),1.400,1.800
2,10:32,2,3,LVR 44,10,0,Josh Jacobs left guard for 4 yards (tackle by Zaire Franklin),1.800,2.130
2,9:49,1,10,LVR 48,10,0,Derek Carr pass complete short middle to Davante Adams for 7 yards (tackle by Zaire Franklin and Eric Johnson),2.130,2.530
2,9:14,2,3,IND 45,10,0,Zamir White up the middle for 1 yard (tackle by Kenny Moore),2.530,1.950
2,8:43,3,2,IND 44,10,0,Josh Jacobs left tackle for no gain (tackle by Grover Stewart and Bobby Okereke),1.950,0.330
2,8:05,4,2,IND 44,10,0,Josh Jacobs left end for -3 yards (tackle by Kenny Moore),0.330,-2.060
2,8:00,1,10,IND 47,10,0,Matt Ryan pass complete short right to Parris Campbell for 6 yards (tackle by Sam Webb),2.060,2.330
2,7:30,2,4,LVR 47,10,0,Jonathan Taylor up the middle for 5 yards (tackle by Maxx Crosby),2.330,2.790
2,6:52,1,10,LVR 42,10,0,Matt Ryan pass incomplete deep right intended for Michael Pittman,2.790,2.240
2,6:45,2,10,LVR 42,10,0,"Matt Ryan pass complete short middle to Keke Coutee for 20 yards. Keke Coutee fumbles (forced by Amik Robertson), recovered by Jayon Brown at LV-21 (tackle by Trevon Moehrig and Amik Robertson). Penalty on Braden Smith: Ineligible Downfield Pass, 5 yards (declined)",2.240,-0.340
2,6:38,1,10,LVR 21,10,0,Josh Jacobs up the middle for 3 yards (tackle by E.J. Speed),0.340,0.210
2,6:02,2,7,LVR 24,10,0,Derek Carr pass complete short right to Josh Jacobs for 9 yards (tackle by Bobby Okereke),0.210,1.140
2,5:25,1,10,LVR 33,10,0,Derek Carr pass complete short right to Foster Moreau for 21 yards (tackle by Zaire Franklin and Rodney McLeod),1.140,2.520
2,4:41,1,10,IND 46,10,0,Josh Jacobs up the middle for 1 yard (tackle by DeForest Buckner and E.J. Speed),2.520,2.110
2,4:02,2,9,IND 45,10,0,Derek Carr pass complete short middle to Josh Jacobs for -1 yards (tackle by Zaire Franklin),2.110,1.290
2,3:23,3,10,IND 46,10,0,"Derek Carr pass complete short right to Davante Adams for 12 yards (tackle by Stephon Gilmore). Penalty on Jermaine Eluemunor: Offensive Holding, 10 yards (accepted)",1.290,1.550
2,2:46,3,8,IND 44,10,0,Derek Carr pass complete short right to Ameer Abdullah for 7 yards (tackle by DeForest Buckner),1.550,0.790
2,2:04,4,1,IND 37,10,0,Josh Jacobs right tackle for 2 yards (tackle by E.J. Speed),0.790,3.250
2,2:00,1,10,IND 35,10,0,Josh Jacobs left tackle for 22 yards (tackle by Stephon Gilmore and Rodney Thomas),3.250,4.710
2,1:13,,,,,,Timeout #2 by Las Vegas Raiders,,
2,1:13,1,10,IND 13,10,0,Derek Carr pass complete short left to Ameer Abdullah for 4 yards (tackle by Zaire Franklin and Byron Cowart),4.710,4.770
2,1:07,,,,,,Timeout #1 by Indianapolis Colts,,
2,1:07,2,6,IND 9,10,0,Derek Carr pass complete short left to Davante Adams for 5 yards,4.770,5.010
2,1:03,3,1,IND 4,10,6,"Derek Carr pass complete short right to Foster Moreau for 4 yards, touchdown",5.010,7.000
2,0:58,,,IND 15,10,7,Daniel Carlson kicks extra point good,0.000,0.000
2,0:58,,,LVR 35,10,7,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,0:58,1,10,IND 25,10,7,Matt Ryan pass complete short middle to Kylen Granson for 6 yards (tackle by Jayon Brown),0.610,0.870
2,0:43,2,4,IND 31,10,7,Matt Ryan pass complete short left to Kylen Granson for 6 yards (tackle by Sam Webb),0.870,1.400
2,0:38,1,10,IND 37,10,7,Matt Ryan pass complete short middle to Kylen Granson for 13 yards (tackle by Duron Harmon),1.400,2.260
2,0:32,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:32,1,10,IND 50,10,7,"Matt Ryan pass complete to Michael Pittman for no gain. Penalty on Sam Webb: Illegal Contact, 5 yards (accepted) (no play)",2.260,2.590
2,0:26,1,10,LVR 45,10,7,Jonathan Taylor up the middle for 6 yards (tackle by Luke Masterson and Jayon Brown),2.590,2.850
2,0:11,2,4,LVR 39,10,7,Matt Ryan pass incomplete short right,2.850,2.150
2,0:08,3,4,LVR 39,10,7,Jonathan Taylor up the middle for 9 yards (tackle by Luke Masterson),2.150,3.580
2,0:03,,,,,,Timeout #3 by Indianapolis Colts,,
2,0:03,1,10,LVR 30,13,7,Chase McLaughlin 48 yard field goal good,3.580,3.000
Quarter,Time,Down,ToGo,Location,IND,LVR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LVR 35,13,7,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,IND 25,13,7,Jonathan Taylor up the middle for 5 yards (tackle by Jayon Brown),0.610,0.740
3,14:28,2,5,IND 30,13,7,Matt Ryan pass complete short right to Parris Campbell for 4 yards (tackle by Amik Robertson),0.740,0.560
3,13:54,3,1,IND 34,13,7,Jonathan Taylor up the middle for 3 yards (tackle by Andrew Billings and Maxx Crosby),0.560,1.400
3,13:16,1,10,IND 37,13,7,Jonathan Taylor right guard for 5 yards (tackle by Maxx Crosby and Sam Webb),1.400,1.530
3,12:39,2,5,IND 42,13,7,Matt Ryan pass complete short middle to Michael Pittman for 18 yards (tackle by Darien Butler and Duron Harmon),1.530,2.920
3,12:02,1,10,LVR 40,13,7,Matt Ryan pass complete short middle to Michael Pittman for 6 yards (tackle by Rock Ya-Sin),2.920,3.180
3,11:41,2,4,LVR 34,13,7,Jordan Wilkins up the middle for 9 yards (tackle by Tashawn Bower and Amik Robertson),3.180,3.910
3,11:04,1,10,LVR 25,13,7,Jordan Wilkins right guard for 5 yards (tackle by Darien Butler),3.910,4.040
3,10:31,2,5,LVR 20,13,7,Jordan Wilkins left guard for 4 yards (tackle by Jayon Brown and Darien Butler),4.040,4.060
3,9:49,3,1,LVR 16,13,7,Matt Ryan sacked by Maxx Crosby for -14 yards,4.060,1.410
3,9:06,4,15,LVR 30,13,7,Chase McLaughlin 48 yard field goal no good,1.410,-1.470
3,9:02,1,10,LVR 38,13,7,Josh Jacobs up the middle for 6 yards (tackle by Kenny Moore),1.470,1.730
3,8:27,2,4,LVR 44,13,7,Josh Jacobs right guard for 6 yards (tackle by Zaire Franklin and Rodney Thomas),1.730,2.260
3,7:47,1,10,LVR 50,13,7,Derek Carr pass complete short middle to Davante Adams for 9 yards (tackle by Bobby Okereke),2.260,2.930
3,6:58,2,1,IND 41,13,7,Josh Jacobs right guard for 2 yards (tackle by Zaire Franklin),2.930,2.980
3,6:12,1,10,IND 39,13,7,Derek Carr pass complete short middle to Davante Adams for 11 yards (tackle by Rodney McLeod),2.980,3.710
3,5:31,1,10,IND 28,13,7,Zamir White up the middle for -2 yards (tackle by Grover Stewart),3.710,2.900
3,4:50,2,12,IND 30,13,7,"Derek Carr pass complete to Davante Adams for 3 yards. Penalty on Dayo Odeyingbo: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",2.900,3.910
3,4:21,1,10,IND 25,13,7,"Mack Hollins left end for no gain (tackle by Zaire Franklin). Penalty on Kolton Miller: Tripping / Offense, 10 yards (accepted)",3.910,3.250
3,3:54,1,20,IND 35,13,7,Derek Carr pass incomplete short right intended for Josh Jacobs,3.250,2.010
3,3:48,2,20,IND 35,13,7,Derek Carr pass complete short middle to Foster Moreau for 18 yards (tackle by Rodney McLeod),2.010,3.850
3,3:17,3,2,IND 17,13,7,Derek Carr pass complete short middle to Ameer Abdullah for 14 yards (tackle by Kenny Moore),3.850,6.510
3,2:33,1,3,IND 3,13,7,Josh Jacobs up the middle for 2 yards (tackle by Zaire Franklin),6.510,5.910
3,1:55,2,1,IND 1,13,13,"Josh Jacobs for 1 yard, touchdown",5.910,7.000
3,1:51,,,IND 15,13,14,Daniel Carlson kicks extra point good,0.000,0.000
3,1:51,,,LVR 35,13,14,"Penalty on John Simpson: Unnecessary Roughness / Offense, 15 yards (accepted)",0.000,0.000
3,1:51,,,LVR 20,13,14,"Daniel Carlson kicks off 71 yards, returned by Isaiah Rodgers for 21 yards (tackle by Darien Butler and Matthias Farley)",0.000,0.940
3,1:44,1,10,IND 30,13,14,Jonathan Taylor left guard for 4 yards (tackle by Trevon Moehrig),0.940,0.930
3,1:12,2,6,IND 34,19,14,"Jonathan Taylor up the middle for 66 yards, touchdown",0.930,7.000
3,1:01,,,LVR 2,19,14,Two Point Attempt: Matt Ryan pass incomplete intended for intended for Jonathan Taylor,1.000,-1.000
3,1:01,,,IND 35,19,14,"Chase McLaughlin kicks off 62 yards, recovered by Ameer Abdullah at LV-8 returned by Ameer Abdullah for 30 yards (tackle by JoJo Domann and Tony Brown)",0.000,1.470
3,0:53,1,10,LVR 38,19,14,Josh Jacobs right guard for 3 yards (tackle by Bobby Okereke),1.470,1.330
3,0:21,2,7,LVR 41,19,14,"Derek Carr pass complete short right to Foster Moreau for no gain (tackle by Grover Stewart). Penalty on Andre James: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.330,0.650
Quarter,Time,Down,ToGo,Location,IND,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,LVR 36,19,14,Derek Carr pass complete short middle to Josh Jacobs for 5 yards (tackle by Bobby Okereke),0.650,0.630
4,14:14,3,7,LVR 41,19,14,Derek Carr pass incomplete short right intended for Davante Adams (defended by Isaiah Rodgers),0.630,-0.650
4,14:09,4,7,LVR 41,19,14,AJ Cole punts 54 yards downed by Ameer Abdullah,-0.650,0.380
4,13:59,1,10,IND 5,19,14,Jonathan Taylor up the middle for 1 yard (tackle by Maxx Crosby and Andrew Billings),-0.380,-0.710
4,13:18,2,9,IND 6,19,14,Matt Ryan pass incomplete short left intended for Parris Campbell (defended by Amik Robertson),-0.710,-1.300
4,13:15,,,,,,Timeout #1 by Las Vegas Raiders,,
4,13:15,3,9,IND 6,19,14,Jonathan Taylor up the middle for 2 yards (tackle by Maxx Crosby),-1.300,-2.490
4,12:39,4,7,IND 8,19,14,"Matt Haack punts 40 yards, fair catch by Keelan Cole at IND-48",-2.490,-2.390
4,12:32,1,10,IND 48,19,14,Derek Carr pass incomplete deep middle intended for Davante Adams (defended by Stephon Gilmore),2.390,1.850
4,12:23,2,10,IND 48,19,14,Josh Jacobs right guard for no gain (tackle by DeForest Buckner),1.850,1.160
4,11:47,3,10,IND 48,19,20,"Derek Carr pass complete deep middle to Davante Adams for 48 yards, touchdown",1.160,7.000
4,11:36,,,IND 2,19,20,Two Point Attempt: Derek Carr pass incomplete intended for intended for Davante Adams,1.000,-1.000
4,11:36,,,LVR 35,19,20,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,11:36,1,10,IND 25,19,20,Matt Ryan pass complete short right to Michael Pittman for 6 yards (tackle by Rock Ya-Sin),0.610,0.870
4,11:03,2,4,IND 31,19,20,"Jonathan Taylor for no gain. Penalty on Bilal Nichols: Defensive Offside, 4 yards (accepted) (no play)",0.870,1.270
4,10:43,1,10,IND 35,19,20,Matt Ryan pass incomplete deep right intended for Alec Pierce (defended by Sam Webb),1.270,0.720
4,10:37,2,10,IND 35,19,20,Matt Ryan pass complete short right to Parris Campbell for 5 yards (tackle by Sam Webb and Luke Masterson),0.720,0.630
4,9:58,3,6,IND 40,19,20,Matt Ryan pass incomplete short middle intended for Parris Campbell,0.630,-0.720
4,9:54,4,6,IND 40,19,20,"Matt Haack punts 53 yards, returned by Keelan Cole for 8 yards (tackle by Nick Cross)",-0.720,0.000
4,9:40,,,LVR 0,19,20,"Penalty on JoJo Domann: Tripping / Defense, 10 yards (accepted) (no play)",0.000,0.610
4,9:40,1,10,LVR 25,19,20,Josh Jacobs up the middle for 2 yards (tackle by DeForest Buckner and Ifeadi Odenigbo),0.610,0.330
4,8:59,2,8,LVR 27,19,20,Derek Carr pass incomplete short middle intended for Davante Adams (defended by DeForest Buckner),0.330,-0.360
4,8:54,3,8,LVR 27,19,20,Derek Carr sacked by and Yannick Ngakoue for -7 yards and DeForest Buckner for -7 yards,-0.360,-2.030
4,8:13,4,15,LVR 20,19,20,AJ Cole punts 62 yards downed by Matthias Farley,-2.030,-0.040
4,8:00,1,10,IND 18,19,20,Jonathan Taylor left end for 4 yards (tackle by Amik Robertson),0.040,0.140
4,7:25,2,6,IND 22,19,20,Jonathan Taylor up the middle for 3 yards (tackle by Andrew Billings),0.140,-0.270
4,6:49,3,3,IND 25,19,20,Matt Ryan scrambles right end for 39 yards (tackle by Amik Robertson),-0.270,3.180
4,5:58,1,10,LVR 36,19,20,"Matt Ryan pass complete short left to Michael Pittman for 1 yard. Michael Pittman fumbles (forced by Sam Webb), recovered by Michael Pittman at LV-35",3.180,2.770
4,5:14,2,9,LVR 35,25,20,"Matt Ryan pass complete short middle to Parris Campbell for 35 yards, touchdown",2.770,7.000
4,5:07,,,LVR 2,25,20,Two Point Attempt: Matt Ryan pass incomplete,1.000,-1.000
4,5:07,,,IND 35,25,20,"Chase McLaughlin kicks off 67 yards, returned by Ameer Abdullah for 27 yards (tackle by Nick Cross)",0.000,0.610
4,5:00,1,10,LVR 25,25,20,Derek Carr pass incomplete deep left intended for Mack Hollins,0.610,0.060
4,4:53,2,10,LVR 25,25,20,Derek Carr pass complete short right to Mack Hollins for 12 yards (tackle by Stephon Gilmore),0.060,1.400
4,4:14,1,10,LVR 37,25,20,"Josh Jacobs for no gain (tackle by Bobby Okereke). Penalty on Mack Hollins: Offensive Illegal Block Above the Waist, 10 yards (accepted) (no play)",1.400,0.740
4,4:08,1,20,LVR 27,25,20,Derek Carr pass complete short left to Mack Hollins for 6 yards (tackle by Isaiah Rodgers),0.740,0.320
4,3:28,2,14,LVR 33,25,20,Derek Carr pass complete short left to Davante Adams for 6 yards (tackle by Kenny Moore),0.320,0.430
4,2:47,3,8,LVR 39,25,20,Derek Carr pass complete short right to Davante Adams for 12 yards (tackle by Rodney McLeod),0.430,2.320
4,2:06,1,10,IND 49,25,20,Josh Jacobs up the middle for 2 yards (tackle by Rodney McLeod),2.320,2.050
4,2:00,2,8,IND 47,25,20,Derek Carr pass complete short right to Josh Jacobs for 4 yards (tackle by Stephon Gilmore and Bobby Okereke),2.050,1.880
4,1:56,3,4,IND 43,25,20,"Derek Carr pass complete short right to Ameer Abdullah for 8 yards (tackle by Rodney McLeod). Penalty on Zaire Franklin: Defensive Holding, 5 yards (declined)",1.880,3.250
4,1:49,1,10,IND 35,25,20,Derek Carr pass incomplete short middle intended for Keelan Cole,3.250,2.700
4,1:45,2,10,IND 35,25,20,Derek Carr pass complete short left to Davante Adams for 16 yards (tackle by Julian Blackmon),2.700,4.310
4,1:38,1,10,IND 19,25,20,Derek Carr pass incomplete short right intended for Josh Jacobs,4.310,3.750
4,1:35,2,10,IND 19,25,20,Josh Jacobs left guard for 3 yards (tackle by Bobby Okereke and Stephon Gilmore),3.750,3.520
4,0:56,3,6,IND 16,25,20,Derek Carr pass incomplete deep middle intended for Foster Moreau (defended by Bobby Okereke),3.520,2.400
4,0:52,,,,,,Timeout #2 by Las Vegas Raiders,,
4,0:52,4,6,IND 16,25,20,Derek Carr pass incomplete intended for Davante Adams (defended by Stephon Gilmore),2.400,0.140
4,0:47,1,10,IND 16,25,20,Matt Ryan kneels for -1 yards,-0.140,-0.780
4,0:23,2,11,IND 15,25,20,Matt Ryan kneels for -1 yards,-0.780,-1.610
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
