Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
2,8:12,1,15,SEA 24,14,0,Chris Brown up the middle for 4 yards (tackle by Michael Boulware),3.970,3.630
2,7:34,2,11,SEA 20,14,0,Steve McNair pass complete to Courtney Roby for 13 yards (tackle by Michael Boulware),3.630,5.600
2,6:47,1,7,SEA 7,14,0,Jarrett Payton right tackle for 4 yards (tackle by Marcus Tubbs),5.600,5.530
2,6:08,2,3,SEA 3,14,6,"Jarrett Payton up the middle for 3 yards, touchdown",5.530,7.000
2,,,,SEA 2,14,7,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,14,7,"Rob Bironas kicks off 60 yards, returned by Josh Scobey for 21 yards (tackle by Troy Fleming)",0.000,1.000
2,6:00,1,10,SEA 31,14,7,Shaun Alexander right guard for 4 yards (tackle by Travis LaBoy),1.000,1.000
2,5:21,2,6,SEA 35,14,7,Matt Hasselbeck pass incomplete intended for Joe Jurevicius,1.000,0.300
2,5:16,3,6,SEA 35,14,7,Matt Hasselbeck pass complete to Bobby Engram for 10 yards (tackle by Reynaldo Hill),0.300,1.930
2,4:40,1,10,SEA 45,14,7,Darrell Jackson right end for 7 yards (tackle by Adam Jones and Brad Kassell),1.930,2.330
2,4:01,2,3,TEN 48,14,7,Shaun Alexander left end for -2 yards (tackle by Adam Jones),2.330,1.360
2,3:20,3,5,TEN 50,14,7,"Penalty on Chris Gray: False Start, 5 yards (no play)",1.360,0.700
2,3:03,3,10,SEA 45,14,7,Matt Hasselbeck for 5 yards (tackle by Peter Sirmon),0.700,-0.060
2,2:25,4,5,TEN 50,14,7,"Tom Rouen punts 34 yards, fair catch by Adam Jones",-0.060,0.140
2,2:18,1,10,TEN 16,14,7,Chris Brown right tackle for 4 yards (tackle by Rocky Bernard and LeRoy Hill),-0.140,0.010
2,2:00,2,6,TEN 20,14,7,Steve McNair pass complete to Tyrone Calico for 5 yards (tackle by Marcus Trufant),0.010,-0.200
2,1:25,3,1,TEN 25,14,7,Jarrett Payton left guard for 2 yards (tackle by Michael Boulware),-0.200,0.740
2,1:19,,,,14,7,Timeout #1 by Tennessee Titans,0.000,0.740
2,1:19,1,10,TEN 27,14,7,Steve McNair pass incomplete intended for Jarrett Payton,0.740,0.200
2,1:16,2,10,TEN 27,14,7,Steve McNair pass complete to Ben Troupe for 16 yards (tackle by Michael Boulware),0.200,1.800
2,0:55,1,10,TEN 43,14,7,"Steve McNair pass incomplete intended for Jarrett Payton (defended by Grant Wistrom). Penalty on Bryce Fisher: Roughing the Passer, 15 yards (no play)",1.800,2.790
2,0:50,1,10,SEA 42,14,7,Steve McNair right end for 11 yards (tackle by Lofa Tatupu),2.790,3.510
2,0:42,1,10,SEA 31,14,7,Steve McNair pass complete to Ben Troupe for 14 yards (tackle by Lofa Tatupu and Jimmy Williams),3.510,4.440
2,0:24,1,10,SEA 17,14,7,Steve McNair spiked the ball,4.440,3.850
2,0:24,2,10,SEA 17,14,7,Steve McNair pass complete to Jarrett Payton for 9 yards (tackle by Lofa Tatupu and LeRoy Hill),3.850,4.800
2,0:17,,,,14,7,Timeout #2 by Tennessee Titans,0.000,4.800
2,0:17,3,1,SEA 8,14,7,Steve McNair pass complete to Drew Bennett for 4 yards (tackle by Kevin Bentley),4.800,6.280
2,0:08,,,,14,7,Timeout #3 by Tennessee Titans,0.000,6.280
2,0:08,1,4,SEA 4,14,13,"Steve McNair pass complete to Drew Bennett for 4 yards, touchdown",6.280,7.000
2,,,,SEA 2,14,14,Rob Bironas kicks extra point good,0.000,0.000
2,,,,TEN 30,14,14,Rob Bironas kicks off 21 yards,0.000,2.190
2,0:01,1,10,SEA 49,14,14,Matt Hasselbeck kneels for -1 yards,2.190,1.510
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,14,14,"Josh Brown kicks off 57 yards, returned by Adam Jones for 9 yards (tackle by Michael Harden)",0.000,0.410
3,14:54,1,10,TEN 22,14,14,Steve McNair pass complete to Drew Bennett for 8 yards (tackle by Marquand Manuel),0.410,0.950
3,14:19,2,2,TEN 30,14,14,Chris Brown left guard for 3 yards (tackle by Rocky Bernard),0.950,1.140
3,13:38,1,10,TEN 33,14,14,Steve McNair pass incomplete intended for Bo Scaife,1.140,0.590
3,13:34,2,10,TEN 33,14,14,Steve McNair pass complete to Ben Troupe for 29 yards (tackle by Marquand Manuel and Jordan Babineaux),0.590,3.050
3,13:02,1,10,SEA 38,14,14,Steve McNair pass incomplete intended for Courtney Roby,3.050,2.510
3,12:58,2,10,SEA 38,14,14,Chris Brown up the middle for 7 yards (tackle by Jimmy Williams and Jordan Babineaux),2.510,2.740
3,12:18,3,3,SEA 31,14,14,Steve McNair pass complete to Ben Troupe for 16 yards (tackle by Kevin Bentley),2.740,4.580
3,11:37,1,10,SEA 15,14,14,Chris Brown left end for 1 yard (tackle by Marcus Trufant),4.580,4.110
3,11:00,2,9,SEA 14,14,20,"Steve McNair pass complete to Drew Bennett for 14 yards, touchdown",4.110,7.000
3,,,,SEA 2,14,21,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,14,21,"Rob Bironas kicks off 63 yards, returned by Josh Scobey for 24 yards (tackle by Andre Woolfolk)",0.000,1.000
3,10:49,1,10,SEA 31,14,21,Matt Hasselbeck pass complete to Mack Strong for 20 yards (tackle by Lamont Thompson),1.000,2.320
3,10:17,1,10,TEN 49,14,21,Matt Hasselbeck pass complete to Darrell Jackson for 12 yards (tackle by Lamont Thompson),2.320,3.120
3,9:50,1,10,TEN 37,14,21,Shaun Alexander up the middle for 3 yards (tackle by Travis LaBoy),3.120,2.980
3,9:21,2,7,TEN 34,14,21,Matt Hasselbeck sacked by Travis LaBoy for -9 yards,2.980,1.090
3,8:46,3,16,TEN 43,14,21,Matt Hasselbeck pass incomplete intended for Joe Jurevicius (defended by Keith Bulluck),1.090,0.400
3,8:43,4,16,TEN 43,14,21,"Tom Rouen punts 43 yards, touchback",0.400,-0.280
3,8:34,1,10,TEN 20,14,21,Chris Brown right tackle for no gain (tackle by Kevin Bentley),0.280,-0.270
3,8:00,2,10,TEN 20,14,21,Steve McNair pass complete to Drew Bennett for 21 yards (tackle by Jordan Babineaux and Michael Boulware). Penalty on Jordan Babineaux: Illegal Contact (Declined),-0.270,1.660
3,7:42,1,10,TEN 41,14,21,Steve McNair pass complete to Ben Troupe for 35 yards (tackle by Jordan Babineaux),1.660,3.970
3,7:09,1,10,SEA 24,14,21,Steve McNair pass incomplete intended for Drew Bennett (defended by Jimmy Williams),3.970,3.430
3,7:03,2,10,SEA 24,14,21,Steve McNair pass incomplete intended for Ben Troupe,3.430,2.740
3,6:59,3,10,SEA 24,14,21,Chris Brown up the middle for 4 yards (tackle by Jimmy Williams),2.740,2.150
3,6:19,4,6,SEA 20,14,24,Rob Bironas 38 yard field goal good,2.150,3.000
3,,,,TEN 30,14,24,"Rob Bironas kicks off 64 yards, returned by Josh Scobey for 24 yards (tackle by Marcus Randall). Penalty on Etric Pruitt: Offensive Holding, 10 yards",0.000,-0.060
3,6:07,1,10,SEA 17,14,24,Matt Hasselbeck pass complete to Bobby Engram for 56 yards (tackle by Peter Sirmon),-0.060,3.780
3,5:29,1,10,TEN 27,14,24,Matt Hasselbeck pass complete to Darrell Jackson for 23 yards (tackle by Lamont Thompson),3.780,6.280
3,4:54,1,4,TEN 4,20,24,"Matt Hasselbeck pass complete to Joe Jurevicius for 4 yards, touchdown. Penalty on Albert Haynesworth: Defensive Offside (Declined)",6.280,7.000
3,,,,TEN 2,21,24,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,21,24,"Josh Brown kicks off 66 yards, returned by Adam Jones for 25 yards (tackle by Kevin Bentley)",0.000,0.870
3,4:45,1,10,TEN 29,21,24,Chris Brown left tackle for 6 yards (tackle by Lofa Tatupu),0.870,1.140
3,4:00,2,4,TEN 35,21,24,Chris Brown right tackle for 2 yards (tackle by Grant Wistrom),1.140,0.700
3,3:20,3,2,TEN 37,21,24,Steve McNair pass incomplete intended for Tyrone Calico,0.700,-0.910
3,3:13,4,2,TEN 37,21,24,Craig Hentrich pass complete to Donnie Nickey for 26 yards (tackle by Josh Scobey),-0.910,3.120
3,2:24,1,10,SEA 37,21,24,Steve McNair pass incomplete intended for Ben Troupe,3.120,2.570
3,2:19,2,10,SEA 37,21,24,"Steve McNair pass incomplete intended for Chris Brown. Penalty on Brad Hopkins: Offensive Pass Interfere, 10 yards (no play)",2.570,1.220
3,2:14,2,20,SEA 47,21,24,Steve McNair pass complete to Courtney Roby for 32 yards (tackle by LeRoy Hill),1.220,4.580
3,1:26,1,10,SEA 15,21,24,Chris Brown left guard for 2 yards (tackle by Bryce Fisher),4.580,4.280
3,0:50,2,8,SEA 13,21,24,Steve McNair pass incomplete intended for Ben Troupe (defended by Michael Boulware),4.280,3.400
3,0:46,3,8,SEA 13,21,24,Steve McNair pass complete to Bo Scaife for 7 yards (tackle by LeRoy Hill),3.400,3.020
Quarter,Time,Down,ToGo,Location,SEA,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,SEA 6,21,24,Chris Brown right end for -1 yards (tackle by Michael Boulware and Grant Wistrom),3.020,0.380
4,14:53,1,10,SEA 7,21,24,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Reynaldo Hill),-0.380,-0.780
4,14:50,2,10,SEA 7,21,24,Matt Hasselbeck pass complete to Joe Jurevicius for 12 yards (tackle by Adam Jones),-0.780,0.150
4,14:21,1,10,SEA 19,21,24,Shaun Alexander right end for 5 yards (tackle by Keith Bulluck),0.150,0.340
4,13:51,2,5,SEA 24,21,24,Matt Hasselbeck pass complete to Darrell Jackson for 12 yards (tackle by Reynaldo Hill),0.340,1.330
4,13:22,1,10,SEA 36,21,24,Shaun Alexander right tackle for 2 yards (tackle by Keith Bulluck and Travis LaBoy),1.330,1.060
4,12:39,2,8,SEA 38,21,24,Matt Hasselbeck pass complete to Darrell Jackson for 8 yards (tackle by Lamont Thompson),1.060,1.990
4,12:04,1,10,SEA 46,21,24,Matt Hasselbeck pass complete to Jerramy Stevens for 6 yards (tackle by Reynaldo Hill),1.990,2.260
4,11:23,2,4,TEN 48,21,24,Shaun Alexander right end for 33 yards (tackle by Adam Jones and Lamont Thompson),2.260,4.580
4,10:45,1,10,TEN 15,21,24,Shaun Alexander up the middle for 7 yards (tackle by Peter Sirmon),4.580,5.220
4,10:09,2,3,TEN 8,21,24,Matt Hasselbeck pass complete to Bobby Engram for 4 yards (tackle by Brad Kassell and Peter Sirmon),5.220,6.280
4,9:45,1,4,TEN 4,21,24,Matt Hasselbeck pass incomplete intended for Jerramy Stevens,6.280,5.340
4,9:40,2,4,TEN 4,21,24,Shaun Alexander left tackle for 2 yards (tackle by Rien Long and Brad Kassell),5.340,4.950
4,9:04,3,2,TEN 2,27,24,"Matt Hasselbeck pass complete to Darrell Jackson for 2 yards, touchdown",4.950,7.000
4,,,,TEN 2,28,24,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,28,24,"Josh Brown kicks off 66 yards, returned by Adam Jones for 31 yards (tackle by Niko Koutouvides)",0.000,1.270
4,8:53,1,10,TEN 35,28,24,Steve McNair pass complete to Drew Bennett for 12 yards (tackle by Michael Boulware),1.270,2.060
4,8:18,1,10,TEN 47,28,24,Chris Brown right guard for no gain (tackle by Grant Wistrom and Craig Terrill),2.060,1.520
4,7:38,2,10,TEN 47,28,24,Steve McNair pass incomplete intended for Bo Scaife,1.520,0.830
4,7:34,3,10,TEN 47,28,24,Steve McNair pass complete to Courtney Roby for 9 yards (tackle by LeRoy Hill and Jimmy Williams),0.830,0.330
4,7:13,4,1,SEA 44,28,24,Steve McNair up the middle for 2 yards (tackle by Michael Boulware),0.330,2.790
4,6:37,1,10,SEA 42,28,24,Steve McNair pass complete to Ben Troupe for 6 yards (tackle by Kevin Bentley),2.790,3.050
4,5:57,2,4,SEA 36,28,24,Chris Brown right guard for 2 yards (tackle by Grant Wistrom),3.050,2.610
4,5:14,3,2,SEA 34,28,24,Steve McNair pass incomplete intended for Drew Bennett (defended by Marcus Trufant),2.610,1.100
4,5:08,4,2,SEA 34,28,24,Steve McNair pass incomplete intended for Bo Scaife,1.100,-1.270
4,5:03,1,10,SEA 35,28,24,Shaun Alexander right tackle for 2 yards (tackle by Peter Sirmon and Albert Haynesworth),1.270,0.990
4,4:23,2,8,SEA 37,28,24,Matt Hasselbeck pass complete to Joe Jurevicius for 15 yards (tackle by Reynaldo Hill),0.990,2.390
4,3:30,1,10,TEN 48,28,24,Shaun Alexander right guard for 4 yards (tackle by Keith Bulluck),2.390,2.390
4,2:54,2,6,TEN 44,28,24,Shaun Alexander right end for 9 yards,2.390,3.250
4,2:40,,,,28,24,Timeout #1 by Tennessee Titans,0.000,3.250
4,2:40,1,10,TEN 35,28,24,Shaun Alexander left tackle for no gain (tackle by Keith Bulluck and Albert Haynesworth),3.250,2.700
4,2:35,,,,28,24,Timeout #2 by Tennessee Titans,0.000,2.700
4,2:35,2,10,TEN 35,28,24,Shaun Alexander right end for 9 yards (tackle by Travis LaBoy),2.700,3.200
4,2:28,,,,28,24,Timeout #3 by Tennessee Titans,0.000,3.200
4,2:28,3,1,TEN 26,28,24,Shaun Alexander left guard for 1 yard (tackle by Travis LaBoy),3.200,3.910
4,2:00,1,10,TEN 25,28,24,Matt Hasselbeck kneels for -1 yards,3.910,3.230
4,1:18,2,11,TEN 26,28,24,Matt Hasselbeck kneels for -1 yards,3.230,2.410
4,0:36,3,12,TEN 27,28,24,Matt Hasselbeck kneels for -1 yards,2.410,1.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
