Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2,15:00,1,3,DEN 3,10,6,"LaDainian Tomlinson left end for 3 yards, touchdown",6.510,7.000
2,15:00,,,DEN 3,10,7,Steve Christie kicks extra point good,0.000,0.000
2,15:00,,,SDG 30,10,7,"Wade Richey kicks off 69 yards, returned by Reuben Droughns for 15 yards (tackle by Jesse Chatman)",0.000,-0.140
2,14:52,1,10,DEN 16,10,7,Steve Beuerlein pass complete to Dwayne Carswell for 7 yards (tackle by Donnie Edwards and Ben Leber),-0.140,0.420
2,14:12,2,3,DEN 23,10,7,Steve Beuerlein pass complete to Clinton Portis for 4 yards (tackle by Quentin Jammer),0.420,0.740
2,13:43,1,10,DEN 27,10,7,Scottie Montgomery left end for -5 yards (tackle by Ben Leber),0.740,-0.480
2,12:57,2,15,DEN 22,10,7,Steve Beuerlein sacked by Jamal Williams for -5 yards,-0.480,-2.100
2,12:24,3,20,DEN 17,10,7,Olandis Gary for -4 yards (tackle by Adrian Dingle),-2.100,-2.490
2,11:48,4,24,DEN 13,10,7,"Micah Knorr punts 28 yards, out of bounds",-2.490,-2.850
2,11:37,1,10,DEN 41,10,7,LaDainian Tomlinson left tackle for 24 yards (tackle by Izell Reese),2.850,4.440
2,11:30,1,10,DEN 17,10,7,LaDainian Tomlinson left end for 1 yard (tackle by Al Wilson),4.440,4.000
2,10:47,2,9,DEN 16,10,7,Drew Brees pass complete to Eric Parker for 4 yards (tackle by John Mobley),4.000,3.880
2,10:01,3,5,DEN 12,10,7,Drew Brees pass complete to Reche Caldwell for 11 yards (tackle by Denard Walker),3.880,6.970
2,9:30,1,1,DEN 1,10,13,"LaDainian Tomlinson middle for 1 yard, touchdown",6.970,7.000
2,9:30,,,DEN 1,10,14,Steve Christie kicks extra point good,0.000,0.000
2,9:30,,,SDG 30,10,14,"Wade Richey kicks off 63 yards, returned by Reuben Droughns for 16 yards (tackle by Rogers Beckett)",0.000,0.480
2,9:22,1,10,DEN 23,10,14,Clinton Portis middle for 2 yards (tackle by Rodney Harrison),0.480,0.200
2,8:42,2,8,DEN 25,10,14,Steve Beuerlein pass incomplete intended for Rod Smith,0.200,-0.490
2,8:38,3,8,DEN 25,10,14,"Steve Beuerlein sacked by DeQuincy Scott for -7 yards. Steve Beuerlein fumbles (forced by DeQuincy Scott), recovered by Adrian Dingle at DEN-18 and returned for 1 yards (tackle by Ephraim Salaam)",-0.490,-4.440
2,8:30,1,10,DEN 17,10,14,LaDainian Tomlinson for -1 yards (tackle by Kenoy Kennedy),4.440,3.720
2,8:05,2,11,DEN 18,10,14,"Drew Brees pass complete to Stephen Alexander for 11 yards (tackle by Izell Reese). Penalty on Damion McIntosh: Ineligible Downfield Pass, 5 yards (no play)",3.720,3.080
2,7:34,2,16,DEN 23,10,14,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by Al Wilson),3.080,2.810
2,6:55,3,13,DEN 20,10,14,"Drew Brees pass incomplete intended for Reche Caldwell. Penalty on Deltha O'Neal: Defensive Pass Interference, 7 yards (no play)",2.810,4.710
2,6:36,1,10,DEN 13,10,14,Drew Brees pass complete to Fred McCrary for 2 yards (tackle by Denard Walker),4.710,4.390
2,5:56,2,8,DEN 11,10,14,LaDainian Tomlinson middle for 4 yards (tackle by Al Wilson and Lional Dalton),4.390,4.330
2,5:09,3,4,DEN 7,10,14,"Drew Brees sacked by Chester McGlockton for -3 yards. Penalty on Chester McGlockton: Unnecessary Roughness, 5 yards",4.330,6.060
2,4:43,1,5,DEN 5,10,20,"LaDainian Tomlinson middle for 5 yards, touchdown",6.060,7.000
2,4:43,,,DEN 5,10,21,Steve Christie kicks extra point good,0.000,0.000
2,4:43,,,SDG 30,10,21,"Wade Richey kicks off 63 yards, out of bounds",0.000,1.600
2,4:38,1,10,DEN 40,10,21,Steve Beuerlein pass complete to Ed McCaffrey for 47 yards (tackle by Quentin Jammer),1.600,4.710
2,3:51,1,10,SDG 13,10,21,Clinton Portis middle for 5 yards (tackle by Rodney Harrison),4.710,4.960
2,3:13,2,5,SDG 8,16,21,"Clinton Portis left guard for 8 yards, touchdown",4.960,7.000
2,3:13,,,SDG 8,17,21,Jason Elam kicks extra point good,0.000,0.000
2,3:13,,,DEN 30,17,21,"Micah Knorr kicks off 56 yards, returned by Ronney Jenkins for no gain. Penalty on DEN: Offside on Free Kick, 5 yards (no play)",0.000,0.000
2,3:13,,,DEN 25,17,21,"Micah Knorr kicks off 62 yards, returned by Ronney Jenkins for 18 yards (tackle by Sam Brandon)",0.000,1.000
2,2:54,1,10,SDG 31,17,21,Drew Brees pass complete to LaDainian Tomlinson for 9 yards (tackle by Al Wilson),1.000,1.680
2,2:16,2,1,SDG 40,17,21,LaDainian Tomlinson middle for 3 yards (tackle by Al Wilson and Montae Reagor),1.680,1.800
2,2:00,1,10,SDG 43,17,21,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.800,1.250
2,1:54,2,10,SDG 43,17,21,Drew Brees pass complete to LaDainian Tomlinson for 5 yards (tackle by John Mobley),1.250,1.220
2,1:09,3,5,SDG 48,17,21,Drew Brees pass complete to Tim Dwight for 18 yards (tackle by Tyrone Poole),1.220,3.310
2,0:57,3,5,SDG 48,,,Timeout #2 by Los Angeles Chargers,1.220,3.310
2,0:57,1,10,DEN 34,17,21,LaDainian Tomlinson left end for 9 yards (tackle by Deltha O'Neal),3.310,3.990
2,0:46,1,10,DEN 34,,,Timeout #3 by Los Angeles Chargers,3.310,3.990
2,0:46,2,1,DEN 25,17,21,Drew Brees pass complete to Stephen Alexander for 16 yards (tackle by John Mobley),3.990,5.140
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:40,1,9,DEN 9,17,21,Drew Brees pass incomplete intended for Reche Caldwell,5.140,4.380
2,0:34,2,9,DEN 9,17,21,Drew Brees pass incomplete,4.380,3.360
2,0:28,3,9,DEN 9,17,21,LaDainian Tomlinson middle for 5 yards (tackle by Ian Gold and Al Wilson),3.360,3.030
2,0:28,4,4,DEN 4,17,21,"Penalty on DEN: Unsportsmanlike Conduct, 2 yards (no play)",3.030,6.740
2,0:10,1,2,DEN 2,17,24,Steve Christie 20 yard field goal good,6.740,3.000
2,0:10,,,SDG 30,17,24,"Steve Christie kicks off 59 yards, returned by Scottie Montgomery for 18 yards (tackle by Joey Goodspeed)",0.000,0.870
2,0:03,1,10,DEN 29,17,24,Clinton Portis middle for no gain (tackle by Donnie Edwards),0.870,0.330
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,17,24,"Wade Richey kicks off 51 yards, returned by Patrick Hape for 16 yards (tackle by Joey Goodspeed)",0.000,1.270
3,14:56,1,10,DEN 35,17,24,Clinton Portis left tackle for 18 yards (tackle by Alex Molden),1.270,2.460
3,14:15,1,10,SDG 47,17,24,Steve Beuerlein pass incomplete intended for Ed McCaffrey,2.460,1.910
3,14:09,2,10,SDG 47,17,24,Steve Beuerlein pass complete to Clinton Portis for 13 yards (tackle by Ben Leber),1.910,3.310
3,13:35,1,10,SDG 34,17,24,Clinton Portis middle for 4 yards (tackle by Donnie Edwards),3.310,3.310
3,12:53,2,6,SDG 30,17,24,Clinton Portis left tackle for 3 yards (tackle by Donnie Edwards and Jason Fisk),3.310,3.010
3,12:14,3,3,SDG 27,17,24,Steve Beuerlein pass complete to Patrick Hape for 6 yards (tackle by Donnie Edwards),3.010,4.170
3,11:38,1,10,SDG 21,17,24,Clinton Portis right end for 6 yards (tackle by Rodney Harrison),4.170,4.550
3,11:08,2,4,SDG 15,17,24,Clinton Portis right tackle for 8 yards (tackle by Ben Leber),4.550,5.600
3,10:32,1,7,SDG 7,17,24,Clinton Portis right tackle for no gain (tackle by Donnie Edwards),5.600,4.760
3,9:51,2,7,SDG 7,17,24,"Steve Beuerlein pass complete to Reuben Droughns for 7 yards. Penalty on Clinton Portis: Chop Block, 15 yards (no play)",4.760,2.730
3,9:46,2,22,SDG 22,23,24,"Steve Beuerlein pass complete to Reuben Droughns for 22 yards, touchdown",2.730,7.000
3,9:46,,,SDG 22,24,24,Jason Elam kicks extra point good,0.000,0.000
3,9:46,,,DEN 30,24,24,"Micah Knorr kicks off 65 yards, returned by Ronney Jenkins for 36 yards (tackle by Herb Haygood)",0.000,1.660
3,9:32,1,10,SDG 41,24,24,LaDainian Tomlinson left guard for 3 yards (tackle by Kavika Pittman),1.660,1.530
3,8:56,2,7,SDG 44,24,24,Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Ian Gold and Kenoy Kennedy),1.530,2.390
3,8:07,1,10,DEN 48,24,24,LaDainian Tomlinson left end for no gain (tackle by Chester McGlockton),2.390,1.850
3,7:21,2,10,DEN 48,24,24,Drew Brees pass complete to LaDainian Tomlinson for no gain,1.850,1.160
3,6:34,3,10,DEN 48,24,24,Drew Brees pass complete to Stephen Alexander for 4 yards (tackle by Denard Walker),1.160,0.330
3,6:02,4,6,DEN 44,24,24,"Darren Bennett punts 44 yards, touchback",0.330,-0.280
3,5:52,1,10,DEN 20,24,24,Steve Beuerlein pass complete to Ed McCaffrey for 17 yards (tackle by Quentin Jammer),0.280,1.400
3,5:16,1,10,DEN 37,24,24,Steve Beuerlein pass complete to Clinton Portis for 17 yards (tackle by Rodney Harrison),1.400,2.520
3,4:37,1,10,SDG 46,24,24,Clinton Portis right tackle for -3 yards (tackle by Donnie Edwards),2.520,1.570
3,3:53,2,13,SDG 49,24,24,Steve Beuerlein pass incomplete intended for Rod Smith,1.570,0.890
3,3:47,3,13,SDG 49,24,24,Steve Beuerlein pass complete to Ed McCaffrey for 10 yards (tackle by Quentin Jammer),0.890,0.660
3,3:02,4,3,SDG 39,24,24,"Micah Knorr punts 39 yards, touchback",0.660,-0.280
3,2:52,1,10,SDG 20,24,24,LaDainian Tomlinson for 6 yards (tackle by Deltha O'Neal),0.280,0.540
3,2:24,2,4,SDG 26,24,24,LaDainian Tomlinson left guard for 3 yards (tackle by Al Wilson),0.540,0.230
3,1:40,3,1,SDG 29,24,24,LaDainian Tomlinson left guard for 3 yards (tackle by Kenoy Kennedy),0.230,1.070
3,1:00,1,10,SDG 32,24,24,Drew Brees pass incomplete intended for Justin Peelle,1.070,0.530
3,0:50,2,10,SDG 32,24,24,LaDainian Tomlinson middle for -1 yards (tackle by Monsanto Pope),0.530,-0.290
3,0:08,3,11,SDG 31,24,24,Drew Brees pass incomplete intended for LaDainian Tomlinson,-0.290,-1.310
3,0:04,4,11,SDG 31,24,24,"Darren Bennett punts 45 yards, returned by Deltha O'Neal for 5 yards (tackle by Ben Leber)",-1.310,-0.870
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DEN 29,24,24,Steve Beuerlein pass incomplete intended for Rod Smith is intercepted by Alex Molden at DEN-38 and returned for 8 yards,0.870,-3.580
4,14:54,1,10,DEN 30,24,24,Drew Brees pass complete to Fred McCrary for 5 yards (tackle by Denard Walker),3.580,3.710
4,14:09,1,10,DEN 30,,,Timeout #1 by Los Angeles Chargers,3.580,3.710
4,14:09,2,5,DEN 25,24,24,LaDainian Tomlinson left end for 3 yards (tackle by Ian Gold),3.710,3.400
4,13:23,3,2,DEN 22,24,24,Drew Brees pass incomplete intended for Stephen Alexander (defended by John Mobley),3.400,2.120
4,13:17,4,2,DEN 22,24,27,Steve Christie 40 yard field goal good,2.120,3.000
4,13:17,,,SDG 30,24,27,"Steve Christie kicks off 61 yards, returned by Scottie Montgomery for 14 yards (tackle by Rogers Beckett)",0.000,0.480
4,13:07,1,10,DEN 23,24,27,Steve Beuerlein pass incomplete intended for Clinton Portis,0.480,-0.070
4,13:00,2,10,DEN 23,24,27,Clinton Portis middle for 12 yards (tackle by Rodney Harrison),-0.070,1.270
4,12:27,1,10,DEN 35,24,27,Clinton Portis right end for 8 yards (tackle by Keith Lyle and Rodney Harrison),1.270,1.800
4,11:49,2,2,DEN 43,24,27,Steve Beuerlein pass incomplete intended for Patrick Hape is intercepted by Donnie Edwards at DEN-46 and returned for 16 yards,1.800,-3.580
4,11:41,1,10,DEN 30,24,27,Drew Brees pass complete to LaDainian Tomlinson for -5 yards (tackle by Al Wilson),3.580,2.360
4,10:58,2,15,DEN 35,24,27,Drew Brees pass complete to Josh Norman for 12 yards (tackle by Denard Walker),2.360,3.270
4,10:13,3,3,DEN 23,24,27,LaDainian Tomlinson left tackle for 2 yards (tackle by Al Wilson),3.270,2.210
4,9:43,4,1,DEN 21,24,27,Drew Brees middle for no gain (tackle by Al Wilson),2.210,-0.340
4,9:36,1,10,DEN 21,24,27,Steve Beuerlein sacked by Ben Leber for -9 yards,0.340,-1.440
4,9:05,2,19,DEN 12,24,27,Steve Beuerlein pass complete to Olandis Gary for 2 yards (tackle by Vernon Fox and Quentin Jammer),-1.440,-2.130
4,8:45,2,19,DEN 12,,,Timeout #1 by Denver Broncos,-1.440,-2.130
4,8:45,3,17,DEN 14,24,27,Steve Beuerlein pass complete to Dwayne Carswell for 16 yards (tackle by Donnie Edwards and Quentin Jammer),-2.130,-1.370
4,8:11,4,1,DEN 30,24,27,"Micah Knorr punts 43 yards, returned by Tim Dwight for 23 yards (tackle by John Mobley)",-1.370,-2.260
4,7:57,1,10,,24,27,Drew Brees pass complete to LaDainian Tomlinson for -2 yards (tackle by Al Wilson),2.260,1.440
4,7:17,2,12,SDG 48,24,27,LaDainian Tomlinson middle for 7 yards (tackle by Kenoy Kennedy),1.440,1.690
4,6:34,3,5,DEN 45,24,27,Drew Brees pass complete to Josh Norman for 6 yards (tackle by Denard Walker),1.690,2.980
4,6:00,1,10,DEN 39,24,27,Drew Brees pass complete to LaDainian Tomlinson for 8 yards (tackle by Ian Gold),2.980,3.520
4,5:31,2,2,DEN 31,24,27,LaDainian Tomlinson for no gain (tackle by Kenoy Kennedy),3.520,2.810
4,5:18,2,2,DEN 31,,,Timeout #2 by Denver Broncos,3.520,2.810
4,5:18,3,2,DEN 31,24,27,Drew Brees pass incomplete,2.810,1.400
4,5:12,4,2,DEN 31,24,27,Steve Christie 49 yard field goal no good,1.400,-1.600
4,5:07,1,10,DEN 40,24,27,Clinton Portis left tackle for 15 yards (tackle by Keith Lyle),1.600,2.590
4,4:27,1,10,SDG 45,24,27,Mike Anderson middle for 4 yards (tackle by Junior Seau),2.590,2.580
4,3:49,2,6,SDG 41,24,27,Steve Beuerlein pass incomplete intended for Ed McCaffrey,2.580,1.880
4,3:42,3,6,SDG 41,24,27,Steve Beuerlein pass incomplete intended for Herb Haygood,1.880,0.530
4,3:37,4,6,SDG 41,24,27,Steve Beuerlein pass complete to Ed McCaffrey for 15 yards (tackle by Donnie Edwards),0.530,3.840
4,3:01,1,10,SDG 26,24,27,Clinton Portis for 1 yard (tackle by Leonardo Carson and Donnie Edwards),3.840,3.430
4,2:18,2,9,SDG 25,24,27,Clinton Portis left end for 13 yards (tackle by Rodney Harrison),3.430,4.780
4,2:11,1,10,SDG 12,24,27,Clinton Portis left tackle for no gain (tackle by Jason Fisk),4.780,4.100
4,2:00,2,10,SDG 12,24,27,Steve Beuerlein pass complete to Dwayne Carswell for 5 yards (tackle by Rodney Harrison and Leonardo Carson),4.100,4.160
4,1:46,2,10,SDG 12,,,Timeout #2 by Los Angeles Chargers,4.100,4.160
4,1:46,3,5,SDG 7,24,27,Steve Beuerlein pass incomplete intended for Rod Smith (defended by Alex Molden),4.160,2.980
4,1:42,4,5,SDG 7,27,27,Jason Elam 24 yard field goal good,2.980,3.000
4,1:42,,,DEN 30,27,27,"Micah Knorr kicks off 66 yards, returned by Ronney Jenkins for 20 yards (tackle by Izell Reese)",0.000,0.540
4,1:30,1,10,SDG 24,27,27,Drew Brees pass complete to Eric Parker for 14 yards (tackle by Denard Walker),0.540,1.470
4,1:28,1,10,SDG 38,27,27,Drew Brees pass incomplete intended for Tim Dwight,1.470,0.920
4,1:24,2,10,SDG 38,27,27,Drew Brees pass incomplete intended for Stephen Alexander,0.920,0.230
4,1:19,3,10,SDG 38,27,27,Drew Brees pass incomplete intended for Eric Parker,0.230,-0.850
4,1:13,4,10,SDG 38,27,27,"Darren Bennett punts 30 yards, out of bounds. Penalty on DEN: Offensive Holding, 10 yards",-0.850,-0.410
4,1:04,1,10,DEN 22,27,27,Steve Beuerlein pass complete to Ashley Lelie for 4 yards (tackle by Jerry Wilson),0.410,0.410
4,0:42,2,6,DEN 26,27,27,Steve Beuerlein pass complete to Ed McCaffrey for 4 yards (tackle by Jerry Wilson),0.410,0.230
4,0:03,3,2,DEN 30,27,27,Steve Beuerlein pass incomplete intended for Clinton Portis,0.230,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
,,,,,,,"Broncos won the coin toss, Broncos to receive the overtime kickoff.",,
OT,15:00,,,SDG 30,27,27,"Steve Christie kicks off 65 yards, returned by Reuben Droughns for 27 yards (tackle by Davis Sanchez)",0.000,1.070
OT,14:53,1,10,DEN 32,27,27,Clinton Portis middle for 2 yards (tackle by Junior Seau),1.070,0.800
OT,14:11,2,8,DEN 34,27,27,Steve Beuerlein pass incomplete intended for Dwayne Carswell,0.800,0.100
OT,14:05,2,8,DEN 34,,,Timeout #1 by Denver Broncos,0.800,0.100
OT,14:05,3,8,DEN 34,27,27,Steve Beuerlein sacked by Marcellus Wiley for -6 yards,0.100,-1.500
OT,13:42,4,14,DEN 28,27,27,"Micah Knorr punts 49 yards. Penalty on Lenny Walls: Offensive Offside, 5 yards (no play)",-1.500,-1.830
OT,13:28,4,19,DEN 23,27,27,"Micah Knorr punts 36 yards, fair catch by Tim Dwight",-1.830,-1.660
OT,13:22,1,10,SDG 41,27,27,LaDainian Tomlinson middle for 9 yards (tackle by Trevor Pryce),1.660,2.340
OT,12:38,2,1,,27,27,LaDainian Tomlinson middle for 25 yards (tackle by Kenoy Kennedy and Tyrone Poole),2.340,3.910
OT,11:57,2,1,,,,Timeout #1 by Los Angeles Chargers,2.340,3.910
OT,11:57,1,10,DEN 25,27,27,LaDainian Tomlinson middle for no gain (tackle by Trevor Pryce),3.910,3.360
OT,11:19,2,10,DEN 25,27,27,LaDainian Tomlinson left tackle for 6 yards (tackle by Kavika Pittman),3.360,3.490
OT,10:41,3,4,DEN 19,27,27,"Steve Christie 38 yard field goal no good, blocked by Trevor Pryce, recovered by Deltha O'Neal and returned for 3 yards",3.490,-0.740
OT,10:35,1,10,DEN 27,27,27,Steve Beuerlein pass complete to Dwayne Carswell for 19 yards (tackle by Alex Molden),0.740,1.990
OT,10:35,1,10,DEN 46,27,27,Steve Beuerlein pass incomplete intended for Rod Smith,1.990,1.450
OT,9:41,2,10,DEN 46,27,27,Steve Beuerlein pass incomplete intended for Patrick Hape (defended by Marcellus Wiley),1.450,0.760
OT,9:40,3,10,DEN 46,27,27,Steve Beuerlein pass complete to Ed McCaffrey for 16 yards (tackle by Quentin Jammer and Rodney Harrison),0.760,3.050
OT,8:59,1,10,SDG 38,27,27,Clinton Portis left tackle for 3 yards (tackle by Raylee Johnson and Donnie Edwards),3.050,2.910
OT,8:22,2,7,SDG 35,27,27,Clinton Portis middle for 1 yard (tackle by Marcellus Wiley),2.910,2.340
OT,7:37,3,6,SDG 34,27,27,Steve Beuerlein pass incomplete intended for Rod Smith,2.340,1.070
OT,7:31,4,6,SDG 34,27,27,Jason Elam 53 yard field goal no good,1.070,-1.800
OT,7:26,1,10,SDG 43,27,27,LaDainian Tomlinson left tackle for 2 yards (tackle by Al Wilson),1.800,1.520
OT,6:49,2,8,SDG 45,27,27,Drew Brees pass complete to Reche Caldwell for 11 yards (tackle by Deltha O'Neal),1.520,2.650
OT,6:07,1,10,DEN 44,27,27,LaDainian Tomlinson left tackle for 3 yards (tackle by Al Wilson),2.650,2.520
OT,5:25,2,7,DEN 41,27,27,Drew Brees pass complete to Stephen Alexander for 20 yards (tackle by John Mobley),2.520,4.170
OT,5:03,1,10,DEN 21,27,27,LaDainian Tomlinson right tackle for 6 yards (tackle by Ian Gold),4.170,4.550
OT,4:20,2,4,DEN 15,27,27,LaDainian Tomlinson middle for 1 yard (tackle by Kavika Pittman),4.550,4.020
OT,3:37,3,3,DEN 14,27,27,LaDainian Tomlinson middle for 3 yards (tackle by Tyrone Poole),4.020,4.840
OT,3:11,1,10,DEN 11,27,27,LaDainian Tomlinson left end for 2 yards (tackle by Ian Gold),4.840,4.510
OT,3:04,1,10,DEN 11,,,Timeout #2 by Los Angeles Chargers,4.840,4.510
OT,3:04,2,8,DEN 9,27,30,Steve Christie 27 yard field goal good,4.510,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
