#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:11,DEN 19,3,0:56,7,Punt
2,1,10:03,DEN 20,7,3:19,44,Field Goal
3,1,1:30,DEN 32,3,1:10,68,Touchdown
4,2,14:56,DEN 16,5,3:19,-3,Punt
5,2,9:26,DEN 23,3,0:56,-5,Fumble
6,2,4:38,DEN 40,3,1:30,60,Touchdown
7,2,0:07,DEN 29,1,0:07,0,End of Half
8,3,15:00,DEN 35,10,5:21,65,Touchdown
9,3,5:52,DEN 20,5,3:00,41,Punt
10,4,15:00,DEN 29,1,0:06,0,Interception
11,4,13:12,DEN 23,4,1:31,20,Interception
12,4,9:36,DEN 21,3,1:39,9,Punt
13,4,5:07,DEN 40,11,3:28,53,Field Goal
14,4,1:04,DEN 22,3,1:04,8,End of Half
15,5,15:00,DEN 32,3,1:38,-9,Punt
16,5,10:35,DEN 27,8,3:09,39,Missed FG
