Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Gallup,DAL,7,6,92,0,4,53,8.8,39,6.5,10.1,1,6.0,0,0.0,0,118.7
Jake Ferguson,DAL,7,5,48,0,1,15,3.0,33,6.6,4.1,1,5.0,1,14.3,0,90.2
CeeDee Lamb,DAL,7,4,53,0,2,38,9.5,15,3.8,7.4,0,,0,0.0,0,81.2
Rico Dowdle,DAL,3,3,25,1,1,-11,-3.7,36,12.0,-3.7,1,3.0,0,0.0,0,141.0
Tony Pollard,DAL,3,3,-1,0,0,-8,-2.7,7,2.3,-2.7,0,,0,0.0,0,79.2
Brandin Cooks,DAL,7,2,17,0,2,14,7.0,3,1.5,7.4,0,,0,0.0,1,0.0
Peyton Hendershot,DAL,1,1,3,0,,1,1.0,2,2.0,1.0,0,,0,0.0,0,79.2
Hunter Luepke,DAL,1,1,12,0,1,3,3.0,9,9.0,3.0,0,,0,0.0,0,116.7
Luke Schoonmaker,DAL,1,0,0,0,,0,,0,,0.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marquise Brown,ARI,7,5,61,1,4,59,11.8,2,0.4,11.9,0,,0,0.0,0,137.5
Rondale Moore,ARI,6,4,8,0,1,-11,-2.8,19,4.8,2.2,0,,1,16.7,0,70.1
James Conner,ARI,2,2,18,0,1,-3,-1.5,21,10.5,-1.5,0,,0,0.0,0,104.2
Zach Ertz,ARI,2,2,6,0,,-2,-1.0,8,4.0,-1.0,0,,0,0.0,0,79.2
Michael Wilson,ARI,2,2,86,0,2,44,22.0,42,21.0,22.0,0,,0,0.0,0,118.7
Keaontay Ingram,ARI,1,1,8,0,,-5,-5.0,13,13.0,-5.0,0,,0,0.0,0,100.0
Trey McBride,ARI,1,1,2,0,,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2
