Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2,0:55,1,10,TEN 35,7,17,Blaine Gabbert pass complete short left to Colin Cloherty for 12 yards (tackle by Chris Hope),3.250,4.040
2,0:50,,,,7,17,Timeout #2 by Jacksonville Jaguars,0.000,4.040
2,0:50,1,10,TEN 23,7,17,Blaine Gabbert pass incomplete short left intended for Colin Cloherty,4.040,3.500
2,0:46,2,10,TEN 23,7,17,Blaine Gabbert pass incomplete deep left intended for Jarett Dillard (defended by Alterraun Verner),3.500,2.810
2,0:41,3,10,TEN 23,7,17,Blaine Gabbert pass complete short left to Mike Thomas for 2 yards (tackle by Alterraun Verner),2.810,2.060
2,0:36,4,8,TEN 21,10,17,Josh Scobee 39 yard field goal good,2.060,3.000
2,,,,JAX 35,10,17,"Russell Allen kicks off 65 yards, returned by Marc Mariani for 21 yards (tackle by C.C. Brown)",0.000,0.340
2,0:25,1,10,TEN 21,10,17,Matt Hasselbeck kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,17,"Rob Bironas kicks off 60 yards, returned by DuJuan Harris for 13 yards (tackle by Kevin Malast)",0.000,0.040
3,14:55,1,10,JAX 18,10,17,Blaine Gabbert pass complete short right to Jarett Dillard for 11 yards (tackle by Jason McCourty),0.040,0.870
3,14:29,1,10,JAX 29,10,17,Maurice Jones-Drew left guard for 3 yards (tackle by Derrick Morgan),0.870,0.730
3,13:49,2,7,JAX 32,10,17,Blaine Gabbert pass complete short left to Maurice Jones-Drew for no gain,0.730,0.040
3,13:06,3,7,JAX 32,10,17,Blaine Gabbert sacked by Karl Klug for -11 yards,0.040,-1.960
3,12:34,4,18,JAX 21,10,17,"Nick Harris punts 51 yards, returned by Marc Mariani for 6 yards (tackle by Brock Bolen)",-1.960,-1.200
3,12:23,1,10,TEN 34,10,17,Matt Hasselbeck pass complete short left to Damian Williams for -1 yards (tackle by Drew Coleman),1.200,0.520
3,11:55,2,11,TEN 33,10,17,Matt Hasselbeck pass incomplete short left intended for Damian Williams (defended by Morgan Trent),0.520,-0.160
3,11:52,3,11,TEN 33,10,17,Matt Hasselbeck pass incomplete deep right intended for Nate Washington,-0.160,-1.180
3,11:46,4,11,TEN 33,10,17,"Brett Kern punts 51 yards, fair catch by Jarett Dillard",-1.180,0.140
3,11:39,1,10,JAX 16,10,17,Maurice Jones-Drew right tackle for -1 yards (tackle by Jurrell Casey),-0.140,-0.780
3,11:03,2,11,JAX 15,10,17,Blaine Gabbert pass complete short left to Jarett Dillard for 6 yards (tackle by Alterraun Verner),-0.780,-0.700
3,10:23,3,5,JAX 21,10,17,Maurice Jones-Drew left guard for 3 yards (tackle by Colin McCarthy),-0.700,-1.770
3,9:50,4,2,JAX 24,10,17,"Nick Harris punts 41 yards, returned by Marc Mariani for -1 yards (tackle by Montell Owens)",-1.770,-1.200
3,9:38,1,10,TEN 34,10,17,Chris Johnson right guard for 6 yards (tackle by Paul Posluszny),1.200,1.470
3,9:14,2,4,TEN 40,10,17,Chris Johnson right guard for 3 yards (tackle by C.J. Mosley and Jeremy Mincey),1.470,1.160
3,8:32,3,1,TEN 43,10,17,Matt Hasselbeck pass complete short middle to Craig Stevens for 17 yards (tackle by Akwasi Owusu-Ansah),1.160,2.920
3,7:47,1,10,JAX 40,10,17,Matt Hasselbeck pass complete short right to Lavelle Hawkins for 5 yards (tackle by Drew Coleman),2.920,3.050
3,7:11,2,5,JAX 35,10,17,Chris Johnson up the middle for 2 yards (tackle by Jeremy Mincey and Nate Collins),3.050,2.610
3,6:26,3,3,JAX 33,10,17,Matt Hasselbeck pass incomplete deep right intended for Damian Williams (defended by David Jones),2.610,1.190
3,6:21,4,3,JAX 33,10,20,Rob Bironas 51 yard field goal good,1.190,3.000
3,,,,TEN 35,10,20,"Rob Bironas kicks off 67 yards, returned by DuJuan Harris for 21 yards (tackle by Patrick Bailey)",0.000,0.150
3,6:10,1,10,JAX 19,10,20,Maurice Jones-Drew right tackle for 3 yards (tackle by Michael Griffin),0.150,0.070
3,5:30,2,7,JAX 22,10,20,Maurice Jones-Drew right guard for 8 yards (tackle by Akeem Ayers),0.070,0.940
3,4:49,1,10,JAX 30,10,20,Blaine Gabbert pass incomplete short right intended for Zach Potter,0.940,0.390
3,4:43,2,10,JAX 30,10,20,Maurice Jones-Drew left end for -1 yards (tackle by SenDerrick Marks),0.390,-0.430
3,4:03,3,11,JAX 29,10,20,Blaine Gabbert pass complete short left to Maurice Jones-Drew for 14 yards (tackle by Akeem Ayers and Alterraun Verner),-0.430,1.800
3,3:23,1,10,JAX 43,10,20,Blaine Gabbert pass incomplete short right intended for Jarett Dillard,1.800,1.250
3,3:19,2,10,JAX 43,10,20,Blaine Gabbert pass incomplete short right intended for Mike Thomas,1.250,0.560
3,3:16,3,10,JAX 43,10,20,Blaine Gabbert pass incomplete deep right intended for Chastin West,0.560,-0.520
3,3:10,4,10,JAX 43,10,20,"Nick Harris punts 49 yards, returned by Marc Mariani for 16 yards (tackle by Jeremy Cain)",-0.520,-0.540
3,2:58,1,10,TEN 24,10,20,Chris Johnson right guard for 2 yards (tackle by Leger Douzable),0.540,0.270
3,2:19,2,8,TEN 26,10,20,Matt Hasselbeck pass complete short left to Jared Cook for 4 yards (tackle by D'Anthony Smith),0.270,0.100
3,1:37,3,4,TEN 30,10,20,Matt Hasselbeck pass incomplete short middle intended for Chris Johnson,0.100,-1.370
3,1:32,4,4,TEN 30,10,20,"Brett Kern punts 44 yards, returned by Jarett Dillard for 5 yards (tackle by Ahmard Hall)",-1.370,-1.000
3,1:21,1,10,JAX 31,10,20,Maurice Jones-Drew left end for 11 yards (tackle by Cortland Finnegan),1.000,1.730
3,0:51,1,10,JAX 42,10,20,Maurice Jones-Drew left guard for 3 yards (tackle by Derrick Morgan),1.730,1.590
3,0:14,2,7,JAX 45,10,20,Maurice Jones-Drew up the middle for 4 yards (tackle by Jurrell Casey),1.590,1.420
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,JAX 49,10,20,Blaine Gabbert pass incomplete deep right intended for Chastin West (defended by Jason McCourty),1.420,-0.130
4,14:57,4,3,JAX 49,10,20,"Nick Harris punts 51 yards, touchback",-0.130,-0.280
4,14:48,1,10,TEN 20,10,20,Matt Hasselbeck pass complete deep right to Damian Williams for 48 yards (tackle by Ashton Youboty),0.280,3.450
4,14:14,1,10,JAX 32,10,20,Matt Hasselbeck up the middle for 7 yards (tackle by Leger Douzable),3.450,3.850
4,13:53,2,3,JAX 25,10,20,Jamie Harper left end for 8 yards (tackle by D'Anthony Smith),3.850,4.440
4,13:26,1,10,JAX 17,10,20,Jamie Harper left tackle for no gain (tackle by Akwasi Owusu-Ansah),4.440,3.850
4,12:45,2,10,JAX 17,10,20,Matt Hasselbeck pass incomplete deep left intended for Damian Williams,3.850,3.070
4,12:39,3,10,JAX 17,10,20,Matt Hasselbeck pass incomplete deep right intended for Chris Johnson,3.070,2.310
4,12:34,4,10,JAX 17,10,23,Rob Bironas 35 yard field goal good,2.310,3.000
4,,,,TEN 35,10,23,"Rob Bironas kicks off 61 yards, returned by DuJuan Harris for 20 yards (tackle by Patrick Bailey)",0.000,0.540
4,12:24,1,10,JAX 24,10,23,Maurice Jones-Drew up the middle for 12 yards (tackle by Colin McCarthy),0.540,1.330
4,12:03,1,10,JAX 36,10,23,Maurice Jones-Drew left guard for 2 yards (tackle by Akeem Ayers),1.330,1.060
4,11:43,2,8,JAX 38,10,23,Blaine Gabbert pass incomplete short right intended for Mike Thomas,1.060,0.370
4,11:40,3,8,JAX 38,10,23,"Penalty on Eugene Monroe: False Start, 6 yards (no play)",0.370,-0.430
4,11:40,3,14,JAX 32,10,23,Blaine Gabbert pass incomplete short left intended for Maurice Jones-Drew (defended by Dave Ball),-0.430,-1.240
4,11:37,4,14,JAX 32,10,23,"Nick Harris punts 48 yards, returned by Marc Mariani for 5 yards (tackle by Colin Cloherty)",-1.240,-0.610
4,11:26,1,10,TEN 25,10,23,Chris Johnson right tackle for 4 yards (tackle by Dawan Landry),0.610,0.600
4,10:44,2,6,TEN 29,10,23,Matt Hasselbeck pass incomplete short right intended for Nate Washington,0.600,-0.100
4,10:39,3,6,TEN 29,10,23,Matt Hasselbeck pass incomplete short left intended for Nate Washington is intercepted by Morgan Trent at TEN-40 and returned for 22 yards (tackle by Eugene Amano),-0.100,-4.370
4,10:28,1,10,TEN 18,10,23,Blaine Gabbert pass complete short middle to Maurice Jones-Drew for 7 yards (tackle by Will Witherspoon),4.370,5.010
4,9:52,2,3,TEN 11,10,23,Maurice Jones-Drew right end for no gain (tackle by Will Witherspoon and Cortland Finnegan),5.010,4.260
4,9:10,3,3,TEN 11,10,23,Maurice Jones-Drew up the middle for 2 yards (tackle by Akeem Ayers),4.260,2.980
4,8:29,4,1,TEN 9,10,23,Blaine Gabbert pass incomplete short right intended for Jarett Dillard is intercepted by Michael Griffin,2.980,-0.280
4,8:21,1,10,TEN 20,10,23,Chris Johnson left end for 1 yard (tackle by Paul Posluszny),0.280,-0.130
4,7:42,2,9,TEN 21,10,23,Chris Johnson left tackle for 6 yards (tackle by Leger Douzable),-0.130,-0.030
4,7:01,3,3,TEN 27,10,23,Matt Hasselbeck pass complete short right to Nate Washington for 8 yards (tackle by Akwasi Owusu-Ansah),-0.030,1.270
4,6:20,1,10,TEN 35,10,23,Chris Johnson left guard for 3 yards (tackle by Dawan Landry),1.270,1.130
4,5:46,2,7,TEN 38,10,23,"Jamie Harper up the middle for -3 yards (tackle by C.J. Mosley). Jamie Harper fumbles (forced by C.J. Mosley), recovered by Dawan Landry at TEN-35 (tackle by David Stewart)",1.130,-3.250
4,5:38,1,10,TEN 35,10,23,Blaine Gabbert pass complete short right to Greg Jones for 3 yards (tackle by Jason McCourty),3.250,3.110
4,5:07,2,7,TEN 32,10,23,Blaine Gabbert pass incomplete short left intended for Chastin West (defended by Cortland Finnegan),3.110,2.410
4,5:03,3,7,TEN 32,10,23,Blaine Gabbert pass complete short left to Mike Thomas for 8 yards (tackle by Alterraun Verner),2.410,3.970
4,4:41,1,10,TEN 24,10,23,Blaine Gabbert pass incomplete deep right intended for Mike Thomas,3.970,3.430
4,4:37,2,10,TEN 24,10,23,Blaine Gabbert pass incomplete short left intended for Maurice Jones-Drew,3.430,2.740
4,4:34,3,10,TEN 24,10,23,Blaine Gabbert pass incomplete short left intended for Maurice Jones-Drew,2.740,1.870
4,4:31,4,10,TEN 24,10,23,Blaine Gabbert pass complete deep right to Jarett Dillard for 21 yards (tackle by Jason McCourty),1.870,6.510
4,4:23,1,3,TEN 3,10,23,Blaine Gabbert pass incomplete short right intended for Marcedes Lewis,6.510,5.530
4,4:18,2,3,TEN 3,10,23,Maurice Jones-Drew up the middle for 2 yards (tackle by Derrick Morgan),5.530,5.170
4,3:44,,,,10,23,Timeout #1 by Tennessee Titans,0.000,5.170
4,3:44,3,1,TEN 1,16,23,"Greg Jones up the middle for 1 yard, touchdown",5.170,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
4,,,,TEN 2,17,23,Josh Scobee kicks extra point good,0.000,0.000
4,,,,JAX 35,17,23,"Russell Allen kicks off 69 yards, returned by Marc Mariani for 21 yards (tackle by Drew Coleman)",0.000,-0.060
4,3:37,1,10,TEN 17,17,23,Chris Johnson left guard for 4 yards (tackle by Akwasi Owusu-Ansah),-0.060,0.080
4,3:31,,,,17,23,Timeout #1 by Jacksonville Jaguars,0.000,0.080
4,3:31,2,6,TEN 21,17,23,Ahmard Hall up the middle for 1 yard (tackle by Terrance Knighton),0.080,-0.620
4,3:24,,,,17,23,Timeout #2 by Jacksonville Jaguars,0.000,-0.620
4,3:24,3,5,TEN 22,17,23,Matt Hasselbeck pass complete short middle to Jared Cook for 29 yards (tackle by C.C. Brown),-0.620,2.320
4,2:41,1,10,JAX 49,17,23,Chris Johnson up the middle for 2 yards (tackle by D'Anthony Smith),2.320,2.050
4,2:35,,,,17,23,Timeout #3 by Jacksonville Jaguars,0.000,2.050
4,2:35,2,8,JAX 47,17,23,Chris Johnson right end for 13 yards (tackle by David Jones),2.050,3.310
4,2:00,1,10,JAX 34,17,23,Matt Hasselbeck kneels for -2 yards,3.310,2.500
4,1:18,2,12,JAX 36,17,23,Matt Hasselbeck kneels for -1 yards,2.500,1.690
4,0:38,3,13,JAX 37,17,23,Matt Hasselbeck kneels for -1 yards,1.690,0.720
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
