Quarter,Time,Tm,Detail,JAX,TEN
1.0,7:05,Titans,Rob Bironas 51 yard field goal,0,3
,4:39,Titans,Jared Cook 55 yard pass from Matt Hasselbeck (Rob Bironas kick),0,10
,0:19,Jaguars,Maurice Jones-Drew 10 yard rush (Josh Scobee kick),7,10
2.0,12:03,Titans,Jamie Harper 1 yard rush (Rob Bironas kick),7,17
,0:31,Jaguars,Josh Scobee 39 yard field goal,10,17
3.0,6:16,Titans,Rob Bironas 51 yard field goal,10,20
4.0,12:29,Titans,Rob Bironas 35 yard field goal,10,23
,3:41,Jaguars,Greg Jones 1 yard rush (Josh Scobee kick),17,23
