Quarter,Time,Down,ToGo,Location,MIA,DAL,Detail,EPB,EPA
2,6:21,3,11,MIA 34,3,0,Tony Romo pass complete short middle to Dez Bryant for 18 yards (tackle by Vontae Davis),2.010,4.510
2,5:35,1,10,MIA 16,3,0,Tony Romo pass incomplete deep left intended for Laurent Robinson,4.510,3.900
2,5:29,2,10,MIA 16,3,0,DeMarco Murray left end for 2 yards (tackle by Kevin Burnett),3.900,3.370
2,4:50,3,8,MIA 14,3,0,Tony Romo pass incomplete short left intended for Dez Bryant,3.370,2.510
2,4:42,4,8,MIA 14,3,3,Dan Bailey 32 yard field goal good,2.510,3.000
2,,,,DAL 35,3,3,"Dan Bailey kicks off 73 yards, returned by Edmond Gates for 32 yards (tackle by Akwasi Owusu-Ansah)",0.000,0.540
2,4:33,1,10,MIA 24,3,3,"Matt Moore for no gain. Marlon Moore fumbles, recovered by Marlon Moore at MIA-23",0.540,-0.140
2,4:00,2,11,MIA 23,3,3,Matt Moore sacked by Kenyon Coleman for -7 yards,-0.140,-2.050
2,3:25,3,18,MIA 16,3,3,Reggie Bush up the middle for 11 yards (tackle by Orlando Scandrick),-2.050,-1.570
2,3:14,,,,3,3,Timeout #1 by Dallas Cowboys,0.000,-1.570
2,3:14,4,7,MIA 27,3,3,"Brandon Fields punts 58 yards, returned by Akwasi Owusu-Ansah for 21 yards (tackle by Jason Trusnik)",-1.570,-1.330
2,3:00,1,10,DAL 36,3,3,DeMarco Murray left tackle for -1 yards (tackle by Randy Starks),1.330,0.660
2,2:25,2,11,DAL 35,3,3,Tony Romo pass complete short left to DeMarco Murray for 7 yards (tackle by Vontae Davis),0.660,0.890
2,2:00,3,4,DAL 42,3,3,Tony Romo pass incomplete short right intended for Jason Witten,0.890,-0.590
2,1:55,4,4,DAL 42,3,3,"Penalty on L.P. Ladouceur: False Start, 5 yards (no play)",-0.590,-0.910
2,1:55,4,9,DAL 37,3,3,Mat McBriar punts 35 yards,-0.910,-0.810
2,1:45,1,10,MIA 28,3,3,"Penalty on Jake Long: False Start, 5 yards (no play)",0.810,0.480
2,1:45,1,15,MIA 23,3,3,Matt Moore pass complete short middle to Brandon Marshall for 6 yards (tackle by Sean Lee and Victor Butler),0.480,0.400
2,1:19,2,9,MIA 29,3,3,Matt Moore pass complete short left to Reggie Bush for -5 yards (tackle by Anthony Spencer),0.400,-0.960
2,1:08,,,,3,3,Timeout #2 by Dallas Cowboys,0.000,-0.960
2,1:08,3,14,MIA 24,3,3,"Matt Moore for no gain. Marlon Moore fumbles, recovered by DeMarcus Ware at MIA-5 (tackle by Marlon Moore)",-0.960,-6.060
2,1:01,1,5,MIA 5,3,9,"Tony Romo pass complete short middle to Laurent Robinson for 5 yards, touchdown",6.060,7.000
2,,,,MIA 2,3,10,Dan Bailey kicks extra point good,0.000,0.000
2,,,,DAL 35,3,10,"Dan Bailey kicks off 60 yards, returned by Edmond Gates for 39 yards (tackle by Jesse Holley)",0.000,1.860
2,0:47,1,10,MIA 44,3,10,Matt Moore pass incomplete short right intended for Brandon Marshall,1.860,1.320
2,0:41,2,10,MIA 44,3,10,Matt Moore pass complete short right to Brandon Marshall for 14 yards (tackle by Abram Elam),1.320,2.790
2,0:33,,,,3,10,Timeout #1 by Miami Dolphins,0.000,2.790
2,0:33,1,10,DAL 42,3,10,Matt Moore pass incomplete deep middle intended for Brandon Marshall,2.790,2.240
2,0:29,2,10,DAL 42,3,10,Matt Moore pass complete short middle to Brandon Marshall for 9 yards (tackle by Gerald Sensabaugh),2.240,2.740
2,0:23,,,,3,10,Timeout #2 by Miami Dolphins,0.000,2.740
2,0:23,3,1,DAL 33,3,10,"Matt Moore pass incomplete deep left intended for Brian Hartline. Penalty on Alan Ball: Defensive Pass Interference, 20 yards (no play)",2.740,4.710
2,0:17,1,10,DAL 13,3,10,Matt Moore pass incomplete short middle intended for Reggie Bush,4.710,4.050
2,0:11,2,10,DAL 13,3,10,Matt Moore for 3 yards (tackle by Gerald Sensabaugh),4.050,3.650
2,0:04,3,7,DAL 10,6,10,Shayne Graham 28 yard field goal good,3.650,3.000
Quarter,Time,Down,ToGo,Location,MIA,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,6,10,"Dan Bailey kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,MIA 20,6,10,Reggie Bush up the middle for 2 yards (tackle by Anthony Spencer),0.280,0.000
3,14:14,2,8,MIA 22,6,10,"Penalty on Jason Hatcher: Encroachment, 5 yards (no play)",0.000,0.680
3,13:58,2,3,MIA 27,6,10,Reggie Bush left tackle for 3 yards (tackle by Anthony Spencer),0.680,0.940
3,13:22,1,10,MIA 30,6,10,"Matt Moore pass incomplete short left intended for Brian Hartline. Penalty on Jake Long: Offensive Holding, 10 yards (no play)",0.940,0.280
3,13:16,1,20,MIA 20,6,10,Matt Moore pass complete short right to Edmond Gates for 11 yards,0.280,0.530
3,12:43,2,9,MIA 31,6,10,Matt Moore pass complete short right to Reggie Bush for 34 yards (tackle by Abram Elam),0.530,3.250
3,11:52,1,10,DAL 35,6,10,Matt Moore pass complete short left to Brian Hartline for 10 yards,3.250,3.910
3,11:25,1,10,DAL 25,6,10,Daniel Thomas up the middle for 5 yards (tackle by Sean Lee),3.910,4.040
3,10:49,2,5,DAL 20,6,10,Matt Moore pass complete short middle to Davone Bess for 5 yards (tackle by Orlando Scandrick),4.040,4.580
3,10:07,1,10,DAL 15,6,10,"Penalty on Marc Colombo: False Start, 5 yards (no play)",4.580,4.240
3,9:37,1,15,DAL 20,6,10,Reggie Bush left end for 8 yards (tackle by Sean Lee),4.240,4.450
3,8:56,2,7,DAL 12,6,10,Reggie Bush left tackle for 3 yards (tackle by Bradie James and Anthony Spencer),4.450,4.220
3,8:12,3,4,DAL 9,6,10,Matt Moore pass incomplete short left intended for Charles Clay,4.220,2.900
3,8:07,4,4,DAL 9,9,10,Shayne Graham 27 yard field goal good,2.900,3.000
3,,,,MIA 35,9,10,"Shayne Graham kicks off 63 yards, returned by Felix Jones for 15 yards (tackle by Austin Spitler)",0.000,-0.060
3,7:56,1,10,DAL 17,9,10,Tony Romo pass complete short middle to Dez Bryant for 16 yards (tackle by Vontae Davis),-0.060,1.140
3,7:18,1,10,DAL 33,9,10,DeMarco Murray left tackle for 2 yards (tackle by Koa Misi),1.140,0.860
3,6:38,2,8,DAL 35,9,10,Tony Romo pass incomplete deep right intended for Laurent Robinson,0.860,0.170
3,6:32,3,8,DAL 35,9,10,Tony Romo pass incomplete short right intended for Dez Bryant (defended by Vontae Davis),0.170,-1.040
3,6:25,4,8,DAL 35,9,10,"Mat McBriar punts 48 yards, returned by Davone Bess for 9 yards (tackle by Abram Elam)",-1.040,-0.670
3,6:14,1,10,MIA 26,9,10,Daniel Thomas left tackle for 2 yards (tackle by Bradie James and Sean Lee),0.670,0.400
3,5:35,2,8,MIA 28,9,10,Matt Moore pass incomplete short middle intended for Brandon Marshall (defended by Jason Hatcher),0.400,-0.300
3,5:30,,,,9,10,Timeout #1 by Miami Dolphins,0.000,-0.300
3,5:30,3,8,MIA 28,9,10,"Penalty on Jake Long: False Start, 5 yards (no play)",-0.300,-0.960
3,5:30,3,13,MIA 23,9,10,Matt Moore pass complete deep left to Brian Hartline for 41 yards (tackle by Alan Ball),-0.960,3.180
3,4:44,1,10,DAL 36,9,10,Reggie Bush up the middle for 1 yard (tackle by Jay Ratliff),3.180,2.770
3,4:03,2,9,DAL 35,15,10,"Matt Moore pass complete deep right to Brandon Marshall for 35 yards, touchdown. Penalty on Terence Newman: Defensive Pass Interference (Declined)",2.770,7.000
3,,,,DAL 2,16,10,Shayne Graham kicks extra point good,0.000,0.000
3,,,,MIA 35,16,10,"Shayne Graham kicks off 66 yards, returned by Felix Jones for 24 yards (tackle by Jason Trusnik)",0.000,0.480
3,3:48,1,10,DAL 23,16,10,Tony Romo pass complete short left to Martellus Bennett for 8 yards (tackle by Kevin Burnett),0.480,1.010
3,3:08,2,2,DAL 31,16,10,"Penalty on Doug Free: False Start, 5 yards (no play)",1.010,0.340
3,2:43,2,7,DAL 26,16,10,Tony Romo pass complete short right to Jason Witten for 9 yards (tackle by Kevin Burnett),0.340,1.270
3,2:04,1,10,DAL 35,16,10,Tony Romo pass complete short left to DeMarco Murray for 17 yards (tackle by Vontae Davis),1.270,2.390
3,1:41,1,10,MIA 48,16,10,DeMarco Murray right guard for 4 yards (tackle by Karlos Dansby),2.390,2.390
3,1:06,2,6,MIA 44,16,10,Tony Romo pass complete short left to Laurent Robinson for 14 yards,2.390,3.580
3,1:06,1,10,MIA 30,16,10,DeMarco Murray left end for no gain (tackle by Chris Clemons),3.580,3.030
3,0:11,2,10,MIA 30,16,10,Tony Romo pass complete short middle to Laurent Robinson for 7 yards (tackle by Chris Clemons),3.030,3.270
Quarter,Time,Down,ToGo,Location,MIA,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,MIA 23,16,10,Tony Romo pass complete short middle to Jason Witten for 5 yards (tackle by Marvin Mitchell),3.270,4.370
4,14:37,1,10,MIA 18,16,16,"Tony Romo pass complete deep left to Laurent Robinson for 18 yards, touchdown",4.370,7.000
4,,,,MIA 2,16,17,Dan Bailey kicks extra point good,0.000,0.000
4,,,,DAL 35,16,17,"Dan Bailey kicks off 67 yards, returned by Edmond Gates for 21 yards (tackle by Jesse Holley)",0.000,0.150
4,14:25,1,10,MIA 19,16,17,Matt Moore pass complete short left to Brian Hartline for 13 yards,0.150,1.070
4,13:56,1,10,MIA 32,16,17,Reggie Bush left end for no gain (tackle by Orlando Scandrick),1.070,0.530
4,13:23,2,10,MIA 32,16,17,Matt Moore pass complete short middle to Reggie Bush for 6 yards (tackle by DeMarcus Ware and Keith Brooking),0.530,0.630
4,12:41,3,4,MIA 38,16,17,"Matt Moore sacked by DeMarcus Ware for -6 yards. Penalty on Abram Elam: Illegal Contact, 5 yards (no play)",0.630,1.800
4,12:10,1,10,MIA 43,16,17,Daniel Thomas up the middle for no gain (tackle by Keith Brooking),1.800,1.250
4,11:27,2,10,MIA 43,16,17,Matt Moore pass incomplete short middle intended for Brandon Marshall,1.250,0.560
4,11:20,3,10,MIA 43,16,17,Matt Moore pass complete deep middle to Davone Bess for 24 yards (tackle by Orlando Scandrick),0.560,3.380
4,10:40,1,10,DAL 33,16,17,Reggie Bush right tackle for 4 yards (tackle by Keith Brooking and Anthony Spencer),3.380,3.380
4,9:54,2,6,DAL 29,16,17,Reggie Bush left end for 11 yards (tackle by Sean Lissemore),3.380,4.370
4,9:10,1,10,DAL 18,16,17,Reggie Bush up the middle for -2 yards (tackle by Sean Lissemore),4.370,3.560
4,8:27,2,12,DAL 20,16,17,"Matt Moore pass complete short left to Anthony Fasano for 13 yards (tackle by Frank Walker). Penalty on Frank Walker: Unnecessary Roughness, 4 yards",3.560,6.510
4,8:04,1,3,DAL 3,16,17,Reggie Bush up the middle for -2 yards (tackle by Kenyon Coleman),6.510,5.150
4,7:33,2,5,DAL 5,16,17,Matt Moore pass incomplete (defended by Anthony Spencer),5.150,4.260
4,7:24,3,5,DAL 5,16,17,Matt Moore pass incomplete short middle intended for Brian Hartline,4.260,3.010
4,7:18,,,,16,17,Timeout #1 by Dallas Cowboys,0.000,3.010
4,7:18,4,5,DAL 5,19,17,Shayne Graham 23 yard field goal good,3.010,3.000
4,,,,MIA 35,19,17,"Shayne Graham kicks off 54 yards, returned by Felix Jones for 15 yards (tackle by Jason Trusnik)",0.000,0.670
4,7:09,1,10,DAL 26,19,17,Tony Romo pass complete short middle to Laurent Robinson for 4 yards (tackle by Kevin Burnett),0.670,0.670
4,6:30,2,6,DAL 30,19,17,Tony Romo pass complete short middle to DeMarco Murray for 18 yards (tackle by Kevin Burnett),0.670,2.130
4,5:45,1,10,DAL 48,19,17,Tony Romo pass complete short right to DeMarco Murray for -1 yards (tackle by Kevin Burnett),2.130,1.450
4,5:07,2,11,DAL 47,19,17,Tony Romo pass incomplete (defended by Tony McDaniel),1.450,0.760
4,5:07,3,11,DAL 47,19,17,"Penalty on Doug Free: False Start, 5 yards (no play)",0.760,0.100
4,5:03,3,16,DAL 42,19,17,Tony Romo pass incomplete (defended by Marvin Mitchell). Penalty on Tyron Smith: Offensive Holding (Declined),0.100,-0.590
4,4:54,4,16,DAL 42,19,17,"Mat McBriar punts 36 yards, fair catch by Davone Bess. Penalty on John Phillips: Illegal Formation, 5 yards",-0.590,-0.740
4,4:47,1,10,MIA 27,19,17,Reggie Bush right tackle for 1 yard (tackle by Abram Elam),0.740,0.330
4,4:04,2,9,MIA 28,19,17,Matt Moore sacked by Anthony Spencer for 0 yards,0.330,-0.360
4,3:21,3,9,MIA 28,19,17,Matt Moore pass incomplete short middle intended for Davone Bess (defended by Orlando Scandrick),-0.360,-1.500
4,3:14,4,9,MIA 28,19,17,"Brandon Fields punts 56 yards, returned by Dez Bryant for 20 yards (tackle by Chris Clemons)",-1.500,-1.330
4,2:59,1,10,DAL 36,19,17,Tony Romo pass incomplete deep left intended for Laurent Robinson,1.330,0.790
4,2:54,2,10,DAL 36,19,17,Tony Romo pass complete short middle to Jason Witten for 23 yards (tackle by Yeremiah Bell),0.790,2.850
4,2:45,1,10,MIA 41,19,17,Tony Romo pass complete short left to Jason Witten for 6 yards (tackle by Kevin Burnett),2.850,3.120
4,2:41,2,4,MIA 35,19,17,DeMarco Murray up the middle for 6 yards (tackle by Randy Starks),3.120,3.640
4,2:00,1,10,MIA 29,19,17,DeMarco Murray left end for 9 yards (tackle by Kevin Burnett),3.640,4.320
4,1:52,,,,19,17,Timeout #2 by Miami Dolphins,0.000,4.320
4,1:52,2,1,MIA 20,19,17,DeMarco Murray up the middle for 3 yards (tackle by Kevin Burnett and Paul Soliai),4.320,4.440
4,1:09,1,10,MIA 17,19,17,DeMarco Murray right tackle for 4 yards (tackle by Kendall Langford),4.440,4.500
4,1:04,,,,19,17,Timeout #3 by Miami Dolphins,0.000,4.500
4,1:04,2,6,MIA 13,19,17,DeMarco Murray right end for 5 yards (tackle by Cameron Wake),4.500,4.800
4,0:17,,,,19,17,Timeout #2 by Dallas Cowboys,0.000,4.800
4,0:17,3,1,MIA 8,19,17,Tony Romo kneels for -2 yards (tackle by Paul Soliai),4.800,2.860
4,0:03,,,,19,17,Timeout #3 by Dallas Cowboys,0.000,2.860
4,0:03,4,3,MIA 10,19,20,Dan Bailey 28 yard field goal good,2.860,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
