Quarter,Time,Down,ToGo,Location,MIA,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,MIA 35,0,0,"Shayne Graham kicks off 72 yards, touchback",0.000,0.280
1,15:00,1,10,DAL 20,0,0,Tony Romo pass complete short left to Dez Bryant for 1 yard (tackle by Vontae Davis),0.280,-0.130
1,14:20,2,9,DAL 21,0,0,Tony Romo pass complete short right to Laurent Robinson for 9 yards (tackle by Sean Smith),-0.130,0.940
1,13:44,1,10,DAL 30,0,0,DeMarco Murray left tackle for 2 yards (tackle by Paul Soliai and Randy Starks),0.940,0.660
1,12:59,2,8,DAL 32,0,0,"Tony Romo pass incomplete deep left intended for Laurent Robinson. Penalty on Sean Smith: Defensive Pass Interference, 25 yards (no play)",0.660,2.720
1,12:53,1,10,MIA 43,0,0,DeMarco Murray left tackle for 4 yards (tackle by Yeremiah Bell),2.720,2.720
1,12:17,2,6,MIA 39,0,0,Tony Romo pass incomplete deep right intended for Martellus Bennett is intercepted by Vontae Davis at MIA-17 and returned for 25 yards (tackle by Jason Witten),2.720,-1.730
1,12:02,1,10,MIA 42,0,0,Reggie Bush left tackle for 7 yards (tackle by Bradie James),1.730,2.130
1,11:32,2,3,MIA 49,0,0,Matt Moore pass incomplete deep right intended for Brandon Marshall,2.130,1.420
1,11:24,3,3,MIA 49,0,0,Matt Moore pass incomplete (defended by Jay Ratliff),1.420,-0.130
1,11:19,4,3,MIA 49,0,0,"Brandon Fields punts 40 yards, fair catch by Akwasi Owusu-Ansah",-0.130,0.370
1,11:12,1,10,DAL 11,0,0,DeMarco Murray up the middle for 4 yards (tackle by Koa Misi),-0.370,-0.430
1,10:32,2,6,DAL 15,0,0,"Penalty on Doug Free: False Start, 5 yards (no play)",-0.430,-0.850
1,10:32,2,11,DAL 10,0,0,"Penalty on Kevin Ogletree: False Start, 5 yards (no play)",-0.850,-1.220
1,9:49,2,16,DAL 5,0,0,DeMarco Murray left end for -1 yards (tackle by Reshad Jones),-1.220,-2.240
1,9:02,3,17,DAL 4,0,0,Tony Romo pass incomplete deep middle intended for Laurent Robinson,-2.240,-2.490
1,8:51,4,17,DAL 4,0,0,Mat McBriar punts 46 yards,-2.490,-2.260
1,8:47,1,10,,0,0,Reggie Bush left end for 14 yards (tackle by Orlando Scandrick and Gerald Sensabaugh),2.260,3.180
1,8:13,1,10,DAL 36,0,0,Reggie Bush right end for -3 yards (tackle by Sean Lee),3.180,2.230
1,7:29,2,13,DAL 39,0,0,Matt Moore pass complete short left to Daniel Thomas for 2 yards (tackle by Bradie James and Sean Lee),2.230,1.820
1,6:43,3,11,DAL 37,0,0,"Matt Moore for no gain. Marlon Moore fumbles, recovered by Marlon Moore at DAL-46",1.820,0.130
1,6:20,4,21,DAL 47,0,0,Brandon Fields punts 44 yards,0.130,0.380
1,6:08,1,10,DAL 3,0,0,DeMarco Murray up the middle for 9 yards (tackle by Sean Smith),-0.380,-0.120
1,5:33,2,1,DAL 12,0,0,DeMarco Murray up the middle for 2 yards (tackle by Phillip Merling),-0.120,-0.280
1,4:53,1,10,DAL 14,0,0,Tony Romo pass incomplete short right intended for Laurent Robinson is intercepted by Sean Smith at DAL-26,-0.280,-3.840
1,4:46,1,10,DAL 26,0,0,Daniel Thomas up the middle for 11 yards (tackle by Gerald Sensabaugh),3.840,4.580
1,4:10,1,10,DAL 15,0,0,Daniel Thomas up the middle for 4 yards (tackle by Kenyon Coleman and Marcus R. Spears),4.580,4.640
1,3:37,2,6,DAL 11,0,0,Daniel Thomas left tackle for 3 yards (tackle by Anthony Spencer),4.640,4.450
1,2:53,3,3,DAL 8,0,0,Matt Moore pass incomplete,4.450,2.980
1,2:47,4,3,DAL 8,3,0,Shayne Graham 26 yard field goal good,2.980,3.000
1,,,,MIA 35,3,0,"Shayne Graham kicks off 70 yards, returned by Felix Jones for 20 yards (tackle by Jimmy Wilson)",0.000,-0.220
1,2:36,1,10,DAL 15,3,0,DeMarco Murray left guard for 3 yards (tackle by Kevin Burnett),-0.220,-0.280
1,2:03,2,7,DAL 18,3,0,Tony Romo pass complete deep right to Laurent Robinson for 22 yards (tackle by Yeremiah Bell),-0.280,1.600
1,1:32,1,10,DAL 40,3,0,DeMarco Murray left tackle for 9 yards (tackle by Koa Misi),1.600,2.270
1,0:59,2,1,DAL 49,3,0,DeMarco Murray right end for 1 yard (tackle by Cameron Wake),2.270,2.260
1,0:12,1,10,MIA 50,3,0,Tony Romo sacked by Cameron Wake for -8 yards,2.260,0.630
Quarter,Time,Down,ToGo,Location,MIA,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,18,DAL 42,3,0,Tony Romo pass incomplete deep right intended for Dez Bryant,0.630,-0.030
2,14:55,3,18,DAL 42,3,0,Tony Romo pass complete short middle to John Phillips for 12 yards (tackle by Karlos Dansby),-0.030,0.200
2,14:15,4,6,MIA 46,3,0,"Penalty on Jesse Holley: False Start, 5 yards (no play)",0.200,-0.130
2,14:04,4,11,DAL 49,3,0,"Mat McBriar punts 40 yards, fair catch by Davone Bess",-0.130,0.370
2,13:55,1,10,MIA 11,3,0,Matt Moore pass complete deep middle to Brandon Marshall for 39 yards (tackle by Orlando Scandrick),-0.370,2.260
2,13:55,1,10,DAL 50,3,0,"Penalty on Jake Long: False Start, 5 yards (no play)",2.260,1.930
2,12:53,1,15,MIA 45,3,0,Matt Moore pass complete short right to Charles Clay for -1 yards (tackle by Anthony Spencer),1.930,0.900
2,12:09,2,16,MIA 44,3,0,Matt Moore pass complete short left to Brian Hartline for 13 yards (tackle by Alan Ball),0.900,1.950
2,11:35,3,3,DAL 43,3,0,Matt Moore pass complete short right to Anthony Fasano for 19 yards (tackle by Frank Walker),1.950,3.970
2,11:05,1,10,DAL 24,3,0,Reggie Bush up the middle for 3 yards (tackle by Victor Butler and Alex Albright),3.970,3.840
2,10:21,2,7,DAL 21,3,0,Matt Moore pass incomplete short right intended for Davone Bess,3.840,3.140
2,10:15,3,7,DAL 21,3,0,Matt Moore sacked by Victor Butler for -8 yards,3.140,1.500
2,9:44,4,15,DAL 29,3,0,Shayne Graham 47 yard field goal no good,1.500,-1.470
2,9:40,1,10,DAL 38,3,0,DeMarco Murray left end for 18 yards (tackle by Jason Trusnik),1.470,2.650
2,9:00,1,10,MIA 44,3,0,DeMarco Murray left tackle for 7 yards (tackle by Yeremiah Bell),2.650,3.060
2,8:27,2,3,MIA 37,3,0,Tony Romo pass complete short middle to Felix Jones for 4 yards (tackle by Kevin Burnett),3.060,3.380
2,7:45,1,10,MIA 33,3,0,Tony Romo pass complete short right to John Phillips for 4 yards (tackle by Kevin Burnett),3.380,3.380
2,7:08,2,6,MIA 29,3,0,DeMarco Murray up the middle for -5 yards (tackle by Cameron Wake),3.380,2.010
