Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
1,6:16,1,14,MIN 39,0,3,Alexander Mattison right tackle for no gain (tackle by Zach Harrison and David Onyemata),1.530,0.710
1,5:42,2,14,MIN 39,0,3,Jaren Hall pass complete deep right to Alexander Mattison for 47 yards (tackle by Jeff Okudah),0.710,4.650
1,4:54,1,10,ATL 14,0,3,Jaren Hall pass complete short left to Brandon Powell for 9 yards (tackle by Jessie Bates),4.650,5.670
1,4:17,2,1,ATL 5,0,3,Jaren Hall pass complete short middle to K.J. Osborn for 4 yards (tackle by Arnold Ebiketie and Nathan Landman),5.670,6.970
1,3:38,1,1,ATL 1,0,3,Alexander Mattison right guard for -3 yards (tackle by Nathan Landman),6.970,5.340
1,2:56,2,4,ATL 4,0,3,Jaren Hall pass incomplete short middle intended for T.J. Hockenson,5.340,4.490
1,2:49,3,4,ATL 4,0,3,Jaren Hall scrambles right end for 3 yards (tackle by Jeff Okudah and Kaden Elliss),4.490,3.550
1,2:23,4,1,ATL 1,3,3,Greg Joseph 19 yard field goal good,3.550,3.000
1,2:20,,,MIN 35,3,3,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
1,2:20,1,10,ATL 25,3,3,Taylor Heinicke pass complete short right to Mack Hollins for 18 yards (tackle by Jordan Hicks),0.610,1.800
1,1:59,1,10,ATL 43,3,3,Taylor Heinicke pass complete short right to Mack Hollins for 9 yards (tackle by Jordan Hicks),1.800,2.470
1,1:21,2,1,MIN 48,3,3,Bijan Robinson left tackle for 6 yards (tackle by Danielle Hunter),2.470,2.790
1,0:46,1,10,MIN 42,3,3,Taylor Heinicke pass incomplete short right intended for Bijan Robinson,2.790,2.240
1,0:42,2,10,MIN 42,3,3,Taylor Heinicke pass complete short left to Kyle Pitts for 6 yards (tackle by Jordan Hicks),2.240,2.340
1,0:08,3,4,MIN 36,3,3,Taylor Heinicke pass incomplete deep right intended for KhaDarel Hodge,2.340,0.890
1,0:02,4,4,MIN 36,3,3,"Taylor Heinicke pass complete short right to Cordarrelle Patterson for no gain. Penalty on Van Jefferson: Offensive Pass Interference, 10 yards (accepted) (no play)",0.890,0.200
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,14,MIN 46,3,3,"Bradley Pinion punts 39 yards, fair catch by Brandon Powell at MIN-7",0.200,0.380
2,14:53,1,10,MIN 7,3,3,Cam Akers left guard for -2 yards (tackle by Ta'Quon Graham),-0.380,-0.930
2,14:16,2,12,MIN 5,3,3,Joshua Dobbs pass incomplete short right intended for T.J. Hockenson,-0.930,-1.650
2,14:12,3,12,MIN 5,3,5,"Joshua Dobbs sacked by Calais Campbell for -5 yards, safety.",-1.650,-2.000
2,14:04,,,MIN 20,3,5,"Ryan Wright kicks off 47 yards, returned by DeAundre Alford for 5 yards (tackle by NaJee Thompson)",0.000,1.470
2,14:01,1,10,ATL 38,3,5,Tyler Allgeier right tackle for 4 yards (tackle by Josh Metellus and T.J. Smith),1.470,1.460
2,13:28,2,6,ATL 42,3,5,Taylor Heinicke pass incomplete deep left intended for Damiere Byrd (defended by Camryn Bynum),1.460,0.760
2,13:22,3,6,ATL 42,3,5,Taylor Heinicke pass complete short right to Jonnu Smith for 16 yards (tackle by Jordan Hicks),0.760,2.790
2,12:50,1,10,MIN 42,3,5,Bijan Robinson right end for 2 yards (tackle by Harrison Phillips),2.790,2.510
2,12:13,2,8,MIN 40,3,5,Bijan Robinson right guard for 3 yards (tackle by Jonathan Bullard and Harrison Phillips),2.510,2.210
2,11:33,3,5,MIN 37,3,5,Taylor Heinicke pass complete short right to Kyle Pitts for 11 yards (tackle by Camryn Bynum),2.210,3.840
2,10:57,1,10,MIN 26,3,5,Taylor Heinicke pass complete short middle to Bijan Robinson for 1 yard (tackle by Ivan Pace),3.840,3.430
2,10:23,2,9,MIN 25,3,5,Taylor Heinicke pass complete short right to Tyler Allgeier for -8 yards (tackle by Danielle Hunter and Jordan Hicks),3.430,1.690
2,9:45,3,17,MIN 33,3,5,Taylor Heinicke pass complete short right to Mack Hollins for 9 yards (tackle by Byron Murphy),1.690,1.870
2,9:02,4,8,MIN 24,3,8,Younghoe Koo 43 yard field goal good,1.870,3.000
2,8:57,,,ATL 35,3,8,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,8:57,1,10,MIN 25,3,8,Cam Akers right tackle for -3 yards (tackle by Bud Dupree and DeAundre Alford),0.610,-0.340
2,8:33,2,13,MIN 22,3,8,Cam Akers right tackle for 2 yards (tackle by David Onyemata and Kentavius Street),-0.340,-0.760
2,7:50,3,11,MIN 24,3,8,"Joshua Dobbs pass incomplete short middle intended for Brandon Powell. Penalty on Nathan Landman: Defensive Pass Interference, 2 yards (accepted) (no play)",-0.760,0.670
2,7:45,1,10,MIN 26,3,8,"Joshua Dobbs sacked by Arnold Ebiketie for -4 yards. Joshua Dobbs fumbles (forced by Arnold Ebiketie), recovered by Lorenzo Carter at MIN-20 and returned for 19 yards (tackle by Josh Oliver)",0.670,-6.970
2,7:33,1,1,MIN 1,3,8,"Penalty on Chris Lindstrom: False Start, 5 yards (accepted) (no play)",6.970,5.830
2,7:33,1,6,MIN 6,3,8,Taylor Heinicke pass complete short right to Jonnu Smith for 5 yards (tackle by Khyiris Tonga),5.830,5.910
2,6:58,2,1,MIN 1,3,8,Jonnu Smith left end for no gain (tackle by Josh Metellus and Danielle Hunter),5.910,5.170
2,6:20,3,1,MIN 1,3,8,Tyler Allgeier left end for -4 yards (tackle by Jordan Hicks and Josh Metellus),5.170,3.010
2,5:35,4,5,MIN 5,3,11,Younghoe Koo 23 yard field goal good,3.010,3.000
2,5:32,,,ATL 35,3,11,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,5:32,1,10,MIN 25,3,11,Alexander Mattison left end for 1 yard (tackle by Calais Campbell),0.610,0.200
2,4:57,2,9,MIN 26,3,11,Alexander Mattison right guard for 1 yard (tackle by David Onyemata and Nathan Landman),0.200,-0.360
2,4:13,3,8,MIN 27,3,11,"Joshua Dobbs pass complete short middle to K.J. Osborn for 13 yards (tackle by DeAundre Alford and Jeff Okudah). Penalty on DeAundre Alford: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.360,2.590
2,3:52,1,10,ATL 45,3,11,Joshua Dobbs pass complete short right to Cam Akers for 5 yards (tackle by David Onyemata and Kentavius Street),2.590,2.720
2,3:26,2,5,ATL 40,3,11,Cam Akers right tackle for 6 yards (tackle by Richie Grant),2.720,3.310
2,2:49,1,10,ATL 34,3,11,Joshua Dobbs pass incomplete short left intended for Jordan Addison (defended by Jeff Okudah),3.310,2.770
2,2:44,2,10,ATL 34,3,11,Alexander Mattison right tackle for -1 yards (tackle by Kentavius Street and David Onyemata),2.770,1.950
2,2:00,3,11,ATL 35,3,11,Joshua Dobbs pass complete deep left to Jordan Addison for 22 yards (tackle by Jessie Bates),1.950,4.710
2,1:30,1,10,ATL 13,3,11,Cam Akers sacked by Nathan Landman for -7 yards,4.710,3.210
2,1:23,2,17,ATL 20,3,11,Joshua Dobbs pass complete short right to T.J. Hockenson for 7 yards (tackle by David Onyemata and Richie Grant),3.210,3.120
2,1:17,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:17,3,10,ATL 13,3,11,Joshua Dobbs scrambles right end for 11 yards (tackle by Calais Campbell),3.120,6.740
2,1:06,1,2,ATL 2,3,11,Cam Akers right tackle for no gain (tackle by Kaden Elliss),6.740,5.720
2,1:00,,,,,,Timeout #2 by Atlanta Falcons,,
2,1:00,2,2,ATL 2,9,11,"Joshua Dobbs pass complete short right to Alexander Mattison for 2 yards, touchdown",5.720,7.000
2,0:55,,,ATL 15,10,11,Greg Joseph kicks extra point good,0.000,0.000
2,0:55,,,MIN 35,10,11,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
2,0:55,1,10,ATL 25,10,11,Bijan Robinson left tackle for 3 yards (tackle by D.J. Wonnum),0.610,0.470
2,0:51,,,,,,Timeout #1 by Minnesota Vikings,,
2,0:51,2,7,ATL 28,10,11,"Penalty on Matthew Bergeron: False Start, 5 yards (accepted) (no play)",0.470,-0.210
2,0:51,2,12,ATL 23,10,11,Taylor Heinicke scrambles left end for 6 yards (tackle by D.J. Wonnum),-0.210,-0.100
2,0:44,3,6,ATL 29,10,11,Taylor Heinicke pass complete short left to KhaDarel Hodge for 9 yards (tackle by Akayleb Evans),-0.100,1.470
2,0:32,1,10,ATL 38,10,11,Taylor Heinicke spiked the ball,1.470,0.920
2,0:30,2,10,ATL 38,10,11,Taylor Heinicke pass incomplete short left intended for Bijan Robinson,0.920,0.230
2,0:25,3,10,ATL 38,10,11,Taylor Heinicke pass incomplete deep right intended for Van Jefferson,0.230,-0.850
2,0:21,4,10,ATL 38,10,11,"Bradley Pinion punts 46 yards, returned by Brandon Powell for 24 yards (tackle by DeAngelo Malone)",-0.850,-1.600
2,0:09,1,10,MIN 40,10,11,Joshua Dobbs kneels for -1 yards,1.600,0.920
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,10,11,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIN 25,10,11,Joshua Dobbs pass complete short right to Jordan Addison for no gain (tackle by Jeff Okudah),0.610,0.060
3,14:31,2,10,MIN 25,10,11,Alexander Mattison left tackle for 8 yards (tackle by Zach Harrison),0.060,0.430
3,13:53,3,2,MIN 33,10,11,"Joshua Dobbs sacked by David Onyemata for -3 yards. Joshua Dobbs fumbles (forced by David Onyemata), recovered by Kentavius Street at MIN-30 (tackle by David Onyemata)",0.430,-3.580
3,13:47,1,10,MIN 30,10,11,Bijan Robinson right end for 2 yards (tackle by Danielle Hunter),3.580,3.300
3,13:12,2,8,MIN 28,10,11,Taylor Heinicke sacked by Jordan Hicks for -8 yards,3.300,1.550
3,12:27,3,16,MIN 36,10,11,"Taylor Heinicke pass incomplete deep right intended for KhaDarel Hodge ATL challenged the pass completion ruling, and the play was upheld.",1.550,0.880
3,12:19,4,16,MIN 36,10,14,"Younghoe Koo 54 yard field goal good. Penalty on Jay Ward: Running Into the Kicker, 5 yards (declined)",0.880,3.000
3,12:15,,,ATL 35,10,14,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,12:15,1,10,MIN 25,10,14,Cam Akers left end for -1 yards (tackle by Lorenzo Carter and Albert Huggins),0.610,-0.070
3,11:36,2,11,MIN 24,10,14,Joshua Dobbs pass complete short left to T.J. Hockenson for 29 yards (tackle by Jessie Bates),-0.070,2.460
3,10:54,1,10,ATL 47,10,14,Cam Akers right end for 19 yards (tackle by Nathan Landman),2.460,3.710
3,10:15,1,10,ATL 28,10,14,Joshua Dobbs scrambles right end for 13 yards (tackle by Jessie Bates),3.710,4.580
3,9:39,1,10,ATL 15,10,14,"Joshua Dobbs aborted snap, recovered by Joshua Dobbs at ATL-18 and returned for -3 yards",4.580,3.560
3,8:56,2,13,ATL 18,10,14,Cam Akers right end for 4 yards (tackle by Kaden Elliss),3.560,3.240
3,8:21,3,9,ATL 14,10,14,Joshua Dobbs pass incomplete short middle intended for Trishton Jackson,3.240,2.510
3,8:16,4,9,ATL 14,13,14,Greg Joseph 32 yard field goal good,2.510,3.000
3,8:13,,,MIN 35,13,14,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,8:13,1,10,ATL 25,13,14,Taylor Heinicke pass incomplete deep left intended for Jonnu Smith (defended by Jordan Hicks),0.610,0.060
3,8:09,2,10,ATL 25,13,14,Taylor Heinicke pass incomplete short right,0.060,-0.620
3,8:02,3,10,ATL 25,13,14,Taylor Heinicke pass complete short middle to KhaDarel Hodge for 20 yards (tackle by Josh Metellus),-0.620,1.930
3,7:29,1,10,ATL 45,13,14,Cordarrelle Patterson for no gain (no play),1.930,1.600
3,7:04,1,15,ATL 40,13,20,"Taylor Heinicke pass complete short right to Jonnu Smith for 60 yards, touchdown",1.600,7.000
3,6:54,,,MIN 15,13,21,Younghoe Koo kicks extra point good,0.000,0.000
3,6:54,,,ATL 35,13,21,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,6:54,1,10,MIN 25,13,21,Alexander Mattison right tackle for 5 yards (tackle by Nathan Landman and Lorenzo Carter),0.610,0.740
3,6:11,2,5,MIN 30,13,21,Alexander Mattison left guard for no gain (tackle by Nathan Landman and Lorenzo Carter),0.740,0.040
3,5:28,3,5,MIN 30,13,21,Joshua Dobbs pass incomplete short middle intended for Jordan Addison (defended by Jessie Bates),0.040,-1.370
3,5:21,4,5,MIN 30,13,21,"Ryan Wright punts 52 yards, returned by DeAundre Alford for no gain (tackle by Jay Ward and NaJee Thompson)",-1.370,-0.040
3,5:12,1,10,ATL 18,13,21,"Bijan Robinson left end for 14 yards. Bijan Robinson fumbles (forced by Akayleb Evans), recovered by Josh Metellus at ATL-40 (tackle by Akayleb Evans)",0.040,-2.920
3,4:54,1,10,ATL 40,13,21,Joshua Dobbs pass complete short right to Josh Oliver for 2 yards (tackle by David Onyemata),2.920,2.640
3,4:14,2,8,ATL 38,13,21,Joshua Dobbs pass incomplete short middle intended for T.J. Hockenson (defended by Kaden Elliss),2.640,1.950
3,4:10,3,8,ATL 38,13,21,Joshua Dobbs pass complete short right to T.J. Hockenson for 9 yards (tackle by Jeff Okudah and Richie Grant),1.950,3.640
3,3:33,1,10,ATL 29,13,21,Alexander Mattison left guard for 6 yards (tackle by Kentavius Street and Richie Grant),3.640,3.910
3,3:07,2,4,ATL 23,13,21,Alexander Mattison for 5 yards (tackle by David Onyemata),3.910,4.370
3,2:29,1,10,ATL 18,19,21,"Joshua Dobbs scrambles right end for 18 yards, touchdown",4.370,7.000
3,2:20,,,ATL 2,21,21,Two Point Attempt: Joshua Dobbs pass complete to to Trishton Jackson for no gain,1.000,1.000
3,2:20,,,MIN 35,21,21,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
3,2:20,1,10,ATL 25,21,21,Taylor Heinicke pass deep right intended for Damiere Byrd is intercepted by Byron Murphy at ATL-42 and returned for 18 yards (tackle by Jonnu Smith),0.610,-3.970
3,2:12,1,10,ATL 24,21,21,Joshua Dobbs pass complete short left to Cam Akers for 11 yards (tackle by Albert Huggins and Kaden Elliss),3.970,4.710
3,1:30,1,10,ATL 13,21,21,Joshua Dobbs pass complete short left to Josh Oliver for -1 yards (tackle by AJ Terrell and Richie Grant),4.710,3.900
3,0:50,2,11,ATL 14,21,21,Joshua Dobbs pass complete short left to Cam Akers for -3 yards (tackle by AJ Terrell),3.900,2.880
Quarter,Time,Down,ToGo,Location,MIN,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,ATL 17,21,21,Alexander Mattison left guard for 4 yards (tackle by Arnold Ebiketie),2.880,2.570
4,14:22,4,10,ATL 13,24,21,Greg Joseph 31 yard field goal good,2.570,3.000
4,14:18,,,MIN 35,24,21,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,14:18,1,10,ATL 25,24,21,Taylor Heinicke scrambles right end for 1 yard (tackle by Harrison Smith),0.610,0.200
4,14:00,2,9,ATL 26,24,21,Taylor Heinicke pass incomplete short right intended for Tyler Allgeier,0.200,-0.490
4,13:56,3,9,ATL 26,24,21,Taylor Heinicke pass complete deep right to Kyle Pitts for 27 yards (tackle by Akayleb Evans),-0.490,2.460
4,13:22,1,10,MIN 47,24,21,Tyler Allgeier right tackle for 2 yards (tackle by Danielle Hunter),2.460,2.180
4,12:51,2,8,MIN 45,24,21,Taylor Heinicke pass incomplete deep right intended for Van Jefferson,2.180,1.490
4,12:47,3,8,MIN 45,24,21,Taylor Heinicke pass incomplete short middle intended for Van Jefferson,1.490,0.270
4,12:42,4,8,MIN 45,24,21,"Bradley Pinion punts 45 yards, touchback.",0.270,-0.280
4,12:33,1,10,MIN 20,24,21,Joshua Dobbs pass incomplete short right,0.280,-0.270
4,12:27,2,10,MIN 20,24,21,Alexander Mattison left guard for 4 yards (tackle by Zach Harrison and Nathan Landman),-0.270,-0.430
4,11:49,3,6,MIN 24,24,21,Joshua Dobbs pass complete short right to T.J. Hockenson for 6 yards (tackle by Micah Abernathy and Jessie Bates),-0.430,0.940
4,11:24,1,10,MIN 30,24,21,Joshua Dobbs pass complete short right to T.J. Hockenson for 7 yards (tackle by Kaden Elliss),0.940,1.340
4,10:53,2,3,MIN 37,24,21,Alexander Mattison left guard for 8 yards (tackle by Kaden Elliss and Jessie Bates),1.340,1.930
4,10:29,1,10,MIN 45,24,21,Alexander Mattison left guard for 3 yards (tackle by Nathan Landman and Kentavius Street),1.930,1.790
4,9:55,2,7,MIN 48,24,21,Joshua Dobbs pass complete short right to Trishton Jackson for 2 yards (tackle by Jeff Okudah),1.790,1.360
4,9:17,3,5,ATL 50,24,21,Joshua Dobbs pass incomplete short middle intended for T.J. Hockenson (defended by Richie Grant),1.360,-0.060
4,9:13,4,5,ATL 50,24,21,Ryan Wright punts 29 yards out of bounds,-0.060,-0.340
4,9:06,1,10,ATL 21,24,21,Taylor Heinicke pass complete short right to Van Jefferson for 14 yards (tackle by Byron Murphy),0.340,1.270
4,8:41,1,10,ATL 35,24,21,Bijan Robinson right guard for 3 yards (tackle by Jordan Hicks),1.270,1.130
4,8:11,2,7,ATL 38,24,21,Bijan Robinson left tackle for 4 yards (tackle by Danielle Hunter and Harrison Phillips),1.130,0.960
4,7:37,3,3,ATL 42,24,21,Bijan Robinson right end for 9 yards (tackle by Mekhi Blackmon),0.960,2.320
4,6:56,1,10,MIN 49,24,21,Tyler Allgeier for 7 yards (tackle by Jordan Hicks and Camryn Bynum),2.320,2.730
4,6:22,2,3,MIN 42,24,21,Tyler Allgeier left tackle for -1 yards (tackle by Jaquelin Roy and Danielle Hunter),2.730,1.880
4,5:41,3,4,MIN 43,24,21,"Penalty on Chris Lindstrom: False Start, 5 yards (accepted) (no play)",1.880,1.220
4,5:41,3,9,MIN 48,24,21,Taylor Heinicke scrambles right end for 13 yards (tackle by Harrison Smith),1.220,3.250
4,5:02,1,10,MIN 35,24,21,Tyler Allgeier left end for 7 yards (tackle by Harrison Phillips and Danielle Hunter),3.250,3.650
4,4:26,2,3,MIN 28,24,21,Tyler Allgeier left tackle for no gain (tackle by Jonathan Bullard),3.650,2.940
4,3:45,3,3,MIN 28,24,21,Tyler Allgeier right tackle for 9 yards (tackle by D.J. Wonnum),2.940,4.310
4,3:02,1,10,MIN 19,24,21,Tyler Allgeier right end for 13 yards (tackle by Camryn Bynum and Harrison Smith),4.310,5.830
4,2:19,1,6,MIN 6,24,21,Tyler Allgeier right end for 1 yard (tackle by Harrison Phillips),5.830,5.150
4,2:13,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:13,2,5,MIN 5,24,27,"Tyler Allgeier left tackle for 5 yards, touchdown",5.150,7.000
4,2:08,,,MIN 15,24,27,"Penalty on Van Jefferson: Unnecessary Roughness / Offense, 15 yards (accepted) (no play)",0.000,0.000
4,2:08,,,MIN 30,24,28,Younghoe Koo kicks extra point good,0.000,0.000
4,2:08,,,ATL 35,24,28,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,2:08,1,10,MIN 25,24,28,Alexander Mattison right tackle for 3 yards (tackle by David Onyemata and Kaden Elliss),0.610,0.470
4,2:00,2,7,MIN 28,24,28,Joshua Dobbs pass complete short left to Jordan Addison for 6 yards (tackle by Jessie Bates),0.470,0.560
4,1:33,3,1,MIN 34,24,28,Joshua Dobbs pass complete short right to T.J. Hockenson for 5 yards (tackle by Kaden Elliss),0.560,1.530
4,1:18,1,10,MIN 39,24,28,"Joshua Dobbs pass complete deep right to Jordan Addison for 24 yards (tackle by Richie Grant) Replay Assistant challenged the pass completion ruling, and the play was upheld.",1.530,3.120
4,1:12,1,10,ATL 37,24,28,Joshua Dobbs pass incomplete deep right intended for T.J. Hockenson (defended by Richie Grant),3.120,2.570
4,1:01,2,10,ATL 37,24,28,Joshua Dobbs scrambles left end for 3 yards (tackle by AJ Terrell),2.570,2.280
4,0:56,3,7,ATL 34,24,28,Joshua Dobbs pass incomplete deep right intended for Brandon Powell,2.280,1.060
4,0:52,4,7,ATL 34,24,28,Joshua Dobbs scrambles right end for 22 yards (tackle by Richie Grant),1.060,4.780
4,0:39,1,10,ATL 12,24,28,Joshua Dobbs pass incomplete short left intended for Trishton Jackson (defended by Nathan Landman),4.780,4.100
4,0:34,2,10,ATL 12,24,28,Joshua Dobbs pass complete short middle to T.J. Hockenson for 6 yards (tackle by Micah Abernathy and Jessie Bates),4.100,4.380
4,0:27,,,,,,Timeout #2 by Minnesota Vikings,,
4,0:27,3,4,ATL 6,30,28,"Joshua Dobbs pass complete short left to Brandon Powell for 6 yards, touchdown",4.380,7.000
4,0:22,,,ATL 15,31,28,Greg Joseph kicks extra point good,0.000,0.000
4,0:22,,,MIN 35,31,28,"Greg Joseph kicks off 65 yards, touchback.",0.000,0.610
4,0:22,1,10,ATL 25,31,28,Taylor Heinicke pass complete short left to Jonnu Smith for 9 yards (tackle by Theo Jackson and Akayleb Evans),0.610,1.280
4,0:15,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:15,2,1,ATL 34,31,28,Taylor Heinicke pass incomplete deep left intended for KhaDarel Hodge,1.280,0.560
4,0:10,3,1,ATL 34,31,28,Taylor Heinicke pass complete short left to Bijan Robinson for 7 yards (tackle by Akayleb Evans),0.560,1.600
4,0:05,1,10,ATL 40,31,28,Taylor Heinicke pass incomplete deep right (defended by Byron Murphy),1.600,1.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
