#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,11:08,MIN 8,3,2:09,8,Punt
2,1,7:06,MIN 25,9,4:46,74,Field Goal
3,2,14:53,MIN 7,3,0:49,-7,Safety
4,2,8:57,MIN 25,3,1:24,-3,Fumble
5,2,5:32,MIN 25,13,4:37,75,Touchdown
6,2,0:09,MIN 40,1,0:09,-1,End of Half
7,3,15:00,MIN 25,3,1:13,5,Fumble
8,3,12:15,MIN 25,8,4:02,61,Field Goal
9,3,6:54,MIN 25,3,1:42,5,Punt
10,3,4:54,ATL 40,6,2:34,40,Touchdown
11,3,2:12,ATL 24,5,2:54,11,Field Goal
12,4,12:33,MIN 20,8,3:27,30,Punt
13,4,2:08,MIN 25,11,1:46,75,Touchdown
