Quarter,Time,Down,ToGo,Location,OAK,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Raiders to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,OAK 20,0,0,Latavius Murray right tackle for 1 yard (tackle by David Bruton),0.280,-0.130
1,14:22,2,9,OAK 21,0,0,Derek Carr sacked by Von Miller for -7 yards,-0.130,-2.030
1,13:38,3,16,OAK 14,0,0,Derek Carr pass incomplete deep middle intended for Mychal Rivera (defended by Todd Davis),-2.030,-2.470
1,13:32,4,16,OAK 14,0,0,"Marquette King punts 58 yards, returned by Wes Welker for 18 yards (tackle by Jamize Olawale)",-2.470,-1.990
1,13:20,1,10,DEN 46,0,0,C.J. Anderson left tackle for 3 yards (tackle by Miles Burris),1.990,1.860
1,12:56,2,7,DEN 49,0,0,"Peyton Manning pass incomplete deep left intended for Emmanuel Sanders. Penalty on Emmanuel Sanders: Face Mask (15 Yards), 16 yards (no play)",1.860,-0.310
1,12:52,2,23,DEN 33,0,0,Peyton Manning pass complete short right to Demaryius Thomas for 16 yards (tackle by Charles Woodson),-0.310,1.160
1,12:11,3,7,DEN 49,0,0,"Peyton Manning pass incomplete deep right intended for C.J. Anderson. Penalty on Ray-Ray Armstrong: Defensive Holding, 5 yards (no play)",1.160,2.520
1,12:04,1,10,OAK 46,0,0,Ronnie Hillman right end for 2 yards (tackle by Ray-Ray Armstrong),2.520,2.250
1,11:49,2,8,OAK 44,0,0,Peyton Manning pass complete short right to Demaryius Thomas for 12 yards (tackle by D.J. Hayden),2.250,3.450
1,11:07,1,10,OAK 32,0,0,Peyton Manning sacked by Justin Tuck for -3 yards,3.450,2.500
1,10:31,2,13,OAK 35,0,0,Ronnie Hillman right tackle for 4 yards (tackle by D.J. Hayden and Charles Woodson),2.500,2.340
1,9:50,3,9,OAK 31,0,0,Peyton Manning pass incomplete short left intended for Demaryius Thomas,2.340,1.320
1,9:45,4,9,OAK 31,0,3,Connor Barth 49 yard field goal good,1.320,3.000
1,9:45,,,DEN 35,0,3,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
1,9:40,1,10,OAK 20,0,3,Latavius Murray up the middle for 3 yards (tackle by Malik Jackson),0.280,0.140
1,9:04,2,7,OAK 23,0,3,Latavius Murray left tackle for 5 yards (tackle by DeMarcus Ware),0.140,0.100
1,8:28,3,2,OAK 28,0,3,Derek Carr sacked by Aqib Talib for -8 yards,0.100,-2.030
1,7:40,4,10,OAK 20,0,3,"Penalty on Marquette King: Delay of Game, 5 yards (no play)",-2.030,-2.440
1,7:24,4,15,OAK 15,0,3,"Marquette King punts 55 yards, returned by Wes Welker for 19 yards (tackle by Bojay Filimoeatu)",-2.440,-2.190
1,7:11,1,10,DEN 49,0,3,Peyton Manning pass incomplete short left intended for Cody Latimer,2.190,1.650
1,7:07,2,10,DEN 49,0,3,Peyton Manning pass complete short right to Emmanuel Sanders for 13 yards (tackle by Brandian Ross),1.650,3.050
1,6:26,1,10,OAK 38,0,3,Peyton Manning pass complete deep middle to Demaryius Thomas for 27 yards (tackle by Keith McGill),3.050,4.840
1,5:42,1,10,OAK 11,0,9,"C.J. Anderson up the middle for 11 yards, touchdown",4.840,7.000
1,5:42,,,OAK 2,0,10,Connor Barth kicks extra point good,0.000,0.000
1,5:42,,,DEN 35,0,10,"Brandon McManus kicks off 60 yards, returned by Kenbrell Thompkins for 21 yards (tackle by Andre Caldwell)",0.000,-0.670
1,5:30,1,10,OAK 26,0,10,"Penalty on Mychal Rivera: False Start, 5 yards (no play)",0.670,0.340
1,5:30,1,15,OAK 21,0,10,Derek Carr pass incomplete deep right intended for Mychal Rivera,0.340,-0.550
1,5:23,2,15,OAK 21,0,10,Derek Carr pass incomplete short right intended for Mychal Rivera,-0.550,-1.220
1,5:18,3,15,OAK 21,0,10,Derek Carr pass complete short right to Latavius Murray for 10 yards (tackle by Bradley Roby),-1.220,-1.310
1,4:35,4,5,OAK 31,0,10,"Marquette King punts 54 yards, fair catch by Wes Welker",-1.310,0.220
1,4:26,1,10,DEN 15,0,10,C.J. Anderson up the middle for 8 yards (tackle by Miles Burris),-0.220,0.480
1,3:51,2,2,DEN 23,6,10,"Peyton Manning up the middle for -5 yards (tackle by Justin Tuck). Peyton Manning fumbles (forced by Justin Tuck), recovered by Keith McGill at DEN-18 and returned for 18 yards, touchdown",0.480,-7.000
,,,,,,,"Replay Assistant challenged the backward pass ruling, and the play was upheld.",,
1,3:42,,,DEN 2,7,10,Sebastian Janikowski kicks extra point good,0.000,0.000
1,3:42,,,OAK 35,7,10,"Sebastian Janikowski kicks off 65 yards, touchback",0.000,-0.280
1,3:42,1,10,DEN 20,7,10,Ronnie Hillman up the middle for 2 yards (tackle by Ricky Lumpkin and Justin Ellis),0.280,0.000
1,3:05,2,8,DEN 22,7,10,Ronnie Hillman right end for 7 yards (tackle by D.J. Hayden),0.000,0.230
1,2:30,3,1,DEN 29,7,10,C.J. Anderson right end for 2 yards (tackle by D.J. Hayden),0.230,1.000
1,1:51,1,10,DEN 31,7,10,Peyton Manning pass complete short left to Virgil Green for 7 yards (tackle by Chance Casey),1.000,1.410
