Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
1,2:02,1,10,NWE 37,0,7,Tom Brady pass incomplete,1.400,0.860
1,1:52,2,10,NWE 37,0,7,"James White right guard for 4 yards (tackle by Michael Griffin and B.W. Webb). Penalty on NWE: Illegal Formation, 5 yards (no play)",0.860,0.180
1,1:30,2,15,NWE 32,0,7,Tom Brady pass incomplete short right intended for Rob Gronkowski,0.180,-0.490
1,1:25,3,15,NWE 32,0,7,Tom Brady sacked by Jurrell Casey for -7 yards,-0.490,-1.700
1,0:55,4,22,NWE 25,0,7,"Ryan Allen punts 56 yards, returned by Perrish Cox for 6 yards (tackle by Matt Slater)",-1.700,-0.610
1,0:45,1,10,TEN 25,0,7,Antonio Andrews right guard for 4 yards (tackle by Jamie Collins and Patrick Chung),0.610,0.600
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,TEN 29,0,7,Antonio Andrews middle for 2 yards (tackle by Jabaal Sheard),0.600,0.170
2,14:22,3,4,TEN 31,0,7,"Penalty on Taylor Lewan: False Start, 5 yards (no play)",0.170,-0.490
2,14:00,3,9,TEN 26,0,13,"Marcus Mariota sacked by Chandler Jones for -9 yards. Marcus Mariota fumbles (forced by Chandler Jones), recovered by Akiem Hicks at TEN-0, touchdown. Penalty on Taylor Lewan: Illegal Use of Hands (Declined)",-0.490,-7.000
2,13:48,,,TEN 26,0,14,Stephen Gostkowski kicks extra point good,0.000,0.000
2,13:48,,,NWE 35,0,14,"Stephen Gostkowski kicks off 67 yards, muffed catch by Tre McBride, recovered by Tre McBride in TEN end zone, and returned for 11 yards",0.000,0.380
2,13:45,1,10,TEN 10,0,14,David Cobb right guard for 4 yards (tackle by Jerod Mayo),-0.380,-0.460
2,13:06,2,6,TEN 14,0,14,Marcus Mariota pass complete short left to Anthony Fasano for 5 yards (tackle by Patrick Chung),-0.460,-0.460
2,12:18,2,6,TEN 14,0,14,Timeout #1 by New England Patriots,-0.460,-0.370
2,12:18,3,1,TEN 19,0,14,Jalston Fowler middle for no gain (tackle by Jabaal Sheard),-0.370,-2.140
2,11:35,4,1,TEN 19,0,14,"Brett Kern punts 61 yards, returned by Danny Amendola for 5 yards (tackle by Phillip Supernaw). Danny Amendola fumbles (forced by Phillip Supernaw), recovered by Cody Riggs at NWE-26. Penalty on Logan Ryan: Illegal Block Above the Waist (Declined)",-2.140,3.840
2,11:24,1,10,NWE 26,0,14,Marcus Mariota pass incomplete deep middle intended for Delanie Walker (defended by Dont'a Hightower),3.840,3.300
2,11:17,2,10,NWE 26,0,14,David Cobb left tackle for 3 yards (tackle by Jamie Collins and Chandler Jones),3.300,3.010
2,10:32,3,7,NWE 23,0,14,Marcus Mariota sacked by Jamie Collins for -8 yards,3.010,1.320
2,9:49,4,15,NWE 31,3,14,Ryan Succop 49 yard field goal good,1.320,3.000
2,9:49,,,TEN 35,3,14,"Ryan Succop kicks off 70 yards, returned by Keshawn Martin for 75 yards (tackle by Cody Riggs)",0.000,-3.580
2,9:35,1,10,TEN 30,3,14,Tom Brady pass incomplete short right intended for Danny Amendola,3.580,3.030
2,9:31,2,10,TEN 30,3,20,"Tom Brady pass complete short left to James White for 30 yards, touchdown",3.030,7.000
2,9:31,,,TEN 30,3,21,Stephen Gostkowski kicks extra point good,0.000,0.000
2,9:31,,,NWE 35,3,21,"Stephen Gostkowski kicks off 56 yards, returned by Antonio Andrews for 13 yards (tackle by Nate Ebner)",0.000,-0.410
2,9:19,1,10,TEN 22,3,21,"Zach Mettenberger for no gain. Zach Mettenberger fumbles, recovered by David Cobb at TEN-22",0.410,-0.130
2,8:41,2,10,TEN 22,3,21,Zach Mettenberger pass complete short left to Antonio Andrews for 2 yards (tackle by Patrick Chung),-0.130,-0.560
2,7:56,3,8,TEN 24,3,21,Zach Mettenberger pass complete deep right to Dorial Green-Beckham for 29 yards (tackle by Logan Ryan and Malcolm Butler),-0.560,2.460
2,7:16,1,10,NWE 47,3,21,Antonio Andrews middle for 2 yards (tackle by Sealver Siliga and Jerod Mayo),2.460,2.180
2,6:42,2,8,NWE 45,3,21,Zach Mettenberger pass complete short right to Craig Stevens for 5 yards (tackle by Rob Ninkovich),2.180,2.150
2,6:03,3,3,NWE 40,3,21,Zach Mettenberger pass complete short left to Antonio Andrews for 2 yards (tackle by Malcolm Butler and Leonard Johnson),2.150,0.720
2,5:16,4,1,NWE 38,3,21,Antonio Andrews left guard for no gain (tackle by Patrick Chung),0.720,-1.470
2,5:00,1,10,NWE 38,3,21,Brandon Bolden left tackle for 8 yards (tackle by Daimion Stafford),1.470,2.000
2,4:24,2,2,NWE 46,3,21,Joey Iosefa right guard for -1 yards (tackle by Jurrell Casey),2.000,1.160
2,3:47,3,3,NWE 45,3,21,"Penalty on Josh Kline: False Start, 5 yards (no play)",1.160,0.500
2,3:32,3,8,NWE 40,3,21,Tom Brady pass complete short right to James White for 12 yards (tackle by Karl Klug and Marqueston Huff),0.500,2.390
2,3:03,1,10,TEN 48,3,21,Joey Iosefa right tackle for 15 yards (tackle by Wesley Woodyard),2.390,3.380
2,2:28,1,10,TEN 33,3,21,Joey Iosefa right guard for 2 yards (tackle by Michael Griffin and Avery Williamson),3.380,3.110
2,2:00,2,8,TEN 31,3,21,Tom Brady pass incomplete short left intended for James White,3.110,2.410
2,1:56,3,8,TEN 31,3,21,James White left end for 6 yards (tackle by Avery Williamson),2.410,2.410
2,1:49,3,8,TEN 31,3,21,Timeout #1 by Tennessee Titans,2.410,1.930
2,1:49,4,2,TEN 25,3,24,Stephen Gostkowski 43 yard field goal good,1.930,3.000
2,1:49,,,NWE 35,3,24,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,1:44,1,10,TEN 20,3,24,Zach Mettenberger pass incomplete short middle intended for Antonio Andrews (defended by Rob Ninkovich),0.280,-0.270
2,1:38,2,10,TEN 20,3,24,Zach Mettenberger pass incomplete deep left intended for Delanie Walker,-0.270,-0.960
2,1:33,3,10,TEN 20,3,24,Antonio Andrews left guard for 1 yard (tackle by Jamie Collins),-0.960,-0.960
2,1:28,3,10,TEN 20,3,24,Timeout #2 by New England Patriots,-0.960,-1.960
2,1:28,4,9,TEN 21,3,24,"Brett Kern punts 56 yards, returned by Danny Amendola for 22 yards",-1.960,-1.930
2,1:13,1,10,NWE 45,3,24,Tom Brady pass complete short left to James White for 6 yards (tackle by Coty Sensabaugh),1.930,2.190
2,1:08,2,4,TEN 49,3,24,Tom Brady pass complete short right to James White for 18 yards (tackle by Avery Williamson),2.190,3.510
2,1:01,1,10,TEN 31,3,24,Tom Brady pass complete short right to James White for -2 yards (tackle by David Bass),3.510,2.700
2,0:37,2,12,TEN 33,3,24,Tom Brady pass complete short left to James White for 3 yards (tackle by Avery Williamson),2.700,2.700
2,0:28,2,12,TEN 33,3,24,Timeout #3 by New England Patriots,2.700,2.410
2,0:28,3,9,TEN 30,3,24,Tom Brady pass incomplete short right intended for Keshawn Martin,2.410,1.410
2,0:25,4,9,TEN 30,3,24,Stephen Gostkowski 48 yard field goal no good,1.410,-1.470
2,0:20,1,10,TEN 38,3,24,Zach Mettenberger sacked by Jabaal Sheard for -10 yards,1.470,-0.430
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,3,24,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NWE 20,3,24,Brandon Bolden left end for 6 yards (tackle by Wesley Woodyard and Al Woods),0.280,0.540
3,14:22,2,4,NWE 26,3,24,Tom Brady pass incomplete short middle intended for Rob Gronkowski,0.540,-0.160
3,14:18,3,4,NWE 26,3,24,Tom Brady pass incomplete short middle intended for Brandon LaFell,-0.160,-1.630
3,14:14,4,4,NWE 26,3,24,"Ryan Allen punts 51 yards, returned by Harry Douglas for 18 yards (tackle by Tavon Wilson)",-1.630,-1.660
3,14:03,1,10,TEN 41,3,24,Antonio Andrews left end for 3 yards (tackle by Jamie Collins),1.660,1.530
3,13:22,2,7,TEN 44,3,24,Zach Mettenberger pass complete deep left to Dorial Green-Beckham for 30 yards (tackle by Logan Ryan),1.530,3.840
3,12:43,1,10,NWE 26,3,24,Antonio Andrews middle for 5 yards (tackle by Malcom Brown and Jerod Mayo),3.840,3.970
3,12:04,2,5,NWE 21,3,24,Zach Mettenberger pass complete short left to Antonio Andrews for 9 yards (tackle by Jerod Mayo),3.970,4.780
3,11:38,1,10,NWE 12,3,24,Antonio Andrews right tackle for no gain (tackle by Alan Branch and Rob Ninkovich),4.780,4.100
3,10:56,2,10,NWE 12,3,24,Zach Mettenberger right guard for 5 yards (tackle by Chandler Jones and Dont'a Hightower),4.100,4.160
3,10:12,3,5,NWE 7,9,24,"Zach Mettenberger pass complete short middle to Delanie Walker for 7 yards, touchdown",4.160,7.000
3,10:12,,,NWE 7,10,24,Ryan Succop kicks extra point good,0.000,0.000
3,10:12,,,TEN 35,10,24,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,10:05,1,10,NWE 20,10,24,Tom Brady pass incomplete short middle intended for Rob Gronkowski,0.280,-0.270
3,10:01,2,10,NWE 20,10,24,Tom Brady pass incomplete deep left intended for Rob Gronkowski (defended by Daimion Stafford),-0.270,-0.960
3,9:55,3,10,NWE 20,10,24,Tom Brady pass complete short left to Rob Gronkowski for 10 yards (tackle by Marqueston Huff),-0.960,0.940
3,9:14,1,10,NWE 30,10,24,Joey Iosefa right tackle for 4 yards (tackle by Coty Sensabaugh),0.940,0.930
3,8:34,2,6,NWE 34,10,24,Joey Iosefa middle for 5 yards (tackle by David Bass),0.930,0.890
3,8:02,3,1,NWE 39,10,24,Brandon Bolden right tackle for 2 yards (tackle by DaQuan Jones and Daimion Stafford),0.890,1.660
3,7:26,1,10,NWE 41,10,24,"Tom Brady pass complete deep left to Brandon LaFell for 18 yards (tackle by Daimion Stafford). Penalty on Daimion Stafford: Unnecessary Roughness, 14 yards",1.660,3.780
3,7:11,1,10,TEN 27,10,24,Joey Iosefa left guard for 5 yards (tackle by Karl Klug),3.780,3.910
3,6:37,2,5,TEN 22,10,24,Joey Iosefa middle for 3 yards (tackle by Karl Klug and Zach Brown),3.910,3.640
3,5:53,3,2,TEN 19,10,24,Brandon Bolden left end for -1 yards (tackle by Brian Orakpo),3.640,2.220
3,5:13,4,3,TEN 20,10,27,Stephen Gostkowski 38 yard field goal good,2.220,3.000
3,5:13,,,NWE 35,10,27,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,5:09,1,10,TEN 20,10,27,Zach Mettenberger pass incomplete deep left intended for Harry Douglas. Penalty on Dorial Green-Beckham: Illegal Formation (Declined),0.280,-0.270
3,5:03,2,10,TEN 20,10,27,David Cobb right tackle for 2 yards (tackle by Alan Branch),-0.270,-0.690
3,4:24,3,8,TEN 22,10,27,"Zach Mettenberger pass incomplete short left intended for Tre McBride is intercepted by Malcolm Butler at TEN-32. Penalty on Leonard Johnson: Defensive Holding, 5 yards (no play)",-0.690,0.740
3,4:12,1,10,TEN 27,10,27,David Cobb left tackle for no gain (tackle by Malcom Brown),0.740,0.200
3,3:31,2,10,TEN 27,10,27,Zach Mettenberger pass complete short right to Anthony Fasano for 8 yards (tackle by Patrick Chung),0.200,0.560
3,3:00,3,2,TEN 35,10,27,Zach Mettenberger pass complete short right to Anthony Fasano for 8 yards (tackle by Jordan Richards),0.560,1.800
3,2:33,1,10,TEN 43,10,27,Zach Mettenberger sacked by Chandler Jones for -9 yards,1.800,1.800
3,1:47,1,10,TEN 43,10,27,Timeout #1 by Tennessee Titans,1.800,0.040
3,1:47,2,19,TEN 34,10,27,Zach Mettenberger pass incomplete deep right intended for Dorial Green-Beckham (defended by Jordan Richards),0.040,-0.620
3,1:42,3,19,TEN 34,10,27,Zach Mettenberger pass complete short middle to Antonio Andrews for 4 yards (tackle by Jerod Mayo and Leonard Johnson),-0.620,-0.850
3,1:06,4,15,TEN 38,10,27,"Brett Kern punts 56 yards, out of bounds",-0.850,0.380
3,0:58,1,10,NWE 6,10,27,Brandon Bolden right guard for 2 yards (tackle by Zach Brown),-0.380,-0.630
3,0:21,2,8,NWE 8,10,27,Tom Brady pass complete short middle to Keshawn Martin for 11 yards (tackle by Avery Williamson),-0.630,0.150
Quarter,Time,Down,ToGo,Location,TEN,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 19,10,27,Tom Brady pass complete short left to Brandon Bolden for 12 yards (tackle by Perrish Cox),0.150,1.000
4,14:36,1,10,NWE 31,10,27,Joey Iosefa left guard for 3 yards (tackle by Avery Williamson and Jurrell Casey),1.000,0.870
4,13:56,2,7,NWE 34,10,27,Tom Brady sacked by Karl Klug and Angelo Blackson for -7 yards,0.870,-0.760
4,13:11,3,14,NWE 27,10,27,Tom Brady pass complete short left to Rob Gronkowski for 11 yards (tackle by Karl Klug),-0.760,-0.850
4,12:36,4,3,NWE 38,10,27,"Ryan Allen punts 38 yards, out of bounds",-0.850,-0.540
4,12:28,1,10,TEN 24,10,27,Zach Mettenberger pass complete short right to Dorial Green-Beckham for 8 yards (tackle by Patrick Chung),0.540,1.080
4,11:51,2,2,TEN 32,10,27,Antonio Andrews middle for 8 yards (tackle by Alan Branch and Jamie Collins),1.080,1.600
4,11:12,1,10,TEN 40,10,27,Zach Mettenberger pass complete short left to Harry Douglas for 10 yards (tackle by Malcolm Butler),1.600,2.260
4,10:55,1,10,,10,27,Zach Mettenberger pass complete short right to Antonio Andrews for 8 yards (tackle by Logan Ryan),2.260,2.790
4,10:12,2,2,NWE 42,10,27,Antonio Andrews left guard for 6 yards (tackle by Malcolm Butler),2.790,3.180
4,9:34,1,10,NWE 36,10,27,Zach Mettenberger pass incomplete deep right intended for Harry Douglas is intercepted by Malcolm Butler at NWE--2,3.180,-0.280
4,9:25,1,10,NWE 20,10,27,Joey Iosefa left guard for 4 yards (tackle by Brian Orakpo),0.280,0.270
4,8:52,2,6,NWE 24,10,27,Brandon LaFell right end for no gain (tackle by Coty Sensabaugh),0.270,-0.430
4,8:24,3,6,NWE 24,10,27,"Tom Brady pass complete short left to James White for 70 yards (tackle by B.W. Webb). Penalty on Keshawn Martin: Offensive Pass Interference, 10 yards (no play)",-0.430,-2.030
4,7:49,3,16,NWE 14,10,27,Tom Brady pass complete short left to Keshawn Martin for 6 yards (tackle by Brian Orakpo),-2.030,-2.030
4,7:11,4,10,NWE 20,10,27,"Ryan Allen punts 37 yards, out of bounds",-2.030,-1.800
4,7:04,1,10,TEN 43,16,27,"Zach Mettenberger pass complete short middle to Delanie Walker for 57 yards, touchdown",1.800,7.000
4,7:04,,,NWE 43,16,27,Ryan Succop kicks extra point no good,0.000,-1.000
4,7:04,,,TEN 35,16,27,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,6:52,1,10,NWE 20,16,27,Tom Brady pass incomplete short right intended for Brandon Bolden,0.280,-0.270
4,6:48,2,10,NWE 20,16,27,Tom Brady pass complete short left to Rob Gronkowski for 15 yards (tackle by Michael Griffin),-0.270,1.270
4,6:17,1,10,NWE 35,16,27,Brandon Bolden right tackle for no gain (tackle by DaQuan Jones and Avery Williamson),1.270,0.720
4,5:42,2,10,NWE 35,16,27,Tom Brady pass complete short right to Michael Williams for 7 yards,0.720,0.960
4,5:09,3,3,NWE 42,16,27,Tom Brady pass complete deep right to Brandon LaFell for 31 yards (tackle by B.W. Webb),0.960,3.780
4,4:27,1,10,TEN 27,16,27,Joey Iosefa left guard for 4 yards (tackle by Avery Williamson),3.780,3.770
4,3:45,2,6,TEN 23,16,27,Tom Brady pass incomplete deep left intended for Rob Gronkowski (defended by Michael Griffin),3.770,3.770
4,3:39,2,6,TEN 23,16,27,Timeout #2 by Tennessee Titans,3.770,3.070
4,3:39,3,6,TEN 23,16,27,Tom Brady pass incomplete deep left intended for Rob Gronkowski,3.070,1.950
4,3:35,4,6,TEN 23,16,30,Stephen Gostkowski 42 yard field goal good,1.950,3.000
4,3:35,,,NWE 35,16,30,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,3:30,1,10,TEN 20,16,30,Zach Mettenberger pass complete short right to Harry Douglas for 5 yards (tackle by Tavon Wilson),0.280,0.410
4,3:03,2,5,TEN 25,16,30,Zach Mettenberger pass complete short right to Dorial Green-Beckham for 12 yards,0.410,1.400
4,2:59,1,10,TEN 37,16,30,Zach Mettenberger pass complete short middle to Dorial Green-Beckham for 15 yards (tackle by Logan Ryan),1.400,2.390
4,2:36,1,10,NWE 48,16,30,Zach Mettenberger pass incomplete short middle intended for Anthony Fasano (defended by Tavon Wilson),2.390,1.850
4,2:33,2,10,NWE 48,16,30,Zach Mettenberger pass incomplete deep left intended for Dorial Green-Beckham,1.850,1.160
4,2:28,3,10,NWE 48,16,30,Zach Mettenberger pass incomplete short right intended for Delanie Walker is intercepted by Jamie Collins at NWE-33 and returned for 51 yards,1.160,-4.510
4,2:14,1,10,TEN 16,16,30,Joey Iosefa right guard for 2 yards (tackle by Michael Griffin),4.510,4.210
4,2:00,2,8,TEN 14,16,30,Joey Iosefa right end for 1 yard (tackle by David Bass),4.210,4.210
4,1:54,2,8,TEN 14,16,30,Timeout #3 by Tennessee Titans,4.210,3.540
4,1:54,3,7,TEN 13,16,30,Joey Iosefa middle for -1 yards (tackle by DaQuan Jones),3.540,2.510
4,1:09,4,8,TEN 14,16,33,Stephen Gostkowski 32 yard field goal good,2.510,3.000
4,1:09,,,NWE 35,16,33,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
4,1:06,1,10,TEN 20,16,33,Zach Mettenberger pass complete short right to Bishop Sankey for 1 yard (tackle by Logan Ryan),0.280,-0.130
4,0:41,2,9,TEN 21,16,33,Zach Mettenberger pass complete short right to Bishop Sankey for 15 yards (tackle by Jordan Richards),-0.130,1.330
4,0:21,1,10,TEN 36,16,33,Zach Mettenberger pass complete short right to Bishop Sankey for 7 yards (tackle by Rob Ninkovich),1.330,1.740
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
