Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,SFO,13,83,0,4,34,2.6,49,3.8,1,13.0
Matt Breida,SFO,12,121,0,4,62,5.2,59,4.9,0,
Jeff Wilson,SFO,10,34,2,4,27,2.7,7,0.7,0,
Jimmy Garoppolo,SFO,4,8,0,1,6,1.5,2,0.5,0,
Deebo Samuel,SFO,2,7,0,0,5,2.5,2,1.0,0,
Kyle Juszczyk,SFO,1,6,0,0,3,3.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,11,17,0,2,7,0.6,10,0.9,0,
Giovani Bernard,CIN,6,6,0,,5,0.8,1,0.2,0,
Andy Dalton,CIN,2,2,0,0,2,1.0,0,0.0,0,
