Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Harrison Butker kicks off 66 yards, returned by Justin Jackson for 21 yards (tackle by Darron Lee)",0.000,0.280
1,14:52,1,10,LAC 20,0,0,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Tyrann Mathieu),0.280,0.950
1,14:06,2,1,LAC 29,0,0,Philip Rivers pass complete short middle to Keenan Allen for 4 yards (tackle by Anthony Hitchens),0.950,1.140
1,13:27,1,10,LAC 33,0,0,Melvin Gordon up the middle for 3 yards (tackle by Tanoh Kpassagnon),1.140,1.000
1,12:46,2,7,LAC 36,0,0,Philip Rivers pass complete short left to Keenan Allen for 10 yards (tackle by Anthony Hitchens and Damien Wilson),1.000,1.990
1,12:04,1,10,LAC 46,0,0,Melvin Gordon up the middle for -3 yards (tackle by Reggie Ragland),1.990,1.050
1,11:23,2,13,LAC 43,0,0,Philip Rivers pass complete short right to Austin Ekeler for -7 yards (tackle by Anthony Hitchens),1.050,-0.560
1,10:36,3,20,LAC 36,0,0,Austin Ekeler right guard for 10 yards (tackle by Daniel Sorensen),-0.560,-0.320
1,9:53,4,10,LAC 46,0,0,"Ty Long punts 44 yards, returned by Mecole Hardman for 6 yards (tackle by Rayshawn Jenkins and Nick Dzubnar)",-0.320,0.140
1,9:41,1,10,KAN 16,0,0,Damien Williams right guard for 1 yard (tackle by Joey Bosa and Denzel Perryman),-0.140,-0.510
1,9:09,2,9,KAN 17,0,0,Patrick Mahomes pass complete short right to Travis Kelce for 6 yards (tackle by Derwin James),-0.510,-0.450
1,8:27,3,3,KAN 23,0,0,Patrick Mahomes right end for 4 yards (tackle by Derwin James),-0.450,0.740
1,7:49,1,10,KAN 27,0,0,Patrick Mahomes pass complete short right to Tyreek Hill for 7 yards (tackle by Michael Davis),0.740,1.140
1,7:14,2,3,KAN 34,0,0,Patrick Mahomes pass incomplete short middle intended for Demarcus Robinson,1.140,0.430
1,7:10,3,3,KAN 34,0,0,"Patrick Mahomes pass incomplete deep left intended for Sammy Watkins. Penalty on Uchenna Nwosu: Defensive Offside, 5 yards (no play)",0.430,1.530
1,6:59,1,10,KAN 39,0,0,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Michael Davis),1.530,1.530
1,6:35,2,6,KAN 43,0,0,Patrick Mahomes up the middle for -1 yards (tackle by Jerry Tillery),1.530,0.700
1,5:53,3,7,KAN 42,0,0,"Patrick Mahomes pass deep middle is intercepted by Adrian Phillips at LAC-29 and returned for 71 yards. Penalty on Joey Bosa: Defensive Offside, 5 yards. Penalty on Isaac Rochell: Illegal Substitution, 5 yards (no play)",0.700,1.360
1,5:29,3,2,KAN 47,0,0,Damien Williams up the middle for 2 yards (tackle by Denzel Perryman),1.360,2.190
1,4:58,1,10,KAN 49,0,0,Patrick Mahomes pass complete short left to Sammy Watkins for 8 yards,2.190,2.730
1,4:25,2,2,LAC 43,0,0,Darwin Thompson right guard for 4 yards (tackle by Uchenna Nwosu),2.730,2.980
1,3:43,1,10,LAC 39,0,0,Patrick Mahomes pass complete short right to Travis Kelce for 11 yards (tackle by Desmond King),2.980,3.710
1,3:01,1,10,LAC 28,0,0,Patrick Mahomes left guard for 5 yards (tackle by Adrian Phillips),3.710,3.840
1,2:21,2,5,LAC 23,0,0,Patrick Mahomes pass incomplete short left intended for Damien Williams,3.840,3.140
1,2:17,3,5,LAC 23,0,0,Patrick Mahomes pass complete short right to Blake Bell for 1 yard (tackle by Drue Tranquill),3.140,2.070
1,1:33,4,4,LAC 22,0,3,Harrison Butker 40 yard field goal good,2.070,3.000
1,1:29,,,KAN 35,0,3,"Harrison Butker kicks off 52 yards, returned by Desmond King for 13 yards (tackle by Armani Watts)",0.000,0.670
1,1:24,1,10,LAC 26,0,3,Melvin Gordon up the middle for 3 yards (tackle by Damien Wilson),0.670,0.540
1,0:40,2,7,LAC 29,0,3,Melvin Gordon left guard for no gain (tackle by Mike Pennel),0.540,-0.160
Quarter,Time,Down,ToGo,Location,LAC,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,LAC 29,0,3,Philip Rivers pass complete short left to Mike Williams for 16 yards (tackle by Charvarius Ward),-0.160,1.930
2,14:30,1,10,LAC 45,0,3,Austin Ekeler right end for 6 yards (tackle by Bashaud Breeland),1.930,2.190
2,13:56,2,4,KAN 49,0,3,Austin Ekeler right tackle for 4 yards (tackle by Mike Pennel and Juan Thornhill),2.190,2.590
2,13:22,1,10,KAN 45,0,3,Philip Rivers pass complete deep right to Mike Williams for 22 yards (tackle by Bashaud Breeland),2.590,4.040
2,12:48,1,10,KAN 23,0,3,Philip Rivers pass incomplete deep right intended for Virgil Green (defended by Rashad Fenton),4.040,3.500
2,12:41,2,10,KAN 23,0,3,Justin Jackson left end for 11 yards (tackle by Charvarius Ward and Anthony Hitchens),3.500,4.780
2,11:57,1,10,KAN 12,0,3,Philip Rivers pass incomplete short left intended for Hunter Henry,4.780,4.100
2,11:52,2,10,KAN 12,0,3,Philip Rivers pass incomplete short left intended for Mike Williams,4.100,3.120
2,11:49,3,10,KAN 12,6,3,"Philip Rivers pass complete short left to Keenan Allen for 12 yards, touchdown",3.120,7.000
2,11:44,,,KAN 15,7,3,Michael Badgley kicks extra point good,0.000,0.000
2,11:44,,,LAC 35,7,3,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
2,11:44,1,10,KAN 25,7,3,Patrick Mahomes pass complete short right to Travis Kelce for 7 yards (tackle by Adrian Phillips),0.610,1.010
2,11:06,2,3,KAN 32,7,3,Damien Williams right end for 5 yards (tackle by Denzel Perryman),1.010,1.400
2,10:33,1,10,KAN 37,7,3,Patrick Mahomes pass complete short right to Damien Williams for 6 yards (tackle by Derwin James),1.400,1.670
2,9:47,2,4,KAN 43,7,3,Patrick Mahomes pass complete short right to Damien Williams for 2 yards (tackle by Derwin James),1.670,1.220
2,9:05,3,2,KAN 45,7,3,Darwin Thompson up the middle for 3 yards (tackle by Justin Jones),1.220,2.130
2,8:26,1,10,KAN 48,7,3,Darwin Thompson right end for 4 yards (tackle by Melvin Ingram),2.130,2.120
2,7:43,2,6,LAC 48,7,3,Patrick Mahomes pass incomplete short right intended for Travis Kelce (defended by Michael Davis),2.120,1.420
2,7:39,3,6,LAC 48,7,3,Patrick Mahomes pass complete short right to Damien Williams for 13 yards (tackle by Drue Tranquill),1.420,3.250
2,6:56,1,10,LAC 35,7,3,Patrick Mahomes pass incomplete short middle intended for Travis Kelce,3.250,2.700
2,6:54,2,10,LAC 35,7,3,Patrick Mahomes pass complete short right to Darwin Thompson for -4 yards (tackle by Derwin James and Damion Square),2.700,1.490
2,6:14,3,14,LAC 39,7,3,"Patrick Mahomes left end for 16 yards (tackle by Adrian Phillips). Penalty on Eric Fisher: Illegal Use of Hands, 10 yards (no play)",1.490,0.170
2,5:49,3,24,LAC 49,7,3,Patrick Mahomes pass complete short right to Damien Williams for 9 yards (tackle by Drue Tranquill),0.170,0.590
2,5:34,4,15,LAC 40,7,3,"Dustin Colquitt punts 40 yards, touchback.",0.590,-0.280
2,5:25,1,10,LAC 20,7,3,"Penalty on Trenton Scott: False Start, 5 yards (no play)",0.280,-0.310
2,5:25,1,15,LAC 15,7,3,Philip Rivers pass complete short middle to Austin Ekeler for 3 yards (tackle by Reggie Ragland),-0.310,-0.630
