Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
1,6:56,2,3,MIA 34,3,0,Ronnie Brown up the middle for 2 yards (tackle by Matt Wilhelm),1.140,0.700
1,6:12,3,1,MIA 36,3,0,Chad Pennington pass complete short middle to Anthony Fasano for 16 yards (tackle by Eric Weddle),0.700,2.390
1,5:39,1,10,SDG 48,3,0,Ricky Williams right tackle for 1 yard (tackle by Matt Wilhelm),2.390,1.980
1,4:59,2,9,SDG 47,3,0,Ronnie Brown right guard for 12 yards (tackle by Quentin Jammer and Eric Weddle),1.980,3.250
1,4:19,1,10,SDG 35,3,0,Chad Pennington up the middle for 5 yards (tackle by Marques Harris),3.250,3.380
1,3:42,2,5,SDG 30,3,0,Ronnie Brown right guard for 1 yard (tackle by Matt Wilhelm),3.380,2.810
1,3:00,3,4,SDG 29,3,0,Chad Pennington pass incomplete short left intended for Ted Ginn Jr.,2.810,1.560
1,2:53,4,4,SDG 29,3,3,Dan Carpenter 47 yard field goal good,1.560,3.000
1,,,,MIA 30,3,3,"Dan Carpenter kicks off 74 yards, returned by Darren Sproles for 23 yards (tackle by Tyrone Culver)",0.000,0.150
1,2:42,1,10,SDG 19,3,3,LaDainian Tomlinson up the middle for -2 yards (tackle by Matt Roth),0.150,-0.720
1,2:05,2,12,SDG 17,3,3,"Philip Rivers pass complete short right to Vincent Jackson for 11 yards (tackle by Akin Ayodele). Penalty on Brandon Manumaleuna: Face Mask (15 Yards), 8 yards (no play)",-0.720,-1.510
1,1:32,2,20,SDG 9,3,3,LaDainian Tomlinson up the middle for 1 yard (tackle by Akin Ayodele),-1.510,-2.470
1,1:12,3,19,SDG 10,3,3,Philip Rivers pass complete short right to LaDainian Tomlinson for 8 yards (tackle by Yeremiah Bell),-2.470,-2.240
1,0:48,4,11,SDG 18,3,3,"Mike Scifres punts 65 yards, returned by Davone Bess for 9 yards (tackle by Steve Gregory)",-2.240,-0.670
1,0:39,1,10,MIA 26,3,3,Ronnie Brown up the middle for 8 yards (tackle by Eric Weddle),0.670,1.210
1,0:05,2,2,MIA 34,3,3,Ronnie Brown right tackle for 11 yards (tackle by Eric Weddle),1.210,1.930
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 45,3,3,Ronnie Brown up the middle for 4 yards (tackle by Stephen Cooper and Igor Olshansky),1.930,1.920
2,14:23,2,6,MIA 49,3,3,"Penalty on Anthony Fasano: False Start, 5 yards (no play)",1.920,1.250
2,13:57,2,11,MIA 44,3,3,Ricky Williams up the middle for -1 yards (tackle by Luis Castillo),1.250,0.430
2,13:15,3,12,MIA 43,3,3,Chad Pennington pass complete short left to Greg Camarillo for 10 yards (tackle by Antoine Cason),0.430,0.130
2,12:41,4,2,SDG 47,3,3,"Brandon Fields punts 39 yards, fair catch by Darren Sproles",0.130,0.380
2,12:32,1,10,SDG 8,3,3,LaDainian Tomlinson right tackle for 9 yards (tackle by Yeremiah Bell),-0.380,0.050
2,11:54,2,1,SDG 17,3,3,LaDainian Tomlinson left tackle for -3 yards (tackle by Joey Porter),0.050,-0.720
2,11:09,3,4,SDG 14,3,3,Philip Rivers pass incomplete short middle intended for Craig Davis,-0.720,-2.470
2,11:04,4,4,SDG 14,3,3,"Mike Scifres punts 66 yards. Penalty on Antwan Applewhite: Ineligible Downfield Kick, 5 yards (no play)",-2.470,-2.490
2,10:51,4,9,SDG 9,3,3,"Mike Scifres punts 64 yards, muffed catch by Ted Ginn Jr., recovered by Ted Ginn Jr. and returned for 11 yards (tackle by Tim Dobbins)",-2.490,-1.270
2,10:38,1,10,MIA 35,3,3,Chad Pennington pass complete short right to Davone Bess for 3 yards (tackle by Quentin Jammer),1.270,1.130
2,10:25,2,7,MIA 38,3,3,Chad Pennington pass complete short left to Ted Ginn Jr. for 7 yards (tackle by Antonio Cromartie),1.130,1.930
2,9:55,1,10,MIA 45,3,3,Chad Pennington pass complete short right to Davone Bess for 24 yards (tackle by Quentin Jammer),1.930,3.510
2,9:08,1,10,SDG 31,3,3,Chad Pennington sacked by Marques Harris and Shaun Phillips for -5 yards,3.510,2.290
2,8:33,2,15,SDG 36,3,3,Chad Pennington pass complete short right to Ricky Williams for no gain,2.290,1.620
2,7:47,3,15,SDG 36,3,3,Chad Pennington pass complete short right to Greg Camarillo for 14 yards (tackle by Antoine Cason),1.620,2.140
2,6:56,,,,3,3,Timeout #1 by Miami Dolphins,0.000,2.140
2,6:56,4,1,SDG 22,3,3,Ronnie Brown up the middle for 3 yards (tackle by Shaun Phillips),2.140,4.310
2,6:15,1,10,SDG 19,3,3,Ricky Williams left tackle for 2 yards (tackle by Antonio Cromartie),4.310,4.030
2,5:32,2,8,SDG 17,3,9,"Chad Pennington pass complete deep right to Greg Camarillo for 17 yards, touchdown",4.030,7.000
2,,,,SDG 2,3,10,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,3,10,"Dan Carpenter kicks off 67 yards, returned by Darren Sproles for 25 yards (tackle by Charlie Anderson)",0.000,0.810
2,5:18,1,10,SDG 28,3,10,Philip Rivers pass incomplete short left intended for LaDainian Tomlinson,0.810,0.260
2,5:13,2,10,SDG 28,3,10,"Penalty on Jeromey Clary: False Start, 5 yards (no play)",0.260,-0.410
2,5:13,2,15,SDG 23,3,10,Philip Rivers pass incomplete short left intended for Vincent Jackson,-0.410,-1.090
2,5:07,3,15,SDG 23,3,10,Philip Rivers pass complete short right to Antonio Gates for 12 yards (tackle by Chris Crocker),-1.090,-1.040
2,4:33,4,3,SDG 35,3,10,"Mike Scifres punts 54 yards, returned by Davone Bess for 10 yards (tackle by Legedu Naanee)",-1.040,-0.340
2,4:21,1,10,MIA 21,3,10,Chad Pennington pass incomplete short left intended for Greg Camarillo,0.340,-0.200
2,4:14,2,10,MIA 21,3,10,Chad Pennington pass complete short right to Ronnie Brown for 8 yards (tackle by Tim Dobbins),-0.200,0.170
2,3:28,3,2,MIA 29,3,10,Ronnie Brown right tackle for 9 yards (tackle by Eric Weddle),0.170,1.470
2,2:43,1,10,MIA 38,3,10,Chad Pennington pass incomplete short left intended for David Martin,1.470,0.920
2,2:38,,,,3,10,Timeout #2 by Miami Dolphins,0.000,0.920
2,2:38,2,10,MIA 38,3,10,Ricky Williams left end for 8 yards (tackle by Eric Weddle),0.920,1.290
2,2:00,3,2,MIA 46,3,10,Ronnie Brown left tackle for 9 yards (tackle by Antonio Cromartie),1.290,2.590
2,1:54,1,10,SDG 45,3,10,Chad Pennington pass complete deep left to David Martin for 25 yards (tackle by Antonio Cromartie),2.590,4.240
2,1:37,,,,3,10,Timeout #3 by Miami Dolphins,0.000,4.240
2,1:37,1,10,SDG 20,3,10,Ricky Williams right guard for 6 yards (tackle by Stephen Cooper),4.240,4.640
2,1:01,2,4,SDG 14,3,10,Chad Pennington pass complete short middle to Ted Ginn Jr. for 9 yards (tackle by Quentin Jammer),4.640,6.060
2,0:54,1,5,SDG 5,3,10,Chad Pennington pass incomplete short left intended for Ricky Williams (defended by Antonio Cromartie),6.060,5.150
2,0:47,2,5,SDG 5,3,16,"Ronnie Brown right end for 5 yards, touchdown",5.150,7.000
2,,,,SDG 2,3,17,Dan Carpenter kicks extra point good,0.000,0.000
2,,,,MIA 30,3,17,"Dan Carpenter kicks off 54 yards, returned by Jacob Hester for 9 yards (tackle by Brandon London)",0.000,0.610
2,0:37,1,10,SDG 25,3,17,Philip Rivers pass incomplete deep middle intended for Chris Chambers (defended by Andre' Goodman),0.610,0.060
2,0:31,2,10,SDG 25,3,17,Philip Rivers pass complete short left to LaDainian Tomlinson for 1 yard (tackle by Chris Crocker),0.060,-0.490
2,0:21,,,,3,17,Timeout #2 by San Diego Chargers,0.000,-0.490
2,0:21,3,9,SDG 26,3,17,LaDainian Tomlinson up the middle for 4 yards (tackle by Yeremiah Bell),-0.490,-1.370
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,3,17,"Nate Kaeding kicks off 61 yards, returned by Davone Bess for 15 yards (tackle by Brandon Siler)",0.000,0.540
3,14:56,1,10,MIA 24,3,17,Chad Pennington pass complete short left to Ted Ginn Jr. for 3 yards (tackle by Antonio Cromartie),0.540,0.400
3,14:20,2,7,MIA 27,3,17,Ricky Williams left tackle for -1 yards (tackle by Stephen Cooper),0.400,-0.430
3,13:36,3,8,MIA 26,3,17,Chad Pennington pass incomplete short left intended for Davone Bess,-0.430,-1.630
3,13:29,4,8,MIA 26,3,17,"Brandon Fields punts 59 yards, returned by Darren Sproles for 21 yards (tackle by Casey Cramer)",-1.630,-1.330
3,13:17,1,10,SDG 36,3,17,Philip Rivers pass incomplete short right intended for Antonio Gates,1.330,0.790
3,13:12,2,10,SDG 36,3,17,LaDainian Tomlinson right tackle for no gain (tackle by Matt Roth),0.790,0.100
3,12:30,3,10,SDG 36,3,17,Philip Rivers pass incomplete short left intended for Craig Davis,0.100,-0.980
3,12:24,4,10,SDG 36,3,17,"Mike Scifres punts 59 yards, returned by Davone Bess for 2 yards (tackle by Brandon Siler)",-0.980,0.380
3,12:11,1,10,MIA 7,3,17,Ronnie Brown up the middle for 13 yards (tackle by Eric Weddle). Penalty on Stephen Cooper: Defensive Offside (Declined),-0.380,0.280
3,11:43,1,10,MIA 20,3,17,Ronnie Brown up the middle for 3 yards (tackle by Stephen Cooper),0.280,0.140
3,11:01,2,7,MIA 23,3,17,Chad Pennington pass complete short middle to Greg Camarillo for 13 yards (tackle by Antoine Cason),0.140,1.330
3,10:13,1,10,MIA 36,3,17,Chad Pennington pass complete short right to Anthony Fasano for 11 yards (tackle by Stephen Cooper),1.330,2.060
3,9:36,1,10,MIA 47,3,17,Chad Pennington pass complete short middle to Greg Camarillo for 10 yards (tackle by Antoine Cason),2.060,2.720
3,9:08,1,10,SDG 43,3,17,Ricky Williams left tackle for 1 yard (tackle by Shaun Phillips),2.720,2.310
3,8:28,2,9,SDG 42,3,17,Ricky Williams right end for 11 yards (tackle by Tim Dobbins and Eric Weddle),2.310,3.510
3,7:46,1,10,SDG 31,3,17,Ricky Williams sacked by Antwan Applewhite and Shaun Phillips for 0 yards,3.510,2.970
3,7:00,2,10,SDG 31,3,17,Chad Pennington pass complete short left to Davone Bess for -2 yards (tackle by Eric Weddle),2.970,2.020
3,6:15,3,12,SDG 33,3,17,Chad Pennington pass complete short left to Ted Ginn Jr. for 9 yards,2.020,1.970
3,6:09,4,3,SDG 24,3,17,Dan Carpenter 42 yard field goal no good,1.970,-1.070
3,6:05,1,10,SDG 32,3,17,LaDainian Tomlinson up the middle for 7 yards (tackle by Phillip Merling),1.070,1.470
3,5:34,2,3,SDG 39,3,17,LaDainian Tomlinson up the middle for 4 yards (tackle by Kendall Langford),1.470,1.800
3,4:54,1,10,SDG 43,3,17,Philip Rivers pass incomplete short middle intended for Darren Sproles,1.800,1.250
3,4:49,2,10,SDG 43,3,17,Philip Rivers pass incomplete deep right intended for Antonio Gates (defended by Yeremiah Bell),1.250,0.560
3,4:42,3,10,SDG 43,3,17,Philip Rivers pass complete deep left to Vincent Jackson for 42 yards (tackle by Andre' Goodman),0.560,4.580
3,3:59,1,10,MIA 15,3,17,LaDainian Tomlinson left end for -2 yards (tackle by Matt Roth and Yeremiah Bell),4.580,3.680
3,3:21,2,12,MIA 17,9,17,"Philip Rivers pass complete deep right to Chris Chambers for 17 yards, touchdown",3.680,7.000
3,,,,MIA 2,10,17,Nate Kaeding kicks extra point good,0.000,0.000
3,,,,SDG 30,10,17,"Nate Kaeding kicks off 64 yards, returned by Davone Bess for 15 yards (tackle by Jacob Hester). Davone Bess fumbles (forced by Jacob Hester), recovered by Jacob Hester at MIA-25 (tackle by Davone Bess)",0.000,-3.910
3,3:06,1,10,MIA 25,10,17,Philip Rivers sacked by Vonnie Holliday and Joey Porter for -8 yards,3.910,2.280
3,2:34,2,18,MIA 33,10,17,Philip Rivers pass complete short right to Darren Sproles for 23 yards (tackle by Chris Crocker),2.280,4.910
3,1:47,1,10,MIA 10,10,17,Darren Sproles up the middle for 3 yards (tackle by Akin Ayodele),4.910,4.760
3,1:03,2,7,MIA 7,10,17,Darren Sproles left guard for 1 yard (tackle by Akin Ayodele and Jason Ferguson),4.760,4.040
3,0:17,3,6,MIA 6,10,17,Philip Rivers pass complete short middle to Chris Chambers for 5 yards (tackle by Renaldo Hill),4.040,3.550
Quarter,Time,Down,ToGo,Location,SDG,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,1,MIA 1,10,17,LaDainian Tomlinson left guard for no gain (tackle by Vonnie Holliday and Channing Crowder),3.550,0.380
4,14:55,1,10,MIA 1,10,17,Ronnie Brown left guard for 1 yard (tackle by Stephen Cooper),-0.380,-0.710
4,14:17,2,9,MIA 2,10,17,Chad Pennington pass incomplete short right intended for Greg Camarillo,-0.710,-1.300
4,14:08,3,9,MIA 2,10,17,"Chad Pennington pass incomplete deep right intended for David Martin. Penalty on Clinton Hart: Defensive Pass Interference, 28 yards (no play)",-1.300,0.940
4,14:05,1,10,MIA 30,10,17,Ronnie Brown up the middle for 3 yards (tackle by Marques Harris),0.940,0.800
4,13:32,2,7,MIA 33,10,17,Chad Pennington pass complete deep middle to Anthony Fasano for 20 yards (tackle by Clinton Hart),0.800,2.460
4,12:00,1,10,SDG 47,10,17,Ronnie Brown up the middle for 5 yards (tackle by Shaun Phillips),2.460,2.590
4,11:55,2,5,SDG 42,10,17,Ronnie Brown up the middle for 3 yards (tackle by Jacques Cesaire),2.590,2.280
4,11:14,3,2,SDG 39,10,17,Ronnie Brown up the middle for 1 yard (tackle by Clinton Hart),2.280,0.720
4,10:40,4,1,SDG 38,10,17,"Brandon Fields punts 38 yards, touchback",0.720,-0.280
4,10:33,1,10,SDG 20,10,17,Philip Rivers pass complete short left to Vincent Jackson for 14 yards (tackle by Andre' Goodman),0.280,1.200
4,9:59,1,10,SDG 34,10,17,Philip Rivers sacked by Matt Roth for -9 yards,1.200,-0.560
4,9:28,2,19,SDG 25,10,17,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,-0.560,-1.220
4,9:23,3,19,SDG 25,10,17,Philip Rivers pass incomplete deep middle intended for Vincent Jackson,-1.220,-1.700
4,9:16,4,19,SDG 25,10,17,Mike Scifres punts 59 yards,-1.700,0.140
4,9:07,1,10,MIA 16,10,17,Ricky Williams right tackle for 2 yards (tackle by Clinton Hart),-0.140,-0.350
4,8:31,2,8,MIA 18,10,17,Ricky Williams right tackle for 4 yards (tackle by Jamal Williams),-0.350,-0.570
4,7:51,3,4,MIA 22,10,17,Chad Pennington pass incomplete short middle intended for Anthony Fasano,-0.570,-1.900
4,7:45,4,4,MIA 22,10,17,"Brandon Fields punts 51 yards, returned by Darren Sproles for 13 yards (tackle by Casey Cramer)",-1.900,-1.600
4,7:33,1,10,SDG 40,10,17,LaDainian Tomlinson left tackle for 11 yards (tackle by Akin Ayodele),1.600,2.320
4,6:57,1,10,MIA 49,10,17,Philip Rivers pass incomplete deep left intended for Antonio Gates,2.320,1.780
4,6:51,2,10,MIA 49,10,17,Darren Sproles left end for 3 yards (tackle by Yeremiah Bell),1.780,1.490
4,6:09,3,7,MIA 46,10,17,Philip Rivers pass incomplete short right intended for Brandon Manumaleuna (defended by Yeremiah Bell),1.490,0.200
4,6:03,4,7,MIA 46,10,17,"Mike Scifres punts 31 yards, fair catch by Davone Bess",0.200,0.220
4,5:55,1,10,MIA 15,10,17,Ronnie Brown left guard for 4 yards (tackle by Marques Harris),-0.220,-0.110
4,5:12,2,6,MIA 19,10,17,Chad Pennington pass complete short middle to Greg Camarillo for 4 yards (tackle by Eric Weddle),-0.110,-0.390
4,4:26,3,2,MIA 23,10,17,Ronnie Brown left end for 11 yards (tackle by Antonio Cromartie),-0.390,1.200
4,4:18,1,10,MIA 34,10,17,Ronnie Brown up the middle for 3 yards (tackle by Jamal Williams),1.200,1.060
4,3:36,2,7,MIA 37,10,17,Ricky Williams right end for 3 yards (tackle by Brandon Siler),1.060,0.760
4,2:52,3,4,MIA 40,10,17,Chad Pennington pass complete short left to Ted Ginn Jr. for 14 yards (tackle by Antoine Cason),0.760,2.520
4,2:45,1,10,SDG 46,10,17,Ricky Williams left tackle for 3 yards (tackle by Stephen Cooper),2.520,2.380
4,2:39,,,,10,17,Timeout #1 by San Diego Chargers,0.000,2.380
4,2:39,2,7,SDG 43,10,17,Chad Pennington pass complete short left to Ted Ginn Jr. for 6 yards (tackle by Antonio Cromartie),2.380,2.480
4,2:34,3,1,SDG 37,10,17,Ronnie Brown up the middle for 1 yard (tackle by Clinton Hart),2.480,3.180
4,2:20,,,,10,17,Timeout #2 by San Diego Chargers,0.000,3.180
4,2:20,1,10,SDG 36,10,17,Ronnie Brown up the middle for 5 yards (tackle by Jacques Cesaire),3.180,3.310
4,2:00,2,5,SDG 31,10,17,Ronnie Brown right tackle for 3 yards (tackle by Tim Dobbins),3.310,3.010
4,1:55,,,,10,17,Timeout #3 by San Diego Chargers,0.000,3.010
4,1:55,3,2,SDG 28,10,17,Ronnie Brown left end for 5 yards (tackle by Tim Dobbins),3.010,4.040
4,1:05,1,10,SDG 23,10,17,Chad Pennington kneels for -1 yards,4.040,3.360
4,0:24,2,11,SDG 24,10,17,Chad Pennington kneels for -1 yards,3.360,2.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
