Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
2,12:32,1,10,NWE 44,3,3,Tyquan Thornton left tackle for -2 yards (tackle by Myles Garrett and Jeremiah Owusu-Koramoah),1.860,1.050
2,11:50,2,12,NWE 42,3,3,Bailey Zappe pass incomplete deep left intended for DeVante Parker,1.050,0.370
2,11:45,3,12,NWE 42,3,3,Bailey Zappe pass incomplete short right intended for Hunter Henry,0.370,-0.590
2,11:41,4,12,NWE 42,3,3,Jake Bailey punts 45 yards out of bounds,-0.590,0.320
2,11:35,1,10,CLE 13,3,3,Nick Chubb right guard for 2 yards (tackle by Deatrich Wise),-0.320,-0.570
2,10:58,2,8,CLE 15,3,3,Jacoby Brissett pass complete short middle to Donovan Peoples-Jones for 12 yards (tackle by Jack Jones),-0.570,0.740
2,10:19,1,10,CLE 27,3,3,Nick Chubb left tackle for 6 yards (tackle by Anfernee Jennings),0.740,1.010
2,9:30,2,4,CLE 33,3,3,"Penalty on Carl Davis: Encroachment, 5 yards (accepted) (no play)",1.010,1.470
2,9:23,1,10,CLE 38,3,3,Jacoby Brissett pass complete short right to Pharaoh Brown for 10 yards (tackle by Ja'Whaun Bentley and Jahlani Tavai),1.470,2.130
2,8:39,1,10,CLE 48,3,3,Nick Chubb left tackle for 3 yards (tackle by Kyle Dugger),2.130,1.990
2,8:09,2,7,NWE 49,3,3,Jacoby Brissett pass incomplete short right,1.990,1.290
2,8:03,3,7,NWE 49,3,3,Jacoby Brissett pass incomplete deep left intended for Amari Cooper,1.290,0.000
2,7:58,4,7,NWE 49,3,3,"Corey Bojorquez punts 44 yards, returned by Marcus Jones for 8 yards (tackle by John Johnson and Jordan Kunaszyk)",0.000,0.320
2,7:48,1,10,NWE 13,3,3,Bailey Zappe pass complete short right to Hunter Henry for 12 yards (tackle by Jacob Phillips and Grant Delpit),-0.320,0.610
2,7:11,1,10,NWE 25,3,3,Bailey Zappe pass complete deep left to Jakobi Meyers for 20 yards (tackle by Martin Emerson),0.610,1.930
2,6:31,1,10,NWE 45,3,3,Bailey Zappe pass complete short right to Jakobi Meyers for 2 yards (tackle by Greg Newsome),1.930,1.650
2,5:55,2,8,NWE 47,3,3,"Penalty on Jakobi Meyers: False Start, 5 yards (accepted) (no play)",1.650,0.980
2,5:35,2,13,NWE 42,3,3,Bailey Zappe pass complete short left to DeVante Parker for 14 yards (tackle by Jacob Phillips),0.980,2.650
2,4:59,1,10,CLE 44,3,3,Rhamondre Stevenson right guard for 1 yard (tackle by Greg Newsome and Jeremiah Owusu-Koramoah),2.650,2.250
2,4:22,2,9,CLE 43,3,3,Bailey Zappe pass complete short left to Tyquan Thornton for 12 yards (tackle by Grant Delpit),2.250,3.510
2,3:40,1,10,CLE 31,3,3,Bailey Zappe pass incomplete short right,3.510,2.970
2,3:34,,,,,,Timeout #1 by New England Patriots,,
2,3:34,2,10,CLE 31,3,3,Bailey Zappe pass incomplete short left intended for DeVante Parker (defended by Martin Emerson),2.970,2.280
2,3:30,3,10,CLE 31,9,3,"Rhamondre Stevenson left guard for 31 yards, touchdown",2.280,7.000
2,3:23,,,CLE 15,10,3,Nick Folk kicks extra point good,0.000,0.000
2,3:23,,,NWE 35,10,3,"Jake Bailey kicks off 63 yards, returned by Chester Rogers for 27 yards (tackle by Raekwon McMillan)",0.000,0.870
2,3:17,1,10,CLE 29,10,3,Jacoby Brissett pass complete short right to Donovan Peoples-Jones for 3 yards (tackle by Jalen Mills),0.870,0.730
2,2:46,2,7,CLE 32,10,3,Kareem Hunt left guard for 2 yards (tackle by Deatrich Wise),0.730,0.300
2,2:00,3,5,CLE 34,10,3,Jacoby Brissett pass complete to Amari Cooper for 7 yards (tackle by Devin McCourty),0.300,1.660
2,1:30,1,10,CLE 41,10,3,Jacoby Brissett pass incomplete short right,1.660,1.120
2,1:22,2,10,CLE 41,10,3,Jacoby Brissett pass incomplete short right intended for David Njoku (defended by Kyle Dugger),1.120,0.430
2,1:18,3,10,CLE 41,10,3,"Jacoby Brissett pass incomplete short left intended for Amari Cooper. Penalty on Jalen Mills: Defensive Pass Interference, 21 yards (accepted) (no play)",0.430,3.050
2,1:13,1,10,NWE 38,10,3,Kareem Hunt right tackle for 9 yards (tackle by Matt Judon and Devin McCourty),3.050,3.720
2,0:42,,,,,,Timeout #1 by Cleveland Browns,,
2,0:42,2,1,NWE 29,10,3,Jacoby Brissett pass incomplete deep left intended for Amari Cooper,3.720,3.010
2,0:36,3,1,NWE 29,10,3,Jacoby Brissett pass incomplete short left intended for Amari Cooper,3.010,1.620
2,0:30,4,1,NWE 29,10,6,Cade York 48 yard field goal good,1.620,3.000
2,0:26,,,CLE 35,10,6,"Cade York kicks off 65 yards, touchback.",0.000,0.610
2,0:26,1,10,NWE 25,10,6,Rhamondre Stevenson right guard for 5 yards (tackle by Jacob Phillips and Taven Bryan),0.610,0.740
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,10,6,"Cade York kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,10,6,Rhamondre Stevenson right tackle for 1 yard (tackle by Grant Delpit),0.610,0.200
3,14:21,2,9,NWE 26,10,6,Bailey Zappe pass complete short right to Jonnu Smith for 53 yards (tackle by Martin Emerson),0.200,4.170
3,13:33,1,10,CLE 21,10,6,Rhamondre Stevenson left guard for 6 yards (tackle by Myles Garrett and John Johnson),4.170,4.550
3,12:49,2,4,CLE 15,10,6,Bailey Zappe pass complete short right to Hunter Henry for 13 yards (tackle by Grant Delpit),4.550,6.740
3,12:09,1,2,CLE 2,10,6,Rhamondre Stevenson right guard for no gain (tackle by Grant Delpit and Jacob Phillips),6.740,5.720
3,11:29,2,2,CLE 2,10,6,Bailey Zappe pass incomplete short right intended for Tyquan Thornton (defended by Martin Emerson),5.720,4.950
3,11:25,3,2,CLE 2,16,6,"Bailey Zappe pass complete short right to Tyquan Thornton for 2 yards, touchdown",4.950,7.000
3,11:22,,,CLE 15,17,6,Nick Folk kicks extra point good,0.000,0.000
3,11:22,,,NWE 35,17,6,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,11:22,1,10,CLE 25,17,6,Nick Chubb right guard for -2 yards (tackle by Matt Judon),0.610,-0.210
3,10:47,2,12,CLE 23,17,6,Jacoby Brissett pass incomplete short right,-0.210,-0.890
3,10:39,3,12,CLE 23,17,6,Jacoby Brissett pass complete short right to Amari Cooper for 13 yards (tackle by Jalen Mills),-0.890,1.330
3,10:13,1,10,CLE 36,17,6,Kareem Hunt right tackle for 1 yard (tackle by Matt Judon and Mack Wilson),1.330,0.930
3,9:31,2,9,CLE 37,17,6,Jacoby Brissett pass incomplete intended for Amari Cooper,0.930,0.230
3,9:25,3,9,CLE 37,17,6,Jacoby Brissett pass incomplete deep left intended for Anthony Schwartz (defended by Marcus Jones),0.230,-0.910
3,9:18,4,9,CLE 37,17,6,"Penalty on CLE: Delay of Game, 5 yards (accepted) (no play)",-0.910,-1.240
3,9:18,4,14,CLE 32,17,6,"Corey Bojorquez punts 45 yards, returned by Marcus Jones for 16 yards (tackle by D'Ernest Johnson)",-1.240,-1.530
3,9:08,1,10,NWE 39,17,6,"Bailey Zappe pass complete to Rhamondre Stevenson for -3 yards (tackle by Martin Emerson). Penalty on Trent Brown: Offensive Holding, 10 yards (accepted) (no play)",1.530,0.870
3,8:49,1,20,NWE 29,17,6,Bailey Zappe pass complete to Tyquan Thornton for 2 yards (tackle by Grant Delpit),0.870,-0.090
3,8:05,2,18,NWE 31,17,6,Rhamondre Stevenson right tackle for 6 yards (tackle by Grant Delpit),-0.090,0.040
3,7:26,3,12,NWE 37,17,6,Bailey Zappe pass incomplete short right intended for Hunter Henry (defended by Grant Delpit),0.040,-0.910
3,7:20,4,12,NWE 37,17,6,"Jake Bailey punts 35 yards, fair catch by Chester Rogers at CLE-28",-0.910,-0.810
3,7:13,1,10,CLE 28,17,6,Jacoby Brissett pass intended for David Njoku is intercepted by Jalen Mills at NE-45 and returned for 15 yards (tackle by Amari Cooper),0.810,-2.920
3,7:02,1,10,CLE 40,17,6,Rhamondre Stevenson left tackle for 1 yard (tackle by John Johnson),2.920,2.510
3,6:24,2,9,CLE 39,17,6,Bailey Zappe pass complete to Jonnu Smith for 8 yards (tackle by Jacob Phillips),2.510,2.870
3,5:39,3,1,CLE 31,23,6,"Bailey Zappe pass complete short left to Hunter Henry for 31 yards, touchdown",2.870,7.000
3,5:32,,,CLE 15,24,6,Nick Folk kicks extra point good,0.000,0.000
3,5:32,,,NWE 35,24,6,"Jake Bailey kicks off 61 yards, returned by Chester Rogers for 22 yards (tackle by DaMarcus Mitchell)",0.000,0.670
3,5:28,1,10,CLE 26,24,6,Jacoby Brissett pass incomplete short right intended for Amari Cooper (defended by Jack Jones),0.670,0.130
3,5:24,2,10,CLE 26,24,6,Jacoby Brissett pass incomplete short right intended for Nick Chubb (defended by Deatrich Wise),0.130,-0.560
3,5:21,3,10,CLE 26,24,6,Jacoby Brissett sacked by and Anfernee Jennings for -2 yards and Mack Wilson for -2 yards,-0.560,-1.770
3,4:42,4,12,CLE 24,24,6,"Corey Bojorquez punts 44 yards, returned by Marcus Jones for 11 yards (tackle by Herb Miller)",-1.770,-1.800
3,4:32,1,10,NWE 43,24,6,Kevin Harris left tackle for 1 yard (tackle by Jeremiah Owusu-Koramoah),1.800,1.390
3,3:57,2,9,NWE 44,24,6,Bailey Zappe pass complete to DeVante Parker for 7 yards (tackle by Martin Emerson),1.390,1.620
3,3:20,,,,,,Timeout #1 by New England Patriots,,
3,3:20,3,2,CLE 49,24,6,Bailey Zappe pass complete short right to Rhamondre Stevenson for -1 yards (tackle by John Johnson),1.620,-0.060
3,2:32,4,3,CLE 50,24,6,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",-0.060,-0.390
3,2:23,4,8,NWE 45,24,6,"Jake Bailey punts 43 yards, returned by Chester Rogers for 7 yards (tackle by Brenden Schooler)",-0.390,-0.150
3,2:14,1,10,CLE 19,24,6,Nick Chubb right tackle for 5 yards (tackle by Daniel Ekuale and Myles Bryant),0.150,0.270
3,1:47,2,6,CLE 24,24,6,Jacoby Brissett pass incomplete intended for Amari Cooper,0.270,-0.420
3,1:43,3,5,CLE 24,24,6,Jacoby Brissett pass complete short left to David Njoku for 21 yards (tackle by Adrian Phillips),-0.420,1.930
3,1:12,1,10,CLE 45,24,6,Nick Chubb right tackle for 18 yards (tackle by Myles Bryant),1.930,3.120
3,0:44,1,10,NWE 37,24,6,Jacoby Brissett pass complete short left to Nick Chubb for 14 yards (tackle by Daniel Ekuale),3.120,4.040
3,0:09,1,10,NWE 23,24,6,Jacoby Brissett pass incomplete short middle intended for David Njoku,4.040,3.500
3,0:04,2,10,NWE 23,24,6,Jacoby Brissett pass incomplete short middle intended for Kareem Hunt,3.500,2.810
Quarter,Time,Down,ToGo,Location,NWE,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,NWE 23,24,6,"Jacoby Brissett sacked by Deatrich Wise for no gain. Jacoby Brissett fumbles (forced by Deatrich Wise). Jacoby Brissett fumbles out of bounds. Penalty on Donovan Peoples-Jones: Illegal Bat / Offense, 10 yards (accepted)",2.810,1.150
4,14:39,4,20,NWE 33,24,9,Cade York 51 yard field goal good,1.150,3.000
4,14:35,,,CLE 35,24,9,"Cade York kicks off 61 yards, returned by Marcus Jones for 19 yards (tackle by Jordan Kunaszyk)",0.000,0.480
4,14:30,1,10,NWE 23,24,9,Bailey Zappe pass complete to Jakobi Meyers for 27 yards (tackle by Greg Newsome),0.480,2.260
4,13:56,1,10,NWE 50,24,9,Rhamondre Stevenson left guard for no gain (tackle by Myles Garrett and Jeremiah Owusu-Koramoah),2.260,1.710
4,13:22,2,10,NWE 50,24,9,Bailey Zappe pass complete short right to Hunter Henry for 5 yards (tackle by Jeremiah Owusu-Koramoah and Jacob Phillips),1.710,1.690
4,12:38,3,5,CLE 45,24,9,Bailey Zappe pass complete to Rhamondre Stevenson for 6 yards (tackle by Sione Takitaki),1.690,2.980
4,11:54,1,10,CLE 39,24,9,"Penalty on Hunter Henry: False Start, 5 yards (accepted) (no play)",2.980,2.650
4,11:54,1,15,CLE 44,24,9,Bailey Zappe pass complete deep left to Tyquan Thornton for 21 yards (tackle by John Johnson),2.650,4.040
4,11:15,1,10,CLE 23,24,9,Pierre Strong left guard for 5 yards (tackle by Isaac Rochell),4.040,4.210
4,10:40,2,5,CLE 18,24,9,Kevin Harris left guard for 1 yard (tackle by Jordan Elliott and Perrion Winfrey),4.210,3.660
4,9:59,3,4,CLE 17,24,9,"Bailey Zappe pass incomplete short right intended for Hunter Henry. Penalty on Myles Garrett: Defensive Offside, 5 yards (accepted) (no play)",3.660,4.780
4,9:55,1,10,CLE 12,24,9,Rhamondre Stevenson right tackle for 1 yard (tackle by Perrion Winfrey and Jacob Phillips),4.780,4.270
4,9:18,2,9,CLE 11,24,9,Bailey Zappe pass incomplete short middle intended for Rhamondre Stevenson,4.270,3.290
4,9:14,3,9,CLE 11,24,9,"Bailey Zappe pass incomplete. Penalty on Bailey Zappe: Intentional Grounding, 16 yards (accepted)",3.290,1.670
4,9:06,4,25,CLE 27,24,9,Nick Folk 45 yard field goal no good,1.670,-1.270
4,9:01,1,10,CLE 35,24,9,"Jacoby Brissett pass complete to David Njoku for no gain (tackle by Raekwon McMillan). Penalty on Jedrick Wills: Offensive Holding, 10 yards (accepted) (no play)",1.270,0.610
4,8:35,1,20,CLE 25,24,9,Jacoby Brissett pass complete short right to Amari Cooper for 9 yards (tackle by Jalen Mills),0.610,0.590
4,8:16,2,11,CLE 34,24,9,Jacoby Brissett sacked by Davon Godchaux for -4 yards,0.590,-0.630
4,7:45,3,15,CLE 30,24,9,Jacoby Brissett pass complete short middle to David Bell for 13 yards (tackle by Adrian Phillips and Myles Bryant),-0.630,-0.520
4,7:22,4,2,CLE 43,24,9,Jacoby Brissett pass complete deep right to Donovan Peoples-Jones for 37 yards,-0.520,4.240
4,6:50,1,10,NWE 20,24,9,Nick Chubb left tackle for 5 yards (tackle by Sam Roberts),4.240,4.550
4,6:30,2,4,NWE 15,24,9,Jacoby Brissett pass incomplete short right intended for Donovan Peoples-Jones,4.550,3.700
4,6:25,3,5,NWE 15,24,9,Jacoby Brissett pass incomplete short right intended for Amari Cooper (defended by Myles Bryant),3.700,2.490
4,6:22,4,5,NWE 15,24,15,"Jacoby Brissett pass complete short right to Amari Cooper for 15 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",2.490,7.000
4,6:17,,,NWE 2,24,15,Two Point Attempt: Jacoby Brissett pass incomplete intended for Harrison Bryant,1.000,-1.000
4,6:17,,,CLE 35,24,15,"Cade York kicks onside 17 yards, recovered by Ronnie Harrison Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Cade York kicks onside 17 yards, out of bounds. Penalty on A.J. Green: Illegal Touch Kick, 5 yards (accepted)",0.000,2.460
4,6:16,1,10,CLE 47,24,15,Rhamondre Stevenson right tackle for 3 yards (tackle by Sione Takitaki),2.460,2.320
4,5:35,2,7,CLE 44,24,15,Bailey Zappe sacked by Myles Garrett for -8 yards,2.320,0.560
4,5:14,3,15,NWE 48,24,15,Bailey Zappe pass complete to Bailey Zappe for -6 yards (tackle by Isaac Rochell),0.560,-0.590
4,4:41,4,21,NWE 42,24,15,"Jake Bailey punts 41 yards, recovered by Brenden Schooler at CLE-19",-0.590,4.310
4,4:32,1,10,CLE 19,30,15,"Tyquan Thornton left end for 19 yards, touchdown",4.310,7.000
4,4:28,,,CLE 15,31,15,Nick Folk kicks extra point good,0.000,0.000
4,4:28,,,NWE 35,31,15,"Jake Bailey kicks off 65 yards, returned by Chester Rogers for 17 yards (tackle by Pierre Strong)",0.000,-0.060
4,4:23,1,10,CLE 17,31,15,Jacoby Brissett pass complete short middle to Harrison Bryant for 7 yards (tackle by Raekwon McMillan),-0.060,0.480
4,4:06,2,3,CLE 24,31,15,"Jacoby Brissett sacked by. Jacoby Brissett fumbles, recovered by Carl Davis at CLE-25 and returned for 17 yards (tackle by Jack Conklin) Replay Assistant challenged the fumble ruling, and the play was upheld.",0.480,-5.370
4,3:56,1,8,CLE 8,31,15,Kevin Harris right guard for 3 yards (tackle by Jacob Phillips and Jeremiah Owusu-Koramoah),5.370,5.150
4,3:50,,,,,,Timeout #1 by Cleveland Browns,,
4,3:50,2,5,CLE 5,31,15,Tyquan Thornton right end for -1 yards (tackle by Sione Takitaki),5.150,4.040
4,3:45,3,6,CLE 6,37,15,"Rhamondre Stevenson right guard for 6 yards, touchdown",4.040,7.000
4,3:40,,,CLE 15,38,15,Nick Folk kicks extra point good,0.000,0.000
4,3:40,,,NWE 35,38,15,"Jake Bailey kicks off 61 yards, returned by Chester Rogers for 13 yards (tackle by Brenden Schooler and Mack Wilson)",0.000,-0.060
4,3:35,1,10,CLE 17,38,15,Jacoby Brissett pass complete short right to Michael Woods for 15 yards (tackle by Jack Jones),-0.060,1.070
4,3:15,1,10,CLE 32,38,15,Jacoby Brissett pass incomplete short middle intended for David Bell,1.070,0.530
4,3:11,2,10,CLE 32,38,15,Jacoby Brissett pass complete short right to D'Ernest Johnson for 2 yards (tackle by Mack Wilson),0.530,0.100
4,2:45,3,8,CLE 34,38,15,Jacoby Brissett pass incomplete intended for Harrison Bryant,0.100,-1.110
4,2:41,4,8,CLE 34,38,15,Jacoby Brissett pass complete deep left to Donovan Peoples-Jones for 22 yards (tackle by Shaun Wade),-1.110,1.860
4,2:25,1,10,CLE 44,38,15,Jacoby Brissett pass complete short left to D'Ernest Johnson for 7 yards (tackle by Raekwon McMillan),1.860,3.060
4,2:03,2,3,NWE 37,38,15,Jacoby Brissett pass incomplete deep left intended for Michael Woods,3.060,2.350
4,1:57,3,3,NWE 37,38,15,Jacoby Brissett pass incomplete short left intended for Anthony Schwartz,2.350,0.790
4,1:53,4,3,NWE 37,38,15,Jacoby Brissett pass incomplete short left intended for Anthony Schwartz,0.790,-1.400
4,1:50,1,10,NWE 37,38,15,Bailey Zappe kneels for -2 yards,1.400,0.590
4,1:09,2,12,NWE 35,38,15,Bailey Zappe kneels for -1 yards,0.590,-0.230
4,0:29,3,13,NWE 34,38,15,Bailey Zappe kneels for -1 yards,-0.230,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
