Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cardinals won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,ARI 35,0,0,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,NOR 25,0,0,Latavius Murray left guard for 4 yards (tackle by Jonathan Bullard),0.610,0.600
1,14:23,2,6,NOR 29,0,0,Drew Brees pass incomplete deep right intended for Dan Arnold,0.600,-0.100
1,14:18,3,6,NOR 29,0,0,Drew Brees pass complete short left to Michael Thomas for 7 yards (tackle by Haason Reddick),-0.100,1.330
1,13:44,1,10,NOR 36,0,0,Latavius Murray left guard for 2 yards (tackle by Jordan Hicks and Budda Baker),1.330,1.060
1,13:09,2,8,NOR 38,0,0,Drew Brees pass complete short right to Latavius Murray for 5 yards (tackle by Jordan Hicks),1.060,1.030
1,12:27,3,3,NOR 43,0,0,Drew Brees pass complete short right to Austin Carr for 9 yards (tackle by Joe Walker and Byron Murphy),1.030,2.390
1,11:46,1,10,ARI 48,0,0,Drew Brees pass complete short middle to Josh Hill for 9 yards (tackle by Jordan Hicks),2.390,3.060
1,11:05,2,1,ARI 39,0,0,Zach Line right guard for 4 yards (tackle by Chandler Jones),3.060,3.250
1,10:32,1,10,ARI 35,0,0,Michael Thomas left end for -9 yards (tackle by Cassius Marsh),3.250,1.490
1,10:10,2,19,ARI 44,0,0,Drew Brees pass complete short right to Latavius Murray for 7 yards (tackle by Patrick Peterson),1.490,1.750
1,9:27,3,12,ARI 37,0,0,Drew Brees pass complete short left to Deonte Harris for 8 yards (tackle by Tramaine Brock),1.750,1.560
1,9:00,4,4,ARI 29,0,0,Wil Lutz 47 yard field goal no good,1.560,-1.400
1,8:54,1,10,ARI 37,0,0,Kyler Murray pass complete short middle to Larry Fitzgerald for 2 yards (tackle by Demario Davis),1.400,1.130
1,8:36,2,8,ARI 39,0,0,Kyler Murray pass complete deep left to Charles Clay for 47 yards (tackle by Marcus Williams),1.130,4.650
1,7:50,1,10,NOR 14,0,0,Chase Edmonds left end for no gain (tackle by Marshon Lattimore),4.650,4.000
1,7:15,2,10,NOR 14,0,0,Chase Edmonds left end for 3 yards (tackle by Demario Davis),4.000,3.620
1,6:32,3,7,NOR 11,0,0,Kyler Murray pass complete short right to Chase Edmonds for -2 yards (tackle by Chauncey Gardner-Johnson),3.620,2.570
1,5:46,,,,,,Timeout #1 by New Orleans Saints,,
1,5:46,4,9,NOR 13,3,0,Zane Gonzalez 31 yard field goal good,2.570,3.000
1,5:41,,,ARI 35,3,0,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
1,5:41,1,10,NOR 25,3,0,Drew Brees pass complete short right to Josh Hill for 1 yard (tackle by Budda Baker),0.610,0.200
1,5:02,2,9,NOR 26,3,0,Latavius Murray left guard for 10 yards (tackle by Haason Reddick and Budda Baker),0.200,1.330
1,4:23,1,10,NOR 36,3,0,"Penalty on Corey Peters: Neutral Zone Infraction, 5 yards (no play)",1.330,2.060
1,4:05,1,5,NOR 41,3,0,Drew Brees pass complete short right to Latavius Murray for 10 yards (tackle by Jordan Hicks),2.060,2.320
1,3:28,1,10,ARI 49,3,0,Latavius Murray left guard for 3 yards (tackle by Zach Kerr),2.320,2.190
1,2:49,2,7,ARI 46,3,0,Drew Brees pass incomplete deep left intended for Josh Hill,2.190,1.490
1,2:43,3,7,ARI 46,3,0,Drew Brees pass complete short left to Taysom Hill for 22 yards (tackle by Deionte Thompson),1.490,3.970
1,2:08,1,10,ARI 24,3,0,Latavius Murray left guard for no gain (tackle by Budda Baker),3.970,3.430
1,1:30,2,10,ARI 24,3,0,Latavius Murray left guard for 11 yards (tackle by Byron Murphy),3.430,4.710
1,0:45,1,10,ARI 13,3,0,Drew Brees pass complete short left to Latavius Murray for -3 yards (tackle by Jordan Hicks),4.710,3.620
Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,13,ARI 16,3,0,Drew Brees pass complete short right to Michael Thomas for 4 yards (tackle by Jalen Thompson),3.620,3.280
2,14:39,3,9,ARI 12,3,0,"Drew Brees pass complete short left to Ted Ginn for 7 yards (tackle by Patrick Peterson) Penalty on ARI: Defensive Too Many Men on Field, 5 yards (no play)",3.280,4.330
2,14:22,3,4,ARI 7,3,0,Drew Brees pass incomplete short left intended for Ted Ginn (defended by Jordan Hicks),4.330,2.990
2,14:17,4,4,ARI 7,3,3,Wil Lutz 26 yard field goal good,2.990,3.000
2,14:13,,,NOR 35,3,3,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,14:13,1,10,ARI 25,3,3,Chase Edmonds left guard for no gain (tackle by Chauncey Gardner-Johnson and Shy Tuttle),0.610,0.060
2,13:39,2,10,ARI 25,3,3,Kyler Murray pass complete short right to Chase Edmonds for 7 yards (tackle by Chauncey Gardner-Johnson),0.060,0.300
2,13:09,3,3,ARI 32,3,3,Kyler Murray pass incomplete deep right intended for Trent Sherfield,0.300,-1.240
2,13:04,4,3,ARI 32,3,3,"Andy Lee punts 39 yards, fair catch by Deonte Harris at NO-29",-1.240,-0.870
2,12:58,1,10,NOR 29,3,3,Drew Brees pass complete short left to Michael Thomas for 28 yards (tackle by Budda Baker),0.870,2.720
2,12:14,1,10,ARI 43,3,3,Latavius Murray left tackle for 2 yards (tackle by Joe Walker),2.720,2.450
2,11:27,2,8,ARI 41,3,3,Drew Brees pass complete short right to Michael Thomas for 16 yards (tackle by Haason Reddick and Byron Murphy),2.450,3.910
2,10:42,1,10,ARI 25,3,3,Latavius Murray right end for 7 yards (tackle by Patrick Peterson),3.910,4.370
2,10:09,2,3,ARI 18,3,3,Latavius Murray right guard for 10 yards (tackle by Byron Murphy),4.370,5.370
2,9:38,1,8,ARI 8,3,3,Latavius Murray right guard for no gain (tackle by Jonathan Bullard and Budda Baker),5.370,4.570
2,9:03,,,,,,Timeout #2 by New Orleans Saints,,
2,9:03,2,8,ARI 8,3,9,"Latavius Murray right guard for 8 yards, touchdown",4.570,7.000
2,8:59,,,ARI 15,3,10,Wil Lutz kicks extra point good,0.000,0.000
2,8:59,,,NOR 35,3,10,"Wil Lutz kicks off 68 yards, returned by Pharoh Cooper for 39 yards (tackle by Vonn Bell)",0.000,1.330
2,8:59,1,10,ARI 36,3,10,Kyler Murray pass complete short left to Christian Kirk for 5 yards (tackle by A.J. Klein),1.330,1.470
2,8:12,2,5,ARI 41,3,10,Chase Edmonds left guard for 1 yard (tackle by A.J. Klein),1.470,0.890
2,7:25,3,4,ARI 42,3,10,Kyler Murray pass complete short right to Larry Fitzgerald for 6 yards (tackle by Chauncey Gardner-Johnson),0.890,2.130
2,7:07,1,10,ARI 48,3,10,Kyler Murray pass complete short right to Christian Kirk for 15 yards (tackle by Vonn Bell),2.130,3.120
2,6:36,1,10,NOR 37,3,10,Kyler Murray pass complete short right to Charles Clay for 19 yards (tackle by Demario Davis),3.120,4.370
2,6:00,1,10,NOR 18,3,10,Kyler Murray right end for 5 yards (tackle by Eli Apple and Demario Davis),4.370,4.610
2,5:31,2,5,NOR 13,3,10,Kyler Murray pass incomplete short left intended for Chase Edmonds,4.610,3.820
2,5:27,3,5,NOR 13,3,10,Kyler Murray pass incomplete short left intended for Larry Fitzgerald,3.820,2.620
2,5:23,4,5,NOR 13,6,10,Zane Gonzalez 31 yard field goal good,2.620,3.000
2,5:18,,,ARI 35,6,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,5:18,1,10,NOR 25,6,10,Drew Brees pass complete short middle to Latavius Murray for 6 yards (tackle by Jordan Hicks),0.610,0.870
2,4:37,2,4,NOR 31,6,10,Latavius Murray right guard for 3 yards (tackle by Jonathan Bullard),0.870,0.560
2,4:05,3,1,NOR 34,6,10,Zach Line right guard for 4 yards (tackle by Rodney Gunter),0.560,1.470
2,3:29,1,10,NOR 38,6,10,Drew Brees pass incomplete short left intended for Latavius Murray,1.470,0.920
2,3:26,2,10,NOR 38,6,10,Drew Brees pass complete short left to Michael Thomas for 8 yards (tackle by Patrick Peterson),0.920,1.290
2,2:59,3,2,NOR 46,6,10,Drew Brees pass incomplete short middle intended for Austin Carr,1.290,-0.320
2,2:59,4,2,NOR 46,6,10,"Penalty on Justin Hardee: False Start, 5 yards (no play)",-0.320,-0.650
2,2:56,4,7,NOR 41,6,10,"Thomas Morstead punts 38 yards, fair catch by Pharoh Cooper at ARI-21",-0.650,-0.340
2,2:49,1,10,ARI 21,6,10,Kyler Murray pass incomplete short left intended for Christian Kirk,0.340,-0.200
2,2:46,2,10,ARI 21,6,10,Kyler Murray pass incomplete short right,-0.200,-0.890
2,2:40,3,10,ARI 21,6,10,Kyler Murray pass complete short right to Christian Kirk for 7 yards (tackle by Eli Apple),-0.890,-1.500
