Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
2,2:00,4,3,ARI 28,6,10,"Andy Lee punts 57 yards, returned by Deonte Harris for 5 yards (tackle by Trent Sherfield)",-1.500,-0.280
2,1:50,1,10,NOR 20,6,10,Drew Brees pass complete deep left to Dan Arnold for 19 yards (tackle by Deionte Thompson),0.280,1.530
2,1:30,1,10,NOR 39,6,10,Drew Brees pass complete short right to Ted Ginn for 14 yards,1.530,2.460
2,1:24,,,,,,Timeout #3 by New Orleans Saints,,
2,1:24,1,10,ARI 47,6,10,Drew Brees pass complete short right to Michael Thomas for 12 yards (tackle by Patrick Peterson),2.460,3.250
2,0:58,1,10,ARI 35,6,10,Drew Brees pass incomplete short middle intended for Latavius Murray,3.250,2.700
2,0:54,2,10,ARI 35,6,10,Drew Brees pass complete short left to Michael Thomas for 11 yards (tackle by Patrick Peterson),2.700,3.970
2,0:33,1,10,ARI 24,6,10,Drew Brees pass incomplete short left intended for Latavius Murray,3.970,3.430
2,0:28,2,10,ARI 24,6,10,Drew Brees pass complete short left to Latavius Murray for 4 yards (tackle by Byron Murphy),3.430,3.270
2,0:06,3,6,ARI 20,6,10,"Drew Brees pass complete deep left to Dan Arnold for 20 yards. Penalty on Terron Armstead: Offensive Holding, 10 yards (no play)",3.270,2.150
Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NOR 35,6,10,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,ARI 25,6,10,Kyler Murray pass complete short left to Damiere Byrd for 9 yards (tackle by Demario Davis),0.610,1.280
3,14:42,2,1,ARI 34,6,10,Chase Edmonds left guard for 3 yards (tackle by Malcom Brown),1.280,1.400
3,14:05,1,10,ARI 37,6,10,"Kyler Murray pass incomplete short middle. Penalty on Kyler Murray: Intentional Grounding, 10 yards",1.400,-0.490
3,13:59,2,20,ARI 27,6,10,Kyler Murray pass complete short left to Maxx Williams for 9 yards (tackle by Chauncey Gardner-Johnson and Sheldon Rankins),-0.490,0.040
3,13:15,3,11,ARI 36,6,10,Kyler Murray pass incomplete deep right intended for Christian Kirk,0.040,-0.980
3,13:05,4,11,ARI 36,6,10,"Andy Lee punts 55 yards, returned by Deonte Harris for 8 yards (tackle by Maxx Williams)",-0.980,0.060
3,12:54,1,10,NOR 17,6,10,Latavius Murray right guard for 4 yards (tackle by Corey Peters),-0.060,0.080
3,12:24,2,6,NOR 21,6,10,"Penalty on Terrell Suggs: Neutral Zone Infraction, 5 yards (no play)",0.080,0.750
3,12:17,2,1,NOR 26,6,10,Latavius Murray right guard for -1 yards (tackle by Budda Baker),0.750,-0.240
3,11:36,,,,,,Timeout #1 by Arizona Cardinals,,
3,11:35,3,2,NOR 25,6,10,Drew Brees pass complete short left to Michael Thomas for 8 yards (tackle by Jalen Thompson),-0.240,1.140
3,11:04,1,10,NOR 33,6,10,Drew Brees pass complete short left to Latavius Murray for 4 yards (tackle by Haason Reddick),1.140,1.130
3,10:32,2,6,NOR 37,6,10,Drew Brees pass complete short left to Michael Thomas for 6 yards (tackle by Joe Walker and Patrick Peterson),1.130,1.800
3,9:51,1,10,NOR 43,6,10,Drew Brees pass complete short right to Zach Line for 11 yards (tackle by Jordan Hicks and Budda Baker),1.800,2.520
3,9:05,1,10,ARI 46,6,10,Drew Brees pass deep left intended for Zach Line is intercepted by Patrick Peterson at ARI-21 and returned for no gain,2.520,-0.340
3,8:59,1,10,ARI 21,6,10,Kyler Murray sacked by Cameron Jordan for -7 yards,0.340,-1.250
3,8:17,2,17,ARI 14,6,10,Kyler Murray pass complete deep right to Christian Kirk for 16 yards (tackle by Eli Apple),-1.250,0.300
3,7:40,,,,,,Timeout #2 by Arizona Cardinals,,
3,7:40,3,1,ARI 30,6,10,Kyler Murray pass incomplete short right intended for Chase Edmonds,0.300,-1.370
3,7:36,4,1,ARI 30,6,10,Chase Edmonds left guard for no gain (tackle by David Onyemata),-1.370,-3.580
3,7:32,1,10,ARI 30,6,10,Latavius Murray left guard for 3 yards (tackle by Budda Baker),3.580,3.440
3,6:57,2,7,ARI 27,6,10,Drew Brees pass incomplete short middle intended for Josh Hill,3.440,2.740
3,6:51,3,7,ARI 27,6,10,Drew Brees pass complete short right to Deonte Harris for 9 yards (tackle by Jordan Hicks),2.740,4.370
3,6:09,1,10,ARI 18,6,10,Latavius Murray right guard for 3 yards (tackle by Haason Reddick),4.370,4.250
3,5:33,2,7,ARI 15,6,16,"Drew Brees pass complete short right to Latavius Murray for 15 yards, touchdown",4.250,7.000
3,5:25,,,ARI 15,6,17,Wil Lutz kicks extra point good,0.000,0.000
3,5:25,,,NOR 35,6,17,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,5:25,1,10,ARI 25,6,17,Kyler Murray pass complete short left to Christian Kirk for 7 yards (tackle by Vonn Bell),0.610,1.010
3,5:00,2,3,ARI 32,6,17,Chase Edmonds left end for 1 yard (tackle by Marcus Williams),1.010,0.430
3,4:29,3,2,ARI 33,6,17,Kyler Murray pass complete short left to Damiere Byrd for 9 yards (tackle by Marshon Lattimore),0.430,1.730
3,4:04,1,10,ARI 42,6,17,Kyler Murray sacked by David Onyemata for -2 yards,1.730,0.920
3,3:29,2,12,ARI 40,6,17,Kyler Murray pass complete deep left to Charles Clay for 22 yards (tackle by Demario Davis),0.920,3.050
3,2:39,1,10,NOR 38,6,17,Kyler Murray pass incomplete short middle intended for Darrell Daniels (defended by Chauncey Gardner-Johnson),3.050,2.510
3,2:34,2,10,NOR 38,6,17,Kyler Murray pass complete short middle to Christian Kirk for 6 yards (tackle by Vonn Bell),2.510,2.610
3,1:54,3,4,NOR 32,6,17,Kyler Murray pass incomplete deep right intended for Christian Kirk (defended by Chauncey Gardner-Johnson),2.610,1.270
3,1:47,4,4,NOR 32,9,17,Zane Gonzalez 50 yard field goal good,1.270,3.000
3,1:42,,,ARI 35,9,17,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,1:42,1,10,NOR 25,9,17,Latavius Murray right guard for 1 yard (tackle by Zach Kerr and Jordan Hicks),0.610,0.200
3,0:57,2,9,NOR 26,9,17,Drew Brees pass complete deep middle to Ted Ginn for 28 yards (tackle by Jalen Thompson),0.200,2.520
3,0:12,1,10,ARI 46,9,17,Latavius Murray left guard for 2 yards (tackle by Zach Kerr),2.520,2.250
Quarter,Time,Down,ToGo,Location,ARI,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,ARI 44,9,17,Drew Brees pass complete short right to Latavius Murray for 7 yards (tackle by Budda Baker and Byron Murphy),2.250,2.480
4,14:16,3,1,ARI 37,9,17,Drew Brees pass complete short right to Josh Hill for 29 yards (tackle by Budda Baker and Jalen Thompson),2.480,5.370
4,13:30,1,8,ARI 8,9,17,Latavius Murray right guard for 3 yards (tackle by Jalen Thompson),5.370,5.150
4,12:52,2,5,ARI 5,9,23,"Drew Brees pass complete short left to Taysom Hill for 5 yards, touchdown",5.150,7.000
4,12:48,,,ARI 15,9,24,Wil Lutz kicks extra point good,0.000,0.000
4,12:48,,,NOR 35,9,24,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,12:48,1,10,ARI 25,9,24,"Kyler Murray sacked by. Kyler Murray fumbles, recovered by Kyler Murray at ARI-15",0.610,-1.430
4,12:08,2,20,ARI 15,9,24,Kyler Murray pass complete short right to Christian Kirk for 11 yards (tackle by Vonn Bell and A.J. Klein),-1.430,-0.490
4,11:29,3,9,ARI 26,9,24,Kyler Murray pass incomplete short right intended for Trent Sherfield,-0.490,-1.630
4,11:25,4,9,ARI 26,9,24,"Andy Lee punts 45 yards, fair catch by Deonte Harris at NO-29",-1.630,-0.870
4,11:18,1,10,NOR 29,9,24,Latavius Murray left guard for -1 yards (tackle by Joe Walker),0.870,0.190
4,10:42,2,11,NOR 28,9,24,Drew Brees pass complete short left to Michael Thomas for 3 yards (tackle by Rodney Gunter),0.190,-0.100
4,9:58,3,8,NOR 31,9,24,Drew Brees pass complete short right to Dan Arnold for 6 yards (tackle by Tramaine Brock),-0.100,-0.910
4,9:14,4,2,NOR 37,9,24,"Thomas Morstead punts 50 yards, returned by Pharoh Cooper for 8 yards (tackle by J.T. Gray)",-0.910,-0.340
4,9:04,1,10,ARI 21,9,24,Kyler Murray pass complete short middle to Zach Zenner for 13 yards (tackle by A.J. Klein and Demario Davis),0.340,1.200
4,8:32,1,10,ARI 34,9,24,Kyler Murray pass complete short right to Christian Kirk for 12 yards,1.200,1.990
4,8:04,1,10,ARI 46,9,24,Christian Kirk left end for 19 yards (tackle by Vonn Bell),1.990,3.250
4,7:37,1,10,NOR 35,9,24,Kyler Murray pass incomplete short right intended for Damiere Byrd,3.250,2.700
4,7:31,2,10,NOR 35,9,24,Kyler Murray left guard for 8 yards (tackle by A.J. Klein),2.700,3.070
4,6:48,3,2,NOR 27,9,24,Kyler Murray pass incomplete short left intended for Damiere Byrd,3.070,1.800
4,6:45,4,2,NOR 27,9,24,Kyler Murray pass incomplete short right intended for Larry Fitzgerald,1.800,-0.740
4,6:43,1,10,NOR 27,9,24,Latavius Murray left end for 28 yards (tackle by Jalen Thompson),0.740,2.590
4,6:00,1,10,ARI 45,9,24,Drew Brees pass complete deep left to Taysom Hill for 36 yards (tackle by Jalen Thompson and Budda Baker),2.590,5.140
4,5:23,1,9,ARI 9,9,30,"Drew Brees pass complete short left to Michael Thomas for 9 yards, touchdown",5.140,7.000
4,5:18,,,ARI 15,9,31,Wil Lutz kicks extra point good,0.000,0.000
4,5:18,,,NOR 35,9,31,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
4,5:18,1,10,ARI 25,9,31,Brett Hundley sacked by Shy Tuttle for -4 yards,0.610,-0.480
4,4:47,2,14,ARI 21,9,31,Zach Zenner right end for no gain (tackle by Cameron Jordan),-0.480,-1.150
4,3:59,3,14,ARI 21,9,31,Brett Hundley pass incomplete deep left intended for Damiere Byrd,-1.150,-1.960
4,3:52,4,14,ARI 21,9,31,"Andy Lee punts 57 yards downed by Zeke Turner. Penalty on Darrell Daniels: Offensive Holding, 10 yards (no play)",-1.960,-2.490
4,3:39,4,24,ARI 11,9,31,"Andy Lee punts 42 yards, returned by Deonte Harris for 4 yards (tackle by Maxx Williams)",-2.490,-2.320
4,3:32,1,10,ARI 49,9,31,Dwayne Washington left tackle for 2 yards (tackle by Budda Baker),2.320,2.050
4,2:50,2,8,ARI 47,9,31,Dwayne Washington right guard for 31 yards (tackle by Budda Baker),2.050,4.510
4,2:00,1,10,ARI 16,9,31,Dwayne Washington left guard for 5 yards (tackle by Clinton McDonald and Jordan Hicks),4.510,4.760
4,1:15,2,5,ARI 11,9,31,Teddy Bridgewater kneels for -1 yards,4.760,3.730
4,0:35,3,6,ARI 12,9,31,Teddy Bridgewater kneels for -1 yards,3.730,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
