Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Chase Edmonds,ARI,7,8,0,1,5,0.7,3,0.4,0,
Kyler Murray,ARI,2,13,0,0,13,6.5,0,0.0,0,
Christian Kirk,ARI,1,19,0,1,19,19.0,0,0.0,0,
Zach Zenner,ARI,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Latavius Murray,NOR,21,102,1,5,68,3.2,34,1.6,0,
Dwayne Washington,NOR,3,38,0,1,2,0.7,36,12.0,2,1.5
Teddy Bridgewater,NOR,2,-2,0,,-2,-1.0,0,0.0,0,
Zach Line,NOR,2,8,0,2,3,1.5,5,2.5,0,
Michael Thomas,NOR,1,-9,0,0,-9,-9.0,0,0.0,0,
