Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
1,5:58,,,TEN 35,3,14,"Ryan Succop kicks off 64 yards, returned by Cordarrelle Patterson for no gain (tackle by LeShaun Sims and Sharif Finch)",0.000,0.540
1,5:49,1,10,NWE 24,3,14,Tom Brady pass incomplete short right intended for James White,0.540,0.000
1,5:45,2,10,NWE 24,3,14,Sony Michel right guard for 2 yards (tackle by Wesley Woodyard and Kenny Vaccaro),0.000,-0.430
1,5:04,3,8,NWE 26,3,14,Tom Brady sacked by Wesley Woodyard for -11 yards,-0.430,-2.440
1,4:25,4,19,NWE 15,3,14,"Ryan Allen punts 49 yards, returned by Adoree' Jackson for 15 yards (tackle by James Develin and Nate Ebner). Adoree' Jackson fumbles (forced by James Develin), recovered by Adoree' Jackson at NE-49",-2.440,-2.320
1,4:11,1,10,NWE 49,3,14,"Marcus Mariota pass complete short right to Jonnu Smith for 29 yards (tackle by Stephon Gilmore). Jonnu Smith fumbles, ball out of bounds at NE-20 (forced by Stephon Gilmore)",2.320,4.240
1,3:52,1,10,NWE 20,3,14,Derrick Henry up the middle for 5 yards (tackle by Lawrence Guy and Patrick Chung),4.240,4.450
1,3:29,2,5,NWE 15,3,14,Derrick Henry up the middle for no gain (tackle by Lawrence Guy),4.450,3.700
1,2:43,3,5,NWE 15,3,14,Marcus Mariota pass incomplete short right intended for Corey Davis,3.700,2.490
1,2:39,4,5,NWE 15,3,17,Ryan Succop 33 yard field goal good,2.490,3.000
1,2:35,,,TEN 35,3,17,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
1,2:35,1,10,NWE 25,3,17,Tom Brady pass complete short left to Julian Edelman for 29 yards (tackle by Kenny Vaccaro),0.610,2.520
1,1:54,,,,,,Timeout #1 by New England Patriots,,
1,1:54,1,10,TEN 46,3,17,Sony Michel left guard for 7 yards (tackle by Kevin Byard and Jayon Brown),2.520,2.920
1,1:25,2,3,TEN 39,3,17,Sony Michel left tackle for 5 yards (tackle by Brian Orakpo and Malcolm Butler),2.920,3.310
1,0:50,1,10,TEN 34,3,17,Tom Brady pass complete short middle to Josh Gordon for 14 yards (tackle by Adoree' Jackson),3.310,4.240
1,0:17,1,10,TEN 20,3,17,Sony Michel up the middle for 3 yards (tackle by Logan Ryan and Jurrell Casey),4.240,4.120
Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,TEN 17,3,17,Tom Brady pass complete short left to Julian Edelman for 5 yards (tackle by Malcolm Butler and Wesley Woodyard),4.120,4.340
2,14:38,3,2,TEN 12,3,17,Tom Brady up the middle for no gain (tackle by Jurrell Casey and Austin Johnson),4.340,2.760
2,13:59,4,2,TEN 12,3,17,Tom Brady pass complete short right to James White for 11 yards (tackle by Wesley Woodyard),2.760,6.970
2,13:30,1,1,TEN 1,3,17,Sony Michel up the middle for no gain (tackle by Austin Johnson and Rashaan Evans),6.970,5.910
2,12:54,2,1,TEN 1,9,17,"James Develin up the middle for 1 yard, touchdown",5.910,7.000
2,12:49,,,TEN 15,10,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,12:49,,,NWE 35,10,17,"Stephen Gostkowski kicks off 65 yards, touchback.",0.000,0.610
2,12:49,1,10,TEN 25,10,17,Dion Lewis left guard for 5 yards (tackle by Kyle Van Noy and Trey Flowers),0.610,0.740
2,12:17,2,5,TEN 30,10,17,Marcus Mariota pass incomplete deep right intended for Corey Davis,0.740,0.040
2,12:12,3,5,TEN 30,10,17,Marcus Mariota pass complete short middle to Dion Lewis for 3 yards (tackle by Patrick Chung),0.040,-1.180
2,11:36,4,2,TEN 33,10,17,"Brett Kern punts 55 yards, returned by Julian Edelman for 18 yards (tackle by Brynden Trawick)",-1.180,-0.940
2,11:25,1,10,NWE 30,10,17,Tom Brady pass complete deep middle to Julian Edelman for 30 yards (tackle by Logan Ryan),0.940,2.920
2,10:37,1,10,TEN 40,10,17,Sony Michel left guard for 1 yard (tackle by Kevin Byard),2.920,2.510
2,10:05,2,9,TEN 39,10,17,Tom Brady pass incomplete deep middle intended for Josh Gordon,2.510,1.820
2,9:57,3,9,TEN 39,10,17,"Tom Brady sacked by Jurrell Casey and Harold Landry for no gain. Penalty on Jurrell Casey: Defensive Offside, 5 yards (no play)",1.820,2.480
2,9:33,3,4,TEN 34,10,17,Tom Brady pass incomplete short left intended for James White,2.480,1.080
2,9:28,4,4,TEN 34,10,17,Stephen Gostkowski 52 yard field goal no good,1.080,-1.730
2,9:23,1,10,TEN 42,10,17,David Fluellen left tackle for 3 yards (tackle by Danny Shelton and Kyle Van Noy),1.730,1.590
2,8:38,2,7,TEN 45,10,17,David Fluellen left end for 13 yards (tackle by Elandon Roberts),1.590,2.790
2,8:23,1,10,NWE 42,10,17,David Fluellen left tackle for -2 yards (tackle by Elandon Roberts),2.790,1.970
2,7:57,2,12,NWE 44,10,17,Dion Lewis up the middle for -1 yards (tackle by Kyle Van Noy and Elandon Roberts),1.970,1.160
2,7:13,3,13,NWE 45,10,17,Marcus Mariota pass complete short right to Darius Jennings for no gain (tackle by J.C. Jackson and John Simon),1.160,0.270
2,6:36,4,13,NWE 45,10,17,"Brett Kern punts 36 yards, fair catch by Julian Edelman at NE-9",0.270,0.380
2,6:27,1,10,NWE 9,10,17,Sony Michel up the middle for 4 yards (tackle by Rashaan Evans and Austin Johnson),-0.380,-0.480
2,5:50,2,6,NWE 13,10,17,Tom Brady pass incomplete short left intended for Josh Gordon,-0.480,-0.950
2,5:45,3,6,NWE 13,10,17,Tom Brady pass incomplete deep right intended for Josh Gordon (defended by Adoree' Jackson),-0.950,-2.490
2,5:39,4,6,NWE 13,10,17,"Ryan Allen punts 42 yards, muffed catch by Adoree' Jackson, recovered by Adoree' Jackson at TEN-46, returned by Adoree' Jackson for 12 yards (tackle by James Develin and Kyle Van Noy). Penalty on Chris Hogan: Ineligible Downfield Kick, 5 yards",-2.490,-3.120
2,5:26,1,10,NWE 37,10,17,Marcus Mariota sacked by Elandon Roberts for -7 yards,3.120,1.630
2,4:38,,,,,,Timeout #2 by Tennessee Titans,,
2,4:38,2,17,NWE 44,10,17,Dion Lewis right tackle for 3 yards (tackle by Adam Butler and Malcom Brown),1.630,1.360
2,4:00,3,14,NWE 41,10,17,Marcus Mariota pass complete deep left to Corey Davis for 20 yards,1.360,4.170
2,3:26,1,10,NWE 21,10,17,Dion Lewis up the middle for 1 yard (tackle by Malcom Brown and Kyle Van Noy),4.170,3.760
2,2:47,2,9,NWE 20,10,17,"Penalty on Dennis Kelly: False Start, 5 yards (no play)",3.760,3.090
2,2:26,2,14,NWE 25,10,17,Marcus Mariota pass complete short left to Jonnu Smith for 12 yards (tackle by Kyle Van Noy),3.090,4.240
2,2:00,3,2,NWE 13,10,17,Marcus Mariota pass complete short left to Anthony Firkser for 11 yards (tackle by Devin McCourty),4.240,6.740
2,1:17,1,2,NWE 2,10,17,Derrick Henry up the middle for 1 yard (tackle by Kyle Van Noy),6.740,5.910
2,1:12,,,,,,Timeout #2 by New England Patriots,,
2,1:12,2,1,NWE 1,10,23,"Derrick Henry right tackle for 1 yard, touchdown",5.910,7.000
2,1:09,,,NWE 15,10,24,Ryan Succop kicks extra point good,0.000,0.000
2,1:09,,,TEN 35,10,24,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
2,1:09,1,10,NWE 25,10,24,Tom Brady pass incomplete short left intended for James White,0.610,0.060
2,1:01,2,10,NWE 25,10,24,Tom Brady pass incomplete short middle intended for Josh Gordon,0.060,-0.620
2,0:54,3,10,NWE 25,10,24,Tom Brady pass complete short middle to Julian Edelman for 11 yards (tackle by Kevin Byard),-0.620,1.330
2,0:31,1,10,NWE 36,10,24,Tom Brady pass complete short left to Phillip Dorsett for 11 yards (tackle by Adoree' Jackson),1.330,2.060
2,0:21,,,,,,Timeout #3 by New England Patriots,,
2,0:21,1,10,NWE 47,10,24,Tom Brady pass complete short middle to Dwayne Allen for 10 yards (tackle by Jayon Brown),2.060,2.720
2,0:07,1,10,TEN 43,10,24,Tom Brady spiked the ball,2.720,2.180
2,0:06,2,10,TEN 43,10,24,Tom Brady pass incomplete short left intended for Chris Hogan,2.180,1.490
2,0:02,3,10,TEN 43,10,24,Tom Brady sacked by Logan Ryan for -7 yards,1.490,-0.060
Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,10,24,"Ryan Succop kicks off 61 yards, returned by Cordarrelle Patterson for no gain (tackle by Sharif Finch)",0.000,1.270
3,14:52,1,10,NWE 35,10,24,Sony Michel left tackle for 1 yard (tackle by Wesley Woodyard),1.270,0.860
3,14:11,2,9,NWE 36,10,24,Tom Brady pass incomplete short right,0.860,0.170
3,14:06,3,9,NWE 36,10,24,Tom Brady sacked by Jayon Brown and Wesley Woodyard for -5 yards,0.170,-1.310
3,13:30,4,14,NWE 31,10,24,"Ryan Allen punts 52 yards, returned by Adoree' Jackson for 15 yards (tackle by Brandon King)",-1.310,-1.070
3,13:14,1,10,TEN 32,10,24,Dion Lewis right tackle for 3 yards (tackle by Trey Flowers),1.070,0.930
3,12:46,2,7,TEN 35,10,24,Dion Lewis left tackle for 2 yards (tackle by Dont'a Hightower),0.930,0.500
3,12:04,3,5,TEN 37,10,24,Marcus Mariota pass incomplete short right intended for Tajae Sharpe,0.500,-0.910
3,11:58,4,5,TEN 37,10,24,Brett Kern punts 47 yards out of bounds,-0.910,0.140
3,11:49,1,10,NWE 16,10,24,Tom Brady pass complete short right to Julian Edelman for 8 yards (tackle by Sharif Finch and Logan Ryan),-0.140,0.550
3,11:18,2,2,NWE 24,10,24,Sony Michel right tackle for 6 yards (tackle by Wesley Woodyard),0.550,0.940
3,10:40,1,10,NWE 30,10,24,Tom Brady pass incomplete deep left intended for Chris Hogan,0.940,0.390
3,10:34,2,10,NWE 30,10,24,Tom Brady pass incomplete short middle intended for Julian Edelman,0.390,-0.300
3,10:29,3,10,NWE 30,10,24,Tom Brady pass complete short middle to Josh Gordon for 23 yards (tackle by Kenny Vaccaro and Wesley Woodyard),-0.300,2.460
3,10:07,1,10,TEN 47,10,24,Tom Brady pass incomplete short right,2.460,1.910
3,10:00,2,10,TEN 47,10,24,Tom Brady pass complete short left to James White for 6 yards (tackle by Bennie Logan),1.910,2.010
3,9:18,3,4,TEN 41,10,24,Tom Brady pass incomplete short middle intended for Jacob Hollister (defended by Kevin Byard),2.010,0.530
3,9:15,4,4,TEN 41,10,24,"Ryan Allen punts 32 yards, fair catch by Adoree' Jackson at TEN-9",0.530,0.380
3,9:06,1,10,TEN 9,10,24,Marcus Mariota pass complete short right to Dion Lewis for 8 yards (tackle by Kyle Van Noy and Patrick Chung),-0.380,-0.020
3,8:33,2,2,TEN 17,10,24,Dion Lewis up the middle for 6 yards (tackle by Kyle Van Noy),-0.020,0.480
3,7:59,1,10,TEN 23,10,24,Dion Lewis right tackle for 2 yards (tackle by Malcom Brown and Deatrich Wise),0.480,0.200
3,7:24,2,8,TEN 25,10,24,Marcus Mariota pass complete deep left to Cameron Batson for 26 yards (tackle by Devin McCourty),0.200,2.320
3,6:53,1,10,NWE 49,10,24,"Dion Lewis left tackle for no gain (tackle by Duron Harmon). Penalty on Quinton Spain: Offensive Holding, 10 yards (no play)",2.320,1.660
3,6:31,1,20,TEN 41,10,24,Marcus Mariota pass complete short middle to Corey Davis for 27 yards (tackle by Duron Harmon),1.660,3.450
3,5:46,1,10,NWE 32,10,24,Marcus Mariota left end for 20 yards (tackle by Duron Harmon),3.450,4.780
3,5:13,1,10,NWE 12,10,24,Dion Lewis right tackle for -1 yards (tackle by Danny Shelton),4.780,3.940
3,4:30,2,11,NWE 13,10,24,Marcus Mariota pass incomplete short middle intended for Tajae Sharpe,3.940,3.100
3,4:26,3,11,NWE 13,10,24,Marcus Mariota pass incomplete short right,3.100,2.570
3,4:19,4,11,NWE 13,10,27,Ryan Succop 31 yard field goal good,2.570,3.000
3,4:15,,,TEN 35,10,27,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
3,4:15,1,10,NWE 25,10,27,Tom Brady pass complete short right to Julian Edelman for 6 yards (tackle by Kevin Byard),0.610,0.870
3,3:51,2,4,NWE 31,10,27,Tom Brady pass complete short right to James White for 6 yards (tackle by Malcolm Butler),0.870,1.400
3,3:32,1,10,NWE 37,10,27,James White left tackle for -5 yards (tackle by Brian Orakpo),1.400,0.180
3,2:57,2,15,NWE 32,10,27,Tom Brady pass complete short right to James White for 11 yards (tackle by Jurrell Casey),0.180,0.960
3,2:15,3,4,NWE 43,10,27,Tom Brady pass incomplete deep right intended for Josh Gordon,0.960,-0.520
3,2:11,4,4,NWE 43,10,27,"Ryan Allen punts 57 yards, touchback.",-0.520,-0.280
3,2:00,1,10,TEN 20,10,27,Marcus Mariota up the middle for 1 yard (tackle by Dont'a Hightower),0.280,-0.130
3,1:21,2,9,TEN 21,10,27,Derrick Henry up the middle for 4 yards (tackle by Lawrence Guy and Malcom Brown),-0.130,-0.300
3,0:35,3,5,TEN 25,10,27,Marcus Mariota pass complete short left to Corey Davis for 8 yards (tackle by Jonathan Jones). Penalty on Jonathan Jones: Defensive Holding (Declined),-0.300,1.140
3,0:11,1,10,TEN 33,10,27,Dion Lewis right guard for 1 yard (tackle by Malcom Brown and Kyle Van Noy),1.140,0.730
Quarter,Time,Down,ToGo,Location,NWE,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,TEN 34,10,27,Marcus Mariota pass complete short left to Corey Davis for 7 yards (tackle by Stephon Gilmore),0.730,0.960
4,14:19,3,2,TEN 41,10,27,Marcus Mariota sacked by Stephon Gilmore for -7 yards,0.960,-1.110
4,13:42,4,9,TEN 34,10,27,"Brett Kern punts 53 yards, returned by Julian Edelman for 12 yards (tackle by Beau Brinkley)",-1.110,-0.610
4,13:32,1,10,NWE 25,10,27,Tom Brady pass complete short middle to Jacob Hollister for 17 yards (tackle by Malcolm Butler),0.610,1.730
4,13:10,1,10,NWE 42,10,27,Tom Brady pass complete short left to Julian Edelman for 6 yards (tackle by Logan Ryan),1.730,2.000
4,12:47,2,4,NWE 48,10,27,Tom Brady pass complete short left to Julian Edelman for 6 yards (tackle by Logan Ryan),2.000,2.520
4,12:24,1,10,TEN 46,10,27,Tom Brady pass incomplete short left intended for Josh Gordon (defended by Adoree' Jackson),2.520,1.980
4,12:19,2,10,TEN 46,10,27,Tom Brady pass complete short left to Julian Edelman for 3 yards (tackle by Kenny Vaccaro),1.980,1.680
4,11:41,3,7,TEN 43,10,27,Julian Edelman pass complete short right to Tom Brady for 6 yards (tackle by Wesley Woodyard),1.680,0.790
4,11:11,4,1,TEN 37,10,27,"Penalty on Marcus Cannon: False Start, 5 yards (no play)",0.790,0.460
4,10:53,4,6,TEN 42,10,27,Tom Brady pass incomplete short middle intended for Julian Edelman (defended by Logan Ryan),0.460,-1.730
4,10:48,1,10,TEN 42,10,27,Darius Jennings pass complete short left to Marcus Mariota for 21 yards (tackle by Jason McCourty),1.730,3.120
4,10:05,1,10,NWE 37,10,27,Derrick Henry right end for 2 yards (tackle by Trey Flowers),3.120,2.840
4,9:18,2,8,NWE 35,10,27,Derrick Henry right end for 14 yards (tackle by Devin McCourty),2.840,4.170
4,8:43,1,10,NWE 21,10,27,Derrick Henry left guard for 5 yards (tackle by Lawrence Guy),4.170,4.370
4,7:59,2,5,NWE 16,10,27,Derrick Henry up the middle for 6 yards (tackle by Elandon Roberts and Dont'a Hightower),4.370,4.910
4,7:17,1,10,NWE 10,10,33,"Derrick Henry up the middle for 10 yards, touchdown",4.910,7.000
4,7:13,,,NWE 15,10,34,Ryan Succop kicks extra point good,0.000,0.000
4,7:13,,,TEN 35,10,34,"Ryan Succop kicks off 66 yards, returned by Cordarrelle Patterson for no gain (tackle by Sharif Finch)",0.000,0.150
4,7:06,1,10,NWE 19,10,34,Cordarrelle Patterson up the middle for -1 yards (tackle by Jurrell Casey),0.150,-0.560
4,6:31,2,11,NWE 18,10,34,"Penalty on Ted Karras: False Start, 5 yards (no play)",-0.560,-1.210
4,6:15,2,16,NWE 13,10,34,Sony Michel left tackle for 4 yards (tackle by DaQuan Jones and Jayon Brown),-1.210,-1.420
4,5:39,3,12,NWE 17,10,34,Brian Hoyer pass complete short left to Phillip Dorsett for 7 yards (tackle by Brian Orakpo),-1.420,-1.770
4,5:04,4,5,NWE 24,10,34,Ryan Allen punts 66 yards downed by Matthew Slater,-1.770,0.380
4,4:51,1,10,TEN 10,10,34,Dion Lewis left tackle for no gain (tackle by Elandon Roberts),-0.380,-0.780
4,4:05,2,10,TEN 10,10,34,Dion Lewis up the middle for 2 yards (tackle by Malcom Brown and Deatrich Wise),-0.780,-1.190
4,3:21,3,8,TEN 12,10,34,Dion Lewis right tackle for 4 yards (tackle by Deatrich Wise),-1.190,-2.390
4,2:30,4,4,TEN 16,10,34,Brett Kern punts 50 yards downed by Darius Jennings,-2.390,-1.200
4,2:18,1,10,NWE 34,10,34,Sony Michel left tackle for -2 yards (tackle by Sharif Finch),1.200,0.390
4,2:00,2,12,NWE 32,10,34,Cordarrelle Patterson up the middle for 2 yards (tackle by Daren Bates),0.390,-0.030
4,1:29,3,10,NWE 34,10,34,Cordarrelle Patterson left guard for 9 yards (tackle by Harold Landry),-0.030,-0.520
4,0:55,4,1,NWE 43,10,34,Brian Hoyer up the middle for 2 yards (tackle by Darius Kilgo),-0.520,1.930
4,0:29,1,10,NWE 45,10,34,Cordarrelle Patterson left guard for 1 yard (tackle by Daren Bates),1.930,1.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
