#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DAL 34,8,4:32,27,Punt
2,1,3:29,DAL 32,2,0:49,14,Fumble
3,1,1:07,DAL 8,14,7:21,92,Touchdown
4,2,7:43,DAL 24,3,1:01,4,Interception
5,2,6:42,DAL 16,6,3:09,84,Touchdown
6,2,0:15,DAL 32,2,0:15,22,End of Half
7,3,14:03,DAL 45,10,4:39,55,Touchdown
8,3,6:20,DAL 25,4,2:09,9,Downs
9,3,2:10,DAL 19,1,0:07,0,Interception
10,3,0:40,DAL 28,4,0:49,72,Touchdown
11,4,13:17,DAL 31,3,1:23,9,Punt
12,4,8:59,DAL 26,3,0:43,-7,Punt
13,4,6:05,DAL 24,8,4:14,76,Touchdown
14,4,0:54,SFO 36,4,0:54,-7,Downs
