Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jaguars won the coin toss and deferred, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Lambo kicks off 67 yards, returned by Darius Jennings for no gain (tackle by Cody Davis)",0.000,0.740
1,14:53,1,10,TEN 27,0,0,Dion Lewis right guard for 2 yards (tackle by Myles Jack and Telvin Smith),0.740,0.470
1,14:19,2,8,TEN 29,0,0,Marcus Mariota pass complete short left to Taywan Taylor for 8 yards (tackle by A.J. Bouye),0.470,1.400
1,13:38,1,10,TEN 37,0,0,Dion Lewis right end for 5 yards (tackle by Myles Jack),1.400,1.530
1,12:57,2,5,TEN 42,0,0,Marcus Mariota pass complete short left to Dion Lewis for 4 yards (tackle by Telvin Smith),1.530,1.360
1,12:19,3,1,TEN 46,0,0,Marcus Mariota up the middle for 3 yards (tackle by Eli Ankou),1.360,2.190
1,11:44,1,10,TEN 49,0,0,Marcus Mariota pass complete short middle to Dion Lewis for 3 yards (tackle by Telvin Smith),2.190,2.050
1,11:04,2,7,JAX 48,0,0,Marcus Mariota pass complete short left to Dion Lewis for 29 yards (tackle by Leon Jacobs),2.050,4.310
1,10:28,1,10,JAX 19,0,0,Derrick Henry left guard for 14 yards (tackle by Ronnie Harrison),4.310,6.060
1,10:01,1,5,JAX 5,0,0,Derrick Henry right tackle for 2 yards (tackle by Taven Bryan and Telvin Smith),6.060,5.530
1,9:35,2,3,JAX 3,0,6,"Derrick Henry left guard for 3 yards, touchdown",5.530,7.000
1,9:30,,,JAX 15,0,7,Ryan Succop kicks extra point good,0.000,0.000
1,9:30,,,TEN 35,0,7,"Ryan Succop kicks off 60 yards, returned by Rashad Greene for no gain (tackle by Brynden Trawick)",0.000,-0.060
1,9:25,1,10,JAX 17,0,7,Cody Kessler pass complete short right to Donte Moncrief for 10 yards (tackle by Adoree' Jackson),-0.060,0.740
1,8:52,1,10,JAX 27,0,7,Leonard Fournette left tackle for 3 yards (tackle by DaQuan Jones and Wesley Woodyard),0.740,0.600
1,8:21,2,7,JAX 30,0,7,Cody Kessler pass complete short right to Blake Bell for 9 yards (tackle by Logan Ryan),0.600,1.530
1,7:45,1,10,JAX 39,0,7,Leonard Fournette left guard for 1 yard (tackle by Rashaan Evans and Wesley Woodyard),1.530,1.120
1,7:09,2,9,JAX 40,0,7,Leonard Fournette right guard for no gain (tackle by Jurrell Casey and Kenny Vaccaro),1.120,0.430
1,6:29,3,9,JAX 40,0,7,Cody Kessler sacked by Kevin Byard for -8 yards. Penalty on Ereck Flowers: Offensive Holding (Declined),0.430,-1.240
1,6:13,4,17,JAX 32,0,7,"Logan Cooke punts 54 yards, returned by Cameron Batson for 5 yards (tackle by Quenton Meeks and Cody Davis)",-1.240,-0.150
1,6:00,1,10,TEN 19,0,7,Derrick Henry left tackle for 5 yards (tackle by D.J. Hayden),0.150,0.340
1,5:22,2,5,TEN 24,0,7,Corey Davis right end for no gain (tackle by Leon Jacobs),0.340,-0.420
1,4:41,3,5,TEN 24,0,7,Marcus Mariota pass complete short left to Corey Davis for 13 yards (tackle by A.J. Bouye),-0.420,1.400
1,3:55,1,10,TEN 37,0,7,Dion Lewis left guard for 2 yards (tackle by Myles Jack and Eli Ankou),1.400,1.130
1,3:25,2,8,TEN 39,0,7,Derrick Henry up the middle for 6 yards (tackle by D.J. Hayden),1.130,1.220
1,3:04,3,2,TEN 45,0,7,Marcus Mariota pass complete short middle to Taywan Taylor for 13 yards (tackle by A.J. Bouye),1.220,2.790
1,2:31,1,10,JAX 42,0,7,Marcus Mariota pass deep left intended for Tajae Sharpe is intercepted by Ronnie Harrison at JAC-26 and returned for 14 yards,2.790,-1.600
1,2:17,1,10,JAX 40,0,7,Cody Kessler pass complete short right to Leonard Fournette for -4 yards (tackle by Harold Landry and Jurrell Casey),1.600,0.510
1,1:38,2,14,JAX 36,0,7,Cody Kessler pass incomplete deep right intended for James O'Shaughnessy (defended by Adoree' Jackson),0.510,-0.160
1,1:31,3,14,JAX 36,0,7,Cody Kessler pass complete short right to T.J. Yeldon for 10 yards (tackle by LeShaun Sims),-0.160,-0.320
1,0:59,4,4,JAX 46,2,7,"Logan Cooke punts 47 yards, muffed catch by Cameron Batson, recovered by Cameron Batson at TEN-1, returned by Cameron Batson for -1 yards (tackle by Leon Jacobs), safety.",-0.320,-2.000
1,0:45,,,TEN 20,2,7,"Brett Kern kicks off 43 yards, returned by Donte Moncrief for no gain",0.000,1.860
1,0:40,1,10,JAX 44,2,7,Leonard Fournette left tackle for 4 yards (tackle by Derrick Morgan),1.860,1.860
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,JAX 48,2,7,Leonard Fournette right guard for 3 yards (tackle by Rashaan Evans and Bennie Logan),1.860,1.550
2,14:15,3,3,TEN 49,2,7,Cody Kessler pass complete deep middle to Dede Westbrook for 21 yards (tackle by Logan Ryan),1.550,3.710
2,13:30,1,10,TEN 28,2,7,Cody Kessler pass complete short left to Donte Moncrief for 9 yards (tackle by Malcolm Butler),3.710,4.420
2,12:56,2,1,TEN 19,2,7,"Leonard Fournette up the middle for 5 yards (tackle by Kenny Vaccaro). Penalty on Donte Moncrief: Illegal Block Above the Waist, 10 yards",4.420,3.710
2,12:24,2,6,TEN 24,2,7,Cody Kessler pass complete short right to Dede Westbrook for 10 yards (tackle by Jayon Brown),3.710,4.650
2,11:35,1,10,TEN 14,2,7,Cody Kessler pass complete short left to James O'Shaughnessy for 7 yards,4.650,5.280
2,10:54,2,3,TEN 7,2,7,Leonard Fournette up the middle for 2 yards (tackle by Derrick Morgan),5.280,4.960
2,10:11,3,1,TEN 5,2,7,Cody Kessler up the middle for no gain (tackle by Jurrell Casey),4.960,3.030
2,9:34,4,1,TEN 5,2,7,Cody Kessler right guard for 2 yards (tackle by Austin Johnson),3.030,6.510
2,8:57,1,3,TEN 3,2,7,Leonard Fournette up the middle for 2 yards (tackle by Derrick Morgan and Logan Ryan),6.510,5.910
2,8:17,2,1,TEN 1,2,7,Leonard Fournette left tackle for no gain (tackle by Logan Ryan and Austin Johnson),5.910,5.170
2,7:36,3,1,TEN 1,2,7,Cody Kessler pass incomplete short right intended for Tommy Bohanon,5.170,3.550
2,7:30,4,1,TEN 1,2,7,Leonard Fournette left tackle for no gain (tackle by Rashaan Evans),3.550,0.380
2,7:25,1,10,TEN 1,2,13,"Derrick Henry up the middle for 99 yards, touchdown",-0.380,7.000
2,7:07,,,JAX 15,2,13,Ryan Succop kicks extra point no good hit left upright,0.000,-1.000
2,7:07,,,TEN 35,2,13,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
2,7:07,1,10,JAX 25,2,13,Cody Kessler pass complete short right to Dede Westbrook for 8 yards (tackle by Kevin Byard),0.610,1.140
2,6:33,2,2,JAX 33,2,13,Leonard Fournette right guard for 2 yards (tackle by Kenny Vaccaro),1.140,1.270
2,5:54,1,10,JAX 35,2,13,Cody Kessler pass complete short left to Donte Moncrief for 9 yards (tackle by Logan Ryan),1.270,1.940
2,5:17,2,1,JAX 44,2,13,Leonard Fournette left guard for 2 yards (tackle by Kenny Vaccaro),1.940,1.990
2,4:38,1,10,JAX 46,2,13,Cody Kessler pass complete short middle to Donte Moncrief for 7 yards (tackle by Sharif Finch),1.990,2.400
2,3:56,2,3,TEN 47,2,13,Cody Kessler pass complete short right to Carlos Hyde for -3 yards (tackle by Adoree' Jackson and Rashaan Evans),2.400,1.290
2,3:11,3,6,JAX 50,2,13,Cody Kessler sacked by Jurrell Casey for -12 yards,1.290,-0.850
2,2:33,4,18,JAX 38,2,13,Logan Cooke punts 56 yards downed by Quenton Meeks,-0.850,0.380
2,2:21,1,10,TEN 6,2,13,Marcus Mariota pass incomplete short right intended for Tajae Sharpe,-0.380,-0.780
2,2:16,2,10,TEN 6,2,13,Marcus Mariota pass complete short right to Luke Stocker for 7 yards (tackle by Ronnie Harrison),-0.780,-0.600
2,2:00,3,3,TEN 13,2,13,Marcus Mariota sacked by Myles Jack for no gain,-0.600,-2.490
2,1:51,,,,,,Timeout #1 by Jacksonville Jaguars,,
2,1:51,4,3,TEN 13,2,13,"Brett Kern punts 62 yards, returned by Dede Westbrook for -1 yards (tackle by Joshua Kalu)",-2.490,-0.540
2,1:41,1,10,JAX 24,2,13,Cody Kessler pass incomplete short right intended for Keelan Cole,0.540,0.000
2,1:36,2,10,JAX 24,2,13,Cody Kessler pass incomplete short left intended for Keelan Cole,0.000,-0.690
2,1:31,3,10,JAX 24,2,13,Cody Kessler pass incomplete deep left intended for Donte Moncrief (defended by Malcolm Butler),-0.690,-1.770
2,1:24,4,10,JAX 24,2,13,Logan Cooke punts 41 yards out of bounds,-1.770,-1.270
2,1:17,1,10,TEN 35,2,13,Marcus Mariota pass incomplete short left intended for Tajae Sharpe,1.270,0.720
2,1:12,2,10,TEN 35,2,13,"Marcus Mariota pass incomplete deep right intended for Corey Davis. Penalty on Ronnie Harrison: Defensive Pass Interference, 20 yards (no play)",0.720,2.590
2,1:05,1,10,JAX 45,2,13,Marcus Mariota pass complete short left to Taywan Taylor for 6 yards (tackle by Ronnie Harrison),2.590,2.850
2,0:58,2,4,JAX 39,2,13,"Penalty on Dawuane Smoot: Neutral Zone Infraction, 5 yards (no play)",2.850,3.310
2,0:58,1,10,JAX 34,2,13,Marcus Mariota pass complete short middle to Taywan Taylor for 8 yards (tackle by Jalen Ramsey),3.310,3.850
2,0:42,,,,,,Timeout #1 by Tennessee Titans,,
2,0:42,2,2,JAX 26,2,13,Marcus Mariota pass complete short left to Corey Davis for 8 yards (tackle by Ronnie Harrison),3.850,4.370
2,0:24,1,10,JAX 18,2,13,Marcus Mariota pass complete short left to Dion Lewis for 2 yards (tackle by D.J. Hayden),4.370,4.090
2,0:19,2,8,JAX 16,2,13,Marcus Mariota pass complete short left to Dion Lewis for 1 yard (tackle by Telvin Smith),4.090,3.460
2,0:15,,,,,,Timeout #2 by Tennessee Titans,,
2,0:15,3,7,JAX 15,2,13,Marcus Mariota pass incomplete short right intended for Tajae Sharpe,3.460,2.440
2,0:10,4,7,JAX 15,2,16,Ryan Succop 33 yard field goal good,2.440,3.000
2,0:05,,,TEN 35,2,16,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
2,0:05,1,10,JAX 25,2,16,Cody Kessler kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,JAX,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,2,16,"Ryan Succop kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,JAX 25,2,16,"Leonard Fournette left tackle for no gain (tackle by Jurrell Casey). Penalty on Jermey Parnell: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:40,1,20,JAX 15,2,16,Cody Kessler pass complete short middle to Keelan Cole for 15 yards (tackle by Jayon Brown and Wesley Woodyard),-0.410,0.740
