Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Quenton Meeks,JAX,0,0,,0,0,1,1,1.0,0,1
Dede Westbrook,JAX,0,0,,0,0,1,-1,-1.0,0,-1
Rashad Greene,JAX,2,43,21.5,0,31,0,0,,0,0
Donte Moncrief,JAX,1,7,7.0,0,7,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Cameron Batson,TEN,0,0,,0,0,2,4,2.0,0,5
Adoree' Jackson,TEN,0,0,,0,0,1,8,8.0,0,8
Darius Jennings,TEN,1,29,29.0,0,29,0,0,,0,0
