Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
1,9:53,4,5,PIT 23,3,0,Sebastian Janikowski 41 yard field goal good,1.980,3.000
1,9:50,,,OAK 30,3,0,"Sebastian Janikowski kicks off 56 yards, returned by Isaac Redman for 21 yards (tackle by Sam Williams)",0.000,1.270
1,9:44,1,10,PIT 35,3,0,Ben Roethlisberger pass incomplete short left intended for Hines Ward,1.270,0.720
1,9:36,2,10,PIT 35,3,0,Rashard Mendenhall right tackle for 4 yards (tackle by Tommy Kelly),0.720,0.560
1,8:49,3,6,PIT 39,3,0,Ben Roethlisberger pass incomplete deep left intended for Emmanuel Sanders,0.560,-0.780
1,8:42,4,6,PIT 39,3,0,"Daniel Sepulveda punts 50 yards, returned by Nick Miller for no gain",-0.780,0.370
1,8:33,1,10,OAK 11,3,0,Darren McFadden left guard for 1 yard (tackle by Lawrence Timmons and Ryan Clark),-0.370,-0.710
1,8:03,2,9,OAK 12,3,0,Jason Campbell pass incomplete short right intended for Zach Miller (defended by James Farrior),-0.710,-1.300
1,7:59,3,9,OAK 12,3,0,"Jason Campbell pass complete deep right to Jacoby Ford for 16 yards (tackle by William Gay and Ryan Clark). Penalty on Ryan Clark: Unnecessary Roughness, 15 yards",-1.300,1.800
1,7:37,1,10,OAK 43,3,0,Darren McFadden left end for -5 yards (tackle by Troy Polamalu),1.800,0.580
1,6:57,2,15,OAK 38,3,0,Jason Campbell pass incomplete short right intended for Jacoby Ford (defended by William Gay),0.580,-0.100
1,6:55,3,15,OAK 38,3,0,Jason Campbell pass incomplete deep right intended for Johnnie Lee Higgins,-0.100,-0.850
1,6:47,4,15,OAK 38,3,0,"Shane Lechler punts 54 yards, returned by Antonio Brown for 7 yards (tackle by Thomas Howard)",-0.850,0.220
1,6:35,1,10,PIT 15,3,0,Rashard Mendenhall middle for 5 yards (tackle by Michael Mitchell),-0.220,0.080
1,5:55,2,5,PIT 20,3,0,"Ben Roethlisberger pass complete short right to Heath Miller for 2 yards (tackle by Tyvon Branch and Rolando McClain). Penalty on Ramon Foster: Clipping, 11 yards",0.080,-1.070
1,5:22,2,14,PIT 11,3,0,Ben Roethlisberger pass complete deep left to Mike Wallace for 27 yards (tackle by Chris Johnson),-1.070,1.470
1,4:35,1,10,PIT 38,3,0,Ben Roethlisberger pass incomplete short right intended for Heath Miller,1.470,0.920
1,4:32,2,10,PIT 38,3,0,Rashard Mendenhall middle for 3 yards (tackle by Matt Shaughnessy and Lamarr Houston),0.920,0.630
1,3:47,3,7,PIT 41,3,0,Ben Roethlisberger pass complete short left to Emmanuel Sanders for 13 yards (tackle by Stanford Routt),0.630,2.520
1,3:06,1,10,OAK 46,3,0,Rashard Mendenhall middle for 9 yards (tackle by Michael Huff),2.520,3.190
1,2:20,2,1,OAK 37,3,0,Rashard Mendenhall right guard for 6 yards (tackle by Rolando McClain),3.190,3.510
1,1:38,1,10,OAK 31,3,0,Rashard Mendenhall middle for 2 yards (tackle by Matt Shaughnessy),3.510,3.240
1,0:58,2,8,OAK 29,3,0,Ben Roethlisberger pass complete short right to Hines Ward for 13 yards (tackle by Rolando McClain),3.240,4.510
1,0:21,1,10,OAK 16,3,0,Rashard Mendenhall left tackle for no gain (tackle by Quentin Groves),4.510,3.900
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,OAK 16,3,0,Rashard Mendenhall middle for 4 yards (tackle by Richard Seymour),3.900,3.730
2,14:15,3,6,OAK 12,3,0,Ben Roethlisberger pass complete short middle to Mewelde Moore for 7 yards (tackle by Quentin Groves and Ricky Brown),3.730,6.060
2,13:35,1,5,OAK 5,3,6,"Rashard Mendenhall right guard for 5 yards, touchdown",6.060,7.000
2,13:35,,,OAK 2,3,7,Shaun Suisham kicks extra point good,0.000,0.000
2,13:29,,,PIT 30,3,7,"Shaun Suisham kicks off 61 yards, returned by Jacoby Ford for 16 yards (tackle by William Gay)",0.000,0.610
2,13:24,1,10,OAK 25,3,7,Jason Campbell sacked by James Farrior for -8 yards,0.610,-1.150
2,12:49,2,18,OAK 17,3,7,Darren McFadden left tackle for 2 yards (tackle by Evander Hood and James Farrior),-1.150,-1.510
2,12:07,3,16,OAK 19,3,7,Jason Campbell pass incomplete short middle intended for Zach Miller,-1.510,-2.140
2,12:02,4,16,OAK 19,3,7,"Shane Lechler punts 48 yards, returned by Antonio Brown for 67 yards. Penalty on William Gay: Offensive Holding (Declined), Penalty on Ryan Mundy: Offensive Holding, 10 yards",-2.140,-0.540
2,11:43,1,10,PIT 24,3,7,Rashard Mendenhall left tackle for -2 yards (tackle by Tommy Kelly),0.540,-0.270
2,11:00,2,12,PIT 22,3,7,Ben Roethlisberger pass complete short right to Hines Ward for 10 yards (tackle by Tyvon Branch and Rolando McClain),-0.270,0.370
2,10:19,3,2,PIT 32,3,7,Ben Roethlisberger pass complete short right to Heath Miller for 18 yards (tackle by Travis Goethel),0.370,2.260
2,10:08,1,10,PIT 50,3,7,Rashard Mendenhall left guard for 4 yards (tackle by Lamarr Houston),2.260,2.250
2,9:35,2,6,OAK 46,3,7,Rashard Mendenhall middle for -4 yards (tackle by Kamerion Wimbley),2.250,1.030
2,8:50,3,10,OAK 50,3,7,Ben Roethlisberger pass incomplete short middle intended for Emmanuel Sanders (defended by Chris Johnson),1.030,-0.060
2,8:44,4,10,OAK 50,3,7,"Daniel Sepulveda punts 40 yards, returned by Nick Miller for 1 yard (tackle by Anthony Madison)",-0.060,0.370
2,8:35,1,10,OAK 11,3,7,Darren McFadden left tackle for 1 yard (tackle by James Farrior),-0.370,-0.710
2,7:56,2,9,OAK 12,3,7,Jason Campbell pass incomplete short left intended for Jacoby Ford (defended by Ike Taylor),-0.710,-1.300
2,7:48,3,9,OAK 12,3,7,Jason Campbell pass incomplete short left intended for Darren McFadden (defended by Lawrence Timmons),-1.300,-2.490
2,7:42,4,9,OAK 12,3,7,"Shane Lechler punts 48 yards, returned by Antonio Brown for 4 yards (tackle by Rock Cartwright)",-2.490,-1.860
2,7:31,1,10,PIT 44,3,7,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Tommy Kelly),1.860,1.320
2,7:26,2,10,PIT 44,3,7,Mike Wallace right end for 19 yards (tackle by Stanford Routt),1.320,3.120
2,6:52,1,10,OAK 37,3,7,"Penalty on Tommy Kelly: Encroachment, 5 yards (no play)",3.120,3.850
2,6:29,1,5,OAK 32,3,7,"Rashard Mendenhall left tackle for 12 yards (tackle by Michael Huff). Penalty on Jonathan Scott: Offensive Holding, 10 yards (no play)",3.850,2.790
2,5:58,1,15,OAK 42,3,7,Ben Roethlisberger pass incomplete short left intended for Rashard Mendenhall,2.790,1.900
2,5:53,2,15,OAK 42,3,7,Ben Roethlisberger pass complete deep middle to Antonio Brown for 21 yards (tackle by Chris Johnson),1.900,4.170
2,5:01,1,10,OAK 21,3,7,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace,4.170,3.630
2,4:54,2,10,OAK 21,3,7,Rashard Mendenhall right guard for 5 yards (tackle by Quentin Groves),3.630,3.630
2,4:11,3,5,OAK 16,3,13,"Ben Roethlisberger left end for 16 yards, touchdown",3.630,7.000
2,4:11,,,OAK 2,3,14,Shaun Suisham kicks extra point good,0.000,0.000
2,4:01,,,PIT 30,3,14,"Shaun Suisham kicks off 62 yards, returned by Jacoby Ford for 23 yards (tackle by Anthony Madison). Penalty on Sam Williams: Illegal Block Above the , 10 yards",0.000,-0.380
2,3:52,1,10,OAK 10,3,14,Michael Bush middle for 3 yards (tackle by Troy Polamalu),-0.380,-0.560
2,3:17,2,7,OAK 13,3,14,"Jason Campbell sacked by James Harrison for -7 yards. Jason Campbell fumbles (forced by James Harrison), recovered by Jason Campbell at OAK-6",-0.560,-1.890
2,3:10,,,,3,14,Timeout #1 by Pittsburgh Steelers,0.000,-1.890
2,3:10,3,14,OAK 6,3,14,"Jason Campbell pass incomplete deep left intended for Louis Murphy. Penalty on Ike Taylor: Defensive Pass Interfere, 27 yards (no play)",-1.890,1.140
2,3:03,1,10,OAK 33,3,14,"Jason Campbell pass complete short middle to Louis Murphy for 12 yards (tackle by Ike Taylor). Louis Murphy fumbles (forced by Ike Taylor), recovered by Lawrence Timmons at OAK-35 (tackle by Jared Veldheer)",1.140,-3.250
2,2:49,1,10,OAK 35,3,14,Ben Roethlisberger pass complete short right to Matt Spaeth for 8 yards (tackle by Kamerion Wimbley),3.250,3.780
2,2:12,2,2,OAK 27,3,14,Rashard Mendenhall middle for no gain (tackle by Matt Shaughnessy),3.780,3.070
2,2:00,3,2,OAK 27,3,14,Ben Roethlisberger pass complete short left to Hines Ward for 5 yards (tackle by Michael Huff),3.070,4.110
2,1:31,1,10,OAK 22,3,20,"Ben Roethlisberger pass complete deep left to Emmanuel Sanders for 22 yards, touchdown. Penalty on Richard Seymour: Disqualification (Offsetting), Penalty on Chris Kemoeatu: Personal Foul (Offsetting)",4.110,7.000
2,1:31,,,OAK 2,3,21,Shaun Suisham kicks extra point good,0.000,0.000
2,1:26,,,PIT 30,3,21,"Shaun Suisham kicks off 72 yards, returned by Jacoby Ford for 25 yards (tackle by Emmanuel Sanders)",0.000,0.480
2,1:20,1,10,OAK 23,3,21,"Jason Campbell sacked by LaMarr Woodley for 0 yards. Jason Campbell fumbles (forced by LaMarr Woodley), recovered by Cooper Carlisle at OAK-18",0.480,-0.840
2,0:25,2,15,OAK 18,3,21,Darren McFadden middle for 2 yards (tackle by Nick Eason),-0.840,-1.150
2,0:17,,,,3,21,Timeout #2 by Pittsburgh Steelers,0.000,-1.150
2,0:17,3,13,OAK 20,3,21,Jason Campbell pass complete short left to Zach Miller for 6 yards (tackle by James Harrison),-1.150,-1.630
2,0:10,,,,3,21,Timeout #3 by Pittsburgh Steelers,0.000,-1.630
2,0:10,4,7,OAK 26,3,21,"Shane Lechler punts 47 yards, returned by Antonio Brown for 20 yards (tackle by Rock Cartwright). Penalty on Isaac Redman: Illegal Block Above the (Declined)",-1.630,0.670
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,3,21,"Shaun Suisham kicks off 64 yards, returned by Jacoby Ford for 20 yards (tackle by Keyaron Fox)",0.000,0.670
3,14:51,1,10,OAK 26,3,21,Jason Campbell pass complete short right to Johnnie Lee Higgins for 9 yards (tackle by Bryant McFadden and Ryan Clark),0.670,1.350
3,14:40,2,1,OAK 35,3,21,Marcel Reece middle for 2 yards (tackle by James Farrior and Lawrence Timmons),1.350,1.400
3,14:08,1,10,OAK 37,3,21,Jason Campbell pass incomplete short right intended for Louis Murphy,1.400,0.860
3,14:02,2,10,OAK 37,3,21,Darren McFadden left end for 3 yards (tackle by Bryant McFadden),0.860,0.560
3,13:19,3,7,OAK 40,3,21,Jason Campbell sacked by James Harrison for -12 yards,0.560,-1.500
3,12:53,4,19,OAK 28,3,21,"Shane Lechler punts 50 yards, returned by Antonio Brown for 6 yards (tackle by Hiram Eugene)",-1.500,-0.810
3,12:43,1,10,PIT 28,3,21,"Rashard Mendenhall right end for 1 yard (tackle by Michael Huff and Tyvon Branch). Penalty on David Johnson: Offensive Holding, 10 yards (no play)",0.810,-0.040
3,12:12,1,20,PIT 18,3,21,Ben Roethlisberger pass incomplete short left intended for Mewelde Moore,-0.040,-1.190
3,12:05,2,20,PIT 18,3,21,Ben Roethlisberger pass complete short left to Mewelde Moore for -6 yards (tackle by Michael Mitchell). Penalty on Flozell Adams: Illegal Formation (Declined),-1.190,-3.290
3,11:36,3,26,PIT 12,3,21,Ben Roethlisberger pass complete short middle to Mewelde Moore for 16 yards (tackle by Michael Huff and Tyvon Branch). Penalty on Chris Kemoeatu: Offensive Holding (Declined),-3.290,-1.500
3,11:24,4,10,PIT 28,3,21,"Daniel Sepulveda punts 54 yards, returned by Nick Miller for 10 yards (tackle by Stevenson Sylvester)",-1.500,-0.810
3,11:13,1,10,OAK 28,3,21,Jason Campbell pass incomplete short left intended for Marcel Reece is intercepted by James Harrison at OAK-28,0.810,-3.710
3,11:02,1,10,OAK 28,3,21,"Rashard Mendenhall left guard for 27 yards (tackle by Stanford Routt). Penalty on Doug Legursky: Offensive Holding, 10 yards (no play)",3.710,3.050
3,10:38,1,20,OAK 38,3,21,Isaac Redman middle for 2 yards (tackle by Lamarr Houston and Tommy Kelly),3.050,2.090
3,9:53,2,18,OAK 36,3,21,Ben Roethlisberger sacked by Lamarr Houston for -5 yards,2.090,0.760
3,9:14,3,23,OAK 41,3,21,Ben Roethlisberger pass incomplete short middle intended for Mike Wallace,0.760,0.530
3,9:07,4,23,OAK 41,3,21,"Daniel Sepulveda punts 36 yards, fair catch by Nick Miller",0.530,0.380
3,8:59,1,10,OAK 5,3,21,Darren McFadden right tackle for 3 yards (tackle by James Farrior and Evander Hood),-0.380,-0.560
3,8:24,2,7,OAK 8,3,21,Jason Campbell pass incomplete short right intended for Jacoby Ford,-0.560,-1.070
3,8:22,3,7,OAK 8,3,21,"Jason Campbell pass incomplete short left intended for Louis Murphy is intercepted by Ike Taylor at OAK-16 and returned for 16 yards. Penalty on James Harrison: Roughing the Passer, 15 yards (no play)",-1.070,0.480
3,8:15,1,10,OAK 23,3,21,"Jason Campbell sacked by Lawrence Timmons for 0 yards. Penalty on Khalif Barnes: False Start, 5 yards (no play)",0.480,0.000
3,8:15,1,15,OAK 18,3,21,"Jason Campbell sacked by James Farrior for -3 yards. Penalty on James Farrior: Defensive Offside, 5 yards (no play)",0.000,0.480
3,7:50,1,10,OAK 23,3,21,"Jason Campbell left guard for 7 yards (tackle by Evander Hood). Penalty on Samson Satele: Offensive Holding, 10 yards (no play)",0.480,-0.590
3,7:18,1,20,OAK 13,3,21,Darren McFadden middle for no gain (tackle by Chris Hoke),-0.590,-1.500
3,6:34,2,20,OAK 13,3,21,Jason Campbell pass incomplete deep left intended for Jacoby Ford,-1.500,-2.530
3,6:28,3,20,OAK 13,3,21,Jason Campbell pass incomplete short middle intended for Darren McFadden,-2.530,-2.490
3,6:24,4,20,OAK 13,3,21,"Shane Lechler punts 39 yards, returned by Antonio Brown for 19 yards (tackle by Hiram Eugene)",-2.490,-3.380
3,6:11,1,10,OAK 33,3,21,"Ben Roethlisberger pass complete short left to Matt Spaeth for 8 yards (tackle by Kamerion Wimbley and Tyvon Branch). Penalty on Trai Essex: Personal Foul, 15 yards",3.380,1.890
3,5:38,2,17,OAK 40,3,21,Rashard Mendenhall middle for 1 yard (tackle by Lamarr Houston and Kamerion Wimbley),1.890,1.350
3,5:00,3,16,OAK 39,3,21,Ben Roethlisberger pass incomplete deep right intended for Mike Wallace (defended by Michael Huff),1.350,0.660
3,4:51,,,,3,21,Timeout #1 by Oakland Raiders,0.000,0.660
3,4:48,4,16,OAK 39,3,21,"Daniel Sepulveda punts 39 yards, touchback",0.660,-0.280
3,4:42,1,10,OAK 20,3,21,Bruce Gradkowski pass complete short right to Johnnie Lee Higgins for 5 yards (tackle by Troy Polamalu),0.280,0.410
3,4:05,2,5,OAK 25,3,21,Bruce Gradkowski pass complete short right to Michael Bush for 2 yards (tackle by Evander Hood),0.410,-0.030
3,3:22,3,3,OAK 27,3,21,Bruce Gradkowski pass complete short right to Zach Miller for 3 yards (tackle by Troy Polamalu),-0.030,0.940
3,2:41,1,10,OAK 30,3,21,"Penalty on Samson Satele: False Start, 5 yards (no play)",0.940,0.610
3,2:15,1,15,OAK 25,3,21,Bruce Gradkowski pass complete short left to Brandon Myers for 16 yards (tackle by Troy Polamalu). Penalty on James Harrison: Defensive Offside (Declined),0.610,1.660
3,1:47,1,10,OAK 41,3,21,Bruce Gradkowski pass complete short middle to Jacoby Ford for 11 yards (tackle by Ryan Clark),1.660,2.390
3,1:10,1,10,PIT 48,3,21,Michael Bush middle for 24 yards (tackle by Troy Polamalu),2.390,3.970
3,0:33,1,10,PIT 24,3,21,Bruce Gradkowski pass incomplete deep right intended for Jacoby Ford,3.970,3.430
3,0:29,2,10,PIT 24,3,21,Bruce Gradkowski pass incomplete short right intended for Marcel Reece,3.430,2.740
3,0:20,3,10,PIT 24,3,21,Bruce Gradkowski pass incomplete deep right intended for Jacoby Ford is intercepted by Troy Polamalu at PIT-8 and returned for 38 yards,2.740,-1.990
3,0:07,1,10,PIT 46,3,21,Mewelde Moore left tackle for 2 yards (tackle by Travis Goethel and Matt Shaughnessy),1.990,1.720
Quarter,Time,Down,ToGo,Location,OAK,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,PIT 48,3,27,"Ben Roethlisberger pass complete short right to Mike Wallace for 52 yards, touchdown",1.720,7.000
4,15:00,,,OAK 2,3,28,Shaun Suisham kicks extra point good,0.000,0.000
4,14:49,,,PIT 30,3,28,"Shaun Suisham kicks off 60 yards, returned by Nick Miller for 10 yards (tackle by Arnaz Battle)",0.000,0.280
4,14:44,1,10,OAK 20,3,28,Bruce Gradkowski pass complete short left to Darren McFadden for 6 yards (tackle by James Farrior),0.280,0.540
4,14:12,2,4,OAK 26,3,28,Bruce Gradkowski pass incomplete short left intended for Zach Miller,0.540,-0.160
4,14:07,3,4,OAK 26,3,28,Bruce Gradkowski pass complete short left to Darren McFadden for 10 yards (tackle by Ryan Clark),-0.160,1.330
4,13:36,1,10,OAK 36,3,28,Bruce Gradkowski pass complete short right to Nick Miller for 4 yards (tackle by Ryan Mundy),1.330,1.330
4,13:01,2,6,OAK 40,3,28,Michael Bush middle for 3 yards (tackle by James Harrison),1.330,1.030
4,13:01,3,3,OAK 43,3,28,Bruce Gradkowski pass incomplete short left intended for Zach Miller (defended by Troy Polamalu),1.030,-0.520
4,12:40,,,,3,28,Timeout #1 by Pittsburgh Steelers,0.000,-0.520
4,12:39,4,3,OAK 43,3,28,"Shane Lechler punts 43 yards, fair catch by Antwaan Randle El",-0.520,0.280
4,12:32,1,10,PIT 14,3,28,Rashard Mendenhall right tackle for -2 yards (tackle by Lamarr Houston),-0.280,-0.930
4,11:55,2,12,PIT 12,3,28,"Ben Roethlisberger for 31 yards. Penalty on Hines Ward: Offensive Holding, 10 yards",-0.930,1.140
4,11:21,1,10,PIT 33,3,28,Rashard Mendenhall left tackle for 2 yards (tackle by Rolando McClain and Matt Shaughnessy),1.140,0.860
4,10:41,2,8,PIT 35,3,28,Rashard Mendenhall right tackle for 2 yards (tackle by Stanford Routt),0.860,0.430
4,9:58,3,6,PIT 37,3,28,Ben Roethlisberger pass incomplete deep left intended for Hines Ward,0.430,-0.910
4,9:53,4,6,PIT 37,3,28,"Daniel Sepulveda punts 53 yards, returned by Nick Miller for 6 yards (tackle by Anthony Madison)",-0.910,0.140
4,9:43,1,10,OAK 16,3,28,Bruce Gradkowski pass complete short right to Louis Murphy for 9 yards (tackle by Bryant McFadden),-0.140,0.690
4,9:17,2,1,OAK 25,3,28,Michael Bush right guard for 3 yards (tackle by James Farrior),0.690,0.810
4,8:50,1,10,OAK 28,3,28,Bruce Gradkowski for 12 yards,0.810,1.600
4,8:15,1,10,OAK 40,3,28,Bruce Gradkowski sacked by Bryant McFadden for -9 yards,1.600,-0.160
4,7:38,2,19,OAK 31,3,28,Bruce Gradkowski pass incomplete short left intended for Louis Murphy,-0.160,-0.820
4,7:34,3,19,OAK 31,3,28,Bruce Gradkowski pass incomplete deep right intended for Louis Murphy,-0.820,-1.310
4,7:29,4,19,OAK 31,3,28,"Shane Lechler punts 61 yards, returned by Antonio Brown for 9 yards (tackle by Travis Goethel)",-1.310,0.060
4,7:16,1,10,PIT 17,3,28,Rashard Mendenhall right tackle for 7 yards (tackle by Michael Mitchell),-0.060,0.480
4,6:35,2,3,PIT 24,3,28,Rashard Mendenhall left guard for no gain (tackle by Quentin Groves),0.480,-0.370
4,5:54,3,3,PIT 24,3,28,Ben Roethlisberger middle for 8 yards (tackle by Rolando McClain),-0.370,1.070
4,5:11,1,10,PIT 32,3,28,Rashard Mendenhall right guard for 4 yards (tackle by Desmond Bryant),1.070,1.070
4,5:02,,,,3,28,Timeout #2 by Oakland Raiders,0.000,1.070
4,5:02,2,6,PIT 36,3,28,Ben Roethlisberger pass complete deep middle to Mike Wallace for 37 yards (tackle by Michael Huff),1.070,3.780
4,4:16,1,10,OAK 27,3,28,"Rashard Mendenhall right end for 3 yards (tackle by Tyvon Branch). Rashard Mendenhall fumbles (forced by Tyvon Branch), recovered by Quentin Groves at OAK-24 (tackle by Rashard Mendenhall)",3.780,-0.540
4,4:09,1,10,OAK 24,3,28,"Penalty on James Harrison: Encroachment, 5 yards (no play)",0.540,1.270
4,4:09,1,5,OAK 29,3,28,Bruce Gradkowski pass incomplete short left intended for Brandon Myers,1.270,0.670
4,3:59,2,5,OAK 29,3,28,Bruce Gradkowski pass complete short left to Brandon Myers for 5 yards (tackle by Larry Foote),0.670,1.200
4,3:55,1,10,OAK 34,3,28,Bruce Gradkowski pass complete short right to Brandon Myers for 7 yards (tackle by Keyaron Fox),1.200,1.600
4,3:48,2,3,OAK 41,3,28,Bruce Gradkowski pass incomplete short middle intended for Michael Bush,1.600,0.890
4,3:43,3,3,OAK 41,3,28,Bruce Gradkowski pass incomplete short right intended for Johnnie Lee Higgins,0.890,-0.650
4,3:40,4,3,OAK 41,3,28,Bruce Gradkowski pass incomplete short left intended for Brandon Myers (defended by Keyaron Fox),-0.650,-2.850
4,3:36,1,10,OAK 41,3,28,Isaac Redman right guard for no gain (tackle by Rolando McClain and Lamarr Houston),2.850,2.310
4,3:28,,,,3,28,Timeout #3 by Oakland Raiders,0.000,2.310
4,3:28,2,10,OAK 41,3,28,Isaac Redman right guard for 17 yards (tackle by Tyvon Branch and Stanford Routt),2.310,3.970
4,2:45,1,10,OAK 24,3,28,Isaac Redman right guard for 6 yards (tackle by Matt Shaughnessy and Michael Mitchell),3.970,4.290
4,2:00,2,4,OAK 18,3,28,Isaac Redman right guard for 2 yards (tackle by Tommy Kelly and John Henderson),4.290,3.950
4,1:20,3,2,OAK 16,3,34,"Ben Roethlisberger pass complete short left to Isaac Redman for 16 yards, touchdown",3.950,7.000
4,1:20,,,OAK 2,3,35,"Shaun Suisham kicks extra point good. Penalty on Tommy Kelly: Unnecessary Roughness, 15 yards",0.000,0.000
4,1:12,,,PIT 45,3,35,"Shaun Suisham kicks off 55 yards, touchback",0.000,0.280
4,1:12,1,10,OAK 20,3,35,Bruce Gradkowski pass complete short right to Michael Bush for 16 yards (tackle by Steve McLendon and Ryan Clark),0.280,1.330
4,0:45,1,10,OAK 36,3,35,Bruce Gradkowski sacked by Jason Worilds for -6 yards,1.330,-0.020
4,0:11,2,16,OAK 30,3,35,Bruce Gradkowski pass complete short left to Nick Miller for 4 yards (tackle by William Gay),-0.020,-0.160
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
