Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
1,9:01,2,10,DEN 45,7,7,Phillip Lindsay left guard for 4 yards (tackle by Albert McClellan),1.380,1.220
1,8:21,3,6,DEN 49,7,7,Case Keenum pass complete short left to Devontae Booker for 7 yards (tackle by Anthony Levine),1.220,2.650
1,7:57,1,10,BAL 44,7,7,Devontae Booker right guard for 4 yards (tackle by Chris Wormley),2.650,2.650
1,7:34,2,6,BAL 40,7,7,"Case Keenum sacked by Kenny Young for no gain. Penalty on Tony Jefferson: Defensive Holding, 5 yards (no play)",2.650,3.250
1,7:11,1,10,BAL 35,13,7,"Emmanuel Sanders left end for 35 yards, touchdown",3.250,7.000
1,7:02,,,BAL 15,14,7,Brandon McManus kicks extra point good,0.000,0.000
1,7:02,,,DEN 35,14,7,"Brandon McManus kicks off 62 yards, returned by Tim White for no gain (tackle by Andy Janovich)",0.000,0.670
1,6:55,1,10,BAL 26,14,7,Alex Collins left tackle for 4 yards (tackle by Shelby Harris and Shaquil Barrett),0.670,0.670
1,6:25,2,6,BAL 30,14,7,Joe Flacco pass complete short middle to Willie Snead for 15 yards (tackle by Darian Stewart),0.670,1.930
1,5:52,1,10,BAL 45,14,7,Alex Collins right guard for 5 yards (tackle by Justin Simmons and Shelby Harris),1.930,2.060
1,5:19,2,5,BAL 50,14,7,Joe Flacco pass complete short left to Michael Crabtree for 7 yards (tackle by Chris Harris),2.060,2.720
1,4:41,1,10,DEN 43,14,7,Joe Flacco pass incomplete short middle intended for Michael Crabtree (defended by Chris Harris),2.720,2.180
1,4:33,2,10,DEN 43,14,7,Joe Flacco pass incomplete short left intended for Alex Collins,2.180,1.490
1,4:27,3,10,DEN 43,14,7,Joe Flacco pass complete short right to Michael Crabtree for 9 yards (tackle by Bradley Roby),1.490,1.100
1,3:43,4,1,DEN 34,14,10,Justin Tucker 52 yard field goal good,1.100,3.000
1,3:38,,,BAL 35,14,10,"Justin Tucker kicks off 62 yards, returned by Phillip Lindsay for no gain (tackle by Albert McClellan)",0.000,0.340
1,3:32,1,10,DEN 21,14,10,Royce Freeman left guard for 16 yards (tackle by Marlon Humphrey),0.340,1.400
1,2:52,1,10,DEN 37,14,10,Royce Freeman left guard for -4 yards (tackle by Brent Urban),1.400,0.320
1,2:10,2,14,DEN 33,14,10,Case Keenum pass complete short left to Demaryius Thomas for 12 yards (tackle by Kenny Young),0.320,1.220
1,1:32,3,2,DEN 45,14,10,Case Keenum sacked by Za'Darius Smith for -7 yards,1.220,-0.850
1,0:53,4,9,DEN 38,14,10,Marquette King punts 38 yards downed by Jake Butt,-0.850,-0.540
1,0:43,1,10,BAL 24,14,10,Alex Collins right guard for 2 yards (tackle by Josey Jewell),0.540,0.270
1,0:12,2,8,BAL 26,14,10,Joe Flacco pass complete short right to John Brown for 15 yards (tackle by Chris Harris),0.270,1.660
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 41,14,10,Joe Flacco pass incomplete deep left intended for John Brown,1.660,1.120
2,14:53,2,10,BAL 41,14,10,Alex Collins left tackle for 1 yard (tackle by Bradley Chubb and Todd Davis),1.120,0.560
2,14:19,3,9,BAL 42,14,10,Joe Flacco pass complete short middle to Michael Crabtree for 2 yards (tackle by Justin Simmons),0.560,-0.460
2,13:50,4,7,BAL 44,14,10,"Sam Koch punts 48 yards, fair catch by DaeSean Hamilton at DEN-8",-0.460,0.380
2,13:42,1,10,DEN 8,14,10,Royce Freeman left guard for no gain (tackle by Kenny Young),-0.380,-0.780
2,13:06,2,10,DEN 8,14,10,Case Keenum pass incomplete short middle intended for Devontae Booker,-0.780,-1.420
2,13:02,3,10,DEN 8,14,10,Case Keenum pass complete short left to Jeff Heuerman for 3 yards (tackle by Kenny Young),-1.420,-2.490
2,12:26,4,7,DEN 11,14,10,Marquette King punts 41 yards downed by Keishawn Bierria,-2.490,-2.130
2,12:15,1,10,BAL 48,14,10,Joe Flacco pass complete short middle to Alex Collins for 1 yard (tackle by Todd Davis),2.130,1.720
2,11:39,2,9,BAL 49,14,10,Alex Collins right guard for no gain (tackle by Derek Wolfe and Zach Kerr),1.720,1.020
2,11:01,3,9,BAL 49,14,10,Joe Flacco pass complete deep right to Michael Crabtree for 19 yards (tackle by Bradley Roby),1.020,3.450
2,10:34,1,10,DEN 32,14,10,Joe Flacco pass complete short left to Michael Crabtree for 8 yards,3.450,3.980
2,10:15,2,2,DEN 24,14,10,Javorius Allen right guard for 1 yard (tackle by Derek Wolfe),3.980,3.400
2,9:39,3,1,DEN 23,14,10,Joe Flacco pass complete short right to Javorius Allen for 3 yards (tackle by Justin Simmons),3.400,4.240
2,9:13,1,10,DEN 20,14,10,Joe Flacco pass incomplete short right intended for Lamar Jackson,4.240,3.690
2,9:09,2,10,DEN 20,14,10,Joe Flacco pass complete short middle to Alex Collins for 8 yards (tackle by Brandon Marshall),3.690,4.340
2,8:30,3,2,DEN 12,14,16,"Joe Flacco pass complete short right to Javorius Allen for 12 yards, touchdown",4.340,7.000
2,8:26,,,DEN 15,14,17,Justin Tucker kicks extra point good,0.000,0.000
2,8:26,,,BAL 35,14,17,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,8:26,1,10,DEN 25,14,17,Case Keenum pass complete short right to Emmanuel Sanders for 4 yards (tackle by Kenny Young),0.610,0.600
2,7:50,2,6,DEN 29,14,17,Case Keenum pass incomplete short right intended for Phillip Lindsay (defended by Matt Judon),0.600,-0.100
2,7:46,3,6,DEN 29,14,17,Case Keenum pass complete short left to Demaryius Thomas for 5 yards (tackle by Brandon Carr),-0.100,-1.110
2,7:10,4,1,DEN 34,14,17,"Marquette King punts 42 yards, returned by Tim White for 4 yards (tackle by Josey Jewell)",-1.110,-0.810
2,7:00,1,10,BAL 28,14,17,Joe Flacco pass complete deep right to John Brown for 44 yards (tackle by Isaac Yiadom),0.810,3.710
2,6:22,1,10,DEN 28,14,17,Joe Flacco pass incomplete deep right intended for Michael Crabtree,3.710,3.170
2,6:17,2,10,DEN 28,14,17,Alex Collins left tackle for -1 yards (tackle by Adam Gotsis),3.170,2.340
2,5:37,3,11,DEN 29,14,17,"Penalty on Mark Andrews: False Start, 5 yards (no play)",2.340,1.680
2,5:21,3,16,DEN 34,14,17,Joe Flacco pass complete short left to John Brown for 9 yards (tackle by Isaac Yiadom),1.680,1.800
2,4:45,4,7,DEN 25,14,17,"Justin Tucker 43 yard field goal no good blocked by Justin Simmons, recovered by Chris Harris. Penalty on Domata Peko: Illegal Block Above the Waist, 10 yards",1.800,-2.320
2,4:32,1,10,BAL 49,14,17,Phillip Lindsay right guard for 8 yards (tackle by Brandon Carr and Patrick Onwuasor),2.320,2.860
2,3:52,2,2,BAL 41,14,17,Phillip Lindsay up the middle for 7 yards (tackle by Tony Jefferson),2.860,3.310
2,3:11,1,10,BAL 34,14,17,Case Keenum pass complete short middle to Emmanuel Sanders for 9 yards (tackle by Kenny Young),3.310,3.990
2,2:31,2,1,BAL 25,14,17,"Case Keenum sacked by Terrell Suggs for -12 yards. Case Keenum fumbles (forced by Terrell Suggs), recovered by Jared Veldheer at BAL-37 (tackle by Terrell Suggs). Penalty on Phillip Lindsay: Disqualification, 15 yards",3.990,-0.300
2,1:59,3,28,DEN 48,14,17,Case Keenum pass incomplete short left intended for Jeff Heuerman,-0.300,-0.190
2,1:54,4,28,DEN 48,14,17,"Marquette King punts 39 yards, returned by Tim White for 1 yard (tackle by Courtland Sutton)",-0.190,0.280
2,1:47,1,10,BAL 14,14,17,Joe Flacco pass complete short left to Javorius Allen for 4 yards (tackle by Darian Stewart and Brandon Marshall),-0.280,-0.210
2,1:40,,,,,,Timeout #2 by Denver Broncos,,
2,1:40,2,6,BAL 18,14,17,Joe Flacco pass complete short middle to Willie Snead for 17 yards (tackle by Darian Stewart),-0.210,1.270
2,1:19,1,10,BAL 35,14,17,Joe Flacco pass incomplete short middle intended for Javorius Allen (defended by Derek Wolfe),1.270,0.720
2,1:14,2,10,BAL 35,14,17,Joe Flacco pass incomplete short middle intended for Willie Snead (defended by Adam Gotsis),0.720,0.040
2,1:10,3,10,BAL 35,14,17,"Joe Flacco pass complete short middle to Willie Snead for 5 yards (tackle by Chris Harris). Penalty on Von Miller: Defensive Offside, 5 yards (no play)",0.040,0.700
2,1:06,3,5,BAL 40,14,17,"Joe Flacco sacked by Shane Ray for -6 yards. Joe Flacco fumbles (forced by Shane Ray), recovered by Alex Lewis at BAL-34 (tackle by Shaquil Barrett)",0.700,-1.110
2,1:03,,,,,,Timeout #3 by Denver Broncos,,
2,1:00,4,11,BAL 34,14,17,"Sam Koch punts 57 yards, returned by DaeSean Hamilton for 6 yards (tackle by Patrick Onwuasor)",-1.110,0.220
2,0:51,1,10,DEN 15,14,17,Devontae Booker left guard for no gain (tackle by Anthony Levine),-0.220,-0.710
2,0:43,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:43,2,10,DEN 15,14,17,Case Keenum sacked by Matt Judon and Terrell Suggs for no gain,-0.710,-1.370
2,0:37,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:37,3,10,DEN 15,14,17,Case Keenum pass incomplete short left intended for Courtland Sutton,-1.370,-2.440
2,0:33,4,10,DEN 15,14,17,Marquette King punts 35 yards out of bounds,-2.440,-2.260
2,0:26,1,10,BAL 50,14,17,Joe Flacco pass complete short middle to Michael Crabtree for 9 yards (tackle by Justin Simmons),2.260,2.930
2,0:22,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:22,2,1,DEN 41,14,17,Joe Flacco pass complete short middle to Michael Crabtree for 7 yards (tackle by Shamarko Thomas and Isaac Yiadom),2.930,3.310
2,0:04,1,10,DEN 34,14,17,Joe Flacco spiked the ball,3.310,2.770
2,0:04,2,10,DEN 34,14,20,Justin Tucker 52 yard field goal good,2.770,3.000
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,14,20,"Justin Tucker kicks off 65 yards, returned by Devontae Booker for no gain (tackle by Anthony Levine)",0.000,0.480
3,14:55,1,10,DEN 23,14,20,Royce Freeman left guard for 11 yards (tackle by Kenny Young),0.480,1.200
3,14:14,1,10,DEN 34,14,20,Case Keenum pass incomplete short left intended for Emmanuel Sanders (defended by Brent Urban),1.200,0.660
3,14:10,2,10,DEN 34,14,20,Case Keenum pass incomplete short left intended for Emmanuel Sanders,0.660,-0.030
3,14:06,3,10,DEN 34,14,20,Case Keenum pass incomplete short right intended for Jake Butt,-0.030,-1.110
3,13:56,4,10,DEN 34,14,20,"Marquette King punts 55 yards, returned by Tim White for 7 yards (tackle by Joseph Jones)",-1.110,-0.040
3,13:45,1,10,BAL 18,14,20,Alex Collins up the middle for 14 yards (tackle by Josey Jewell and Darian Stewart),0.040,1.070
3,13:11,1,10,BAL 32,14,20,Alex Collins right guard for 6 yards (tackle by Darian Stewart and Josey Jewell),1.070,1.340
3,12:35,2,4,BAL 38,14,20,Joe Flacco pass incomplete short right,1.340,0.630
3,12:28,3,4,BAL 38,14,20,"Joe Flacco pass incomplete deep middle intended for Chris Moore. Penalty on Derek Wolfe: Defensive Offside, 5 yards (no play)",0.630,1.800
3,12:21,1,10,BAL 43,14,20,Alex Collins right tackle for no gain (tackle by Josey Jewell and Todd Davis),1.800,1.250
3,11:45,2,10,BAL 43,14,20,Joe Flacco pass complete short middle to John Brown for 11 yards (tackle by Shaquil Barrett),1.250,2.520
3,11:10,1,10,DEN 46,14,20,Joe Flacco pass incomplete deep right intended for John Brown,2.520,1.980
3,11:04,2,10,DEN 46,14,20,Alex Collins up the middle for 4 yards (tackle by Von Miller),1.980,1.820
3,10:25,3,6,DEN 42,14,20,Joe Flacco pass complete short left to Willie Snead for 7 yards (tackle by Chris Harris),1.820,3.250
3,9:50,1,10,DEN 35,14,20,Javorius Allen right guard for 2 yards (tackle by Josey Jewell),3.250,2.970
3,9:12,2,8,DEN 33,14,20,Joe Flacco pass incomplete deep right intended for Mark Andrews (defended by Josey Jewell),2.970,2.280
3,9:09,3,8,DEN 33,14,20,Joe Flacco pass complete deep middle to Mark Andrews for 29 yards (tackle by Darian Stewart),2.280,6.280
3,8:39,1,4,DEN 4,14,20,Javorius Allen left guard for 1 yard (tackle by Derek Wolfe and Todd Davis),6.280,5.530
3,8:06,2,3,DEN 3,14,20,Joe Flacco pass complete short left to Nick Boyle for 2 yards (tackle by Isaac Yiadom),5.530,5.170
3,7:29,,,,,,Timeout #1 by Denver Broncos,,
3,7:29,3,1,DEN 1,14,26,"Javorius Allen left guard for 1 yard, touchdown",5.170,7.000
3,7:26,,,DEN 15,14,27,Justin Tucker kicks extra point good,0.000,0.000
3,7:26,,,BAL 35,14,27,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,7:26,1,10,DEN 25,14,27,Royce Freeman right guard for 9 yards (tackle by Kenny Young),0.610,1.280
3,6:45,2,1,DEN 34,14,27,Royce Freeman right guard for 3 yards (tackle by Kenny Young and Patrick Ricard),1.280,1.400
3,6:10,1,10,DEN 37,14,27,Case Keenum pass complete short left to Emmanuel Sanders for 8 yards (tackle by Marlon Humphrey),1.400,1.940
3,5:25,2,2,DEN 45,14,27,Case Keenum pass complete short middle to Royce Freeman for 5 yards (tackle by Tavon Young),1.940,2.260
3,4:47,1,10,DEN 50,14,27,"Case Keenum pass complete deep middle to Demaryius Thomas for 39 yards (tackle by Eric Weddle). Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",2.260,1.600
3,4:17,1,20,DEN 40,14,27,Devontae Booker up the middle for 3 yards (tackle by Tim Williams),1.600,0.770
3,3:33,2,17,DEN 43,14,27,Case Keenum pass complete deep right to Demaryius Thomas for 22 yards (tackle by Brandon Carr),0.770,3.250
3,3:14,1,10,BAL 35,14,27,Case Keenum pass complete short right to Devontae Booker for 4 yards (tackle by Tony Jefferson),3.250,3.240
3,2:50,2,6,BAL 31,14,27,"Devontae Booker right guard for no gain (tackle by Patrick Onwuasor). Penalty on Connor McGovern: Offensive Holding, 10 yards (no play)",3.240,1.890
3,2:22,2,16,BAL 41,14,27,"Case Keenum pass incomplete short middle intended for Emmanuel Sanders. Penalty on Tim Williams: Defensive Offside, 5 yards (no play)",1.890,2.570
3,2:18,2,11,BAL 36,14,27,Case Keenum pass complete short left to Emmanuel Sanders for 9 yards (tackle by Tony Jefferson),2.570,3.070
3,1:34,3,2,BAL 27,14,27,"Case Keenum pass incomplete short left intended for Emmanuel Sanders. Penalty on Ronald Leary: Unnecessary Roughness, 15 yards",3.070,0.460
3,1:29,4,17,BAL 42,14,27,Marquette King punts 37 yards downed by Courtland Sutton,0.460,0.380
3,1:22,1,10,BAL 5,14,27,Javorius Allen right guard for 2 yards (tackle by Darian Stewart),-0.380,-0.630
3,0:52,2,8,BAL 7,14,27,Joe Flacco pass complete short right to John Brown for 7 yards,-0.630,-0.370
3,0:20,3,1,BAL 14,14,27,Alex Collins right end for 4 yards (tackle by Todd Davis),-0.370,0.040
Quarter,Time,Down,ToGo,Location,DEN,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 18,14,27,Alex Collins right guard for 4 yards (tackle by Todd Davis),0.040,0.140
4,14:25,2,6,BAL 22,14,27,Joe Flacco pass incomplete short left intended for Willie Snead (defended by Derek Wolfe),0.140,-0.660
4,14:22,3,6,BAL 22,14,27,Joe Flacco pass incomplete deep right intended for John Brown,-0.660,-1.900
4,14:16,4,6,BAL 22,14,27,"Sam Koch punts 45 yards, returned by DaeSean Hamilton for 12 yards (tackle by Tyus Bowser)",-1.900,-1.930
4,14:06,1,10,DEN 45,14,27,Royce Freeman up the middle for 3 yards,1.930,1.790
4,13:30,2,7,DEN 48,14,27,Case Keenum pass complete short right to Jake Butt for 3 yards,1.790,1.490
4,12:55,3,4,BAL 49,14,27,Case Keenum pass complete short left to Emmanuel Sanders for 8 yards (tackle by Brandon Carr),1.490,2.850
4,12:31,1,10,BAL 41,14,27,Devontae Booker right guard for 2 yards (tackle by Tavon Young and Brent Urban),2.850,2.580
4,12:08,2,8,BAL 39,14,27,Case Keenum pass complete short middle to Devontae Booker for 9 yards (tackle by Brandon Carr),2.580,3.580
4,11:41,1,10,BAL 30,14,27,Devontae Booker left guard for 1 yard (tackle by Eric Weddle),3.580,3.170
4,11:03,2,9,BAL 29,14,27,Royce Freeman left guard for -1 yards (tackle by Tony Jefferson),3.170,2.340
4,10:24,3,10,BAL 30,14,27,Case Keenum pass complete deep left to Courtland Sutton for 21 yards (tackle by Brandon Carr),2.340,5.140
4,9:56,1,9,BAL 9,14,27,Case Keenum pass complete short left to Jeff Heuerman for 4 yards (tackle by Anthony Levine),5.140,5.150
4,9:25,2,5,BAL 5,14,27,"Case Keenum pass incomplete short left intended for Royce Freeman. Penalty on Garett Bolles: Offensive Holding, 10 yards (no play)",5.150,3.460
4,9:17,2,15,BAL 15,14,27,"Case Keenum pass short middle intended for Jeff Heuerman is intercepted by Patrick Onwuasor at BAL-11 and returned for 33 yards. Penalty on Matt Judon: Illegal Block Above the Waist, 10 yards",3.460,-1.200
4,9:01,1,10,BAL 34,14,27,Alex Collins right guard for no gain (tackle by Derek Wolfe),1.200,0.660
4,8:35,2,10,BAL 34,14,27,Joe Flacco pass complete short right to Alex Collins for -3 yards (tackle by Josey Jewell),0.660,-0.430
4,7:54,3,13,BAL 31,14,27,"Penalty on Von Miller: Neutral Zone Infraction, 5 yards (no play)",-0.430,0.230
4,7:37,3,8,BAL 36,14,27,Joe Flacco pass incomplete short right intended for Michael Crabtree,0.230,-0.980
4,7:32,4,8,BAL 36,14,27,"Sam Koch punts 47 yards, returned by DaeSean Hamilton for 13 yards (tackle by Chuck Clark)",-0.980,-0.940
4,7:22,1,10,DEN 30,14,27,Royce Freeman left guard for 12 yards (tackle by Tony Jefferson and Eric Weddle),0.940,1.730
4,6:46,1,10,DEN 42,14,27,"Case Keenum pass incomplete deep left intended for Demaryius Thomas. Penalty on Brandon Carr: Defensive Pass Interference, 17 yards (no play)",1.730,2.850
4,6:41,1,10,BAL 41,14,27,Case Keenum pass complete short middle to Demaryius Thomas for 9 yards (tackle by Tavon Young),2.850,3.520
4,6:16,,,,,,Timeout #1 by Baltimore Ravens,,
4,6:16,2,1,BAL 32,14,27,Case Keenum pass incomplete short left intended for Devontae Booker,3.520,2.810
4,6:06,3,1,BAL 32,14,27,Andy Janovich up the middle for 2 yards (tackle by Brandon Williams),2.810,3.580
4,5:31,1,10,BAL 30,14,27,"Case Keenum pass incomplete deep right. Penalty on Connor McGovern: Offensive Holding, 10 yards (no play)",3.580,2.920
4,5:23,1,20,BAL 40,14,27,Case Keenum pass complete short right to Devontae Booker for 5 yards (tackle by Chuck Clark),2.920,2.360
4,4:57,2,15,BAL 35,14,27,Case Keenum pass complete short right to Jake Butt for 5 yards,2.360,2.340
4,4:52,3,10,BAL 30,14,27,Case Keenum pass complete short middle to Demaryius Thomas for 15 yards (tackle by Patrick Onwuasor),2.340,4.580
4,4:24,1,10,BAL 15,14,27,Case Keenum pass complete short middle to Devontae Booker for 9 yards (tackle by Anthony Levine),4.580,5.600
4,4:04,2,1,BAL 6,14,27,Royce Freeman left guard for no gain (tackle by Terrell Suggs),5.600,4.900
4,3:40,3,1,BAL 6,14,27,Royce Freeman left guard for no gain (tackle by Terrell Suggs),4.900,3.020
4,3:40,4,1,BAL 6,14,27,"Penalty on DEN: Offensive Too Many Men on Field, 5 yards (no play)",3.020,2.720
4,3:00,4,6,BAL 11,14,27,Case Keenum pass incomplete short left intended for Jake Butt,2.720,0.370
4,2:57,1,10,BAL 11,14,27,Alex Collins left end for 9 yards (tackle by Todd Davis),-0.370,0.360
4,2:49,,,,,,Timeout #2 by Denver Broncos,,
4,2:49,2,1,BAL 20,14,27,Javorius Allen left guard for no gain (tackle by Derek Wolfe and Will Parks),0.360,-0.370
4,2:45,,,,,,Timeout #3 by Denver Broncos,,
4,2:45,3,1,BAL 20,14,27,Joe Flacco right end for 5 yards (tackle by Darian Stewart),-0.370,0.610
4,2:00,1,10,BAL 25,14,27,Joe Flacco kneels for -1 yards,0.610,-0.070
4,1:18,2,11,BAL 24,14,27,Joe Flacco kneels for -1 yards,-0.070,-0.890
4,0:39,3,12,BAL 23,14,27,Joe Flacco kneels for -1 yards,-0.890,-1.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
