Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
1,6:37,1,10,CAR 13,3,0,Kyle Allen pass complete short right to Greg Olsen for 16 yards (tackle by Jordan Whitehead),-0.320,0.870
1,5:54,1,10,CAR 29,3,0,Christian McCaffrey right tackle for no gain (tackle by Carl Nassib),0.870,0.330
1,5:15,2,10,CAR 29,3,0,"Kyle Allen pass complete short right to Christian McCaffrey for 2 yards (tackle by Lavonte David). Penalty on Shaquil Barrett: Face Mask (15 Yards), 15 yards",0.330,1.990
1,4:48,1,10,CAR 46,3,0,Kyle Allen pass complete deep right to Curtis Samuel for 21 yards (tackle by Andrew Adams),1.990,3.380
1,4:04,1,10,TAM 33,3,0,Kyle Allen pass complete deep left to D.J. Moore for 23 yards (tackle by Vernon Hargreaves),3.380,4.910
1,3:18,1,10,TAM 10,3,0,Christian McCaffrey right tackle for 6 yards (tackle by Lavonte David),4.910,5.340
1,2:36,2,4,TAM 4,3,0,Christian McCaffrey right guard for 3 yards (tackle by Devin White),5.340,5.170
1,1:56,3,1,TAM 1,3,0,Kyle Allen up the middle for no gain (tackle by Jordan Whitehead and Vita Vea),5.170,3.550
1,1:11,4,1,TAM 1,9,0,"Christian McCaffrey right guard for 1 yard, touchdown",3.550,7.000
1,1:05,,,TAM 15,10,0,Joey Slye kicks extra point good,0.000,0.000
1,1:05,,,CAR 35,10,0,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
1,1:05,1,10,TAM 25,10,0,Ronald Jones left tackle for 2 yards (tackle by Kyle Love),0.610,0.330
1,0:30,2,8,TAM 27,10,0,Jameis Winston pass complete short left to Mike Evans for 5 yards (tackle by James Bradberry),0.330,0.300
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,TAM 32,10,0,Jameis Winston sacked by Brian Burns for -4 yards,0.300,-1.500
2,14:17,4,7,TAM 28,10,0,"Bradley Pinion punts 49 yards, returned by Ray-Ray McCloud for 10 yards (tackle by Ryan Smith). Ray-Ray McCloud fumbles (forced by Ryan Smith), recovered by Kevin Minter at CAR-37 (tackle by Rashaan Gaulden)",-1.500,3.120
2,14:02,1,10,CAR 37,10,0,Ronald Jones right guard for 2 yards (tackle by Shaq Thompson),3.120,2.840
2,13:26,2,8,CAR 35,10,0,Jameis Winston pass complete short right to O.J. Howard for 30 yards (tackle by Mario Addison),2.840,6.060
2,12:47,1,5,CAR 5,10,6,"Ronald Jones right guard for 5 yards, touchdown",6.060,7.000
2,12:43,,,CAR 15,10,7,Matt Gay kicks extra point good,0.000,0.000
2,12:43,,,TAM 35,10,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,12:43,1,10,CAR 25,10,7,Kyle Allen pass incomplete deep right,0.610,0.060
2,12:36,2,10,CAR 25,10,7,Kyle Allen pass complete short left to D.J. Moore for 6 yards (tackle by Vernon Hargreaves),0.060,0.170
2,11:59,3,4,CAR 31,10,7,Kyle Allen sacked by Carl Nassib for -6 yards,0.170,-1.700
2,11:20,4,10,CAR 25,10,7,"Michael Palardy punts 52 yards, returned by Bobo Wilson for 2 yards (tackle by Reggie Bonnafon). Penalty on Andrew Adams: Illegal Block Above the Waist, 10 yards",-1.700,0.220
2,11:10,1,10,TAM 15,10,7,Jameis Winston pass complete short middle to Mike Evans for 16 yards (tackle by James Bradberry),-0.220,1.000
2,10:36,1,10,TAM 31,10,7,Ronald Jones left end for 1 yard (tackle by Shaq Thompson),1.000,0.600
2,9:59,2,9,TAM 32,10,7,Jameis Winston sacked by and Bruce Irvin for -3 yards,0.600,-0.490
2,9:17,3,12,TAM 29,10,7,Jameis Winston pass short left (defended by Bruce Irvin) intended for Bobo Wilson is intercepted by Javien Elliott at TB-36 and returned for no gain,-0.490,-3.180
2,9:11,1,10,TAM 36,10,7,Christian McCaffrey right guard for 4 yards (tackle by Andrew Adams),3.180,3.180
2,8:31,2,6,TAM 32,10,7,Kyle Allen pass incomplete short left intended for Greg Olsen (defended by Jordan Whitehead),3.180,2.480
2,8:24,3,6,TAM 32,10,7,Kyle Allen pass complete short middle to D.J. Moore for 7 yards (tackle by Carlton Davis),2.480,3.910
2,7:41,1,10,TAM 25,16,7,"Kyle Allen pass complete short left to Christian McCaffrey for 25 yards, touchdown",3.910,7.000
2,7:32,,,TAM 15,17,7,Joey Slye kicks extra point good,0.000,0.000
2,7:32,,,CAR 35,17,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
2,7:32,1,10,TAM 25,17,7,Peyton Barber right guard for 2 yards (tackle by Dontari Poe),0.610,0.330
2,6:57,2,8,TAM 27,17,7,Jameis Winston pass incomplete short left intended for O.J. Howard,0.330,-0.360
2,6:53,3,8,TAM 27,17,7,Jameis Winston pass complete short left to Mike Evans for 11 yards (tackle by James Bradberry),-0.360,1.470
2,6:20,1,10,TAM 38,17,7,Peyton Barber left guard for 4 yards (tackle by Tre Boston),1.470,1.460
2,5:37,2,6,TAM 42,17,7,Jameis Winston pass complete short right to Chris Godwin for 9 yards (tackle by James Bradberry),1.460,2.320
2,5:01,1,10,CAR 49,17,7,Jameis Winston pass complete short left to Mike Evans for 13 yards (tackle by James Bradberry),2.320,3.180
2,4:23,1,10,CAR 36,17,7,Peyton Barber right guard for 4 yards (tackle by Bruce Irvin and Ross Cockrell),3.180,3.180
2,3:45,2,6,CAR 32,17,7,Jameis Winston pass complete short left to Mike Evans for 5 yards (tackle by Eric Reid),3.180,3.140
2,3:02,3,1,CAR 27,17,7,Peyton Barber left guard for 5 yards (tackle by Eric Reid),3.140,4.110
2,2:21,1,10,CAR 22,17,7,Jameis Winston pass complete short right to Bobo Wilson for 10 yards,4.110,4.780
2,2:00,1,10,CAR 12,17,7,"Jameis Winston sacked by Vernon Butler for -6 yards. Jameis Winston fumbles (forced by Vernon Butler), recovered by Ryan Jensen at CAR-21 (tackle by Efe Obada)",4.780,3.010
2,1:16,2,19,CAR 21,17,7,"Jameis Winston sacked by Vernon Butler for -8 yards. Jameis Winston fumbles (forced by Vernon Butler), recovered by Bruce Irvin at CAR-29 (tackle by Ali Marpet)",3.010,-0.870
2,1:07,1,10,CAR 29,17,7,Kyle Allen sacked by and Vita Vea for -12 yards,0.870,-1.430
2,0:59,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:59,2,22,CAR 17,17,7,Christian McCaffrey right tackle for 5 yards (tackle by Ndamukong Suh),-1.430,-1.290
2,0:54,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:54,3,17,CAR 22,17,7,Christian McCaffrey left tackle for 10 yards (tackle by Devin White),-1.290,-1.240
2,0:49,4,7,CAR 32,17,7,"Michael Palardy punts 47 yards, fair catch by Bobo Wilson at TB-21",-1.240,-0.340
2,0:41,1,10,TAM 21,17,7,Jameis Winston pass complete short left to Mike Evans for 15 yards (tackle by James Bradberry),0.340,1.330
2,0:35,1,10,TAM 36,17,7,"Jameis Winston pass complete short left to Mike Evans for 14 yards. Penalty on Ali Marpet: Offensive Holding, 10 yards (no play)",1.330,0.670
2,0:29,1,20,TAM 26,17,7,Jameis Winston pass incomplete short middle,0.670,-0.560
2,0:23,2,20,TAM 26,17,7,Jameis Winston pass incomplete deep left intended for Mike Evans,-0.560,-1.220
2,0:15,3,20,TAM 26,17,7,Jameis Winston pass incomplete short right,-1.220,-1.630
2,0:08,4,20,TAM 26,17,7,"Penalty on Zach Triner: False Start, 5 yards (no play)",-1.630,-1.960
2,0:08,4,25,TAM 21,17,7,"Penalty on Kevin Minter: False Start, 5 yards (no play)",-1.960,-2.390
2,0:08,4,30,TAM 16,17,7,"Penalty on Zach Triner: False Start, 5 yards (no play)",-2.390,-2.490
2,0:08,4,35,TAM 11,17,7,"Bradley Pinion punts 39 yards, fair catch by Brandon Zylstra at 50",-2.490,0.000
2,0:01,,,CAR 50,17,7,Joey Slye 60 yard field goal no good,0.000,2.260
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,17,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CAR 25,17,7,D.J. Moore left end for 13 yards (tackle by Devin White),0.610,1.470
3,14:19,1,10,CAR 38,17,7,"Kyle Allen left end for 8 yards (tackle by Ndamukong Suh). Penalty on Chris Manhertz: Offensive Holding, 10 yards (no play)",1.470,0.810
3,13:54,1,20,CAR 28,17,7,Kyle Allen pass complete short left to Greg Olsen for 5 yards (tackle by Vernon Hargreaves),0.810,0.250
3,13:17,2,15,CAR 33,17,7,Kyle Allen pass complete short left to Christian McCaffrey for 2 yards (tackle by Lavonte David and Devin White),0.250,-0.160
3,12:35,3,13,CAR 35,17,7,Kyle Allen pass incomplete deep right intended for Jarius Wright,-0.160,-1.040
3,12:30,4,13,CAR 35,17,7,"Michael Palardy punts 48 yards, returned by Bobo Wilson for -2 yards (tackle by Jordan Kunaszyk)",-1.040,0.220
3,12:20,1,10,TAM 15,17,7,Peyton Barber right guard for 3 yards (tackle by Eric Reid),-0.220,-0.280
3,11:44,2,7,TAM 18,17,7,Jameis Winston pass complete short middle to O.J. Howard for 5 yards (tackle by Luke Kuechly),-0.280,-0.390
3,11:03,3,2,TAM 23,17,7,Jameis Winston up the middle for 1 yard (tackle by Bruce Irvin),-0.390,-1.770
3,10:26,4,1,TAM 24,17,7,"Bradley Pinion punts 43 yards, fair catch by Ray-Ray McCloud at CAR-33",-1.770,-1.140
3,10:19,1,10,CAR 33,17,7,Kyle Allen pass complete deep left to Curtis Samuel for 30 yards,1.140,3.120
3,9:56,1,10,TAM 37,17,7,Christian McCaffrey right guard for 3 yards (tackle by Andrew Adams),3.120,2.980
3,9:19,2,7,TAM 34,17,7,Kyle Allen pass incomplete deep left intended for Curtis Samuel,2.980,2.280
3,9:14,3,7,TAM 34,17,7,Kyle Allen pass complete short right to Jarius Wright for 6 yards (tackle by Lavonte David),2.280,1.720
3,8:25,4,1,TAM 28,20,7,Joey Slye 46 yard field goal good,1.720,3.000
3,8:21,,,CAR 35,20,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,8:21,1,10,TAM 25,20,7,Jameis Winston pass short middle intended for Mike Evans is intercepted by Luke Kuechly at TB-33 and returned for 25 yards,0.610,-5.370
3,8:10,1,8,TAM 8,26,7,"Curtis Samuel right end for 8 yards, touchdown",5.370,7.000
3,8:05,,,TAM 15,26,7,"Penalty on CAR: Delay of Game, 5 yards (no play)",1.000,0.000
3,8:05,,,TAM 20,27,7,Joey Slye kicks extra point good,0.000,0.000
3,8:05,,,CAR 35,27,7,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
3,8:05,1,10,TAM 25,27,7,Jameis Winston pass complete deep left to Scott Miller for 19 yards (tackle by Ross Cockrell),0.610,1.860
3,7:48,1,10,TAM 44,27,7,"Jameis Winston pass incomplete short right. Penalty on Josh Wells: Offensive Holding, 10 yards (no play)",1.860,1.200
3,7:44,1,20,TAM 34,27,7,Jameis Winston pass complete short middle to Mike Evans for 17 yards (tackle by Eric Reid),1.200,2.260
3,7:05,2,3,CAR 49,27,7,Jameis Winston pass complete short right to Chris Godwin for 9 yards (tackle by Javien Elliott and Luke Kuechly),2.260,2.920
3,6:27,1,10,CAR 40,27,7,Jameis Winston pass incomplete deep right intended for Scott Miller (defended by Ross Cockrell),2.920,2.370
3,6:21,2,10,CAR 40,27,7,Peyton Barber right guard for 4 yards (tackle by Luke Kuechly and Dontari Poe),2.370,2.210
3,5:36,3,6,CAR 36,27,7,Jameis Winston pass incomplete deep middle intended for Cameron Brate,2.210,0.880
3,5:32,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
3,5:32,4,6,CAR 36,27,10,Matt Gay 54 yard field goal good,0.880,3.000
3,5:27,,,TAM 35,27,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,5:27,1,10,CAR 25,27,10,Christian McCaffrey right guard for 1 yard (tackle by Vita Vea),0.610,0.200
3,4:48,2,9,CAR 26,27,10,Kyle Allen pass complete short left to D.J. Moore for 9 yards (tackle by Andrew Adams),0.200,1.270
3,4:07,1,10,CAR 35,27,10,Christian McCaffrey left guard for 1 yard (tackle by Lavonte David),1.270,0.860
3,3:30,2,9,CAR 36,27,10,Kyle Allen pass complete short right to Greg Olsen for 18 yards (tackle by Devin White),0.860,2.520
3,2:49,1,10,TAM 46,27,10,Kyle Allen pass complete short middle to Greg Olsen for 13 yards (tackle by Jordan Whitehead),2.520,3.380
3,2:09,1,10,TAM 33,27,10,Christian McCaffrey left guard for no gain (tackle by William Gholston),3.380,2.840
3,1:28,2,10,TAM 33,27,10,Kyle Allen pass complete short right to Curtis Samuel for 6 yards (tackle by Carlton Davis),2.840,2.940
3,0:54,3,4,TAM 27,27,10,Kyle Allen pass complete deep left to D.J. Moore for 16 yards (tackle by Vernon Hargreaves),2.940,4.840
3,0:28,1,10,TAM 11,27,10,Christian McCaffrey left guard for -2 yards (tackle by Carl Nassib),4.840,3.830
Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,TAM 13,33,10,"Kyle Allen pass complete short right to Curtis Samuel for 13 yards, touchdown",3.830,7.000
4,14:55,,,TAM 15,34,10,Joey Slye kicks extra point good,0.000,0.000
4,14:55,,,CAR 35,34,10,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,14:55,1,10,TAM 25,34,10,Jameis Winston pass complete short right to Dare Ogunbowale for no gain (tackle by Javien Elliott),0.610,0.060
4,14:29,2,10,TAM 25,34,10,Jameis Winston pass complete short left to Chris Godwin for 20 yards (tackle by Javien Elliott),0.060,1.930
4,14:04,1,10,TAM 45,34,10,Jameis Winston pass incomplete short left intended for Dare Ogunbowale,1.930,1.380
4,14:01,2,10,TAM 45,34,10,"Jameis Winston pass incomplete short left. Penalty on Mario Addison: Face Mask (15 Yards), 15 yards (no play)",1.380,2.920
4,13:54,1,10,CAR 40,34,10,Jameis Winston pass complete short left to Dare Ogunbowale for 21 yards (tackle by James Bradberry),2.920,4.310
4,13:18,1,10,CAR 19,34,10,Jameis Winston pass complete short middle to Mike Evans for 9 yards (tackle by Eric Reid),4.310,5.360
4,12:56,2,1,CAR 10,34,16,"Jameis Winston pass complete short middle to Cameron Brate for 10 yards, touchdown",5.360,7.000
4,12:51,,,CAR 2,34,18,"Two Point Attempt: Jameis Winston pass complete to Mike Evans, conversion succeeds",1.000,1.000
4,12:51,,,TAM 35,34,18,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,12:51,1,10,CAR 25,34,18,Kyle Allen pass incomplete short right intended for D.J. Moore (defended by Carlton Davis),0.610,0.060
4,12:45,2,10,CAR 25,34,18,Christian McCaffrey left end for -4 yards (tackle by Devin White),0.060,-1.150
4,12:06,3,14,CAR 21,34,18,Kyle Allen pass incomplete short right intended for Greg Olsen,-1.150,-1.960
4,11:59,4,14,CAR 21,34,18,"Michael Palardy punts 54 yards, muffed catch by Bobo Wilson, recovered by Bobo Wilson at TB-27, returned by Bobo Wilson for no gain (tackle by Marquis Haynes). Penalty on Devante Bond: Defensive Offside (Declined)",-1.960,-0.740
4,11:52,1,10,TAM 27,34,18,Jameis Winston pass incomplete short middle intended for Chris Godwin (defended by Gerald McCoy),0.740,0.200
4,11:48,2,10,TAM 27,34,18,Jameis Winston pass incomplete short right intended for O.J. Howard,0.200,-0.490
4,11:45,3,10,TAM 27,34,18,Jameis Winston pass incomplete deep left intended for Scott Miller,-0.490,-1.570
4,11:39,4,10,TAM 27,34,18,Bradley Pinion punts 43 yards downed by T.J. Logan,-1.570,-0.940
4,11:30,1,10,CAR 30,34,18,Christian McCaffrey right tackle for 5 yards (tackle by Rakeem Nunez-Roches),0.940,1.070
4,10:48,2,5,CAR 35,34,18,Christian McCaffrey left guard for -1 yards (tackle by Carl Nassib),1.070,0.230
4,10:10,3,6,CAR 34,34,18,Kyle Allen pass incomplete short middle intended for Jarius Wright,0.230,-1.110
4,10:06,4,6,CAR 34,34,18,"Michael Palardy punts 50 yards, muffed catch by Bobo Wilson, recovered by Jordan Scarlett at TB-17 (tackle by Kevin Minter)",-1.110,4.440
4,9:55,1,10,TAM 17,34,18,"Christian McCaffrey right guard for 1 yard (tackle by William Gholston). Penalty on Vernon Hargreaves: Defensive Offside, 5 yards (no play)",4.440,5.520
4,9:32,1,5,TAM 12,34,18,"Kyle Allen pass incomplete short right intended for Christian McCaffrey. Penalty on Sean Murphy-Bunting: Defensive Holding, 5 yards (no play)",5.520,5.600
4,9:29,1,7,TAM 7,34,18,Christian McCaffrey left end for -4 yards (tackle by Andrew Adams),5.600,4.020
4,8:48,2,11,TAM 11,34,18,Kyle Allen pass incomplete short middle intended for Greg Olsen,4.020,3.120
4,8:41,3,11,TAM 11,34,18,Christian McCaffrey right guard for no gain (tackle by Carl Nassib),3.120,2.700
4,7:59,4,11,TAM 11,37,18,Joey Slye 29 yard field goal good,2.700,3.000
4,7:56,,,CAR 35,37,18,"Joey Slye kicks off 65 yards, touchback.",0.000,0.610
4,7:56,1,10,TAM 25,37,18,Jameis Winston pass incomplete short middle intended for Dare Ogunbowale,0.610,0.060
4,7:53,2,10,TAM 25,37,18,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Eric Reid) (defended by James Bradberry),0.060,-0.620
4,7:48,3,10,TAM 25,37,18,Jameis Winston pass complete short right to Chris Godwin for 12 yards (tackle by Shaq Thompson and Ross Cockrell),-0.620,1.400
4,7:28,1,10,TAM 37,37,18,Jameis Winston pass complete short middle to Cameron Brate for 37 yards (tackle by James Bradberry),1.400,3.840
4,6:52,1,10,CAR 26,37,18,Jameis Winston sacked by Gerald McCoy for -3 yards,3.840,2.890
4,6:26,2,13,CAR 29,37,18,Jameis Winston pass complete short right to Dare Ogunbowale for 1 yard (tackle by Javien Elliott),2.890,2.350
4,6:02,3,12,CAR 28,37,18,Jameis Winston pass complete short left to Scott Miller for 11 yards (tackle by Javien Elliott),2.350,2.460
4,5:36,4,1,CAR 17,37,18,Jameis Winston pass complete short right to Mike Evans for 5 yards (tackle by James Bradberry),2.460,4.780
4,5:16,1,10,CAR 12,37,18,Jameis Winston pass incomplete short right intended for Mike Evans,4.780,4.100
4,5:10,2,10,CAR 12,37,18,Jameis Winston pass complete short middle to Chris Godwin for 9 yards (tackle by Luke Kuechly),4.100,5.060
4,4:52,3,1,CAR 3,37,24,"Dare Ogunbowale left guard for 3 yards, touchdown",5.060,7.000
4,4:47,,,CAR 2,37,26,"Two Point Attempt: Jameis Winston rushes, conversion succeeds.",1.000,1.000
4,4:47,,,TAM 35,37,26,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,4:47,1,10,CAR 25,37,26,Kyle Allen pass complete short left to D.J. Moore for 6 yards (tackle by Shaquil Barrett),0.610,0.870
4,4:01,2,4,CAR 31,37,26,Christian McCaffrey up the middle for 3 yards (tackle by Devin White),0.870,0.560
4,3:19,3,1,CAR 34,37,26,Christian McCaffrey right end for no gain (tackle by Jordan Whitehead),0.560,-1.110
4,3:19,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,3:11,4,1,CAR 34,37,26,"Michael Palardy punts 50 yards, returned by Bobo Wilson for 7 yards (tackle by J.J. Jansen and Jordan Kunaszyk)",-1.110,-0.480
4,2:59,1,10,TAM 23,37,26,Jameis Winston pass incomplete deep right intended for Scott Miller,0.480,-0.070
4,2:53,2,10,TAM 23,37,26,Jameis Winston pass complete short left to Chris Godwin for 22 yards (tackle by James Bradberry),-0.070,1.930
4,2:48,1,10,TAM 45,37,26,Jameis Winston pass incomplete deep right intended for Mike Evans,1.930,1.380
4,2:41,2,10,TAM 45,37,26,Jameis Winston pass incomplete short right intended for Scott Miller,1.380,0.700
4,2:37,3,10,TAM 45,37,26,Jameis Winston pass incomplete short left intended for Mike Evans (defended by James Bradberry),0.700,-0.390
4,2:31,4,10,TAM 45,37,26,Jameis Winston pass short right intended for Chris Godwin is intercepted by Ross Cockrell at CAR-43 and returned for 33 yards,-0.390,-3.970
4,2:23,1,10,TAM 24,37,26,Alex Armah left guard for 1 yard (tackle by Vita Vea),3.970,3.570
4,2:15,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,2:15,2,9,TAM 23,37,26,Christian McCaffrey right tackle for -4 yards (tackle by Carl Nassib),3.570,2.350
4,2:00,3,13,TAM 27,37,26,Kyle Allen left end for 4 yards (tackle by Devin White),2.350,1.930
4,1:16,,,,,,Timeout #1 by Carolina Panthers,,
4,1:16,4,9,TAM 23,37,26,Joey Slye 41 yard field goal no good,1.930,-1.000
4,1:12,1,10,TAM 31,37,26,Jameis Winston pass complete short right to Scott Miller for 9 yards (tackle by Shaq Thompson),1.000,1.680
4,0:55,2,1,TAM 40,37,26,Jameis Winston pass incomplete deep middle intended for Cameron Brate (defended by Luke Kuechly),1.680,0.960
4,0:51,3,1,TAM 40,37,26,Jameis Winston pass complete short left to Chris Godwin for 14 yards (tackle by James Bradberry),0.960,2.520
4,0:46,1,10,CAR 46,37,26,Jameis Winston pass complete deep middle to Chris Godwin for 26 yards (tackle by Shaq Thompson),2.520,4.240
4,0:21,1,10,CAR 20,37,26,Jameis Winston pass deep left intended for Mike Evans is intercepted by James Bradberry at CAR-0 and returned for no gain,4.240,-0.280
4,0:16,1,10,CAR 20,37,26,Kyle Allen kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
