Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Ahkello Witherspoon,LAR,0,5,3,60.0%,17,5.7,3.4,0,66.2,8.6,15,2,0,0,0,0.0,0,5,0,0.0%
Troy Reeder,LAR,0,2,2,100.0%,22,11.0,11.0,0,112.5,4.5,9,13,3,0,0,0.0,0,6,2,25.0%
Russ Yeast,LAR,0,5,2,40.0%,26,13.0,5.2,0,57.1,19.0,20,6,0,0,0,0.0,0,7,0,0.0%
Quentin Lake,LAR,0,2,2,100.0%,10,5.0,5.0,1,127.1,5.0,10,0,1,0,0,0.0,0,3,0,0.0%
Cobie Durant,LAR,0,1,1,100.0%,11,11.0,11.0,0,112.5,5.0,5,6,0,0,0,0.0,0,3,0,0.0%
Jordan Fuller,LAR,0,1,1,100.0%,20,20.0,20.0,0,118.7,11.0,11,9,0,0,0,0.0,0,1,0,0.0%
Nick Hampton,LAR,0,1,1,100.0%,11,11.0,11.0,0,112.5,-5.0,-5,16,0,0,0,0.0,0,1,0,0.0%
Christian Rozeboom,LAR,0,2,1,50.0%,12,12.0,6.0,0,68.7,4.5,4,8,2,0,0,0.0,0,6,0,0.0%
Jake Hummel,LAR,0,1,1,100.0%,3,3.0,3.0,0,79.2,3.0,3,0,0,0,0,0.0,0,1,0,0.0%
John Johnson,LAR,0,1,1,100.0%,9,9.0,9.0,0,104.2,9.0,9,0,0,0,0,0.0,0,4,0,0.0%
Derion Kendrick,LAR,0,4,1,25.0%,48,48.0,12.0,0,77.1,15.8,20,28,0,0,0,0.0,0,0,0,
Byron Young,LAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,1,0,0.0%
Jonah Williams,LAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
Kobie Turner,LAR,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,
Desjuan Johnson,LAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Michael Hoecht,LAR,0,0,0,,,,,,,,,,0,0,0,1.0,1,6,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Isaiah Oliver,SFO,0,4,4,100.0%,11,2.8,2.8,0,79.2,-0.8,-3,14,2,0,0,0.0,0,10,1,9.1%
Charvarius Ward,SFO,0,4,3,75.0%,37,12.3,9.3,1,142.7,9.5,33,4,0,0,0,0.0,0,4,0,0.0%
Samuel Womack,SFO,0,3,3,100.0%,18,6.0,6.0,1,131.2,5.0,15,3,0,0,0,0.0,0,2,0,0.0%
Tayler Hawkins,SFO,1,3,2,66.7%,46,23.0,15.3,0,70.1,20.7,43,3,2,0,0,0.0,0,4,0,0.0%
Logan Ryan,SFO,0,2,2,100.0%,15,7.5,7.5,0,97.9,3.5,7,8,0,0,0,0.0,0,7,0,0.0%
Kevin Givens,SFO,0,1,1,100.0%,13,13.0,13.0,0,118.7,-1.0,-1,14,0,0,1,0.0,1,3,0,0.0%
Oren Burks,SFO,0,2,1,50.0%,18,18.0,9.0,0,81.2,5.5,7,11,2,0,0,1.0,1,7,0,0.0%
Darrell Luter,SFO,0,2,1,50.0%,5,5.0,2.5,0,56.2,3.0,-3,8,0,0,0,0.0,0,4,0,0.0%
Robert Beal,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,3,0,0.0%
Chase Young,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Dee Winters,SFO,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Fred Warner,SFO,0,1,0,0.0%,,,0.0,,39.6,11.0,,,0,0,0,0.0,0,0,0,
Deommodore Lenoir,SFO,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,1,0,0.0%
Javon Kinlaw,SFO,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Demetrius Flannigan-Fowles,SFO,0,1,0,0.0%,,,0.0,,39.6,5.0,,,2,0,0,0.0,0,10,0,0.0%
