Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
1,6:59,2,5,LAR 30,0,7,Carson Wentz pass complete short right to Davis Allen for 9 yards (tackle by Charvarius Ward),0.740,1.530
1,6:26,1,10,LAR 39,0,7,Carson Wentz pass complete short middle to Puka Nacua for 9 yards (tackle by Charvarius Ward),1.530,2.200
1,5:59,2,1,LAR 48,0,7,Ronnie Rivers up the middle for 10 yards (tackle by Deommodore Lenoir and Tayler Hawkins),2.200,2.790
1,5:32,1,10,SFO 42,0,7,Carson Wentz scrambles up the middle for 2 yards (tackle by Javon Kinlaw),2.790,2.510
1,4:48,2,8,SFO 40,0,7,Ronnie Rivers up the middle for 5 yards (tackle by Isaiah Oliver),2.510,2.480
1,4:07,3,3,SFO 35,0,7,Ronnie Rivers right guard for 1 yard (tackle by Nick Bosa and Oren Burks),2.480,1.100
1,3:27,4,2,SFO 34,0,7,Carson Wentz pass complete short right to Davis Allen for 10 yards (tackle by Logan Ryan),1.100,3.970
1,2:48,1,10,SFO 24,0,7,Carson Wentz pass incomplete short right intended for Puka Nacua,3.970,3.430
1,2:41,2,10,SFO 24,0,7,Carson Wentz right guard for 5 yards (tackle by Charvarius Ward),3.430,3.410
1,1:59,3,5,SFO 19,6,7,"Carson Wentz pass complete deep right to Puka Nacua for 19 yards, touchdown. Penalty on Charvarius Ward: Defensive Pass Interference, 15 yards (declined)",3.410,7.000
1,1:53,,,SFO 15,7,7,Brett Maher kicks extra point good,0.000,0.000
1,1:53,,,LAR 35,7,7,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
1,1:53,1,10,SFO 25,7,7,"Sam Darnold pass complete to Deebo Samuel for no gain. Penalty on Deebo Samuel: Offensive Pass Interference, 10 yards (accepted) (no play)",0.610,-0.410
1,1:23,1,20,SFO 15,7,7,Sam Darnold pass complete short left to Deebo Samuel for 15 yards (tackle by Keir Thomas and Ahkello Witherspoon),-0.410,0.740
1,0:38,2,5,SFO 30,7,7,Jordan Mason right guard for 6 yards (tackle by Troy Reeder and Keir Thomas),0.740,1.330
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,SFO 36,7,7,Sam Darnold pass incomplete deep right intended for Brandon Aiyuk,1.330,0.790
2,14:56,2,10,SFO 36,7,7,Jordan Mason left tackle for 16 yards (tackle by Russ Yeast),0.790,2.390
2,14:10,1,10,LAR 48,7,7,Sam Darnold pass incomplete short right intended for Ronnie Bell,2.390,1.850
2,14:04,2,10,LAR 48,7,7,Sam Darnold up the middle for 9 yards (tackle by Nick Hampton),1.850,2.340
2,13:26,3,1,LAR 39,7,7,Sam Darnold up the middle for 2 yards (tackle by Jonah Williams),2.340,3.120
2,12:48,1,10,LAR 37,7,7,Sam Darnold pass complete short left to Brandon Aiyuk for 9 yards (tackle by John Johnson),3.120,3.790
2,12:07,2,1,LAR 28,7,7,"Sam Darnold aborted snap, recovered by Sam Darnold at LA-29 and returned for -1 yards",3.790,2.940
2,11:29,3,2,LAR 29,7,7,Sam Darnold up the middle for 1 yard (tackle by Jonah Williams and Troy Reeder),2.940,1.720
2,10:43,4,1,LAR 28,7,7,Jordan Mason left tackle for 3 yards (tackle by Ahkello Witherspoon and John Johnson),1.720,3.910
2,9:59,1,10,LAR 25,7,7,Elijah Mitchell left tackle for 14 yards (tackle by Russ Yeast),3.910,4.840
2,9:10,1,10,LAR 11,7,7,Elijah Mitchell right tackle for 7 yards (tackle by Cobie Durant and Russ Yeast),4.840,5.600
2,8:31,2,2,LAR 4,7,7,Elijah Mitchell right guard for -1 yards (tackle by Bobby Brown and Troy Reeder),5.600,4.440
2,7:48,3,4,LAR 5,7,7,"Sam Darnold pass incomplete. Penalty on Quentin Lake: Defensive Holding, 3 yards (accepted) (no play)",4.440,6.740
2,7:41,1,2,LAR 2,7,7,Elijah Mitchell left guard for 1 yard (tackle by Bobby Brown),6.740,5.910
2,7:04,2,1,LAR 1,7,13,"Sam Darnold up the middle for 1 yard, touchdown",5.910,7.000
2,6:59,,,LAR 15,7,14,Jake Moody kicks extra point good,0.000,0.000
2,6:59,,,SFO 35,7,14,"Jake Moody kicks off 61 yards,",0.000,0.610
2,6:59,1,10,LAR 25,7,14,Carson Wentz pass short left (defended by Javon Hargrave) intended for Tutu Atwell is intercepted by Tayler Hawkins at LA-36 and returned for no gain (tackle by Tutu Atwell),0.610,-3.180
2,6:54,1,10,LAR 36,7,14,Jordan Mason right guard for 3 yards (tackle by Earnest Brown and Troy Reeder),3.180,3.040
2,6:12,2,7,LAR 33,7,14,Sam Darnold pass complete short left to Ray-Ray McCloud for 11 yards (tackle by Christian Rozeboom and John Johnson),3.040,4.110
2,5:32,1,10,LAR 22,7,14,"Jordan Mason for no gain. Penalty on Aaron Banks: Offensive Holding, 10 yards (accepted) (no play)",4.110,3.450
2,5:02,1,20,LAR 32,7,14,Sam Darnold pass incomplete deep middle intended for Ronnie Bell,3.450,2.210
2,4:57,2,20,LAR 32,7,14,Sam Darnold pass complete short middle to Jordan Mason for 12 yards (tackle by Quentin Lake and Christian Rozeboom),2.210,3.140
2,4:27,3,8,LAR 20,7,14,Sam Darnold pass incomplete short left intended for Ronnie Bell (defended by Derion Kendrick),3.140,2.120
2,4:22,4,8,LAR 20,7,14,Jake Moody 38 yard field goal no good,2.120,-0.810
2,4:19,1,10,LAR 28,7,14,Carson Wentz pass complete short left to Davis Allen for 5 yards (tackle by Logan Ryan),0.810,0.940
2,3:46,2,5,LAR 33,7,14,Ronnie Rivers left guard for 4 yards (tackle by Logan Ryan and Demetrius Flannigan-Fowles),0.940,0.760
2,3:19,3,1,LAR 37,7,14,Ronnie Rivers right guard for 3 yards (tackle by Tayler Hawkins),0.760,1.600
2,2:45,1,10,LAR 40,7,14,Carson Wentz pass complete short left to Davis Allen for 1 yard (tackle by Isaiah Oliver),1.600,1.190
2,2:04,2,9,LAR 41,7,14,Carson Wentz pass incomplete short left intended for Puka Nacua,1.190,0.500
2,1:59,3,9,LAR 41,7,14,"Carson Wentz pass incomplete intended for Demarcus Robinson. Penalty on Nick Bosa: Defensive Offside, 5 yards (accepted) (no play)",0.500,1.160
2,1:53,3,4,LAR 46,7,14,Carson Wentz pass incomplete deep left intended for Brycen Hopkins,1.160,-0.320
2,1:48,4,4,LAR 46,7,14,"Ethan Evans punts 51 yards, returned by Ray-Ray McCloud for 7 yards (tackle by Cobie Durant)",-0.320,0.380
2,1:38,1,10,SFO 10,7,14,Ray-Ray McCloud right end for 7 yards (tackle by Russ Yeast and Desjuan Johnson),-0.380,-0.090
2,1:32,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:32,2,3,SFO 17,7,14,Sam Darnold pass complete short right to Ray-Ray McCloud for 6 yards,-0.090,0.480
2,1:29,1,10,SFO 23,7,14,Elijah Mitchell left tackle for 5 yards (tackle by Quentin Lake),0.480,0.610
2,1:22,,,,,,Timeout #2 by Los Angeles Rams,,
2,1:22,2,5,SFO 28,7,14,Sam Darnold pass complete short middle to Elijah Mitchell for 8 yards (tackle by Russ Yeast and Christian Rozeboom),0.610,1.330
2,1:03,1,10,SFO 36,7,14,Sam Darnold pass complete short right to Ray-Ray McCloud for 5 yards,1.330,1.470
2,0:59,2,5,SFO 41,7,14,Sam Darnold pass complete deep left to Chris Conley for 48 yards (tackle by John Johnson),1.470,4.840
2,0:48,1,10,LAR 11,7,14,Elijah Mitchell left tackle for 6 yards (tackle by Michael Hoecht),4.840,5.280
2,0:25,,,,,,Timeout #1 by San Francisco 49ers,,
2,0:25,2,4,LAR 5,7,14,Sam Darnold pass incomplete short left intended for Chris Conley,5.280,4.440
2,0:16,3,4,LAR 5,7,20,"Sam Darnold pass complete short right to Ronnie Bell for 5 yards, touchdown",4.440,7.000
2,0:11,,,LAR 15,7,20,Jake Moody kicks extra point no good,0.000,-1.000
2,0:11,,,SFO 35,7,20,"Jake Moody kicks off 58 yards,",0.000,0.610
2,0:11,1,10,LAR 25,7,20,Carson Wentz pass incomplete short right,0.610,0.060
2,0:07,2,10,LAR 25,7,20,Carson Wentz pass complete short middle to Brycen Hopkins for 18 yards (tackle by Isaiah Oliver),0.060,1.800
2,0:02,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:02,1,10,LAR 43,7,20,"Carson Wentz pass incomplete. Penalty on Randy Gregory: Defensive Offside, 5 yards (accepted) (no play)",1.800,2.530
2,0:00,1,5,LAR 48,7,20,Carson Wentz scrambles right end for 2 yards (tackle by Demetrius Flannigan-Fowles),2.530,2.200
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 35,7,20,"Jake Moody kicks off 57 yards,",0.000,0.610
3,15:00,1,10,LAR 25,7,20,Carson Wentz left end for 2 yards (tackle by Oren Burks),0.610,0.330
3,14:25,2,8,LAR 27,7,20,Ronnie Rivers left tackle for 7 yards (tackle by Darrell Luter and Logan Ryan),0.330,0.560
3,14:00,3,1,LAR 34,7,20,Carson Wentz scrambles right end for 2 yards (tackle by Isaiah Oliver),0.560,1.330
3,13:22,1,10,LAR 36,7,20,Ronnie Rivers up the middle for 8 yards (tackle by Demetrius Flannigan-Fowles and Oren Burks),1.330,1.870
3,12:44,2,2,LAR 44,7,20,Carson Wentz pass complete short right to Puka Nacua for 7 yards (tackle by Samuel Womack and Robert Beal),1.870,2.320
3,12:00,1,10,SFO 49,7,20,Carson Wentz pass complete short left to Puka Nacua for 6 yards (tackle by Isaiah Oliver),2.320,2.590
3,11:21,2,4,SFO 43,7,20,Ronnie Rivers up the middle for 3 yards (tackle by Sebastian Joseph-Day),2.590,2.280
3,10:44,3,1,SFO 40,7,20,Carson Wentz left guard for 4 yards (tackle by Kevin Givens),2.280,3.180
3,10:10,1,10,SFO 36,7,20,Royce Freeman up the middle for 4 yards (tackle by Isaiah Oliver),3.180,3.180
3,9:31,2,6,SFO 32,7,20,Carson Wentz left end for 5 yards (tackle by Oren Burks),3.180,3.140
3,8:57,3,1,SFO 27,7,20,Royce Freeman left tackle for 1 yard (tackle by Oren Burks and Demetrius Flannigan-Fowles),3.140,3.840
3,8:18,1,10,SFO 26,7,20,Carson Wentz pass complete short right to Tyler Johnson for no gain (tackle by Isaiah Oliver),3.840,3.300
3,7:40,2,10,SFO 26,7,20,Carson Wentz sacked by Robert Beal for -7 yards,3.300,1.690
3,6:55,3,17,SFO 33,7,20,Carson Wentz pass complete deep left to Brycen Hopkins for 29 yards (tackle by Tayler Hawkins),1.690,6.280
3,6:13,1,4,SFO 4,7,20,"Carson Wentz pass incomplete intended for Tyler Johnson. Penalty on Ben Skowronek: Illegal Shift, 5 yards (accepted) (no play)",6.280,5.140
3,6:13,1,9,SFO 9,7,20,Carson Wentz up the middle for 4 yards (tackle by Darrell Luter and Kevin Givens),5.140,5.150
3,5:32,2,5,SFO 5,7,20,Royce Freeman right end for -3 yards (tackle by Demetrius Flannigan-Fowles),5.150,3.580
3,4:50,3,8,SFO 8,13,20,"Carson Wentz pass complete short right to Tyler Johnson for 8 yards, touchdown",3.580,7.000
3,4:45,,,SFO 15,13,20,Brett Maher kicks extra point no good,0.000,-1.000
3,4:45,,,LAR 35,13,20,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
3,4:45,1,10,SFO 25,13,20,Jordan Mason up the middle for 3 yards (tackle by Christian Rozeboom and Jonah Williams),0.610,0.470
3,4:00,,,,,,Timeout #1 by San Francisco 49ers,,
3,4:00,2,7,SFO 28,13,20,Jordan Mason right tackle for 5 yards (tackle by Michael Hoecht),0.470,0.430
3,3:17,3,2,SFO 33,13,20,Sam Darnold scrambles up the middle for 5 yards (tackle by Russ Yeast),0.430,1.470
3,2:38,1,10,SFO 38,13,20,Sam Darnold sacked by Byron Young for -7 yards,1.470,-0.020
3,1:55,2,17,SFO 31,13,20,Sam Darnold pass complete short left to Chris Conley for 3 yards (tackle by Jake Hummel),-0.020,-0.290
3,1:17,3,14,SFO 34,13,20,Sam Darnold pass incomplete deep left intended for Ronnie Bell,-0.290,-1.110
3,1:10,4,14,SFO 34,13,20,Mitch Wishnowsky punts 47 yards out of bounds,-1.110,-0.150
3,1:02,1,10,LAR 19,13,20,Ronnie Rivers left guard for -1 yards (tackle by Logan Ryan),0.150,-0.560
3,0:25,2,11,LAR 18,13,20,Carson Wentz pass incomplete short left intended for Tyler Johnson,-0.560,-1.250
3,0:18,3,11,LAR 18,13,20,Carson Wentz pass complete deep middle to Ben Skowronek for 17 yards (tackle by Tayler Hawkins),-1.250,1.270
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAR 35,13,20,Carson Wentz pass complete short left to Royce Freeman for 13 yards (tackle by Kevin Givens),1.270,2.130
4,14:21,1,10,LAR 48,13,20,Ronnie Rivers up the middle for 2 yards (tackle by Chase Young),2.130,1.850
4,13:40,2,8,LAR 50,13,20,Carson Wentz up the middle for 6 yards (tackle by Sebastian Joseph-Day),1.850,1.950
4,12:55,3,2,SFO 44,13,20,Carson Wentz right tackle for 1 yard (tackle by Sebastian Joseph-Day),1.950,0.400
4,12:14,,,,,,Timeout #1 by Los Angeles Rams,,
4,12:14,4,1,SFO 43,13,20,Carson Wentz up the middle for 2 yards (tackle by Randy Gregory),0.400,2.850
4,11:35,1,10,SFO 41,13,20,Ronnie Rivers right tackle for 3 yards (tackle by Sebastian Joseph-Day),2.850,2.710
4,10:54,2,7,SFO 38,13,20,Zach Evans left end for 3 yards (tackle by Isaiah Oliver),2.710,2.410
4,10:08,3,4,SFO 35,13,20,Carson Wentz pass incomplete short middle intended for Tutu Atwell,2.410,0.980
4,10:03,4,4,SFO 35,13,20,"Royce Freeman left end for no gain SFO challenged the runner was down by contact ruling, and the original play was overturned. (tackle by Oren Burks) Carson Wentz sacked by Oren Burks for -7 yards",0.980,-1.730
4,9:59,1,10,SFO 42,13,20,Elijah Mitchell right guard for 4 yards (tackle by Jason Taylor and Christian Rozeboom),1.730,1.730
4,9:24,2,6,SFO 46,13,20,Elijah Mitchell left tackle for 1 yard (tackle by Christian Rozeboom and Earnest Brown),1.730,1.160
4,8:39,3,5,SFO 47,13,20,Sam Darnold scrambles up the middle for 1 yard (tackle by Michael Hoecht),1.160,-0.190
4,7:55,4,4,SFO 48,13,20,"Mitch Wishnowsky punts 36 yards, returned by Austin Trammell for 13 yards (tackle by Isaiah Oliver)",-0.190,-0.870
4,7:49,1,10,LAR 29,13,20,"Carson Wentz pass incomplete deep middle intended for Ben Skowronek. Penalty on Tayler Hawkins: Defensive Pass Interference, 48 yards (accepted) (no play)",0.870,4.040
4,7:40,1,10,SFO 23,13,20,Carson Wentz scrambles up the middle for 5 yards (tackle by Demetrius Flannigan-Fowles),4.040,4.210
4,6:59,2,5,SFO 18,13,20,Carson Wentz right tackle for 3 yards (tackle by Sebastian Joseph-Day and Logan Ryan),4.210,4.050
4,6:22,3,2,SFO 15,13,20,Royce Freeman right guard for no gain (tackle by Logan Ryan),4.050,2.570
4,5:39,4,2,SFO 15,13,20,Carson Wentz pass complete short right to Tutu Atwell for 3 yards (tackle by Samuel Womack),2.570,4.780
4,5:02,1,10,SFO 12,19,20,"Carson Wentz up the middle for 12 yards, touchdown",4.780,7.000
4,4:56,,,SFO 2,21,20,Two Point Attempt: Carson Wentz pass complete to to Tutu Atwell for no gain,1.000,1.000
4,4:56,,,LAR 35,21,20,"Ethan Evans kicks off 65 yards, touchback.",0.000,0.610
4,4:56,1,10,SFO 25,21,20,Sam Darnold pass incomplete deep left intended for Ray-Ray McCloud (defended by Russ Yeast),0.610,0.060
4,4:45,2,10,SFO 25,21,20,Sam Darnold pass incomplete short left intended for Chris Conley,0.060,-0.620
4,4:41,3,10,SFO 25,21,20,Sam Darnold sacked by Michael Hoecht for -7 yards,-0.620,-2.240
4,3:59,4,17,SFO 18,21,20,"Mitch Wishnowsky punts 61 yards, returned by Austin Trammell for 13 yards (tackle by Jeremy McNichols and Dee Winters)",-2.240,-1.200
4,3:48,1,10,LAR 34,21,20,Ronnie Rivers up the middle for 2 yards (tackle by Javon Kinlaw and Robert Beal),1.200,0.930
4,3:04,2,8,LAR 36,21,20,Carson Wentz pass complete short left to Ben Skowronek for 5 yards (tackle by Demetrius Flannigan-Fowles and Darrell Luter),0.930,0.890
4,2:20,3,3,LAR 41,21,20,Carson Wentz pass complete short right to Tutu Atwell for 4 yards (tackle by Isaiah Oliver),0.890,1.930
4,2:12,,,,,,Timeout #2 by San Francisco 49ers,,
4,2:12,1,10,LAR 45,21,20,Tutu Atwell left end for -4 yards (tackle by Demetrius Flannigan-Fowles),1.930,0.840
4,2:00,2,14,LAR 41,21,20,Carson Wentz up the middle for 5 yards (tackle by Darrell Luter and Demetrius Flannigan-Fowles),0.840,0.830
4,1:55,,,,,,Timeout #3 by San Francisco 49ers,,
4,1:55,,,,,,Timeout #2 by Los Angeles Rams,,
4,1:55,3,9,LAR 46,21,20,Carson Wentz right tackle for -3 yards (tackle by Demetrius Flannigan-Fowles and Chase Young),0.830,-0.520
4,1:07,4,12,LAR 43,21,20,"Ethan Evans punts 45 yards, returned by Ray-Ray McCloud for 10 yards (tackle by Michael Hoecht and Olakunle Fatukasi)",-0.520,-0.410
4,0:55,1,10,SFO 22,21,20,"Sam Darnold pass incomplete deep right intended for Chris Conley (defended by Russ Yeast) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.410,-0.130
4,0:49,2,10,SFO 22,21,20,Sam Darnold pass complete deep middle to Chris Conley for 18 yards (tackle by Russ Yeast),-0.130,1.600
4,0:34,1,10,SFO 40,21,20,Sam Darnold spiked the ball,1.600,1.050
4,0:33,2,10,SFO 40,21,20,"Sam Darnold sacked by Desjuan Johnson for no gain. Sam Darnold fumbles (forced by Desjuan Johnson), recovered by Byron Young at SF-43 (tackle by Desjuan Johnson)",1.050,-2.720
4,0:25,1,10,SFO 43,21,20,Carson Wentz kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
