Quarter,Time,Down,ToGo,Location,SDG,TAM,Detail,EPB,EPA
1,4:27,2,7,TAM 13,13,7,"Philip Rivers pass complete short middle to Antonio Gates for 13 yards, touchdown",4.390,7.000
1,4:27,,,TAM 2,14,7,Nick Novak kicks extra point good,0.000,0.000
1,4:19,,,SDG 35,14,7,"Nick Novak kicks off 66 yards, returned by LeQuan Lewis for 10 yards (tackle by Corey Lynch)",0.000,-0.380
1,4:12,1,10,TAM 9,14,7,Doug Martin up the middle for 9 yards (tackle by Eric Weddle),-0.380,0.140
1,3:30,2,1,TAM 18,14,7,Josh Freeman pass incomplete deep right intended for Mike Williams,0.140,-0.370
1,3:24,3,1,TAM 18,14,7,Josh Freeman pass incomplete deep middle intended for Mike Williams,-0.370,-2.240
1,3:21,4,1,TAM 18,14,7,Michael Koenen punts 42 yards,-2.240,-1.600
1,3:07,1,10,SDG 40,14,7,Ryan Mathews left tackle for 6 yards (tackle by E.J. Biggers and Mason Foster),1.600,1.860
1,2:26,2,4,SDG 46,14,7,Ryan Mathews right guard for -1 yards (tackle by Michael Bennett),1.860,1.030
1,1:42,3,5,SDG 45,14,7,Ronnie Brown left end for -2 yards (tackle by Ronde Barber),1.030,-0.520
1,1:14,4,7,SDG 43,14,7,"Mike Scifres punts 57 yards, touchback",-0.520,-0.280
1,1:01,1,10,TAM 20,14,7,Josh Freeman sacked by Donald Butler for -5 yards,0.280,-1.070
1,0:28,2,15,TAM 15,14,7,Doug Martin right tackle for 3 yards (tackle by Aubrayo Franklin and Corey Liuget),-1.070,-1.330
Quarter,Time,Down,ToGo,Location,SDG,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,TAM 18,14,7,Josh Freeman pass complete deep middle to Mike Williams for 54 yards (tackle by Quentin Jammer),-1.330,3.710
2,14:25,1,10,SDG 28,14,7,Josh Freeman pass complete short right to Tiquan Underwood for 7 yards (tackle by Marcus Gilchrist and Demorrio Williams),3.710,4.110
2,13:42,2,3,SDG 21,14,7,Josh Freeman pass incomplete deep left intended for Erik Lorig,4.110,3.400
2,13:35,3,3,SDG 21,14,7,DJ Ware up the middle for -1 yards (tackle by Corey Liuget and Larry English),3.400,2.070
2,12:58,4,4,SDG 22,14,10,Connor Barth 40 yard field goal good,2.070,3.000
2,12:52,,,TAM 35,14,10,"Michael Koenen kicks off 66 yards, returned by Curtis Brinkley for 23 yards (tackle by Leonard Johnson)",0.000,0.410
2,12:45,1,10,SDG 22,14,10,Philip Rivers sacked by Mason Foster for -4 yards,0.410,0.000
2,12:02,,,,14,10,Timeout #1 by San Diego Chargers,0.000,-0.770
2,12:02,2,14,SDG 18,14,10,Philip Rivers pass complete short left to Ronnie Brown for 5 yards (tackle by Lavonte David),-0.770,-0.690
2,11:18,3,9,SDG 23,14,10,Philip Rivers pass complete short middle to Danario Alexander for 14 yards (tackle by Ahmad Black),-0.690,1.400
2,10:36,1,10,SDG 37,14,10,Philip Rivers pass incomplete deep right intended for Antonio Gates (defended by Mark Barron),1.400,0.860
2,10:27,2,10,SDG 37,14,10,Ryan Mathews up the middle for 5 yards (tackle by Mason Foster and Leonard Johnson),0.860,0.830
2,9:44,3,5,SDG 42,14,10,Philip Rivers pass complete short right to Ronnie Brown for -4 yards (tackle by Leonard Johnson),0.830,-0.850
2,9:07,4,9,SDG 38,14,16,"Mike Scifres punts, blocked by Dekoda Watson, recovered by Adam Hayward and returned 29 yards, touchdown",-0.850,-7.000
2,,,,SDG 2,14,17,Connor Barth kicks extra point good,0.000,0.000
2,8:55,,,TAM 35,14,17,"Michael Koenen kicks off 74 yards, touchback",0.000,0.280
2,8:55,1,10,SDG 20,14,17,Ryan Mathews left guard for 10 yards (tackle by Mark Barron),0.280,0.940
2,8:17,1,10,SDG 30,14,17,Ryan Mathews right tackle for 3 yards (tackle by Daniel Te'o-Nesheim),0.940,0.800
2,7:37,2,7,SDG 33,14,17,Philip Rivers pass complete short middle to Ryan Mathews for 5 yards (tackle by Lavonte David),0.800,0.760
2,6:55,3,2,SDG 38,14,17,Philip Rivers pass complete short left to Eddie Royal for 13 yards (tackle by E.J. Biggers),0.760,2.320
2,6:21,1,10,TAM 49,14,17,Philip Rivers pass complete short left to Dante Rosario for 11 yards (tackle by Lavonte David),2.320,3.050
2,5:37,1,10,TAM 38,14,17,Ronnie Brown left guard for 1 yard (tackle by Lavonte David and Roy Miller),3.050,2.640
2,4:54,2,9,TAM 37,14,17,Philip Rivers pass complete short middle to Antonio Gates for 8 yards (tackle by Lavonte David and E.J. Biggers),2.640,3.010
2,4:07,3,1,TAM 29,14,17,Philip Rivers pass complete short right to Antonio Gates for 3 yards (tackle by Ronde Barber),3.010,3.840
2,3:23,1,10,TAM 26,14,17,Ryan Mathews left tackle for 9 yards (tackle by Lavonte David),3.840,4.640
2,2:41,2,1,TAM 17,14,17,Le'Ron McClain up the middle for -1 yards (tackle by Quincy Black and Gary Gibson),4.640,3.750
2,2:00,3,2,TAM 18,14,17,Philip Rivers pass complete short right to Malcom Floyd for 4 yards (tackle by Quincy Black),3.750,4.650
2,1:52,1,10,TAM 14,14,17,Philip Rivers pass complete short middle to Ryan Mathews for 8 yards (tackle by Quincy Black),4.650,5.470
2,1:15,2,2,TAM 6,14,17,Ryan Mathews up the middle for 3 yards (tackle by Roy Miller),5.470,6.510
2,0:34,1,3,TAM 3,20,17,"Philip Rivers pass complete short middle to Malcom Floyd for 3 yards, touchdown",6.510,7.000
2,0:34,,,TAM 2,21,17,Nick Novak kicks extra point good,0.000,0.000
2,0:27,,,SDG 35,21,17,"Nick Novak kicks off 72 yards, touchback",0.000,0.280
2,0:27,1,10,TAM 20,21,17,Doug Martin left guard for no gain (tackle by Corey Liuget),0.280,-0.270
Quarter,Time,Down,ToGo,Location,SDG,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,21,17,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,TAM 20,21,17,Josh Freeman pass complete short left to Vincent Jackson for 5 yards (tackle by Donald Butler),0.280,0.410
3,14:22,2,5,TAM 25,21,17,Josh Freeman pass complete short left to Vincent Jackson for 11 yards (tackle by Antoine Cason),0.410,1.330
3,13:35,1,10,TAM 36,21,17,Doug Martin up the middle for 5 yards (tackle by Corey Liuget),1.330,1.470
3,13:00,2,5,TAM 41,21,17,Doug Martin left tackle for 3 yards (tackle by Jarret Johnson),1.470,1.160
3,12:20,3,2,TAM 44,21,17,Josh Freeman pass complete short left to Mike Williams for 10 yards (tackle by Antoine Cason),1.160,2.520
3,11:52,1,10,SDG 46,21,17,Doug Martin right tackle for 3 yards (tackle by Eric Weddle),2.520,2.380
3,11:14,2,7,SDG 43,21,17,Josh Freeman pass complete short left to Doug Martin for 1 yard (tackle by Antoine Cason),2.380,1.820
3,10:29,3,6,SDG 42,21,17,Josh Freeman pass incomplete short right intended for Chris Owusu (defended by Quentin Jammer),1.820,0.460
3,10:23,4,6,SDG 42,21,17,Michael Koenen punts 40 yards,0.460,0.380
3,10:12,1,10,SDG 2,21,17,Le'Ron McClain up the middle for 6 yards (tackle by Lavonte David and Mason Foster),-0.380,-0.340
3,9:40,2,4,SDG 8,21,17,Ryan Mathews left tackle for 4 yards (tackle by Ronde Barber),-0.340,-0.350
3,8:50,1,10,SDG 12,21,17,Philip Rivers pass incomplete deep right intended for Malcom Floyd,-0.350,-0.780
3,8:42,2,10,SDG 12,21,17,Ryan Mathews left end for -3 yards (tackle by Lavonte David),-0.780,-1.770
3,7:57,3,13,SDG 9,21,17,Philip Rivers pass incomplete deep left intended for Danario Alexander,-1.770,-2.490
3,7:51,4,13,SDG 9,21,17,"Mike Scifres punts 55 yards, returned by Roscoe Parrish for 5 yards (tackle by Andrew Gachkar)",-2.490,-1.660
3,7:39,1,10,TAM 41,21,17,Doug Martin left guard for 3 yards (tackle by Eric Weddle),1.660,1.530
3,7:05,2,7,TAM 44,21,17,Doug Martin left tackle for 6 yards (tackle by Shaun Phillips),1.530,1.620
3,6:25,3,1,,21,17,Doug Martin up the middle for no gain (tackle by Jarret Johnson),1.620,-0.060
,,,,,,,"TAM challenged the first down ruling, and the play was upheld.",,
3,5:36,4,1,,21,17,Josh Freeman up the middle for 4 yards (tackle by Shaun Phillips),-0.060,2.520
3,5:00,1,10,SDG 46,21,17,Josh Freeman pass complete deep left to Vincent Jackson for 31 yards (tackle by Eric Weddle),2.520,4.580
3,4:16,1,10,SDG 15,21,23,"Josh Freeman pass complete short middle to Tiquan Underwood for 15 yards, touchdown",4.580,7.000
3,4:16,,,SDG 2,21,24,Connor Barth kicks extra point good,0.000,0.000
3,4:07,,,TAM 35,21,24,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,4:07,1,10,SDG 20,21,24,Ryan Mathews left tackle for -1 yards (tackle by Quincy Black),0.280,-0.460
3,3:31,2,11,SDG 19,21,24,Philip Rivers pass complete short left to Malcom Floyd for 2 yards (tackle by Leonard Johnson),-0.460,-0.820
3,2:47,3,9,SDG 21,21,24,Philip Rivers pass complete deep middle to Danario Alexander for 19 yards (tackle by Leonard Johnson),-0.820,1.600
3,2:08,1,10,SDG 40,21,24,Ryan Mathews left tackle for 3 yards (tackle by Mark Barron),1.600,1.460
3,1:36,2,7,SDG 43,21,24,Philip Rivers pass complete short right to Eddie Royal for 3 yards (tackle by Lavonte David),1.460,1.160
3,1:02,3,4,SDG 46,21,24,Philip Rivers pass complete short right to Danario Alexander for 6 yards (tackle by Myron Lewis and Ahmad Black),1.160,2.390
3,0:16,1,10,TAM 48,21,24,Philip Rivers pass complete deep left to Malcom Floyd for 19 yards (tackle by Ronde Barber),2.390,3.640
Quarter,Time,Down,ToGo,Location,SDG,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 29,21,24,Ryan Mathews right end for 2 yards (tackle by Lavonte David),3.640,3.370
4,14:14,2,8,TAM 27,21,24,Philip Rivers pass complete short right to Ryan Mathews for 4 yards (tackle by Lavonte David),3.370,3.200
4,13:42,3,4,TAM 23,21,30,"Philip Rivers pass incomplete short right intended for Eddie Royal is intercepted by Leonard Johnson at TAM-17 and returned for 83 yards, touchdown",3.200,-7.000
4,,,,SDG 2,21,31,Connor Barth kicks extra point good,0.000,0.000
4,13:22,,,TAM 35,21,31,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,13:22,1,10,SDG 20,21,31,Ryan Mathews right tackle for 10 yards (tackle by Daniel Te'o-Nesheim),0.280,0.940
4,12:38,1,10,SDG 30,21,31,Ronnie Brown left end for 3 yards (tackle by Daniel Te'o-Nesheim and Ronde Barber),0.940,0.800
4,11:59,2,7,SDG 33,21,31,Philip Rivers up the middle for 1 yard (tackle by Michael Bennett),0.800,0.230
4,11:13,3,6,SDG 34,21,31,Philip Rivers pass complete deep right to Eddie Royal for 20 yards (tackle by Ahmad Black),0.230,2.520
4,10:32,1,10,TAM 46,21,31,Philip Rivers pass complete short right to Robert Meachem for 8 yards (tackle by Myron Lewis),2.520,3.060
4,9:57,2,2,TAM 38,21,31,Ryan Mathews left tackle for 1 yard (tackle by Lavonte David and Adam Hayward),3.060,2.480
4,9:15,3,1,TAM 37,21,31,Jackie Battle left guard for 21 yards (tackle by Mark Barron),2.480,4.510
4,8:42,1,10,TAM 16,21,31,Philip Rivers pass complete short left to Ryan Mathews for 5 yards (tackle by Adam Hayward),4.510,4.760
4,7:58,2,5,TAM 11,21,31,Philip Rivers pass complete short left to Randy McMichael for no gain,4.760,3.940
4,7:13,3,5,TAM 11,21,31,Philip Rivers pass incomplete short left intended for Dante Rosario (defended by Ronde Barber),3.940,2.750
4,7:13,4,5,TAM 11,21,31,"Penalty on SDG: Delay of Game, 5 yards (no play)",2.750,2.380
4,7:07,4,10,TAM 16,24,31,Nick Novak 34 yard field goal good,2.380,3.000
4,7:02,,,SDG 35,24,31,"Nick Novak kicks off 65 yards, touchback",0.000,0.280
4,7:02,1,10,TAM 20,24,31,Doug Martin right tackle for 1 yard (tackle by Eric Weddle),0.280,-0.130
4,6:21,2,9,TAM 21,24,31,Josh Freeman pass complete short middle to Luke Stocker for 11 yards (tackle by Takeo Spikes),-0.130,1.070
4,5:36,1,10,TAM 32,24,31,Doug Martin up the middle for 3 yards (tackle by Shaun Phillips),1.070,0.930
4,4:53,2,7,TAM 35,24,31,Doug Martin left end for 2 yards (tackle by Kendall Reyes),0.930,0.500
4,4:08,3,5,TAM 37,24,31,Josh Freeman pass incomplete short middle intended for Vincent Jackson (defended by Shareece Wright),0.500,-0.910
4,4:02,4,5,TAM 37,24,31,"Michael Koenen punts 52 yards, returned by Eddie Royal for 11 yards (tackle by Andrew Economos)",-0.910,-0.410
4,3:53,1,10,SDG 22,24,31,Philip Rivers sacked by Daniel Te'o-Nesheim for -10 yards,0.410,-1.510
4,3:19,2,20,SDG 12,24,31,Philip Rivers pass incomplete deep left intended for Danario Alexander is intercepted by LeQuan Lewis at SDG-45,-1.510,-2.590
4,3:09,1,10,SDG 45,24,31,Doug Martin right guard for 3 yards (tackle by Jarret Johnson and Corey Lynch),2.590,0.000
4,3:02,,,,24,31,Timeout #1 by San Diego Chargers,0.000,2.450
4,3:02,2,7,SDG 42,24,31,Josh Freeman pass complete short right to Doug Martin for 8 yards (tackle by Jarret Johnson),2.450,0.000
4,2:53,,,,24,31,Timeout #2 by San Diego Chargers,0.000,3.310
4,2:53,1,10,SDG 34,24,31,Doug Martin up the middle for 4 yards (tackle by Atari Bigby and Takeo Spikes),3.310,0.000
4,2:38,,,,24,31,Timeout #3 by San Diego Chargers,0.000,3.310
4,2:38,2,6,SDG 30,24,31,Doug Martin right guard for 3 yards (tackle by Shaun Phillips),3.310,3.010
4,2:00,3,3,SDG 27,24,31,Doug Martin left end for no gain (tackle by Donald Butler),3.010,0.000
4,1:12,,,,24,31,Timeout #2 by Tampa Bay Buccaneers,0.000,1.770
4,1:12,4,3,SDG 27,24,34,Connor Barth 45 yard field goal good,1.770,3.000
4,1:07,,,TAM 35,24,34,"Michael Koenen kicks off 73 yards, returned by Curtis Brinkley for 28 yards (tackle by Adam Hayward)",0.000,0.280
4,1:01,1,10,SDG 20,24,34,Philip Rivers pass complete short left to Ronnie Brown for 5 yards (tackle by E.J. Biggers),0.280,0.410
4,0:36,2,5,SDG 25,24,34,Philip Rivers pass incomplete short right intended for Eddie Royal,0.410,-0.300
4,0:29,3,5,SDG 25,24,34,Philip Rivers pass complete short middle to Danario Alexander for 15 yards (tackle by LeQuan Lewis),-0.300,1.600
4,0:09,1,10,SDG 40,24,34,Philip Rivers pass complete short right to Malcom Floyd for 13 yards,1.600,2.460
4,0:03,1,10,TAM 47,24,34,Ronnie Brown up the middle for 16 yards (tackle by Michael Bennett and Lavonte David),2.460,1.400
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
