Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
1,5:22,1,10,DAL 39,7,7,"Rhamondre Stevenson left tackle for 4 yards (tackle by Micah Parsons). Penalty on Trevon Diggs: Unnecessary Roughness / Defense, 15 yards (accepted)",,
1,4:56,1,10,DAL 20,7,13,"Mac Jones pass complete deep left to Hunter Henry for 20 yards, touchdown",,
1,4:50,,,DAL 15,7,14,Nick Folk kicks extra point good,,
1,4:50,,,NWE 35,7,14,"Jake Bailey kicks off 65 yards, touchback.",,
1,4:50,1,10,DAL 25,7,14,Dak Prescott pass complete short left to Tony Pollard for 13 yards (tackle by Kyle Dugger),,
1,4:17,1,10,DAL 38,7,14,"Tony Pollard left tackle for no gain (tackle by Lawrence Guy and Davon Godchaux). Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) (no play)",,
1,4:00,1,20,DAL 28,7,14,Dak Prescott pass complete short left to Tony Pollard for 6 yards (tackle by Ja'Whaun Bentley),,
1,3:24,2,14,DAL 34,7,14,Dak Prescott pass incomplete short right,,
1,3:15,3,14,DAL 34,7,14,Dak Prescott pass complete short left to Cedrick Wilson for 13 yards (tackle by Jonathan Jones),,
1,2:30,4,1,DAL 47,7,14,Ezekiel Elliott left end for 3 yards (tackle by J.C. Jackson),,
1,1:52,1,10,DAL 50,7,14,"Dak Prescott pass complete to Cedrick Wilson for no gain. Penalty on Tyron Smith: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",,
1,1:36,1,20,DAL 40,7,14,Dak Prescott pass complete deep right to Noah Brown for 20 yards (tackle by Adrian Phillips),,
1,0:55,1,10,NWE 40,7,14,Ezekiel Elliott right guard for -1 yards (tackle by Christian Barmore and Deatrich Wise),,
1,0:16,2,11,NWE 41,7,14,Dak Prescott pass complete short left to Amari Cooper for 11 yards (tackle by Kyle Van Noy),,
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NWE 30,7,14,Ezekiel Elliott left guard for 9 yards (tackle by Jamie Collins and Devin McCourty),,
2,14:25,2,1,NWE 21,7,14,Ezekiel Elliott right guard for 4 yards (tackle by Kyle Van Noy),,
2,13:45,1,10,NWE 17,7,14,Tony Pollard right tackle for 1 yard (tackle by Jamie Collins and Matt Judon),,
2,13:03,2,9,NWE 16,7,14,Dak Prescott pass incomplete deep left intended for Blake Jarwin,,
2,12:58,,,,,,Timeout #2 by Dallas Cowboys,,
2,12:58,3,9,NWE 16,7,14,Dak Prescott pass deep middle (defended by Justin Bethel) intended for Cedrick Wilson is intercepted by Kyle Dugger in end zone and returned for 29 yards (tackle by Tyron Smith),,
2,12:48,1,10,NWE 25,7,14,"Mac Jones pass complete to Jonnu Smith for no gain (tackle by Micah Parsons). Penalty on Micah Parsons: Horse Collar Tackle, 15 yards (accepted) (no play)",,
2,12:27,1,10,NWE 40,7,14,Damien Harris right guard for 5 yards (tackle by Brent Urban and Micah Parsons),,
2,11:42,2,5,NWE 45,7,14,Mac Jones pass complete deep right to Nelson Agholor for 27 yards (tackle by Anthony Brown),,
2,11:00,1,10,DAL 28,7,14,Damien Harris left end for 3 yards (tackle by Damontae Kazee),,
2,10:22,2,7,DAL 25,7,14,"Mac Jones pass complete to Jakobi Meyers for no gain, touchdown. Penalty on James Ferentz: Offensive Holding, 10 yards (accepted) (no play)",,
2,10:14,2,17,DAL 35,7,14,"Mac Jones sacked by Randy Gregory for -7 yards. Mac Jones fumbles (forced by Randy Gregory), recovered by Chauncey Golston at DAL-42 and returned for 6 yards (tackle by Yodny Cajuste)",,
2,10:05,1,10,DAL 48,7,14,Dak Prescott pass complete short right to Ezekiel Elliott for 3 yards (tackle by Kyle Dugger),,
2,9:31,2,7,NWE 49,7,14,Ezekiel Elliott left tackle for 12 yards (tackle by Ja'Whaun Bentley),,
2,8:57,1,10,NWE 37,7,14,Dak Prescott pass incomplete short right intended for Ezekiel Elliott,,
2,8:53,2,10,NWE 37,7,14,Dak Prescott pass complete short right to Ezekiel Elliott for 11 yards (tackle by Jalen Mills),,
2,8:19,1,10,NWE 26,7,14,"Tony Pollard left end for 3 yards (tackle by Deatrich Wise). Penalty on Deatrich Wise: Horse Collar Tackle, 12 yards (accepted)",,
2,7:48,1,10,NWE 11,7,14,"Penalty on Terence Steele: False Start, 5 yards (accepted) (no play)",,
2,7:31,1,15,NWE 16,7,14,Tony Pollard left end for 4 yards (tackle by Deatrich Wise),,
2,6:52,2,11,NWE 12,7,14,Dak Prescott pass incomplete short left,,
2,6:46,3,11,NWE 12,7,14,Dak Prescott pass incomplete short right intended for Cedrick Wilson (defended by Jonathan Jones),,
2,6:42,4,11,NWE 12,10,14,Greg Zuerlein 30 yard field goal good,,
2,6:39,,,DAL 35,10,14,"Greg Zuerlein kicks off 62 yards, returned by Gunner Olszewski for 23 yards (tackle by Jabril Cox)",,
2,6:33,1,10,NWE 26,10,14,Nelson Agholor right tackle for 1 yard (tackle by Anthony Brown),,
2,6:00,2,9,NWE 27,10,14,Mac Jones pass complete short left to Jakobi Meyers for no gain (tackle by Trevon Diggs),,
2,5:21,,,,,,Timeout #1 by New England Patriots,,
2,5:21,3,9,NWE 27,10,14,Mac Jones pass complete short right to Jakobi Meyers for 8 yards (tackle by Micah Parsons),,
2,4:36,4,1,NWE 35,10,14,Jake Bailey punts blocked by Luke Gifford (tackle by Brandon Bolden),,
2,4:28,1,10,NWE 17,10,14,Ezekiel Elliott up the middle for -1 yards (tackle by Ja'Whaun Bentley),,
2,3:49,2,9,NWE 18,10,14,Dak Prescott pass complete short left to Ezekiel Elliott for 4 yards (tackle by Josh Uche),,
2,3:09,3,7,NWE 14,10,14,Dak Prescott pass complete short left to Cedrick Wilson for 13 yards (tackle by Devin McCourty),,
2,2:36,1,1,NWE 1,10,14,Ezekiel Elliott right tackle for no gain (tackle by Ja'Whaun Bentley),,
2,2:18,,,,,,Timeout #3 by Dallas Cowboys,,
2,2:18,2,1,NWE 1,10,14,Ezekiel Elliott up the middle for no gain (tackle by Kyle Dugger),,
2,2:00,3,1,NWE 1,10,14,Dak Prescott up the middle for no gain (tackle by Matt Judon),,
2,1:32,,,,,,Timeout #2 by New England Patriots,,
2,1:32,4,1,NWE 1,10,14,"Dak Prescott for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Dak Prescott up the middle for no gain. Dak Prescott fumbles (forced by Ja'Whaun Bentley), recovered by Kyle Van Noy in end zone",,
2,1:30,1,10,NWE 20,10,14,Damien Harris left guard for 1 yard (tackle by Osa Odighizuwa),,
2,0:49,2,9,NWE 21,10,14,Mac Jones kneels for -2 yards,,
2,0:08,,,,,,Timeout #4 by Dallas Cowboys,,
2,0:08,3,11,NWE 19,10,14,Mac Jones kneels for -2 yards,,
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,10,14,"Greg Zuerlein kicks off 65 yards, touchback.",,
3,15:00,1,10,NWE 25,10,14,Damien Harris left end for 1 yard (tackle by Jayron Kearse),,
3,14:24,2,9,NWE 26,10,14,Mac Jones pass complete short right to Damien Harris for 7 yards (tackle by Anthony Brown and Jourdan Lewis),,
3,13:42,3,2,NWE 33,10,14,Mac Jones sacked by Randy Gregory for -7 yards,,
3,12:59,4,9,NWE 26,10,14,"Jake Bailey punts 44 yards, returned by Cedrick Wilson for -1 yards (tackle by Justin Bethel)",,
3,12:48,1,10,DAL 29,10,14,Ezekiel Elliott right guard for 1 yard (tackle by Kyle Dugger),,
3,12:20,2,9,DAL 30,10,14,Dak Prescott pass complete short left to Ezekiel Elliott for no gain (tackle by Ja'Whaun Bentley),,
3,11:38,3,9,DAL 30,10,14,Dak Prescott pass incomplete short middle intended for CeeDee Lamb (defended by J.C. Jackson),,
3,11:32,4,9,DAL 30,10,14,"Bryan Anger punts 51 yards, returned by Gunner Olszewski for 23 yards (tackle by Tony Pollard)",,
3,11:20,1,10,NWE 42,10,14,"Penalty on Gunner Olszewski: False Start, 5 yards (accepted) (no play)",,
3,11:20,1,15,NWE 37,10,14,Rhamondre Stevenson up the middle for 11 yards (tackle by Jayron Kearse),,
3,10:45,2,4,NWE 48,10,14,Mac Jones pass complete short right to Rhamondre Stevenson for 3 yards (tackle by Micah Parsons),,
3,10:02,3,1,DAL 49,10,14,Brandon Bolden right guard for -1 yards (tackle by Jayron Kearse and Chauncey Golston),,
3,9:25,4,2,NWE 50,10,14,"Jake Bailey punts 41 yards, fair catch by Cedrick Wilson at DAL-9",,
3,9:18,1,10,DAL 9,10,14,"Dak Prescott pass complete to Ezekiel Elliott for no gain (tackle by Ja'Whaun Bentley). Penalty on Zack Martin: Ineligible Downfield Pass, 4 yards (accepted) (no play)",,
3,8:56,1,14,DAL 5,10,14,Dak Prescott pass complete short right to Ezekiel Elliott for 18 yards (tackle by Ja'Whaun Bentley),,
3,8:26,1,10,DAL 23,10,14,Tony Pollard up the middle for 3 yards (tackle by Christian Barmore),,
3,7:57,2,7,DAL 26,10,14,Dak Prescott pass complete short right to Noah Brown for 27 yards (tackle by Adrian Phillips),,
3,7:15,,,,,,Timeout #1 by New England Patriots,,
3,7:15,1,10,NWE 47,10,14,Dak Prescott pass complete short left to Dalton Schultz for 20 yards (tackle by Ja'Whaun Bentley),,
3,6:52,1,10,NWE 27,10,14,Tony Pollard right guard for 9 yards (tackle by Deatrich Wise),,
3,6:16,2,1,NWE 18,10,14,Tony Pollard left tackle for no gain (tackle by Matt Judon),,
3,5:35,3,1,NWE 18,10,14,CeeDee Lamb left end for 2 yards (tackle by Jalen Mills and Jonathan Jones),,
3,4:59,1,10,NWE 16,10,14,"Dak Prescott pass incomplete intended for CeeDee Lamb. Penalty on J.C. Jackson: Defensive Pass Interference, 15 yards (accepted) (no play)",,
3,4:53,1,1,NWE 1,16,14,"Dak Prescott pass complete to CeeDee Lamb for 1 yard, touchdown",,
3,4:49,,,NWE 15,17,14,Greg Zuerlein kicks extra point good,,
3,4:49,,,DAL 35,17,14,"Greg Zuerlein kicks off 65 yards, touchback.",,
3,4:49,1,10,NWE 25,17,14,Damien Harris left guard for 5 yards (tackle by Quinton Bohanna),,
3,4:17,2,5,NWE 30,17,14,Damien Harris up the middle for 10 yards (tackle by Malik Hooker),,
3,3:40,1,10,NWE 40,17,14,Damien Harris up the middle for 1 yard (tackle by Carlos Watkins and Tarell Basham),,
3,3:02,2,9,NWE 41,17,14,Mac Jones pass complete short right to Hunter Henry for 5 yards (tackle by Keanu Neal and Anthony Brown),,
3,2:13,3,4,NWE 46,17,14,Mac Jones pass incomplete short left intended for Jakobi Meyers,,
3,2:09,4,4,NWE 46,17,14,"Jake Bailey punts 42 yards, returned by Cedrick Wilson for no gain. Cedrick Wilson fumbles (forced by Justin Bethel), recovered by Cedrick Wilson at DAL-12",,
3,1:58,1,10,DAL 12,17,14,Ezekiel Elliott up the middle for 4 yards (tackle by Lawrence Guy),,
3,1:19,2,6,DAL 16,17,14,Dak Prescott pass complete short left to CeeDee Lamb for 13 yards (tackle by Dont'a Hightower),,
3,0:44,1,10,DAL 29,17,14,Dak Prescott pass complete short right to Ezekiel Elliott for 12 yards (tackle by Jalen Mills),,
3,0:04,1,10,DAL 41,17,14,"Penalty on Tyler Biadasz: False Start, 5 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,DAL 36,17,14,Tony Pollard right end for 4 yards (tackle by Kyle Van Noy and Matt Judon),,
4,14:22,2,11,DAL 40,17,14,Dak Prescott pass complete deep right to CeeDee Lamb for 33 yards (tackle by Devin McCourty),,
4,13:31,1,10,NWE 27,17,14,Dak Prescott pass incomplete short left intended for Dalton Schultz,,
4,13:27,2,10,NWE 27,17,14,Dak Prescott pass incomplete short left intended for Ezekiel Elliott,,
4,13:23,3,10,NWE 27,17,14,"Dak Prescott pass incomplete deep right intended for Amari Cooper (defended by J.C. Jackson). Penalty on Ezekiel Elliott: Illegal Motion, 5 yards (declined)",,
4,13:17,4,10,NWE 27,20,14,Greg Zuerlein 45 yard field goal good,,
4,13:13,,,DAL 35,20,14,"Greg Zuerlein kicks off 65 yards, touchback.",,
4,13:13,1,10,NWE 25,20,14,"Penalty on DAL: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",,
4,13:13,1,5,NWE 30,20,14,Mac Jones pass complete short middle to Jakobi Meyers for 11 yards (tackle by Damontae Kazee),,
4,12:36,1,10,NWE 41,20,14,Rhamondre Stevenson right guard for 3 yards (tackle by Chauncey Golston and Leighton Vander Esch),,
4,11:50,,,,,,Timeout #2 by New England Patriots,,
4,11:50,2,7,NWE 44,20,14,Rhamondre Stevenson up the middle for 4 yards (tackle by Keanu Neal and Tarell Basham),,
4,11:05,3,3,NWE 48,20,14,Mac Jones pass complete short right to Brandon Bolden for 3 yards (tackle by Tarell Basham),,
4,10:24,1,10,DAL 49,20,14,Mac Jones pass incomplete short left intended for Nelson Agholor,,
4,10:19,2,10,DAL 49,20,14,Damien Harris left guard for 1 yard (tackle by Chauncey Golston),,
4,9:50,3,9,DAL 48,20,14,Mac Jones pass complete short middle to Jakobi Meyers for 11 yards (tackle by Donovan Wilson),,
4,9:11,1,10,DAL 37,20,14,Damien Harris up the middle for 21 yards (tackle by Trevon Diggs),,
4,8:30,1,10,DAL 16,20,14,Damien Harris left end for 6 yards (tackle by Malik Hooker),,
4,7:46,2,4,DAL 10,20,14,Mac Jones pass incomplete short left intended for Jonnu Smith,,
4,7:43,3,4,DAL 10,20,14,Damien Harris left tackle for 6 yards (tackle by Trevon Diggs and Micah Parsons),,
4,7:13,1,4,DAL 4,20,14,Damien Harris left tackle for 3 yards (tackle by Trevon Diggs and Jayron Kearse),,
4,6:27,2,1,DAL 1,20,20,"Rhamondre Stevenson left guard for 1 yard, touchdown",,
4,6:23,,,DAL 15,20,21,Nick Folk kicks extra point good,,
4,6:23,,,NWE 35,20,21,"Jake Bailey kicks off 60 yards, returned by Tony Pollard for 22 yards (tackle by Harvey Langi and Justin Bethel)",,
4,6:20,1,10,DAL 27,20,21,Ezekiel Elliott left tackle for 21 yards (tackle by J.C. Jackson),,
4,5:42,1,10,DAL 48,20,21,Dak Prescott pass incomplete deep right intended for Amari Cooper,,
4,5:36,2,10,DAL 48,20,21,Ezekiel Elliott left tackle for 8 yards (tackle by Devin McCourty),,
4,4:52,3,2,NWE 44,20,21,Dak Prescott pass complete short right to Cedrick Wilson for 3 yards (tackle by Matt Judon),,
4,4:17,1,10,NWE 41,20,21,Tony Pollard up the middle for 8 yards (tackle by Dont'a Hightower),,
4,3:44,2,2,NWE 33,20,21,"Tony Pollard up the middle for no gain. Penalty on Connor Williams: Offensive Holding, 10 yards (accepted) (no play)",,
4,3:39,2,12,NWE 43,20,21,Dak Prescott pass incomplete deep right intended for Amari Cooper (defended by J.C. Jackson),,
4,3:34,3,12,NWE 43,20,21,Dak Prescott scrambles left end for 10 yards (tackle by Josh Uche),,
4,2:47,4,2,NWE 33,20,21,Greg Zuerlein 51 yard field goal no good,,
4,2:42,1,10,NWE 41,20,21,Damien Harris right guard for no gain (tackle by Leighton Vander Esch),,
4,2:36,,,,,,Timeout #1 by Dallas Cowboys,,
4,2:36,2,10,NWE 41,20,21,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",,
4,2:36,2,15,NWE 36,26,21,"Mac Jones pass short middle intended for Kendrick Bourne is intercepted by Trevon Diggs at NE-42 and returned for 42 yards, touchdown",,
4,2:27,,,NWE 2,26,21,Two Point Attempt: Dak Prescott pass incomplete intended for to Tony Pollard for no gain,,
4,2:27,,,DAL 35,26,21,"Greg Zuerlein kicks off 64 yards, returned by Gunner Olszewski for 24 yards (tackle by Keanu Neal)",,
4,2:21,1,10,NWE 25,26,27,"Mac Jones pass complete deep left to Kendrick Bourne for 75 yards, touchdown",,
4,2:11,,,DAL 2,26,29,Two Point Attempt: Mac Jones pass complete to to Jakobi Meyers for no gain,,
4,2:11,,,NWE 35,26,29,"Jake Bailey kicks off 63 yards, returned by Tony Pollard for 27 yards (tackle by Adrian Phillips and Gunner Olszewski)",,
4,2:05,1,10,DAL 29,26,29,Dak Prescott pass incomplete short left intended for CeeDee Lamb,,
4,2:01,2,10,DAL 29,26,29,Dak Prescott pass complete short left to Ezekiel Elliott for 2 yards (tackle by Kyle Van Noy),,
4,1:54,3,8,DAL 31,26,29,Dak Prescott pass complete short right to Amari Cooper for 4 yards (tackle by Jalen Mills),,
4,1:28,4,4,DAL 35,26,29,Dak Prescott pass complete short left to Cedrick Wilson for 13 yards (tackle by Jonathan Jones),,
4,1:03,1,10,DAL 48,26,29,Dak Prescott pass complete short left to Dalton Schultz for 12 yards (tackle by Kyle Dugger),,
4,0:42,1,10,NWE 40,26,29,Dak Prescott pass incomplete short left intended for Cedrick Wilson (defended by J.C. Jackson),,
4,0:38,2,10,NWE 40,26,29,"Dak Prescott pass incomplete deep right intended for Malik Turner. Penalty on Connor Williams: Unsportsmanlike Conduct / Offense, 15 yards (accepted) . Penalty on Connor Williams: Offensive Holding, 10 yards (declined)",,
4,0:31,3,25,DAL 45,26,29,Dak Prescott pass complete deep middle to CeeDee Lamb for 24 yards (tackle by Jalen Mills),,
4,0:24,,,,,,Timeout #2 by Dallas Cowboys,,
4,0:24,4,1,NWE 31,29,29,Greg Zuerlein 49 yard field goal good,,
4,0:20,,,DAL 35,29,29,"Greg Zuerlein kicks off 65 yards, touchback.",,
4,0:20,1,10,NWE 25,29,29,Damien Harris up the middle for 6 yards (tackle by Randy Gregory),,
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DAL,NWE,Detail,EPB,EPA
,,,,,,,"Patriots won the coin toss, Patriots to receive the overtime kickoff.",,
OT,10:00,,,DAL 35,29,29,"Greg Zuerlein kicks off 65 yards, touchback.",,
OT,10:00,1,10,NWE 25,29,29,Mac Jones pass incomplete short middle intended for Nelson Agholor,,
OT,9:57,2,10,NWE 25,29,29,Mac Jones pass complete short middle to Jakobi Meyers for 14 yards (tackle by Jourdan Lewis),,
OT,9:27,1,10,NWE 39,29,29,Damien Harris up the middle for 5 yards (tackle by Osa Odighizuwa and Micah Parsons),,
OT,8:49,2,5,NWE 44,29,29,Damien Harris up the middle for 2 yards (tackle by Carlos Watkins),,
OT,8:04,3,3,NWE 46,29,29,Mac Jones pass incomplete short right intended for Nelson Agholor,,
OT,8:00,4,3,NWE 46,29,29,"Jake Bailey punts 34 yards, fair catch by CeeDee Lamb at DAL-20",,
OT,7:53,1,10,DAL 20,29,29,Ezekiel Elliott right guard for 2 yards (tackle by Deatrich Wise and Davon Godchaux),,
OT,7:13,2,8,DAL 22,29,29,Dak Prescott pass complete short right to CeeDee Lamb for 14 yards (tackle by Devin McCourty),,
OT,6:26,,,,,,Timeout #1 by Dallas Cowboys,,
OT,6:26,1,10,DAL 36,29,29,Dak Prescott pass complete short right to Dalton Schultz for 6 yards (tackle by Kyle Dugger),,
OT,5:47,2,4,DAL 42,29,29,Dak Prescott pass complete short middle to Amari Cooper for 9 yards (tackle by J.C. Jackson),,
OT,5:15,1,10,NWE 49,29,29,Tony Pollard left tackle for 7 yards (tackle by Lawrence Guy and Jalen Mills),,
OT,4:37,2,3,NWE 42,29,29,Dak Prescott pass complete short right to CeeDee Lamb for 7 yards (tackle by Kyle Dugger and Jalen Mills),,
OT,4:00,1,10,NWE 35,35,29,"Dak Prescott pass complete deep right to CeeDee Lamb for 35 yards, touchdown",,
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
