Quarter,Time,Tm,Detail,NWE,BUF
1.0,5:36,Bills,Rian Lindell 25 yard field goal,0,3
2.0,12:34,Patriots,Randy Moss 13 yard pass from Tom Brady (Stephen Gostkowski kick),7,3
,0:24,Patriots,Laurence Maroney 1 yard rush (Stephen Gostkowski kick),14,3
3.0,4:43,Patriots,Stephen Gostkowski 30 yard field goal,17,3
4.0,3:02,Bills,Lee Evans 11 yard pass from Ryan Fitzpatrick (Rian Lindell kick),17,10
