Quarter,Time,Tm,Detail,ARI,SFO
2.0,4:12,49ers,Jeremy Kerley 9 yard pass from Blaine Gabbert (Phil Dawson kick),0,7
,1:40,Cardinals,Larry Fitzgerald 21 yard pass from Drew Stanton (Chandler Catanzaro kick),7,7
3.0,12:45,Cardinals,David Johnson 4 yard rush (Chandler Catanzaro kick),14,7
,7:35,Cardinals,Larry Fitzgerald 29 yard pass from Drew Stanton (Chandler Catanzaro kick),21,7
,1:54,49ers,Carlos Hyde 1 yard rush (Phil Dawson kick),21,14
4.0,13:39,Cardinals,Chandler Catanzaro 36 yard field goal,24,14
,4:44,Cardinals,David Johnson 2 yard rush (Chandler Catanzaro kick),31,14
,1:52,49ers,Blaine Gabbert 1 yard rush (Phil Dawson kick),31,21
,1:17,Cardinals,"Safety, Calais Campbell blaine Gabbert sack in end zone",33,21
