Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
2,7:00,2,10,STL 31,3,16,"Marc Bulger pass incomplete deep left intended for Torry Holt is intercepted by Antrel Rolle at STL-47 and returned for 47 yards, touchdown. Penalty on Antrel Rolle: Unsportsmanlike Conduct, 15 yards",0.460,-7.000
2,6:40,,,STL 2,3,17,Neil Rackers kicks extra point good,0.000,0.000
2,6:40,,,ARI 15,3,17,"Neil Rackers kicks off 74 yards, returned by Derek Stanley for 24 yards (tackle by Marcel Shipp)",0.000,1.270
2,6:34,1,10,STL 35,3,17,Marc Bulger pass incomplete short right intended for Drew Bennett,1.270,0.720
2,6:29,2,10,STL 35,3,17,"Penalty on Milford Brown: False Start, 5 yards (no play)",0.720,0.050
2,6:29,2,15,STL 30,3,17,Marc Bulger sacked by Joe Tafoya for -2 yards,0.050,-0.890
2,5:54,3,17,STL 28,3,17,Marc Bulger sacked by Darnell Dockett for -11 yards,-0.890,-2.320
2,5:17,4,28,STL 17,3,17,"Donnie Jones punts 54 yards, returned by Steve Breaston for 7 yards (tackle by Quinton Culberson)",-2.320,-1.330
2,5:04,1,10,ARI 36,3,17,Kurt Warner pass incomplete deep left intended for Larry Fitzgerald,1.330,0.790
2,4:57,2,10,ARI 36,3,17,Edgerrin James middle for 1 yard (tackle by Adam Carriker),0.790,0.230
2,4:15,3,9,ARI 37,3,17,Kurt Warner pass complete deep middle to Larry Fitzgerald for 26 yards (tackle by Jonathan Wade),0.230,3.120
2,3:30,1,10,STL 37,3,17,Kurt Warner pass complete short right to Larry Fitzgerald for 16 yards (tackle by Will Witherspoon),3.120,4.170
2,2:52,1,10,STL 21,3,17,Edgerrin James left tackle for 2 yards (tackle by Clifton Ryan),4.170,3.900
2,2:14,2,8,STL 19,3,17,Kurt Warner pass incomplete short middle intended for J.J. Arrington (defended by Chris Draft),3.900,3.180
2,2:08,3,8,STL 19,3,17,"Kurt Warner pass incomplete short left intended for Anquan Boldin. Penalty on O.J. Atogwe: Defensive Holding, 5 yards (no play)",3.180,4.650
2,2:03,1,10,STL 14,3,17,"Edgerrin James right end for 5 yards (tackle by Claude Wroten and Chris Draft). Penalty on Troy Bienemann: Offensive Holding, 10 yards (no play)",4.650,3.970
2,1:58,1,20,STL 24,3,17,Kurt Warner pass complete short middle to J.J. Arrington for 3 yards (tackle by Will Witherspoon),3.970,3.150
2,1:14,2,17,STL 21,3,23,"Kurt Warner pass complete deep left to Larry Fitzgerald for 21 yards, touchdown",3.150,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:14,,,STL 2,3,24,Neil Rackers kicks extra point good,0.000,0.000
2,1:14,,,ARI 30,3,24,"Neil Rackers kicks off 72 yards, returned by Derek Stanley for 21 yards (tackle by Ralph Brown)",0.000,0.150
2,1:00,1,10,STL 19,3,24,Marc Bulger pass complete deep right to Isaac Bruce for 17 yards (tackle by Roderick Hood),0.150,1.330
2,0:54,1,10,STL 36,3,24,Marc Bulger pass complete short right to Brian Leonard for 3 yards (tackle by Roderick Hood),1.330,1.200
2,0:48,2,7,STL 39,3,24,Marc Bulger pass incomplete deep left intended for Torry Holt,1.200,0.500
2,0:43,3,7,STL 39,3,24,Marc Bulger pass complete deep left to Isaac Bruce for 22 yards (tackle by Terrence Holt),0.500,2.980
2,0:35,3,7,STL 39,3,24,Timeout #2 by St. Louis Rams,0.500,2.980
2,0:35,1,10,ARI 39,3,24,Marc Bulger pass complete short left to Torry Holt for 15 yards (tackle by Ralph Brown),2.980,3.970
2,0:30,1,10,ARI 24,3,24,Marc Bulger pass incomplete deep right intended for Isaac Bruce,3.970,3.430
2,0:25,2,10,ARI 24,3,24,Marc Bulger pass incomplete short left intended for Drew Bennett,3.430,2.740
2,0:20,3,10,ARI 24,3,24,Marc Bulger pass incomplete deep right intended for Drew Bennett (defended by Roderick Hood),2.740,1.870
2,0:14,4,10,ARI 24,6,24,Jeff Wilkins 42 yard field goal good,1.870,3.000
2,0:14,,,STL 30,6,24,"Jeff Wilkins kicks off 50 yards, returned by Steve Breaston for 30 yards (tackle by Jonathan Wade)",0.000,2.260
2,0:03,1,10,,6,24,Edgerrin James right tackle for no gain (tackle by La'Roi Glover),2.260,1.710
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,6,24,"Jeff Wilkins kicks off 62 yards, returned by Steve Breaston for 28 yards (tackle by Eric Moore). Penalty on Aaron Francisco: Illegal Block Above the Waist, 8 yards",0.000,-0.380
3,14:55,1,10,ARI 8,6,24,Kurt Warner middle for 9 yards (tackle by Will Witherspoon),-0.380,0.050
3,14:14,2,1,ARI 17,6,24,J.J. Arrington middle for 3 yards (tackle by La'Roi Glover),0.050,0.280
3,13:34,1,10,ARI 20,6,24,Kurt Warner pass incomplete deep left intended for Bryant Johnson is intercepted by Jonathan Wade at ARI-39 and returned for 2 yards,0.280,-3.120
3,13:23,1,10,ARI 37,6,24,Steven Jackson middle for 1 yard (tackle by Antonio Smith),3.120,2.710
3,12:52,2,9,ARI 36,12,24,"Marc Bulger pass complete short right to Joe Klopfenstein for 36 yards, touchdown",2.710,7.000
3,12:52,,,ARI 2,13,24,Jeff Wilkins kicks extra point good,0.000,0.000
3,12:52,,,STL 30,13,24,"Jeff Wilkins kicks off 64 yards, returned by Steve Breaston for 14 yards (tackle by Jonathan Wade)",0.000,0.280
3,12:37,1,10,ARI 20,13,24,Kurt Warner pass complete short left to Edgerrin James for 10 yards (tackle by Jonathan Wade),0.280,0.940
3,11:56,1,10,ARI 30,13,24,Edgerrin James left tackle for 4 yards (tackle by Corey Chavous and James Hall),0.940,0.930
3,11:11,2,6,ARI 34,13,24,"Penalty on La'Roi Glover: Neutral Zone Infraction, 5 yards (no play)",0.930,1.610
3,10:43,2,1,ARI 39,13,24,Edgerrin James left tackle for 25 yards (tackle by O.J. Atogwe and Quinton Culberson),1.610,3.180
3,10:01,1,10,STL 36,13,24,Edgerrin James right tackle for 2 yards (tackle by Victor Adeyanju),3.180,2.910
3,9:19,2,8,STL 34,13,24,Kurt Warner pass incomplete short right intended for Larry Fitzgerald,2.910,2.210
3,9:12,3,8,STL 34,13,24,Kurt Warner pass complete short left to Bryant Johnson for 4 yards (tackle by Jonathan Wade),2.210,1.460
3,8:31,4,4,STL 30,13,24,Kurt Warner pass complete short left to Bryant Johnson for 6 yards (tackle by Darius Vinnett),1.460,3.970
3,8:01,1,10,STL 24,13,24,Edgerrin James left tackle for 2 yards (tackle by James Hall and Claude Wroten),3.970,3.700
3,7:21,2,8,STL 22,13,24,Kurt Warner pass incomplete short right intended for Bryant Johnson,3.700,3.010
3,7:17,3,8,STL 22,13,24,Kurt Warner pass complete short left to Larry Fitzgerald for 16 yards (tackle by Jonathan Wade and O.J. Atogwe),3.010,5.830
3,6:31,1,6,STL 6,13,24,Edgerrin James middle for no gain (tackle by James Hall and Victor Adeyanju),5.830,4.950
3,5:50,2,6,STL 6,13,30,"Kurt Warner pass complete short left to Larry Fitzgerald for 6 yards, touchdown",4.950,7.000
3,5:50,,,STL 2,13,31,Neil Rackers kicks extra point good,0.000,0.000
3,5:50,,,ARI 30,13,31,"Neil Rackers kicks off 72 yards, returned by Derek Stanley for 52 yards (tackle by Neil Rackers). Penalty on Hanik Milligan: Illegal Block Above the Waist, 10 yards",0.000,0.670
3,5:34,1,10,STL 26,13,31,Steven Jackson right end for 4 yards (tackle by Aaron Francisco and Gabe Watson),0.670,0.670
3,4:59,2,6,STL 30,13,31,Marc Bulger pass incomplete short right intended for Torry Holt (defended by Joe Tafoya),0.670,-0.030
3,4:57,3,6,STL 30,13,31,Marc Bulger sacked by Antonio Smith for -8 yards,-0.030,-1.900
3,4:27,4,14,STL 22,13,31,"Donnie Jones punts 53 yards, returned by Steve Breaston for -4 yards (tackle by Darius Vinnett). Penalty on Roderick Hood: Illegal Block Above the Waist, 10 yards",-1.900,0.220
3,4:13,1,10,ARI 15,13,31,Edgerrin James middle for 3 yards (tackle by James Hall),-0.220,-0.280
3,3:38,2,7,ARI 18,13,31,Kurt Warner pass complete short left to Edgerrin James for 26 yards (tackle by Tim McGarigle and Victor Adeyanju),-0.280,1.860
3,2:45,1,10,ARI 44,13,31,J.J. Arrington middle for 2 yards (tackle by James Hall),1.860,1.590
3,2:08,2,8,ARI 46,13,31,Kurt Warner pass incomplete deep right intended for Larry Fitzgerald,1.590,0.890
3,2:01,3,8,ARI 46,13,31,"Penalty on Mike Gandy: False Start, 5 yards (no play)",0.890,0.230
3,2:01,3,13,ARI 41,19,31,"Kurt Warner pass incomplete short middle intended for Jerheme Urban is intercepted by O.J. Atogwe at STL-48 and returned for 52 yards, touchdown",0.230,-7.000
3,1:48,,,,19,31,"Two Point Attempt: Marc Bulger pass incomplete intended for Randy McMichael, conversion fails",1.000,-1.000
3,1:48,,,STL 30,19,31,"Jeff Wilkins kicks off 57 yards, returned by Steve Breaston for 16 yards (tackle by Hanik Milligan)",0.000,0.870
3,1:42,1,10,ARI 29,19,31,Kurt Warner pass complete short right to Larry Fitzgerald for 13 yards (tackle by Ronald Bartell),0.870,1.730
3,0:55,1,10,ARI 42,19,31,Edgerrin James right tackle for 2 yards (tackle by Claude Wroten),1.730,1.460
3,0:08,2,8,ARI 44,19,31,Kurt Warner pass complete short left to Troy Bienemann for 13 yards (tackle by Quinton Culberson),1.460,2.720
Quarter,Time,Down,ToGo,Location,STL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 43,19,31,"Edgerrin James middle for 3 yards (tackle by Quinton Culberson). Penalty on Claude Wroten: Face Mask (15 Yards), 15 yards",2.720,3.910
4,14:33,1,10,STL 25,19,31,Kurt Warner pass complete short left to Anquan Boldin for 5 yards (tackle by O.J. Atogwe),3.910,4.040
4,13:49,2,5,STL 20,19,37,"Kurt Warner pass complete short right to Anquan Boldin for 20 yards, touchdown",4.040,7.000
4,13:49,,,STL 2,19,38,Neil Rackers kicks extra point good,0.000,0.000
4,13:49,,,ARI 30,19,38,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,13:37,1,10,STL 20,19,38,Steven Jackson left tackle for 4 yards (tackle by Alan Branch and Darnell Dockett),0.280,0.270
4,13:00,2,6,STL 24,19,38,"Steven Jackson middle for 6 yards (tackle by Karlos Dansby and Calvin Pace). Penalty on Darnell Dockett: Face Mask (5 Yards), 5 yards",0.270,1.270
4,12:46,1,10,STL 35,19,38,Steven Jackson middle for 6 yards (tackle by Karlos Dansby),1.270,1.530
4,12:18,2,4,STL 41,19,38,Marc Bulger pass complete short right to Torry Holt for 7 yards (tackle by Roderick Hood),1.530,2.130
4,11:50,1,10,STL 48,19,38,Marc Bulger pass complete short right to Torry Holt for 14 yards. Penalty on Roderick Hood: Defensive Holding (Declined),2.130,3.050
4,11:33,1,10,ARI 38,19,38,Steven Jackson middle for 8 yards (tackle by Calvin Pace and Terrence Holt),3.050,3.590
4,11:01,2,2,ARI 30,19,38,Marc Bulger pass incomplete deep right intended for Isaac Bruce,3.590,2.870
4,10:55,3,2,ARI 30,19,38,Marc Bulger pass complete short right to Randy McMichael for 4 yards (tackle by Terrence Holt),2.870,3.840
4,10:24,1,10,ARI 26,19,38,"Marc Bulger pass incomplete deep right intended for Torry Holt (defended by Roderick Hood). Penalty on Andy McCollum: Ineligible Downfield Pass, 5 yards (no play)",3.840,3.510
4,10:19,1,15,ARI 31,19,38,"Penalty on Brandon Gorin: False Start, 5 yards (no play)",3.510,3.180
4,10:19,1,20,ARI 36,19,38,Marc Bulger pass complete short middle to Steven Jackson for 1 yard (tackle by Calvin Pace),3.180,2.080
4,9:37,2,19,ARI 35,19,38,Steven Jackson middle for 2 yards (tackle by Antonio Smith),2.080,1.690
4,8:59,3,17,ARI 33,19,38,Marc Bulger pass incomplete deep middle intended for Drew Bennett is intercepted by Antrel Rolle at ARI-3 and returned for 57 yards,1.690,-2.920
4,8:41,1,10,STL 40,19,38,Edgerrin James right tackle for 3 yards (tackle by Quinton Culberson),2.920,2.780
4,7:57,2,7,STL 37,19,38,Kurt Warner middle for 3 yards (tackle by Chris Draft),2.780,2.480
4,7:10,3,4,STL 34,19,38,J.J. Arrington left end for 1 yard (tackle by Quinton Culberson),2.480,1.190
4,6:24,4,3,STL 33,19,38,Kurt Warner pass complete short right to Jerheme Urban for 13 yards (tackle by Quinton Culberson and Darius Vinnett),1.190,4.240
4,5:38,1,10,STL 20,19,38,Edgerrin James middle for 2 yards (tackle by Victor Adeyanju),4.240,3.960
4,4:52,2,8,STL 18,19,38,Edgerrin James left tackle for 3 yards (tackle by James Hall),3.960,3.700
4,4:08,3,5,STL 15,19,38,Kurt Warner pass incomplete short left intended for Edgerrin James,3.700,2.490
4,4:02,4,5,STL 15,19,41,Neil Rackers 33 yard field goal good,2.490,3.000
4,4:02,,,ARI 30,19,41,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
4,3:57,1,10,STL 20,19,41,Steven Jackson middle for 2 yards (tackle by Joe Tafoya and Calvin Pace),0.280,0.000
4,3:27,2,8,STL 22,19,41,Gus Frerotte pass incomplete short right intended for Steven Jackson,0.000,-0.690
4,3:21,3,8,STL 22,19,47,"Gus Frerotte pass incomplete short middle intended for Dane Looker is intercepted by Gerald Hayes at STL-30 and returned for 30 yards, touchdown",-0.690,-7.000
4,3:09,,,STL 2,19,48,Neil Rackers kicks extra point good,0.000,0.000
4,3:09,,,ARI 30,19,48,"Neil Rackers kicks off 75 yards, returned by Derek Stanley for 29 yards (tackle by Matt Ware)",0.000,0.540
4,3:03,1,10,STL 24,19,48,Brian Leonard left tackle for 3 yards (tackle by Bo Schobel and Gerald Hayes),0.540,0.400
4,2:45,2,7,STL 27,19,48,"Gus Frerotte pass complete short left to Drew Bennett for 4 yards (tackle by Ralph Brown). Drew Bennett fumbles (forced by Ralph Brown), recovered by Drew Bennett at STL-31",0.400,0.230
4,2:00,3,3,STL 31,19,48,Brian Leonard middle for 1 yard (tackle by Rodney Bailey),0.230,-1.240
4,1:35,4,2,STL 32,19,48,Brian Leonard middle for 3 yards (tackle by Gerald Hayes),-1.240,1.270
4,1:13,1,10,STL 35,19,48,Gus Frerotte pass incomplete deep right intended for Derek Stanley (defended by Michael Adams),1.270,0.720
4,1:05,2,10,STL 35,19,48,Brian Leonard right tackle for 7 yards (tackle by Darryl Blackstock),0.720,0.960
4,0:36,3,3,STL 42,19,48,Gus Frerotte pass incomplete short left intended for Drew Bennett,0.960,-0.590
4,0:32,4,3,STL 42,19,48,Brian Leonard left tackle for 1 yard (tackle by Matt Ware and Darryl Blackstock),-0.590,-2.720
4,0:27,1,10,STL 43,19,48,Tim Hasselbeck kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
