Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Browns to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
1,15:00,1,10,CLE 20,0,0,Trent Richardson right guard for 7 yards (tackle by Ray Lewis and Jameel McClain),0.280,0.680
1,14:32,2,3,CLE 27,0,0,Brandon Weeden pass complete short left to Greg Little for 7 yards (tackle by Cary Williams),0.680,1.200
1,14:03,1,10,CLE 34,0,0,Brandon Weeden pass incomplete short right intended for Greg Little,1.200,0.660
1,13:57,2,10,CLE 34,0,0,Trent Richardson left tackle for 3 yards (tackle by Dannell Ellerbe),0.660,0.370
1,13:20,3,7,CLE 37,0,0,Brandon Weeden pass incomplete short left intended for Chris Ogbonnaya (defended by Paul Kruger),0.370,-0.910
1,13:16,4,7,CLE 37,0,0,"Reggie Hodges punts 33 yards, out of bounds",-0.910,-0.940
1,13:08,1,10,BAL 30,0,0,Joe Flacco pass incomplete deep left intended for Torrey Smith,0.940,0.390
1,13:08,2,10,BAL 30,0,0,Ray Rice left guard for 10 yards (tackle by Usama Young and Sheldon Brown),0.390,1.600
1,12:29,1,10,BAL 40,0,0,"Joe Flacco pass complete short left to Vonta Leach for 7 yards (tackle by Kaluka Maiava). Penalty on Sheldon Brown: Illegal Contact, 5 yards (no play)",1.600,1.930
1,12:04,1,10,BAL 45,0,0,Joe Flacco pass incomplete short right intended for Torrey Smith,1.930,1.380
1,11:59,2,10,BAL 45,0,0,Joe Flacco pass complete short left to Ray Rice for 8 yards (tackle by Dimitri Patterson and D'Qwell Jackson),1.380,1.750
1,11:24,3,2,CLE 47,0,0,Ray Rice left tackle for no gain (tackle by Billy Winn and Frostee Rucker). Penalty on Michael Oher: Offensive Holding (Declined),1.750,0.130
1,11:12,4,2,CLE 47,0,0,"Sam Koch punts 47 yards, touchback",0.130,-0.280
1,11:04,1,10,CLE 20,0,0,Brandon Weeden pass complete short right to Josh Cribbs for 2 yards (tackle by Lardarius Webb and Albert McClellan),0.280,0.000
1,10:36,2,8,CLE 22,0,0,Trent Richardson left tackle for 3 yards (tackle by Terrence Cody and Courtney Upshaw),0.000,-0.300
1,9:48,3,5,CLE 25,0,0,Brandon Weeden pass complete short middle to Josh Cribbs for 9 yards (tackle by Dannell Ellerbe and Courtney Upshaw),-0.300,1.200
1,9:04,1,10,CLE 34,0,0,Greg Little left end for -2 yards (tackle by Albert McClellan),1.200,0.390
1,8:20,2,12,CLE 32,0,0,Trent Richardson left tackle for no gain (tackle by Pernell McPhee),0.390,-0.300
1,7:45,3,12,CLE 32,0,0,Brandon Weeden pass incomplete short right intended for Jordan Cameron (defended by Dannell Ellerbe),-0.300,-1.240
1,7:43,4,12,CLE 32,0,0,"Reggie Hodges punts 44 yards, fair catch by Jacoby Jones",-1.240,-0.540
1,7:35,1,10,BAL 24,0,0,Torrey Smith right end for no gain,0.540,0.000
1,7:02,2,10,BAL 24,0,0,"Ray Rice right guard for 4 yards (tackle by John Hughes and Frostee Rucker). Penalty on BAL: Illegal Formation, 5 yards (no play)",0.000,-0.740
1,6:40,2,15,BAL 19,0,0,Ray Rice up the middle for -2 yards (tackle by Billy Winn),-0.740,-1.850
1,6:10,3,17,BAL 17,0,0,"Penalty on Kelechi Osemele: False Start, 5 yards (no play)",-1.850,-2.820
1,5:54,3,22,BAL 12,0,0,Joe Flacco pass complete short middle to Ray Rice for 8 yards (tackle by Ahtyba Rubin),-2.820,-2.030
1,5:18,4,14,BAL 20,0,0,"Sam Koch punts 54 yards, returned by Josh Cribbs for 14 yards (tackle by Dannell Ellerbe). Josh Cribbs fumbles (forced by Dannell Ellerbe), recovered by Jameel McClain at CLE-40. Penalty on James Ihedigbo: Personal Foul (Offsetting), Penalty on Johnson Bademosi: Personal Foul (Offsetting)",-2.030,2.920
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
1,5:07,1,10,CLE 40,0,0,Ray Rice left tackle for 2 yards (tackle by Billy Winn),2.920,2.640
1,4:30,2,8,CLE 38,0,0,Joe Flacco pass complete short left to Ray Rice for 9 yards (tackle by Sheldon Brown),2.640,3.640
1,4:16,1,10,CLE 29,0,0,Joe Flacco pass complete short left to Torrey Smith for 12 yards (tackle by D'Qwell Jackson),3.640,4.440
1,3:40,1,10,CLE 17,0,0,Joe Flacco pass complete short left to Ray Rice for 7 yards (tackle by Billy Winn and D'Qwell Jackson),4.440,5.100
1,3:28,2,3,CLE 10,0,0,Joe Flacco pass incomplete short right intended for Anquan Boldin is intercepted by Craig Robertson at CLE-0,5.100,-0.280
1,3:21,1,10,CLE 20,0,0,Brandon Weeden pass complete short left to Trent Richardson for 18 yards (tackle by Lardarius Webb),0.280,1.470
1,2:50,1,10,CLE 38,0,0,"Trent Richardson left tackle for 10 yards (tackle by Ray Lewis). Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",1.470,0.810
1,2:22,1,20,CLE 28,0,0,Brandon Weeden pass incomplete short right intended for Greg Little,0.810,-0.430
1,2:16,2,20,CLE 28,0,0,Trent Richardson left guard for 3 yards (tackle by Haloti Ngata and Albert McClellan),-0.430,-0.690
1,1:34,3,17,CLE 31,0,0,Brandon Weeden pass complete short left to Jordan Norwood for 2 yards (tackle by Courtney Upshaw),-0.690,-1.180
1,1:00,4,15,CLE 33,0,0,"Reggie Hodges punts 52 yards, returned by Jacoby Jones for no gain",-1.180,0.220
1,0:50,1,10,BAL 15,0,0,Bernard Pierce left end for no gain (tackle by D'Qwell Jackson),-0.220,-0.710
1,0:17,2,10,BAL 15,0,0,Bernard Pierce right end for 3 yards (tackle by Dimitri Patterson),-0.710,-1.000
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,7,BAL 18,0,0,Joe Flacco pass complete deep left to Tandon Doss for 39 yards (tackle by Sheldon Brown),-1.000,2.720
2,14:35,1,10,CLE 43,0,0,Joe Flacco pass complete deep right to Torrey Smith for 34 yards,2.720,5.140
2,14:01,1,9,CLE 9,0,0,"Penalty on Dennis Pitta: False Start, 5 yards (no play)",5.140,4.440
2,13:43,1,14,CLE 14,0,0,Joe Flacco pass complete short right to Ray Rice for -4 yards (tackle by Billy Winn),4.440,3.150
2,13:03,2,18,CLE 18,0,6,"Joe Flacco pass complete deep middle to Torrey Smith for 18 yards, touchdown",3.150,7.000
2,13:03,,,CLE 2,0,6,Justin Tucker kicks extra point no good,0.000,-1.000
2,12:57,,,BAL 35,0,6,"Justin Tucker kicks off 74 yards, touchback",0.000,0.280
2,12:57,1,10,CLE 20,0,6,Brandon Weeden pass incomplete short right intended for Travis Benjamin,0.280,-0.270
2,12:53,2,10,CLE 20,0,6,Trent Richardson left guard for 5 yards (tackle by Pernell McPhee and Albert McClellan),-0.270,-0.300
2,12:17,3,5,CLE 25,0,6,Brandon Weeden pass incomplete short left intended for Chris Ogbonnaya,-0.300,-1.700
2,12:12,4,5,CLE 25,0,6,"Reggie Hodges punts 49 yards, fair catch by Jacoby Jones. Penalty on Johnson Bademosi: Fair Catch Interference, 15 yards",-1.700,-1.660
2,12:01,1,10,BAL 41,0,6,Joe Flacco pass complete short right to Vonta Leach for 8 yards (tackle by Scott Fujita),1.660,2.200
2,11:46,2,2,BAL 49,0,6,Ray Rice right guard for 6 yards (tackle by John Hughes and Emmanuel Stephens),2.200,2.590
2,11:23,1,10,CLE 45,0,6,Joe Flacco pass complete short middle to Torrey Smith for 15 yards (tackle by Dimitri Patterson),2.590,3.580
2,10:51,1,10,CLE 30,0,6,Joe Flacco pass incomplete deep right intended for Torrey Smith (defended by Dimitri Patterson),3.580,3.030
2,10:44,2,10,CLE 30,0,6,Ray Rice left guard for 3 yards (tackle by Ahtyba Rubin and Frostee Rucker),3.030,2.740
2,10:17,3,7,CLE 27,0,6,Joe Flacco pass incomplete deep left intended for Dennis Pitta,2.740,1.670
2,10:08,4,7,CLE 27,0,9,Justin Tucker 45 yard field goal good,1.670,3.000
2,10:03,,,BAL 35,0,9,"Justin Tucker kicks off 72 yards, returned by Travis Benjamin for 24 yards (tackle by Jimmy Smith)",0.000,-0.060
2,9:57,1,10,CLE 17,0,9,Trent Richardson right end for 3 yards (tackle by Lardarius Webb),-0.060,-0.060
2,9:17,2,7,CLE 20,0,9,Brandon Weeden pass incomplete short right intended for Jordan Cameron (defended by Ed Reed),-0.060,-0.870
2,9:12,3,7,CLE 20,0,9,Brandon Weeden sacked by Paul Kruger for -6 yards,-0.870,-2.470
2,8:48,4,13,CLE 14,0,9,"Reggie Hodges punts 32 yards. Penalty on Jimmy Smith: Illegal Use of Hands, 10 yards",-2.470,-1.860
2,8:37,1,10,BAL 44,0,9,Bernard Pierce right tackle for 4 yards (tackle by Ahtyba Rubin and Tashaun Gipson),1.860,1.860
2,8:06,2,6,BAL 48,0,9,Joe Flacco pass incomplete deep left intended for Torrey Smith,1.860,1.160
2,8:01,3,6,BAL 48,0,9,Joe Flacco sacked by Ahtyba Rubin for -4 yards,1.160,-0.460
2,7:34,4,10,BAL 44,0,9,"Sam Koch punts 50 yards, out of bounds",-0.460,0.380
2,7:24,1,10,CLE 6,0,9,Brandon Weeden pass incomplete deep right intended for Jordan Cameron,-0.380,-0.780
2,7:18,2,10,CLE 6,0,9,Trent Richardson left tackle for 6 yards (tackle by Bernard Pollard),-0.780,-0.720
2,6:36,3,4,CLE 12,0,9,Brandon Weeden pass complete short middle to Ben Watson for 6 yards (tackle by Ray Lewis),-0.720,0.040
2,6:01,1,10,CLE 18,0,9,Brandon Weeden pass incomplete short right intended for Ben Watson (defended by Paul Kruger),0.040,-0.490
2,5:57,2,10,CLE 18,0,9,Brandon Weeden pass complete deep left to Greg Little for 43 yards (tackle by Cary Williams),-0.490,2.980
2,5:13,1,10,BAL 39,0,9,Brandon Weeden pass incomplete short right intended for Greg Little,2.980,2.440
2,5:07,2,10,BAL 39,0,9,Brandon Weeden pass complete short right to Travis Benjamin for 12 yards (tackle by Albert McClellan),2.440,3.780
2,4:31,1,10,BAL 27,0,9,Trent Richardson left guard for 7 yards (tackle by Albert McClellan and Bernard Pollard),3.780,4.180
2,3:51,2,3,BAL 20,0,9,Brandon Weeden pass complete short middle to Chris Ogbonnaya for 5 yards (tackle by Ray Lewis),4.180,4.580
2,3:14,1,10,BAL 15,0,9,Brandon Weeden pass complete short middle to Travis Benjamin for 14 yards (tackle by Jimmy Smith),4.580,6.970
2,2:37,1,1,BAL 1,6,9,"Trent Richardson left end for 1 yard, touchdown",6.970,7.000
2,2:37,,,BAL 2,7,9,Phil Dawson kicks extra point good,0.000,0.000
2,2:32,,,CLE 35,7,9,"Phil Dawson kicks off 71 yards, returned by Deonte Thompson for 25 yards (tackle by Craig Robertson)",0.000,0.150
2,2:26,1,10,BAL 19,7,9,Joe Flacco pass complete short right to Ray Rice for 11 yards (tackle by D'Qwell Jackson),0.150,0.940
2,2:07,1,10,BAL 30,7,9,Joe Flacco pass complete short left to Anquan Boldin for 6 yards (tackle by Dimitri Patterson),0.940,1.200
2,2:00,2,4,BAL 36,7,9,Joe Flacco pass complete short right to Jacoby Jones for 7 yards (tackle by Buster Skrine),1.200,1.800
2,1:44,1,10,BAL 43,7,9,"Penalty on Michael Oher: False Start, 5 yards (no play)",1.800,1.470
2,1:41,1,15,BAL 38,7,9,Joe Flacco pass incomplete short right intended for Jacoby Jones (defended by Buster Skrine),1.470,0.580
2,1:35,2,15,BAL 38,7,9,Joe Flacco pass incomplete deep right intended for Jacoby Jones,0.580,-0.100
2,1:26,3,15,BAL 38,7,9,Joe Flacco pass complete short middle to Ray Rice for 8 yards (tackle by Craig Robertson),-0.100,0.000
2,1:12,,,,7,9,Timeout #1 by Cleveland Browns,0.000,-0.320
2,1:12,4,7,BAL 46,7,9,"Sam Koch punts 54 yards, touchback",-0.320,-0.280
2,1:03,1,10,CLE 20,7,9,Chris Ogbonnaya up the middle for -2 yards (tackle by Haloti Ngata),0.280,0.000
2,0:59,,,,7,9,Timeout #1 by Baltimore Ravens,0.000,-0.630
2,0:59,2,12,CLE 18,7,9,Brandon Weeden pass complete short middle to Chris Ogbonnaya for 5 yards (tackle by Dannell Ellerbe),-0.630,0.000
2,0:52,,,,7,9,Timeout #2 by Cleveland Browns,0.000,-0.560
2,0:52,3,7,CLE 23,7,9,Brandon Weeden pass incomplete short middle intended for Jordan Norwood (defended by Lardarius Webb),-0.560,-1.830
2,0:47,4,7,CLE 23,7,9,"Reggie Hodges punts 32 yards, out of bounds",-1.830,-1.930
2,0:40,1,10,BAL 45,7,9,Joe Flacco sacked by Jabaal Sheard for -9 yards,1.930,0.170
2,0:15,2,19,BAL 36,7,9,Joe Flacco pass complete short right to Ray Rice for no gain,0.170,0.000
2,0:10,,,,7,9,Timeout #2 by Baltimore Ravens,0.000,-0.490
2,0:10,3,19,BAL 36,7,9,Joe Flacco pass incomplete deep right intended for Jacoby Jones,-0.490,-0.980
2,0:10,4,19,BAL 36,7,9,Joe Flacco pass incomplete deep right intended for Jacoby Jones,-0.980,1.330
Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
