Quarter,Time,Down,ToGo,Location,LAR,ATL,Detail,EPB,EPA
2,15:00,1,10,LAR 15,3,3,Jared Goff pass complete short left to Robert Woods for 25 yards (tackle by Ricardo Allen and Deion Jones),-0.220,1.600
2,14:26,1,10,LAR 40,3,3,Jared Goff pass complete short left to Robert Woods for 9 yards (tackle by Jamal Carter),1.600,2.270
2,13:59,2,1,LAR 49,3,3,Todd Gurley left tackle for 4 yards (tackle by Grady Jarrett),2.270,2.460
2,13:28,1,10,ATL 47,3,3,Jared Goff pass complete short right to Cooper Kupp for 6 yards (tackle by Deion Jones and Jack Crawford),2.460,2.720
2,12:48,2,4,ATL 41,3,3,Darrell Henderson right end for 5 yards (tackle by Kendall Sheffield),2.720,3.180
2,12:19,1,10,ATL 36,3,3,Jared Goff pass incomplete deep left intended for Gerald Everett,3.180,2.640
2,12:13,2,10,ATL 36,3,3,"Jared Goff pass incomplete short right intended for Tyler Higbee. Penalty on Foyesade Oluokun: Roughing the Passer, 15 yards (no play)",2.640,4.170
2,12:09,1,10,ATL 21,3,3,Jared Goff pass incomplete deep right intended for Gerald Everett,4.170,3.630
2,12:04,2,10,ATL 21,3,3,Jared Goff pass complete short right to Tyler Higbee for 8 yards (tackle by Kemal Ishmael and Kendall Sheffield),3.630,4.240
2,11:23,,,,,,Timeout #1 by Los Angeles Rams,,
2,11:22,3,2,ATL 13,9,3,"Jared Goff pass complete short right to Todd Gurley for 13 yards, touchdown",4.240,7.000
2,11:16,,,ATL 15,10,3,Greg Zuerlein kicks extra point good,0.000,0.000
2,11:16,,,LAR 35,10,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,11:16,1,10,ATL 25,10,3,Devonta Freeman left guard for 3 yards (tackle by Michael Brockers and Samson Ebukam),0.610,0.470
2,10:36,2,7,ATL 28,10,3,Matt Ryan pass complete short left to Julio Jones for 17 yards (tackle by Jalen Ramsey),0.470,1.930
2,9:50,1,10,ATL 45,10,3,Matt Ryan pass complete short left to Mohamed Sanu for 3 yards (tackle by Marqui Christian),1.930,1.790
2,9:16,2,7,ATL 48,10,3,Devonta Freeman right end for 5 yards (tackle by Marqui Christian),1.790,1.750
2,8:39,3,2,LAR 47,10,3,Matt Ryan pass complete short right to Calvin Ridley for 4 yards (tackle by Dante Fowler and Marqui Christian),1.750,2.720
2,7:58,1,10,LAR 43,10,3,"Devonta Freeman left end for -7 yards (tackle by Jalen Ramsey). Devonta Freeman fumbles (forced by Jalen Ramsey), recovered by Devonta Freeman at LA-43",2.720,1.230
2,7:06,2,17,ATL 50,10,3,Matt Ryan pass incomplete deep left intended for Julio Jones,1.230,0.560
2,7:00,3,17,ATL 50,10,3,Matt Ryan pass incomplete short middle intended for Kenjon Barner,0.560,-0.060
2,6:56,4,17,ATL 50,10,3,"Kasey Redfern punts 37 yards out of bounds. Penalty on Josh Harris: Offensive Holding, 10 yards",-0.060,-0.480
2,6:47,1,10,LAR 23,10,3,Darrell Henderson right guard for 3 yards (tackle by Foyesade Oluokun and Jack Crawford),0.480,0.340
2,6:09,2,7,LAR 26,10,3,Jared Goff pass complete deep right to Brandin Cooks for 21 yards (tackle by Blidi Wreh-Wilson),0.340,2.060
2,5:34,1,10,LAR 47,10,3,Jared Goff pass incomplete short left intended for Johnny Mundt,2.060,1.520
2,5:29,2,10,LAR 47,10,3,"Jared Goff pass complete short right to Cooper Kupp for 5 yards (tackle by Takkarist McKinley) Penalty on LAR: Illegal Shift, 5 yards (no play)",1.520,0.840
2,5:07,2,15,LAR 42,10,3,Jared Goff pass complete short left to Cooper Kupp for 12 yards (tackle by Blidi Wreh-Wilson),0.840,1.750
2,4:29,3,3,ATL 46,10,3,Jared Goff pass incomplete short right intended for Gerald Everett,1.750,0.200
2,4:24,4,3,ATL 46,10,3,Johnny Hekker pass complete short right to Nick Scott for 23 yards (tackle by Jordan Miller),0.200,4.040
2,4:04,,,,,,Timeout #2 by Los Angeles Rams,,
2,4:04,1,10,ATL 23,10,3,Jared Goff pass complete short right to Brandin Cooks for 14 yards (tackle by Deion Jones),4.040,5.140
2,3:30,1,9,ATL 9,10,3,Todd Gurley left end for -1 yards (tackle by Damontae Kazee),5.140,4.190
2,2:53,2,10,ATL 10,10,3,Todd Gurley left tackle for -2 yards (tackle by Kemal Ishmael),4.190,3.100
2,2:16,3,12,ATL 12,10,3,Jared Goff pass complete short right to Cooper Kupp for 5 yards (tackle by Vic Beasley and Damontae Kazee),3.100,2.970
2,2:00,4,7,ATL 7,13,3,Greg Zuerlein 25 yard field goal good,2.970,3.000
2,1:56,,,LAR 35,13,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,1:55,1,10,ATL 25,13,3,Matt Ryan pass complete deep right to Julio Jones for 39 yards (tackle by Jalen Ramsey),0.610,3.180
2,1:49,1,10,LAR 36,13,3,Matt Ryan pass complete short middle to Devonta Freeman for 4 yards (tackle by Taylor Rapp),3.180,3.180
2,1:26,2,6,LAR 32,13,3,Matt Ryan pass incomplete deep left intended for Calvin Ridley,3.180,2.480
2,1:21,3,6,LAR 32,13,3,Matt Ryan pass incomplete deep right intended for Julio Jones,2.480,1.250
2,1:15,4,6,LAR 32,13,3,Matt Bryant 50 yard field goal no good,1.250,-1.600
2,1:11,1,10,LAR 40,13,3,Jared Goff pass incomplete short left intended for Gerald Everett (defended by Jamal Carter),1.600,1.050
2,1:08,2,10,LAR 40,13,3,Jared Goff pass incomplete deep left intended for Gerald Everett,1.050,0.370
2,1:03,3,10,LAR 40,13,3,Jared Goff pass incomplete deep right intended for Cooper Kupp,0.370,-0.720
2,0:59,4,10,LAR 40,13,3,"Penalty on Ogbonnia Okoronkwo: False Start, 5 yards (no play)",-0.720,-1.040
2,0:58,4,15,LAR 35,13,3,Johnny Hekker punts 20 yards out of bounds,-1.040,-1.930
2,0:52,1,10,ATL 45,13,3,Matt Ryan pass complete short right to Devonta Freeman for 2 yards (tackle by Cory Littleton),1.930,1.650
2,0:44,2,8,ATL 47,13,3,Matt Ryan pass incomplete short right intended for Devonta Freeman,1.650,0.960
2,0:39,3,8,ATL 47,13,3,"Matt Ryan sacked by Dante Fowler for -11 yards. Matt Ryan fumbles (forced by Dante Fowler), recovered by Kaleb McGary at ATL-36 (tackle by Cory Littleton)",0.960,-0.980
2,0:32,,,,,,Timeout #3 by Los Angeles Rams,,
2,0:32,4,19,ATL 36,13,3,"Kasey Redfern punts 50 yards, returned by Jojo Natson for 35 yards (tackle by Foyesade Oluokun)",-0.980,-2.190
2,0:17,1,10,LAR 49,13,3,Jared Goff pass incomplete deep left intended for Gerald Everett,2.190,1.650
2,0:11,2,10,LAR 49,13,3,Jared Goff pass complete short middle to Cooper Kupp for 4 yards (tackle by Damontae Kazee),1.650,1.490
Quarter,Time,Down,ToGo,Location,LAR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,13,3,"Kasey Redfern kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,LAR 25,13,3,Todd Gurley left guard for 5 yards (tackle by Damontae Kazee),0.610,0.740
3,14:27,2,5,LAR 30,13,3,Darrell Henderson right end for 9 yards (tackle by Deion Jones and Kendall Sheffield),0.740,1.530
3,13:56,1,10,LAR 39,13,3,Jared Goff pass incomplete deep left intended for Brandin Cooks,1.530,0.990
3,13:51,2,10,LAR 39,13,3,Jared Goff pass complete deep right to Gerald Everett for 33 yards (tackle by Jamal Carter),0.990,3.710
3,13:12,1,10,ATL 28,13,3,Jared Goff pass complete short left to Darrell Henderson for 8 yards (tackle by Damontae Kazee and Deion Jones),3.710,4.250
3,12:29,2,2,ATL 20,13,3,Jared Goff pass complete short right to Cooper Kupp for 6 yards (tackle by Damontae Kazee),4.250,4.650
3,11:57,1,10,ATL 14,13,3,Todd Gurley right guard for 1 yard (tackle by Takkarist McKinley and Deion Jones),4.650,4.160
3,11:22,2,9,ATL 13,13,3,Jared Goff pass complete short right to Gerald Everett for 5 yards (tackle by De'Vondre Campbell),4.160,4.280
3,10:40,3,4,ATL 8,19,3,"Jared Goff pass complete short left to Gerald Everett for 8 yards, touchdown",4.280,7.000
3,10:35,,,ATL 15,20,3,Greg Zuerlein kicks extra point good,0.000,0.000
3,10:35,,,LAR 35,20,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,10:35,1,10,ATL 25,20,3,Devonta Freeman right end for 8 yards (tackle by Troy Hill),0.610,1.140
3,9:57,2,2,ATL 33,20,3,"Matt Ryan pass incomplete short right. Penalty on James Carpenter: Offensive Holding, 10 yards (no play)",1.140,-0.210
3,9:51,2,12,ATL 23,20,3,Matt Ryan pass short left intended for Mohamed Sanu is intercepted by Cory Littleton at ATL-22 and returned for 6 yards. Penalty on Aaron Donald: Unnecessary Roughness (Offsetting) . Penalty on Devonta Freeman: Disqualification (Offsetting),-0.210,-4.510
3,9:43,1,10,ATL 16,20,3,Todd Gurley left guard for 8 yards (tackle by Ricardo Allen),4.510,5.350
3,9:03,2,2,ATL 8,20,3,Todd Gurley right guard for 5 yards (tackle by Kemal Ishmael),5.350,6.510
3,8:24,1,3,ATL 3,20,3,Todd Gurley left tackle for 2 yards (tackle by Grady Jarrett and De'Vondre Campbell),6.510,5.910
3,7:29,,,,,,Timeout #1 by Los Angeles Rams,,
3,7:28,2,1,ATL 1,20,3,Jared Goff left guard for no gain (tackle by Tyeler Davison and Grady Jarrett),5.910,5.170
3,6:39,3,1,ATL 1,26,3,"Jared Goff left end for 1 yard, touchdown",5.170,7.000
3,6:34,,,ATL 15,26,3,"Penalty on Greg Zuerlein: Delay of Game, 5 yards (no play)",1.000,0.000
3,6:34,,,ATL 20,27,3,Greg Zuerlein kicks extra point good,0.000,0.000
3,6:34,,,LAR 35,27,3,"Greg Zuerlein kicks off 66 yards, returned by Kenjon Barner for 33 yards (tackle by Darious Williams)",0.000,1.070
3,6:26,1,10,ATL 32,27,3,Matt Ryan sacked by Dante Fowler for -4 yards,1.070,-0.010
3,5:47,2,14,ATL 28,27,3,Brian Hill left guard for 3 yards (tackle by Dante Fowler and Samson Ebukam),-0.010,-0.290
3,5:16,3,11,ATL 31,27,3,Matt Ryan pass complete short left to Julio Jones for no gain (tackle by Nickell Robey-Coleman),-0.290,-1.310
3,4:38,4,11,ATL 31,27,3,"Kasey Redfern punts 39 yards, returned by Jojo Natson for -2 yards (tackle by Jaeden Graham and Jermaine Grace)",-1.310,-0.810
3,4:31,1,10,LAR 28,27,3,Darrell Henderson right guard for no gain (tackle by Vic Beasley and Jack Crawford),0.810,0.260
3,3:47,2,10,LAR 28,27,3,Darrell Henderson right tackle for -2 yards (tackle by Deion Jones),0.260,-0.690
3,3:04,3,12,LAR 26,27,3,Darrell Henderson right tackle for 2 yards (tackle by De'Vondre Campbell),-0.690,-1.500
3,2:27,4,10,LAR 28,27,3,Johnny Hekker punts 43 yards downed by Nick Scott,-1.500,-0.870
3,2:17,1,10,ATL 29,27,3,Brian Hill left tackle for 4 yards (tackle by Michael Brockers and Troy Reeder),0.870,0.870
3,1:42,2,6,ATL 33,27,3,Matt Ryan pass complete short right to Austin Hooper for 19 yards (tackle by Troy Hill and Taylor Rapp),0.870,2.390
3,1:10,1,10,LAR 48,27,3,Matt Ryan pass complete short middle to Brian Hill for 2 yards (tackle by Michael Brockers),2.390,2.120
3,0:37,2,8,LAR 46,27,3,Matt Ryan pass complete short left to Calvin Ridley for 6 yards (tackle by Troy Hill),2.120,2.210
3,0:02,3,2,LAR 40,27,3,Matt Ryan pass complete short left to Brian Hill for 12 yards (tackle by Ogbonnia Okoronkwo),2.210,3.710
Quarter,Time,Down,ToGo,Location,LAR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,LAR 28,27,3,Brian Hill right guard for -6 yards (tackle by Dante Fowler),3.710,2.360
4,14:20,2,16,LAR 34,27,3,Matt Ryan pass complete short left to Calvin Ridley for 6 yards (tackle by Troy Hill),2.360,2.480
4,13:50,3,10,LAR 28,27,3,"Matt Ryan sacked by Aaron Donald for -8 yards. Matt Ryan fumbles (forced by Aaron Donald), recovered by Aaron Donald at LA-36 (tackle by Matt Ryan)",2.480,-1.330
4,13:46,1,10,LAR 36,27,3,Darrell Henderson left end for 4 yards (tackle by Blidi Wreh-Wilson),1.330,1.330
4,13:11,2,6,LAR 40,27,3,Darrell Henderson right end for 6 yards (tackle by Grady Jarrett),1.330,1.990
4,12:32,1,10,LAR 46,27,3,Darrell Henderson left tackle for 3 yards (tackle by Blidi Wreh-Wilson and De'Vondre Campbell),1.990,1.860
4,11:48,2,7,LAR 49,27,3,Robert Woods right end for 6 yards (tackle by Blidi Wreh-Wilson),1.860,1.950
4,11:08,3,1,ATL 45,27,3,Jared Goff left guard for 2 yards (tackle by Allen Bailey),1.950,2.720
4,10:22,1,10,ATL 43,27,3,Todd Gurley left tackle for -3 yards (tackle by Tyeler Davison),2.720,1.770
4,9:41,2,13,ATL 46,27,3,Jared Goff pass complete short right to Robert Woods for 16 yards (tackle by Blidi Wreh-Wilson),1.770,3.580
4,9:01,1,10,ATL 30,27,3,Todd Gurley left end for 10 yards (tackle by Blidi Wreh-Wilson),3.580,4.240
4,8:21,1,10,ATL 20,27,3,Todd Gurley right end for 5 yards (tackle by Jamal Carter),4.240,4.450
4,7:36,,,,,,Timeout #2 by Los Angeles Rams,,
4,7:35,2,5,ATL 15,27,3,Todd Gurley left tackle for no gain (tackle by Kemal Ishmael),4.450,3.700
4,6:55,3,5,ATL 15,27,3,Jared Goff pass complete short middle to Robert Woods for 14 yards (tackle by Kendall Sheffield),3.700,6.970
4,6:35,1,1,ATL 1,27,3,Todd Gurley left tackle for -4 yards (tackle by Damontae Kazee and John Cominsky),6.970,5.150
4,5:52,2,5,ATL 5,27,3,Jared Goff pass incomplete short right intended for Brandin Cooks (defended by John Cominsky),5.150,4.260
4,5:49,3,5,ATL 5,27,3,Jared Goff pass incomplete short left intended for Josh Reynolds,4.260,3.010
4,5:46,4,5,ATL 5,27,3,"Penalty on Russell Gage: Neutral Zone Infraction, 3 yards (no play)",3.010,3.250
4,5:46,4,2,ATL 2,30,3,Greg Zuerlein 20 yard field goal good,3.250,3.000
4,5:42,,,LAR 35,30,3,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,5:41,1,10,ATL 25,30,3,Brian Hill right guard for 5 yards (tackle by Natrez Patrick),0.610,0.740
4,5:21,2,5,ATL 30,30,3,Matt Schaub pass complete short right to Austin Hooper for 4 yards (tackle by Taylor Rapp and Travin Howard),0.740,0.560
4,4:51,3,1,ATL 34,30,3,Brian Hill left tackle for 5 yards (tackle by Travin Howard and Ogbonnia Okoronkwo),0.560,1.530
4,4:29,1,10,ATL 39,30,3,Matt Schaub pass complete short left to Julio Jones for 19 yards (tackle by David Long and Troy Reeder),1.530,2.790
4,4:01,1,10,LAR 42,30,3,Matt Schaub pass complete short middle to Justin Hardy for 15 yards (tackle by Taylor Rapp),2.790,3.780
4,3:38,1,10,LAR 27,30,3,Matt Schaub pass complete short middle to Austin Hooper for 13 yards (tackle by Taylor Rapp),3.780,4.650
4,3:12,1,10,LAR 14,30,3,Matt Schaub pass complete short right to Justin Hardy for 4 yards (tackle by Travin Howard),4.650,4.710
4,2:41,2,6,LAR 10,30,9,"Matt Schaub pass complete short middle to Austin Hooper for 10 yards, touchdown",4.710,7.000
4,2:36,,,LAR 15,30,10,Matt Bryant kicks extra point good,0.000,0.000
4,2:36,,,,,,Timeout #3 by Los Angeles Rams,,
4,2:36,,,ATL 35,30,10,"Kasey Redfern kicks onside 13 yards,",0.000,2.390
4,2:35,1,10,ATL 48,30,10,John Kelly right guard for 2 yards (tackle by Jack Crawford and Tyeler Davison),2.390,2.120
4,2:00,2,8,ATL 46,30,10,John Kelly left tackle for 6 yards (tackle by Kemal Ishmael),2.120,2.210
4,1:16,3,2,ATL 40,30,10,John Kelly right tackle for 1 yard (tackle by Kemal Ishmael and Tyeler Davison),2.210,0.660
4,0:28,4,1,ATL 39,30,10,"Penalty on Rob Havenstein: False Start, 4 yards (no play)",0.660,0.400
4,0:28,4,5,ATL 43,36,10,"Johnny Hekker punts 32 yards, returned by Russell Gage for -6 yards (tackle by Troy Reeder). Russell Gage fumbles (forced by Troy Reeder), recovered by Darious Williams at ATL-0, touchdown",0.400,7.000
4,0:11,,,ATL 15,37,10,Greg Zuerlein kicks extra point good,0.000,0.000
4,0:11,,,LAR 35,37,10,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,0:11,1,10,ATL 25,37,10,Matt Schaub kneels for -1 yards,0.610,-0.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
