Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,18,41,0,3,19,1.1,22,1.2,3,6.0
Darrell Henderson,LAR,11,31,0,4,15,1.4,16,1.5,2,5.5
Jared Goff,LAR,3,3,1,2,3,1.0,0,0.0,0,
John Kelly,LAR,3,9,0,,5,1.7,4,1.3,0,
Robert Woods,LAR,1,6,0,0,6,6.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Devonta Freeman,ATL,7,19,0,,10,1.4,9,1.3,0,
Brian Hill,ATL,5,11,0,1,5,1.0,6,1.2,0,
Matt Ryan,ATL,1,2,0,0,2,2.0,0,0.0,0,
Matt Schaub,ATL,1,-1,0,0,-1,-1.0,0,0.0,0,
Ito Smith,ATL,1,7,0,,5,5.0,2,2.0,0,
