Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2,13:46,1,10,PHI 25,3,7,"Carson Wentz aborted snap, recovered by Carson Wentz at PHI-19 Carson Wentz pass complete short right to Zach Ertz for no gain (tackle by Preston Smith)",0.610,0.060
2,13:01,2,10,PHI 25,3,7,Josh Adams left end for 4 yards (tackle by Greg Stroman),0.060,-0.100
2,12:16,3,6,PHI 29,3,7,"Carson Wentz sacked by Jonathan Allen and Ryan Kerrigan for no gain. Penalty on D.J. Swearinger: Defensive Holding, 5 yards (no play)",-0.100,1.200
2,11:45,1,10,PHI 34,3,7,Carson Wentz pass complete deep middle to Zach Ertz for 20 yards (tackle by Ha Ha Clinton-Dix),1.200,2.520
2,11:02,1,10,WAS 46,3,7,Darren Sproles left end for 3 yards (tackle by Fabian Moreau),2.520,2.380
2,10:19,2,7,WAS 43,3,7,Carson Wentz pass incomplete deep right intended for Nelson Agholor,2.380,1.680
2,10:15,3,7,WAS 43,3,7,"Carson Wentz pass complete short right to Jordan Matthews for 7 yards (tackle by Fabian Moreau). Penalty on Jordan Matthews: Offensive Pass Interference, 10 yards (no play)",1.680,0.370
2,9:49,3,17,PHI 47,3,7,Carson Wentz pass incomplete short right intended for Nelson Agholor (defended by Fabian Moreau),0.370,-0.260
2,9:43,4,17,PHI 47,3,7,"Cameron Johnston punts 43 yards, fair catch by Maurice Harris at WAS-10",-0.260,0.380
2,9:36,1,10,WAS 10,9,7,"Adrian Peterson up the middle for 90 yards, touchdown",-0.380,7.000
2,9:23,,,PHI 15,10,7,Dustin Hopkins kicks extra point good,0.000,0.000
2,9:23,,,WAS 35,10,7,"Dustin Hopkins kicks off 65 yards, returned by Corey Clement for no gain (tackle by Zach Vigil)",0.000,0.410
2,9:17,1,10,PHI 22,10,7,Carson Wentz pass incomplete deep left intended for Zach Ertz,0.410,-0.130
2,9:13,2,10,PHI 22,10,7,Josh Adams right tackle for 1 yard (tackle by Preston Smith),-0.130,-0.690
2,8:31,3,9,PHI 23,10,7,Carson Wentz pass complete short right to Alshon Jeffery for 16 yards (tackle by Ha Ha Clinton-Dix),-0.690,1.530
2,7:48,1,10,PHI 39,10,7,Carson Wentz pass complete deep right to Nelson Agholor for 39 yards (tackle by D.J. Swearinger),1.530,4.110
2,7:11,1,10,WAS 22,10,7,Corey Clement left end for 3 yards (tackle by Pernell McPhee),4.110,3.970
2,6:31,2,7,WAS 19,10,7,Carson Wentz pass complete short right to Zach Ertz for 17 yards (tackle by Ryan Anderson),3.970,6.740
2,5:57,1,2,WAS 2,10,7,Carson Wentz pass incomplete short right intended for Jordan Matthews,6.740,5.720
2,5:54,2,2,WAS 2,10,7,Josh Adams left tackle for -1 yards (tackle by Ryan Kerrigan),5.720,4.720
2,5:13,3,3,WAS 3,10,7,"Penalty on Zach Ertz: False Start, 5 yards (no play)",4.720,3.580
2,4:54,3,8,WAS 8,10,7,Carson Wentz pass complete short right to Nelson Agholor for 7 yards (tackle by Josh Norman and Greg Stroman),3.580,3.550
2,4:08,,,,,,Timeout #1 by Philadelphia Eagles,,
2,4:08,4,1,WAS 1,10,7,Josh Adams up the middle for -2 yards (tackle by Zach Brown),3.550,0.380
2,4:03,1,10,WAS 3,10,7,Adrian Peterson up the middle for -2 yards (tackle by Brandon Graham),-0.380,-0.930
2,3:11,2,12,WAS 1,10,7,Mark Sanchez pass incomplete short left,-0.930,-1.650
2,3:07,,,,,,Timeout #1 by Washington Redskins,,
2,3:07,3,12,WAS 1,10,7,Mark Sanchez pass complete short right to Vernon Davis for 9 yards (tackle by Chris Long),-1.650,-2.490
2,2:33,4,3,WAS 10,10,7,"Tress Way punts 44 yards, returned by Darren Sproles for 14 yards (tackle by Deshazor Everett)",-2.490,-2.920
2,2:21,1,10,WAS 40,10,7,Carson Wentz pass complete short right to Corey Clement for 11 yards (tackle by Jonathan Allen and Fabian Moreau),2.920,3.640
2,2:00,1,10,WAS 29,10,7,"Carson Wentz pass complete short right to Golden Tate for 1 yard (tackle by Ryan Kerrigan). Penalty on Greg Stroman: Roughing the Passer, 14 yards",3.640,4.650
2,1:54,1,10,WAS 14,10,13,"Darren Sproles left end for 14 yards, touchdown",4.650,7.000
2,1:46,,,WAS 15,10,14,Jake Elliott kicks extra point good,0.000,0.000
2,1:46,,,PHI 35,10,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,1:46,1,10,WAS 25,10,14,Mark Sanchez pass complete short left to Josh Doctson for 20 yards (tackle by Rasul Douglas),0.610,1.930
2,1:21,1,10,WAS 45,10,14,"Mark Sanchez sacked by Brandon Graham for -7 yards. Mark Sanchez fumbles (forced by Brandon Graham), recovered by Mark Sanchez at WAS-38",1.930,0.440
2,1:16,,,,,,Timeout #2 by Philadelphia Eagles,,
2,1:16,2,17,WAS 38,10,14,Mark Sanchez pass complete short left to Jamison Crowder for 10 yards (tackle by Cre'von LeBlanc),0.440,1.090
2,1:11,,,,,,Timeout #2 by Philadelphia Eagles,,
2,1:11,3,7,WAS 48,10,14,Mark Sanchez pass complete short left to Jordan Reed for 7 yards (tackle by Tre Sullivan),1.090,2.590
2,1:00,,,,,,Timeout #2 by Washington Redskins,,
2,1:00,1,10,PHI 45,10,14,Mark Sanchez pass complete short right to Jamison Crowder for 11 yards (tackle by Nigel Bradham),2.590,3.310
2,0:36,1,10,PHI 34,10,14,Mark Sanchez pass complete short right to Jamison Crowder for 5 yards (tackle by Cre'von LeBlanc),3.310,3.450
2,0:33,2,5,PHI 29,10,14,Mark Sanchez pass incomplete deep left intended for Josh Doctson,3.450,2.740
2,0:28,3,5,PHI 29,10,14,Mark Sanchez pass incomplete deep middle intended for Michael Floyd (defended by Corey Graham),2.740,1.540
2,0:19,4,5,PHI 29,13,14,Dustin Hopkins 47 yard field goal good,1.540,3.000
2,0:15,,,WAS 35,13,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,0:15,1,10,PHI 25,13,14,Carson Wentz kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,13,14,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,WAS 25,13,14,Adrian Peterson left end for 3 yards (tackle by Nathan Gerry),0.610,0.470
3,14:20,2,7,WAS 28,13,14,Adrian Peterson right end for -4 yards (tackle by Kamu Grugier-Hill),0.470,-0.760
3,13:36,3,11,WAS 24,13,14,Mark Sanchez pass incomplete deep right intended for Josh Doctson. Penalty on Luke Bowanko: Ineligible Downfield Pass (Declined),-0.760,-1.770
3,13:28,4,11,WAS 24,13,14,"Tress Way punts 51 yards, fair catch by Darren Sproles at PHI-25",-1.770,-0.610
3,13:20,1,10,PHI 25,13,14,Carson Wentz pass complete short left to Nelson Agholor for 5 yards (tackle by Josh Norman),0.610,0.740
3,12:39,2,5,PHI 30,13,14,Corey Clement left end for 9 yards (tackle by Mason Foster),0.740,1.530
3,12:05,1,10,PHI 39,13,14,Carson Wentz pass complete short right to Golden Tate for 13 yards,1.530,2.390
3,11:25,1,10,WAS 48,13,14,Carson Wentz pass complete short middle to Zach Ertz for 10 yards (tackle by Zach Brown),2.390,3.050
3,10:46,1,10,WAS 38,13,14,Josh Adams left end for -4 yards (tackle by Zach Brown),3.050,1.970
3,10:04,2,14,WAS 42,13,14,Carson Wentz pass complete short left to Nelson Agholor for 5 yards (tackle by Greg Stroman),1.970,1.950
3,9:26,3,9,WAS 37,13,14,Carson Wentz pass complete short right to Golden Tate for 32 yards (tackle by Ha Ha Clinton-Dix),1.950,6.060
3,8:34,1,5,WAS 5,13,14,Carson Wentz pass short left intended for Alshon Jeffery is intercepted by Josh Norman at WAS-0 and returned for 40 yards,6.060,-1.470
3,8:22,1,10,WAS 38,13,14,Mark Sanchez pass complete short left to Jordan Reed for 7 yards (tackle by Rasul Douglas),1.470,1.870
3,8:02,2,3,WAS 45,13,14,Adrian Peterson right tackle for 3 yards (tackle by Sidney Jones),1.870,2.130
3,7:19,1,10,WAS 48,13,14,Jamison Crowder up the middle for -5 yards (tackle by Cre'von LeBlanc),2.130,0.910
3,6:33,2,15,WAS 43,13,14,"Penalty on Morgan Moses: False Start, 5 yards (no play)",0.910,0.230
3,6:10,2,20,WAS 38,13,14,Mark Sanchez pass complete short middle to Jordan Reed for 7 yards (tackle by Nigel Bradham),0.230,0.500
3,5:31,3,13,WAS 45,13,14,Mark Sanchez pass complete short right to Vernon Davis for 6 yards (tackle by Sidney Jones),0.500,0.000
3,4:57,4,7,PHI 49,13,14,"Tress Way punts 34 yards, fair catch by Darren Sproles at PHI-15",0.000,0.220
3,4:51,1,10,PHI 15,13,14,Josh Adams up the middle for 18 yards (tackle by Fabian Moreau),-0.220,1.140
3,4:14,1,10,PHI 33,13,14,Carson Wentz pass incomplete short right intended for Nelson Agholor,1.140,0.590
3,4:09,2,10,PHI 33,13,14,Carson Wentz pass complete short left to Corey Clement for 23 yards (tackle by Mason Foster),0.590,2.650
3,3:21,1,10,WAS 44,13,14,Carson Wentz pass complete short left to Zach Ertz for 8 yards (tackle by Fabian Moreau),2.650,3.190
3,2:38,2,2,WAS 36,13,14,Carson Wentz pass complete short left to Zach Ertz for 5 yards (tackle by D.J. Swearinger),3.190,3.510
3,2:06,1,10,WAS 31,13,14,Carson Wentz pass incomplete short left intended for Dallas Goedert,3.510,2.970
3,2:02,2,10,WAS 31,13,14,Darren Sproles left end for 5 yards (tackle by Zach Brown and Fabian Moreau),2.970,2.940
3,1:23,3,5,WAS 26,13,14,Carson Wentz pass complete short middle to Alshon Jeffery for 9 yards (tackle by Zach Brown),2.940,4.440
3,0:42,1,10,WAS 17,13,14,Josh Adams left end for no gain (tackle by Greg Stroman),4.440,3.850
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,WAS 17,13,14,Carson Wentz pass complete short right to Corey Clement for 13 yards (tackle by Zach Brown),3.850,6.280
4,14:15,1,4,WAS 4,13,20,"Carson Wentz pass complete short left to Jordan Matthews for 4 yards, touchdown",6.280,7.000
4,14:10,,,WAS 2,13,22,"Two Point Attempt: Carson Wentz pass complete to Golden Tate, conversion succeeds",0.000,1.000
4,14:10,,,PHI 35,13,22,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,14:10,1,10,WAS 25,13,22,Mark Sanchez pass complete short left to Michael Floyd for 9 yards (tackle by Kamu Grugier-Hill),0.610,1.280
4,13:39,2,1,WAS 34,13,22,Adrian Peterson up the middle for 3 yards (tackle by Brandon Graham),1.280,1.400
4,12:59,1,10,WAS 37,13,22,"Penalty on Luke Bowanko: False Start, 5 yards (no play)",1.400,1.070
4,12:47,1,15,WAS 32,13,22,Mark Sanchez pass short right intended for Maurice Harris is intercepted by Nathan Gerry at WAS-43 and returned for 8 yards,1.070,-3.250
4,12:37,1,10,WAS 35,13,22,Carson Wentz pass incomplete deep left intended for Alshon Jeffery,3.250,2.700
4,12:31,2,10,WAS 35,13,22,Josh Adams left guard for 7 yards (tackle by Adonis Alexander),2.700,2.940
4,11:50,3,3,WAS 28,13,22,Carson Wentz pass incomplete short right intended for Nelson Agholor,2.940,1.680
4,11:45,4,3,WAS 28,13,25,Jake Elliott 46 yard field goal good,1.680,3.000
4,11:41,,,PHI 35,13,25,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,11:41,1,10,WAS 25,13,25,"Chris Thompson up the middle for -4 yards (tackle by Haloti Ngata). Chris Thompson fumbles (forced by Haloti Ngata), recovered by Chris Thompson at WAS-21",0.610,-0.480
4,10:56,,,,,,Timeout #1 by Washington Redskins,,
4,10:56,2,14,WAS 21,13,25,Mark Sanchez pass incomplete short right intended for Jordan Reed,-0.480,-1.150
4,10:53,3,14,WAS 21,13,25,"Mark Sanchez pass complete short right to Jordan Reed for no gain, lateral to Rasul Douglas for 4 yards, lateral to Chris Thompson for 4 yards",-1.150,-1.700
4,10:11,4,10,WAS 25,13,25,"Tress Way punts 49 yards, returned by Darren Sproles for 1 yard (tackle by Montae Nicholson)",-1.700,-0.740
4,10:02,1,10,PHI 27,13,25,Josh Adams left end for 2 yards (tackle by Preston Smith),0.740,0.470
4,9:19,2,8,PHI 29,13,25,Carson Wentz pass complete short right to Golden Tate for 7 yards (tackle by Ha Ha Clinton-Dix),0.470,0.700
4,8:43,3,1,PHI 36,13,25,Carson Wentz pass complete short right to Zach Ertz for 6 yards (tackle by Adonis Alexander),0.700,1.730
4,8:03,1,10,PHI 42,13,25,"Josh Adams up the middle for 13 yards (tackle by Greg Stroman). Penalty on Jonathan Allen: Defensive Holding, 5 yards",1.730,2.920
4,7:31,1,10,WAS 40,13,25,Carson Wentz pass complete short left to Golden Tate for 7 yards (tackle by Ha Ha Clinton-Dix),2.920,3.320
4,6:46,2,3,WAS 33,13,25,Josh Adams up the middle for 4 yards (tackle by Mason Foster),3.320,3.640
4,6:02,1,10,WAS 29,13,25,Josh Adams left guard for 3 yards (tackle by Tim Settle),3.640,3.510
4,5:00,2,7,WAS 26,13,25,Carson Wentz pass incomplete short left intended for Dallas Goedert,3.510,2.810
4,4:56,3,7,WAS 26,13,25,Carson Wentz pass incomplete short left,2.810,1.740
4,4:52,4,7,WAS 26,13,28,Jake Elliott 44 yard field goal good,1.740,3.000
4,4:48,,,PHI 35,13,28,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,4:48,1,10,WAS 25,13,28,Mark Sanchez pass incomplete short middle intended for Chris Thompson,0.610,0.060
4,4:44,2,10,WAS 25,13,28,Mark Sanchez pass complete short left to Chris Thompson for 3 yards (tackle by Rasul Douglas),0.060,-0.230
4,4:40,3,7,WAS 28,13,28,Mark Sanchez up the middle for 8 yards (tackle by Tre Sullivan),-0.230,1.330
4,4:12,1,10,WAS 36,13,28,Mark Sanchez pass incomplete short left intended for Chris Thompson,1.330,0.790
4,4:09,2,10,WAS 36,13,28,"Penalty on Morgan Moses: False Start, 5 yards (no play)",0.790,0.120
4,4:09,2,15,WAS 31,13,28,Mark Sanchez pass complete short left to Chris Thompson for 2 yards (tackle by Haloti Ngata and Rasul Douglas),0.120,-0.300
4,3:21,3,13,WAS 33,13,28,"Penalty on WAS: Delay of Game, 5 yards (no play)",-0.300,-0.960
4,3:20,3,18,WAS 28,13,28,Mark Sanchez sacked by Fletcher Cox for -6 yards. Penalty on Ty Nsekhe: Illegal Use of Hands (Declined) . Penalty on Trent Williams: Offensive Holding (Declined),-0.960,-1.900
4,3:16,4,24,WAS 22,13,28,"Tress Way punts 53 yards, fair catch by Darren Sproles at PHI-25",-1.900,-0.610
4,3:10,1,10,PHI 25,13,28,Josh Adams left guard for 3 yards (tackle by Ha Ha Clinton-Dix),0.610,0.470
4,2:28,2,7,PHI 28,13,28,Josh Adams up the middle for 3 yards (tackle by Deshazor Everett and Jonathan Allen),0.470,0.170
4,2:00,3,4,PHI 31,13,28,Corey Clement right end for 11 yards (tackle by Da'Ron Payne),0.170,1.730
4,1:53,1,10,PHI 42,13,28,Carson Wentz kneels for -1 yards,1.730,1.050
4,1:12,2,11,PHI 41,13,28,Carson Wentz kneels for -1 yards,1.050,0.230
4,0:37,3,12,PHI 40,13,28,Carson Wentz kneels for -1 yards,0.230,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
