Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dalton Schultz,HOU,10,7,65,1,4,50,7.1,15,2.1,8.1,0,,0,0.0,0,120.8
Nico Collins,HOU,4,3,39,0,2,21,7.0,18,6.0,6.3,0,,0,0.0,0,105.2
Robert Woods,HOU,9,3,30,0,2,12,4.0,18,6.0,8.6,0,,1,11.1,0,43.7
Tank Dell,HOU,4,3,57,0,2,48,16.0,9,3.0,16.3,0,,0,0.0,0,116.7
John Metchie,HOU,2,2,20,0,1,14,7.0,6,3.0,7.0,0,,0,0.0,0,108.3
Dameon Pierce,HOU,1,1,16,0,1,7,7.0,9,9.0,7.0,0,,0,0.0,0,118.7
Teagan Quitoriano,HOU,1,1,22,0,1,14,14.0,8,8.0,14.0,0,,0,0.0,0,118.7
Devin Singletary,HOU,1,0,0,0,,0,,0,,-5.0,0,,1,100.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kyle Pitts,ATL,11,7,87,0,5,83,11.9,4,0.6,11.4,0,,0,0.0,0,88.1
Drake London,ATL,9,6,78,0,5,62,10.3,16,2.7,11.6,0,,0,0.0,0,93.7
Jonnu Smith,ATL,7,6,67,0,3,30,5.0,37,6.2,5.9,2,3.0,1,14.3,0,106.5
Mack Hollins,ATL,2,2,29,0,1,26,13.0,3,1.5,13.0,0,,0,0.0,0,118.7
Scott Miller,ATL,2,2,10,0,,-7,-3.5,17,8.5,-3.5,0,,0,0.0,0,87.5
Bijan Robinson,ATL,2,2,12,1,1,-1,-0.5,13,6.5,-0.5,0,,0,0.0,0,131.2
KhaDarel Hodge,ATL,1,1,11,0,1,6,6.0,5,5.0,6.0,0,,0,0.0,0,112.5
Cordarrelle Patterson,ATL,1,1,7,0,,0,0.0,7,7.0,0.0,0,,0,0.0,0,95.8
MyCole Pruitt,ATL,1,1,22,0,1,0,0.0,22,22.0,0.0,1,1.0,0,0.0,0,118.7
Keith Smith,ATL,1,1,28,0,1,19,19.0,9,9.0,19.0,0,,0,0.0,0,118.7
Tyler Allgeier,ATL,1,0,0,0,0,0,,0,,4.0,0,,0,0.0,0,39.6
