Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2,12:09,1,10,TEN 21,6,0,Marlon Mack left end for 5 yards (tackle by Logan Ryan),4.170,4.370
2,11:34,2,5,TEN 16,6,0,Frank Gore right tackle for 8 yards (tackle by Da'Norris Searcy),4.370,5.370
2,10:59,1,8,TEN 8,6,0,Frank Gore middle for no gain (tackle by Avery Williamson and Kevin Dodd),5.370,4.570
2,10:21,2,8,TEN 8,6,0,Jacoby Brissett pass incomplete short right intended for Jack Doyle,4.570,3.580
2,10:16,3,8,TEN 8,6,0,Jacoby Brissett pass incomplete,3.580,2.950
2,10:09,4,8,TEN 8,6,3,Adam Vinatieri 26 yard field goal good,2.950,3.000
2,10:05,,,IND 35,6,3,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,10:05,1,10,TEN 25,6,3,DeMarco Murray middle for 1 yard (tackle by Jonathan Bostic and Al Woods),0.610,0.200
2,9:38,2,9,TEN 26,6,3,Marcus Mariota pass complete short left to Corey Davis for 12 yards (tackle by Pierre Desir),0.200,1.470
2,9:14,1,10,TEN 38,6,3,DeMarco Murray middle for 1 yard (tackle by Al Woods and Johnathan Hankins),1.470,1.060
2,8:38,2,9,TEN 39,6,3,Marcus Mariota pass incomplete deep right intended for Harry Douglas is intercepted by Rashaan Melvin at IND-45,1.060,-1.930
2,8:32,1,10,IND 45,6,3,Jacoby Brissett sacked by Wesley Woodyard for 0 yards,1.930,1.380
2,7:54,2,10,IND 45,6,3,Frank Gore left tackle for 3 yards (tackle by Wesley Woodyard and Jurrell Casey),1.380,1.090
2,7:15,3,7,IND 48,6,3,Jacoby Brissett pass complete short middle to Jack Doyle for 12 yards (tackle by Erik Walden),1.090,2.920
2,6:36,1,10,TEN 40,6,3,Jacoby Brissett sacked by DaQuan Jones for -1 yards,2.920,0.000
2,5:48,,,,,,Timeout #1 by Indianapolis Colts,0.000,-2.240
2,5:48,2,11,TEN 41,6,3,Jacoby Brissett pass complete short right to Marlon Mack for 16 yards (tackle by Wesley Woodyard),2.240,3.910
2,5:06,1,10,TEN 25,6,3,"Penalty on Chester Rogers: False Start, 5 yards (no play)",3.910,3.580
2,4:49,1,15,TEN 30,6,3,Frank Gore left guard for 5 yards (tackle by Johnathan Cyprien),3.580,3.360
2,4:06,2,10,TEN 25,6,3,Jacoby Brissett pass complete short left to Donte Moncrief for 16 yards (tackle by LeShaun Sims),3.360,5.140
,,,,,,,"TEN challenged the pass completion ruling, and the play was upheld.",,
2,3:41,1,9,TEN 9,6,3,Jacoby Brissett sacked by Brian Orakpo and Derrick Morgan for -8 yards,5.140,3.240
2,3:00,2,17,TEN 17,6,3,Jacoby Brissett pass complete short right to Chester Rogers for 7 yards (tackle by Adoree' Jackson and Kevin Byard),3.240,3.130
2,2:15,3,10,TEN 10,6,3,Jacoby Brissett pass incomplete short middle intended for Donte Moncrief,3.130,2.760
2,2:11,4,10,TEN 10,6,6,Adam Vinatieri 28 yard field goal good,2.760,3.000
2,2:07,,,IND 35,6,6,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,2:07,1,10,TEN 25,6,6,Marcus Mariota pass incomplete short right intended for Eric Decker,0.610,0.060
2,2:03,2,10,TEN 25,6,6,Marcus Mariota pass incomplete deep left intended for Taywan Taylor is intercepted by Nate Hairston at TEN-44 and returned for 10 yards,0.060,-3.310
2,1:54,1,10,TEN 34,6,6,Frank Gore right tackle for 3 yards (tackle by Karl Klug),3.310,3.180
2,1:25,2,7,TEN 31,6,6,Jacoby Brissett pass incomplete short right intended for Frank Gore,3.180,2.480
2,1:19,3,7,TEN 31,6,6,Jacoby Brissett pass complete short left to Chester Rogers for 8 yards (tackle by Adoree' Jackson),2.480,0.000
2,1:08,,,,,,Timeout #2 by Tennessee Titans,0.000,-4.040
2,1:08,1,10,TEN 23,6,6,Jacoby Brissett pass complete short left to T.Y. Hilton for 6 yards (tackle by Kevin Byard),4.040,4.380
2,0:48,2,4,TEN 17,6,6,Frank Gore right tackle for 3 yards (tackle by Derrick Morgan and Logan Ryan),4.380,0.000
2,0:42,,,,,,Timeout #2 by Indianapolis Colts,0.000,-4.280
2,0:42,3,1,TEN 14,6,12,"Frank Gore middle for 14 yards, touchdown",4.280,7.000
2,0:38,,,TEN 15,6,13,Adam Vinatieri kicks extra point good,0.000,0.000
2,0:38,,,IND 35,6,13,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
2,0:38,1,10,TEN 25,6,13,DeMarco Murray middle for -2 yards (tackle by Johnathan Hankins and Jonathan Bostic),0.610,-0.210
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,13,"Rigoberto Sanchez kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,TEN 25,6,13,DeMarco Murray left end for 3 yards (tackle by Jonathan Bostic and T.J. Green),0.610,0.470
3,14:28,2,7,TEN 28,6,13,DeMarco Murray right end for -9 yards (tackle by Jonathan Bostic and Margus Hunt),0.470,-1.510
3,13:48,3,16,TEN 19,6,13,Marcus Mariota pass complete short left to DeMarco Murray for 9 yards (tackle by Pierre Desir and Nate Hairston),-1.510,-1.500
3,13:14,4,7,TEN 28,6,13,Brett Kern punts 51 yards,-1.500,-0.340
3,13:02,1,10,IND 21,6,13,Frank Gore right tackle for 7 yards (tackle by Wesley Woodyard),0.340,0.750
3,12:36,2,3,IND 28,6,13,Frank Gore right tackle for 3 yards (tackle by DaQuan Jones and Avery Williamson),0.750,1.000
3,11:57,1,10,IND 31,6,13,Jacoby Brissett pass complete short middle to Jack Doyle for 16 yards (tackle by Kevin Byard and Johnathan Cyprien),1.000,2.060
3,11:12,1,10,IND 47,6,13,Frank Gore right guard for -1 yards (tackle by Avery Williamson and Wesley Woodyard),2.060,1.380
3,10:27,2,11,IND 46,6,13,Jacoby Brissett pass incomplete short middle intended for Frank Gore,1.380,0.700
3,10:23,3,11,IND 46,6,13,Jacoby Brissett pass complete short left to Chester Rogers for 19 yards (tackle by Johnathan Cyprien),0.700,3.250
3,9:42,1,10,TEN 35,6,13,Jacoby Brissett pass incomplete short middle intended for Donte Moncrief,3.250,2.700
3,9:36,2,10,TEN 35,6,13,"Jacoby Brissett for 5 yards. Jacoby Brissett fumbles, recovered by Jacoby Brissett at TEN-35",2.700,2.540
3,8:50,3,6,TEN 31,6,13,Jacoby Brissett pass complete short middle to Jack Doyle for 9 yards (tackle by Jayon Brown),2.540,4.110
3,8:15,1,10,TEN 22,6,13,Frank Gore middle for 4 yards (tackle by Wesley Woodyard and Avery Williamson),4.110,4.130
3,7:39,2,6,TEN 18,6,13,Frank Gore middle for 3 yards (tackle by Johnathan Cyprien),4.130,3.930
3,6:52,3,3,TEN 15,6,13,Jacoby Brissett sacked by Brian Orakpo for -9 yards,3.930,1.870
3,6:11,4,12,TEN 24,6,16,Adam Vinatieri 42 yard field goal good,1.870,3.000
3,6:05,,,IND 35,6,16,"Rigoberto Sanchez kicks off 59 yards, returned by Adoree' Jackson for 15 yards (tackle by Christopher Milton)",0.000,-0.340
3,6:00,1,10,TEN 21,6,16,Marcus Mariota pass complete short left to Eric Decker for 4 yards (tackle by Pierre Desir and Nate Hairston),0.340,0.340
3,5:25,2,6,TEN 25,6,16,Marcus Mariota pass complete short right to Corey Davis for 4 yards (tackle by Nate Hairston),0.340,0.170
3,4:40,3,2,TEN 29,6,16,Marcus Mariota pass complete short left to DeMarco Murray for 16 yards (tackle by Pierre Desir),0.170,1.930
3,3:56,1,10,TEN 45,6,16,Marcus Mariota pass incomplete,1.930,1.380
3,3:49,2,10,TEN 45,6,16,Marcus Mariota pass incomplete short middle intended for Derrick Henry (defended by Margus Hunt),1.380,0.700
3,3:43,3,10,TEN 45,6,16,Marcus Mariota pass complete short right to Harry Douglas for 8 yards,0.700,0.130
3,3:04,4,2,IND 47,6,16,"Brett Kern punts 30 yards, fair catch by Chester Rogers",0.130,0.060
3,2:57,1,10,IND 17,6,16,Jacoby Brissett sacked by Avery Williamson for 0 yards,-0.060,-0.580
3,2:22,2,10,IND 17,6,16,"Jacoby Brissett for no gain. Jacoby Brissett fumbles, recovered by Kevin Byard at IND-4 (tackle by Donte Moncrief)",-0.580,-6.280
3,2:15,1,4,IND 4,6,16,"Derrick Henry right tackle for 3 yards (tackle by Antonio Morrison and Matthias Farley). Penalty on Grover Stewart: Defensive Offside, 2 yards (no play)",6.280,6.740
3,1:56,1,2,IND 2,12,16,"Marcus Mariota pass complete short left to Delanie Walker for 2 yards, touchdown",6.740,7.000
3,1:50,,,IND 15,13,16,Ryan Succop kicks extra point good,0.000,0.000
3,1:50,,,TEN 35,13,16,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,1:50,1,10,IND 25,13,16,Frank Gore middle for 3 yards (tackle by Johnathan Cyprien),0.610,0.470
3,1:17,2,7,IND 28,13,16,Jacoby Brissett pass complete short left to Jack Doyle for 26 yards (tackle by Brian Orakpo),0.470,2.520
3,0:42,1,10,TEN 46,13,16,Frank Gore left tackle for 2 yards (tackle by Avery Williamson and Brian Orakpo),2.520,2.250
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,TEN 44,13,16,Jacoby Brissett pass incomplete,2.250,1.550
4,14:56,3,8,TEN 44,13,16,Jacoby Brissett pass incomplete deep left intended for T.Y. Hilton,1.550,0.330
4,14:51,4,8,TEN 44,13,16,Rigoberto Sanchez punts 42 yards,0.330,0.380
4,14:42,1,10,TEN 2,13,16,Derrick Henry right end for 10 yards (tackle by Matthias Farley),-0.380,-0.350
4,14:12,1,10,TEN 12,13,16,Marcus Mariota pass complete short left to Corey Davis for 4 yards (tackle by Pierre Desir),-0.350,-0.370
4,13:42,2,6,TEN 16,13,16,Marcus Mariota pass complete short right to Eric Decker for 2 yards,-0.370,-0.720
4,13:02,3,4,TEN 18,13,16,Marcus Mariota pass incomplete short left intended for Harry Douglas (defended by Nate Hairston),-0.720,-2.240
,,,,,,,"IND challenged the pass completion ruling, and the original play was overturned.",,
4,12:57,4,4,TEN 18,13,16,"Brett Kern punts 58 yards, returned by Chester Rogers for no gain",-2.240,-0.540
4,12:50,1,10,IND 24,13,16,Frank Gore middle for 6 yards (tackle by Jurrell Casey),0.540,0.810
4,12:15,2,4,IND 30,13,16,Frank Gore right tackle for 2 yards (tackle by Sylvester Williams),0.810,0.370
4,11:35,3,2,IND 32,13,16,Jacoby Brissett pass incomplete short middle intended for T.Y. Hilton,0.370,-1.240
4,11:31,4,2,IND 32,13,16,"Rigoberto Sanchez punts 45 yards, fair catch by Adoree' Jackson",-1.240,-0.480
4,11:24,1,10,TEN 23,13,16,Marcus Mariota pass complete short middle to Derrick Henry for 10 yards (tackle by Antonio Morrison),0.480,1.140
4,10:49,1,10,TEN 33,13,16,Derrick Henry right tackle for 10 yards (tackle by Jonathan Bostic),1.140,1.800
4,10:10,1,10,TEN 43,13,16,Derrick Henry middle for 7 yards (tackle by John Simon),1.800,2.200
4,9:27,2,3,,13,16,"Derrick Henry right tackle for -1 yards (tackle by Johnathan Hankins). Penalty on Margus Hunt: Defensive Offside, 5 yards (no play)",2.200,2.590
4,9:01,1,10,IND 45,13,16,Marcus Mariota pass incomplete deep middle intended for Delanie Walker (defended by Antonio Morrison),2.590,2.040
4,8:55,2,10,IND 45,13,16,Marcus Mariota pass complete deep middle to Corey Davis for 19 yards,2.040,3.840
4,8:13,1,10,IND 26,13,16,Derrick Henry left tackle for 14 yards (tackle by Antonio Morrison and Matthias Farley),3.840,4.780
4,7:34,1,10,IND 12,13,16,Derrick Henry right guard for 9 yards (tackle by Antonio Morrison),4.780,5.790
4,6:53,2,1,IND 3,13,16,Derrick Henry middle for 2 yards (tackle by Antonio Morrison and Barkevious Mingo),5.790,6.970
4,6:02,1,1,IND 1,19,16,"DeMarco Murray middle for 1 yard, touchdown",6.970,7.000
4,5:59,,,IND 15,20,16,Ryan Succop kicks extra point good,0.000,0.000
4,5:59,,,TEN 35,20,16,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,5:59,1,10,IND 25,20,16,"Jacoby Brissett pass complete short left to Jack Doyle for 8 yards (tackle by Wesley Woodyard). Penalty on T.Y. Hilton: Illegal Block Above the Waist, 10 yards",0.610,0.480
4,5:37,1,12,IND 23,20,16,Jacoby Brissett pass complete short right to Frank Gore for 6 yards (tackle by Wesley Woodyard),0.480,0.600
4,4:55,2,6,IND 29,20,16,Jacoby Brissett pass complete short right to Jack Doyle for 3 yards (tackle by Derrick Morgan),0.600,0.300
4,4:19,3,3,IND 32,20,16,Jacoby Brissett pass incomplete short middle intended for Chester Rogers,0.300,-1.240
4,4:12,4,3,IND 32,20,16,"Rigoberto Sanchez punts 49 yards, fair catch by Adoree' Jackson. Penalty on Clayton Geathers: Offensive Holding, 10 yards (no play)",-1.240,-1.900
4,4:04,4,13,IND 22,20,16,"Rigoberto Sanchez punts 50 yards, returned by Adoree' Jackson for no gain",-1.900,-0.810
4,3:54,1,10,TEN 28,20,16,DeMarco Murray left end for 12 yards (tackle by Jonathan Bostic),0.810,1.600
4,3:08,1,10,TEN 40,20,16,"Derrick Henry left end for 4 yards (tackle by Antonio Morrison). Penalty on Antonio Morrison: Horse Collar Tackle, 15 yards",1.600,2.850
4,3:02,1,10,IND 41,20,16,DeMarco Murray middle for -1 yards (tackle by Margus Hunt),2.850,0.000
4,2:57,,,,,,Timeout #1 by Indianapolis Colts,0.000,-2.170
4,2:57,2,11,IND 42,20,16,Derrick Henry right end for 6 yards (tackle by Jonathan Bostic),2.170,0.000
4,2:49,,,,,,Timeout #2 by Indianapolis Colts,0.000,-2.280
4,2:49,3,5,IND 36,20,16,Marcus Mariota pass complete short left to DeMarco Murray for 8 yards (tackle by Pierre Desir),2.280,0.000
4,2:39,,,,,,Timeout #3 by Indianapolis Colts,0.000,-3.710
4,2:39,1,10,IND 28,20,16,Derrick Henry left guard for 1 yard (tackle by Jabaal Sheard),3.710,3.300
4,2:00,2,9,IND 27,20,16,Derrick Henry left end for 16 yards (tackle by Grover Stewart),3.300,4.840
4,1:10,1,10,IND 11,20,16,"Marcus Mariota kneels for -1 yards. Penalty on Grover Stewart: Defensive Offside, 5 yards (no play)",4.840,5.990
4,1:08,1,5,IND 6,20,16,Marcus Mariota kneels for -1 yards,5.990,4.890
4,0:30,2,6,IND 7,20,16,Marcus Mariota kneels for -1 yards,4.890,3.760
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
