Quarter,Time,Tm,Detail,TEN,IND
1.0,7:54,Titans,Ryan Succop 29 yard field goal,3,0
,1:52,Titans,Ryan Succop 45 yard field goal,6,0
2.0,10:05,Colts,Adam Vinatieri 26 yard field goal,6,3
,2:07,Colts,Adam Vinatieri 28 yard field goal,6,6
,0:38,Colts,Frank Gore 14 yard rush (Adam Vinatieri kick),6,13
3.0,6:05,Colts,Adam Vinatieri 42 yard field goal,6,16
,1:50,Titans,Delanie Walker 2 yard pass from Marcus Mariota (Ryan Succop kick),13,16
4.0,5:59,Titans,DeMarco Murray 1 yard rush (Ryan Succop kick),20,16
