Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
1,7:07,1,10,SEA 31,0,0,Ben Roethlisberger pass complete short left to Antonio Brown for 2 yards (tackle by Richard Sherman and Bruce Irvin),3.510,3.240
1,6:29,2,8,SEA 29,0,0,DeAngelo Williams middle for 3 yards (tackle by Bobby Wagner and Michael Bennett),3.240,2.940
1,5:43,3,5,SEA 26,0,0,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant,2.940,1.790
1,5:37,4,5,SEA 26,3,0,Chris Boswell 44 yard field goal good,1.790,3.000
1,5:37,,,PIT 35,3,0,"Chris Boswell kicks off 61 yards, returned by Tyler Lockett for 30 yards (tackle by Brandon Boykin)",0.000,-1.200
1,5:27,1,10,SEA 34,3,0,Thomas Rawls right tackle for 2 yards (tackle by Steve McLendon),1.200,0.930
1,4:53,2,8,SEA 36,3,0,Thomas Rawls middle for 10 yards (tackle by Cameron Heyward and Ross Cockrell),0.930,1.990
1,4:19,1,10,SEA 46,3,0,Thomas Rawls right tackle for 6 yards (tackle by Arthur Moats and Mike Mitchell),1.990,2.260
1,3:44,2,4,PIT 48,3,0,Russell Wilson pass incomplete short left intended for Doug Baldwin,2.260,1.550
1,3:41,3,4,PIT 48,3,0,Russell Wilson pass incomplete deep right intended for Jimmy Graham,1.550,0.070
1,3:35,4,4,PIT 48,3,0,Jon Ryan punts 40 yards,0.070,0.380
1,3:25,1,10,PIT 8,3,0,Ben Roethlisberger pass complete short left to Heath Miller for 8 yards (tackle by Bobby Wagner),-0.380,-0.090
1,2:51,2,2,PIT 16,3,0,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,-0.090,-0.480
1,2:47,3,2,PIT 16,3,0,"Ben Roethlisberger pass incomplete deep left intended for Antonio Brown. Penalty on Michael Bennett: Defensive Offside, 5 yards (no play)",-0.480,0.340
1,2:41,1,10,PIT 21,3,0,Ben Roethlisberger pass complete short middle to DeAngelo Williams for 8 yards (tackle by K.J. Wright and Bobby Wagner),0.340,0.880
1,2:15,2,2,PIT 29,3,0,Ben Roethlisberger pass complete short left to Antonio Brown for 15 yards (tackle by Richard Sherman),0.880,1.860
1,1:48,1,10,PIT 44,3,0,Ben Roethlisberger pass complete deep middle to Markus Wheaton for 21 yards (tackle by Earl Thomas),1.860,3.250
1,1:11,1,10,SEA 35,3,0,Ben Roethlisberger pass complete short right to Martavis Bryant for 4 yards (tackle by DeShawn Shead),3.250,3.240
1,0:36,2,6,SEA 31,3,0,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,3.240,2.540
1,0:31,3,6,SEA 31,3,0,Ben Roethlisberger pass complete short left to Heath Miller for 4 yards (tackle by Kam Chancellor),2.540,1.800
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,2,SEA 27,3,0,Landry Jones pass incomplete short left intended for Alejandro Villanueva is intercepted by Jeremy Lane at SEA-22 and returned for 54 yards,1.800,-3.970
2,14:45,1,10,PIT 24,3,0,Russell Wilson pass incomplete short middle intended for Jimmy Graham (defended by Steve McLendon),3.970,3.430
2,14:44,2,10,PIT 24,3,0,Thomas Rawls left tackle for 4 yards (tackle by Mike Mitchell),3.430,3.270
2,14:06,3,6,PIT 20,3,0,Russell Wilson pass complete short middle to Tyler Lockett for 11 yards (tackle by Mike Mitchell),3.270,5.140
2,13:29,1,9,PIT 9,3,0,Thomas Rawls left guard for 6 yards (tackle by Lawrence Timmons),5.140,5.530
2,12:51,2,3,PIT 3,3,0,"Thomas Rawls left guard for 2 yards (tackle by Cameron Heyward and Lawrence Timmons). Penalty on J.R. Sweezy: Unnecessary Roughness, 15 yards",5.530,2.850
2,12:22,3,16,PIT 16,3,6,"Russell Wilson pass complete deep middle to Doug Baldwin for 16 yards, touchdown",2.850,7.000
2,12:22,,,PIT 16,3,7,Steven Hauschka kicks extra point good,0.000,0.000
2,12:22,,,SEA 35,3,7,"Steven Hauschka kicks off 65 yards, returned by Jacoby Jones for 36 yards (tackle by Kam Chancellor). Penalty on Jeremy Lane: Horse Collar Tackle, 15 yards",0.000,-2.320
2,12:11,1,10,SEA 49,3,7,DeAngelo Williams right tackle for 4 yards (tackle by K.J. Wright),2.320,2.320
2,11:39,2,6,SEA 45,3,7,Ben Roethlisberger pass complete short left to Martavis Bryant for 5 yards (tackle by DeShawn Shead),2.320,2.280
2,11:13,3,1,SEA 40,3,7,Ben Roethlisberger middle for 2 yards (tackle by Bobby Wagner and Brandon Mebane),2.280,3.050
2,10:31,1,10,SEA 38,3,7,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant (defended by DeShawn Shead),3.050,2.510
2,10:25,2,10,SEA 38,3,7,"Ben Roethlisberger pass complete short middle to Heath Miller for 8 yards (tackle by Bobby Wagner). Penalty on Bruce Irvin: Defensive Offside, 5 yards (no play)",2.510,3.180
2,9:54,2,5,SEA 33,3,7,Ben Roethlisberger pass complete short right to Markus Wheaton for 19 yards (tackle by Marcus Burley),3.180,4.650
2,9:28,1,10,SEA 14,3,7,DeAngelo Williams left guard for 3 yards (tackle by K.J. Wright and Kam Chancellor),4.650,4.520
2,8:47,2,7,SEA 11,9,7,"Martavis Bryant left end for 11 yards, touchdown",4.520,7.000
2,8:47,,,SEA 11,10,7,Chris Boswell kicks extra point good,0.000,0.000
2,8:47,,,PIT 35,10,7,"Chris Boswell kicks off 67 yards, returned by Tyler Lockett for 17 yards (tackle by Terence Garvin)",0.000,0.220
2,8:35,1,10,SEA 15,10,7,Thomas Rawls middle for 1 yard (tackle by Vince Williams),-0.220,-0.580
2,7:56,2,9,SEA 16,10,7,Russell Wilson sacked by William Gay for -1 yards,-0.580,-1.370
2,7:15,3,10,SEA 15,10,7,Russell Wilson pass complete short right to Jimmy Graham for 18 yards (tackle by Ross Cockrell),-1.370,1.140
2,6:34,1,10,SEA 33,10,7,Russell Wilson pass incomplete short right intended for Jermaine Kearse,1.140,0.590
,,,,,,,"PIT challenged the pass completion ruling, and the original play was overturned.",,
2,6:32,2,10,SEA 33,10,7,Russell Wilson pass complete short left to Doug Baldwin for no gain,0.590,-0.100
2,5:56,3,10,SEA 33,10,7,Russell Wilson pass complete short middle to Jimmy Graham for 18 yards (tackle by Mike Mitchell),-0.100,2.320
2,5:17,1,10,PIT 49,10,7,Russell Wilson pass complete short right to Jimmy Graham for 3 yards (tackle by Antwon Blake and Will Allen),2.320,2.190
2,4:43,2,7,PIT 46,10,7,Thomas Rawls left end for -3 yards (tackle by Lawrence Timmons),2.190,1.090
2,4:43,3,10,PIT 49,10,7,"Penalty on Thomas Rawls: False Start, 6 yards (no play)",1.090,0.300
2,3:36,3,16,SEA 45,10,7,Russell Wilson pass complete deep left to Jermaine Kearse for 22 yards (tackle by Ross Cockrell),0.300,3.380
2,2:55,1,10,PIT 33,10,7,Russell Wilson pass complete short right to Kevin Smith for 21 yards (tackle by Antwon Blake),3.380,4.780
2,2:14,1,10,PIT 12,10,13,"Russell Wilson pass complete short right to Jermaine Kearse for 12 yards, touchdown",4.780,7.000
2,2:14,,,PIT 12,10,14,Steven Hauschka kicks extra point good,0.000,0.000
2,2:14,,,SEA 35,10,14,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,2:10,1,10,PIT 20,10,14,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Richard Sherman),0.280,-0.270
2,2:06,2,10,PIT 20,10,14,Ben Roethlisberger pass complete short right to Martavis Bryant for 9 yards (tackle by DeShawn Shead),-0.270,0.230
2,2:00,3,1,PIT 29,10,14,Ben Roethlisberger middle for 2 yards (tackle by Cliff Avril),0.230,1.000
2,1:30,1,10,PIT 31,10,14,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant,1.000,0.460
2,1:22,2,10,PIT 31,10,14,Ben Roethlisberger pass complete short right to Markus Wheaton for 13 yards (tackle by DeShawn Shead),0.460,0.460
2,1:16,2,10,PIT 31,10,14,Timeout #1 by Pittsburgh Steelers,0.460,1.860
2,1:16,1,10,PIT 44,10,14,Ben Roethlisberger pass complete deep left to Markus Wheaton for 41 yards (tackle by Bobby Wagner),1.860,1.860
2,1:05,1,10,PIT 44,10,14,Timeout #2 by Pittsburgh Steelers,1.860,4.580
2,1:05,1,10,SEA 15,10,14,Ben Roethlisberger pass complete short right to Markus Wheaton for 9 yards (tackle by Marcus Burley),4.580,5.600
2,1:01,2,1,SEA 6,16,14,"DeAngelo Williams middle for 6 yards, touchdown",5.600,7.000
2,1:01,2,,SEA 6,18,14,"Two Point Attempt: Ben Roethlisberger pass complete to Jesse James, conversion succeeds",5.600,1.000
2,1:01,,,PIT 35,18,14,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
2,0:56,1,10,SEA 20,18,14,Russell Wilson pass complete short left to Fred Jackson for 8 yards (tackle by Lawrence Timmons),0.280,0.810
2,0:50,2,2,SEA 28,18,14,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 10 yards",0.810,-1.330
2,0:22,3,12,SEA 18,18,14,Russell Wilson pass complete short left to Doug Baldwin for 6 yards (tackle by Will Allen),-1.330,-1.770
2,0:16,4,6,SEA 24,18,14,"Jon Ryan punts 58 yards, returned by Jacoby Jones for 14 yards (tackle by Derrick Coleman). Penalty on Antwon Blake: Offensive Holding, 10 yards",-1.770,-0.410
2,0:03,1,10,PIT 22,18,14,Ben Roethlisberger kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,18,14,"Chris Boswell kicks off 67 yards, returned by Tyler Lockett for 54 yards (tackle by Chris Boswell)",0.000,-2.390
3,14:52,1,10,PIT 48,18,14,Thomas Rawls right tackle for 6 yards (tackle by Sean Spence),2.390,2.660
3,14:15,2,4,PIT 42,18,14,Thomas Rawls right guard for no gain (tackle by Arthur Moats),2.660,1.950
3,13:32,3,4,PIT 42,18,14,Russell Wilson pass complete short right to Fred Jackson for -1 yards (tackle by Antwon Blake),1.950,0.400
3,12:57,4,5,PIT 43,18,14,"Jon Ryan punts 28 yards, fair catch by Jacoby Jones",0.400,0.220
3,12:49,1,10,PIT 15,18,14,Ben Roethlisberger sacked by Cliff Avril for -2 yards,-0.220,-0.920
3,12:09,2,12,PIT 13,18,14,Ben Roethlisberger pass complete short right to DeAngelo Williams for 17 yards (tackle by Earl Thomas),-0.920,0.940
3,11:33,1,10,PIT 30,18,14,Ben Roethlisberger pass complete short right to Antonio Brown for 5 yards (tackle by Bobby Wagner),0.940,1.070
3,10:46,2,5,PIT 35,18,14,Ben Roethlisberger sacked by Frank Clark for -8 yards,1.070,-0.690
3,10:08,3,13,PIT 27,18,14,Ben Roethlisberger pass complete short middle to Markus Wheaton for 15 yards (tackle by Earl Thomas),-0.690,1.730
3,9:29,1,10,PIT 42,18,14,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by Richard Sherman),1.730,2.130
3,8:52,2,3,PIT 49,18,14,Ben Roethlisberger pass complete deep right to Martavis Bryant for 40 yards (tackle by DeShawn Shead),2.130,4.840
3,8:17,1,10,SEA 11,18,14,DeAngelo Williams right guard for 3 yards (tackle by Earl Thomas),4.840,4.700
3,7:32,2,7,SEA 8,18,14,DeAngelo Williams left guard for -2 yards (tackle by Bruce Irvin and Brandon Mebane),4.700,3.300
3,6:46,3,9,SEA 10,18,14,"Ben Roethlisberger middle for 8 yards (tackle by Bobby Wagner). Ben Roethlisberger fumbles (forced by Bobby Wagner), recovered by Ben Roethlisberger at SEA-2",3.300,3.250
3,5:54,4,1,SEA 2,18,14,"Penalty on Ben Roethlisberger: Delay of Game, 5 yards (no play)",3.250,2.980
3,5:54,4,6,SEA 7,21,14,Chris Boswell 25 yard field goal good,2.980,3.000
3,5:54,,,PIT 35,21,14,"Chris Boswell kicks off 66 yards, returned by Tyler Lockett for 24 yards (tackle by Robert Golden)",0.000,-0.480
3,5:45,1,10,SEA 23,21,14,Russell Wilson right end for 5 yards (tackle by Stephon Tuitt),0.480,0.610
3,5:11,2,5,SEA 28,21,14,Thomas Rawls right tackle for 3 yards (tackle by Arthur Moats),0.610,0.300
3,4:33,3,2,SEA 31,21,14,Russell Wilson pass incomplete short left intended for Doug Baldwin,0.300,-1.310
3,4:30,4,2,SEA 31,21,14,"Jon Ryan punts 37 yards, returned by Jacoby Jones for 3 yards (tackle by Kelcie McCray). Penalty on Antwon Blake: Illegal Block Above the Waist, 10 yards",-1.310,-0.610
3,4:20,1,10,PIT 25,21,14,Ben Roethlisberger pass complete short right to Markus Wheaton for 7 yards (tackle by Bobby Wagner),0.610,1.010
3,3:42,2,3,PIT 32,21,14,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton is intercepted by Ahtyba Rubin at PIT-39 and returned for 2 yards,1.010,-3.120
3,3:36,1,10,PIT 37,21,14,Russell Wilson pass complete deep left to Jimmy Graham for 36 yards (tackle by Mike Mitchell),3.120,6.970
3,3:04,1,1,PIT 1,21,20,"Thomas Rawls middle for 1 yard, touchdown",6.970,7.000
3,3:04,,,PIT 1,21,20,"Steven Hauschka kicks extra point no good, blocked by Cameron Heyward",0.000,-1.000
3,3:04,,,SEA 35,21,20,"Steven Hauschka kicks off 70 yards, returned by Jacoby Jones for 32 yards (tackle by Steven Terrell)",0.000,-0.740
3,2:51,1,10,PIT 27,21,20,Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards (tackle by DeShawn Shead),0.740,1.470
3,2:10,1,10,PIT 38,21,20,"Ben Roethlisberger pass complete short left to DeAngelo Williams for -3 yards (tackle by Cliff Avril). Penalty on Marcus Gilbert: Illegal Use of Hands, 10 yards (no play)",1.470,0.810
3,1:42,1,20,PIT 28,21,20,Ben Roethlisberger pass complete short left to Antonio Brown for 11 yards (tackle by Jeremy Lane and Richard Sherman),0.810,1.060
3,1:06,2,9,PIT 39,21,20,Ben Roethlisberger pass complete short middle to Jesse James for 8 yards (tackle by Kam Chancellor and Michael Bennett),1.060,1.420
3,0:25,3,1,PIT 47,21,20,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant (defended by DeShawn Shead),1.420,-0.260
3,0:17,4,1,PIT 47,21,20,"Jordan Berry punts 36 yards, fair catch by Tyler Lockett. Penalty on Shamarko Thomas: Fair Catch Interference, 15 yards",-0.260,-1.070
3,0:09,1,10,SEA 32,21,20,Thomas Rawls left tackle for 1 yard (tackle by Vince Williams),1.070,0.660
Quarter,Time,Down,ToGo,Location,PIT,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,SEA 33,21,20,"Russell Wilson pass complete short left to Jermaine Kearse for 4 yards (tackle by Ross Cockrell). Jermaine Kearse fumbles (forced by Ross Cockrell), ball out of bounds at SEA-37",0.660,0.500
4,14:30,3,5,SEA 37,21,20,Russell Wilson pass incomplete short left intended for Jimmy Graham,0.500,-0.910
4,14:27,4,5,SEA 37,21,20,"Jon Ryan punts 63 yards, touchback",-0.910,-0.280
4,14:18,1,10,PIT 20,21,20,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown is intercepted by Richard Sherman at SEA-35 and returned for 26 yards,0.280,-2.980
4,14:05,1,10,PIT 39,21,20,"Russell Wilson sacked by Lawrence Timmons for -1 yards. Penalty on Lawrence Timmons: Unnecessary Roughness, 15 yards (no play)",2.980,3.970
4,13:41,1,10,PIT 24,21,20,Russell Wilson pass incomplete deep right intended for Jimmy Graham,3.970,3.430
4,13:36,2,10,PIT 24,21,20,Russell Wilson pass complete short middle to Luke Willson for 12 yards (tackle by Mike Mitchell),3.430,4.780
4,13:02,1,10,PIT 12,21,20,Thomas Rawls right guard for 3 yards (tackle by William Gay and Mike Mitchell),4.780,4.640
4,12:21,2,7,PIT 9,21,26,"Russell Wilson pass complete short middle to Jermaine Kearse for 9 yards, touchdown",4.640,7.000
4,12:21,2,,PIT 9,21,26,"Two Point Attempt: Russell Wilson pass incomplete intended for Kevin Smith, conversion fails",4.640,-1.000
4,12:21,,,SEA 35,21,26,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,12:17,1,10,PIT 20,21,26,Ben Roethlisberger pass incomplete short right intended for Markus Wheaton,0.280,-0.270
4,12:14,2,10,PIT 20,21,26,Ben Roethlisberger pass complete short right to Martavis Bryant for 11 yards (tackle by DeShawn Shead),-0.270,1.000
4,11:51,1,10,PIT 31,27,26,"Ben Roethlisberger pass complete deep middle to Markus Wheaton for 69 yards, touchdown",1.000,7.000
4,11:51,1,,PIT 31,27,26,"Two Point Attempt: Ben Roethlisberger pass incomplete intended for Antonio Brown, conversion fails",1.000,-1.000
4,11:51,,,PIT 35,27,26,"Chris Boswell kicks off 61 yards, returned by Tyler Lockett for 23 yards (tackle by Vince Williams)",0.000,-0.740
4,11:35,1,10,SEA 27,27,26,Russell Wilson left end for 10 yards (tackle by Lawrence Timmons),0.740,1.400
4,10:56,1,10,SEA 37,27,26,Thomas Rawls left tackle for no gain (tackle by Sean Spence),1.400,0.860
4,10:19,2,10,SEA 37,27,26,Russell Wilson pass complete short right to Tyler Lockett for 16 yards (tackle by William Gay and Stephon Tuitt),0.860,2.460
4,9:35,1,10,PIT 47,27,26,Russell Wilson pass complete short right to Doug Baldwin for 13 yards (tackle by Will Allen and Arthur Moats),2.460,3.310
4,8:54,1,10,PIT 34,27,26,Thomas Rawls middle for 4 yards (tackle by Stephon Tuitt),3.310,3.310
4,8:20,2,6,PIT 30,27,32,"Russell Wilson pass complete deep right to Doug Baldwin for 30 yards, touchdown",3.310,7.000
4,8:20,2,,PIT 30,27,32,"Two Point Attempt: Thomas Rawls left tackle, conversion fails",3.310,-1.000
4,8:20,,,SEA 35,27,32,"Steven Hauschka kicks off 70 yards, returned by Jacoby Jones for 31 yards (tackle by Kam Chancellor)",0.000,-0.670
4,8:07,1,10,PIT 26,27,32,Ben Roethlisberger pass incomplete short right intended for Jesse James,0.670,0.130
4,8:04,2,10,PIT 26,27,32,Ben Roethlisberger pass complete short left to DeAngelo Williams for 13 yards (tackle by Jeremy Lane),0.130,1.530
4,7:27,1,10,PIT 39,27,32,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton,1.530,0.990
,,,,,,,"SEA challenged the pass completion ruling, and the original play was overturned.",,
4,7:22,2,10,PIT 39,27,32,Ben Roethlisberger pass incomplete short right intended for Martavis Bryant (defended by Kam Chancellor),0.990,0.300
4,7:18,3,10,PIT 39,27,32,"Ben Roethlisberger pass incomplete short middle intended for Markus Wheaton. Penalty on Michael Bennett: Roughing the Passer, 15 yards, Penalty on Richard Sherman: Defensive Holding (Declined) (no play)",0.300,2.520
4,7:13,1,10,SEA 46,27,32,Ben Roethlisberger pass complete short left to DeAngelo Williams for -2 yards (tackle by Mike Morgan),2.520,1.710
4,6:36,2,12,SEA 48,27,32,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,1.710,1.030
4,6:31,3,12,SEA 48,27,32,Ben Roethlisberger pass complete short right to DeAngelo Williams for 14 yards (tackle by Bobby Wagner and Richard Sherman),1.030,1.030
4,5:45,3,12,SEA 48,27,32,Timeout #1 by Pittsburgh Steelers,1.030,3.310
4,5:45,1,10,SEA 34,27,32,Ben Roethlisberger pass complete short middle to Will Johnson for 11 yards (tackle by Mike Morgan),3.310,4.040
4,5:09,1,10,SEA 23,27,32,Ben Roethlisberger pass complete short middle to Markus Wheaton for 7 yards (tackle by Earl Thomas),4.040,4.560
4,4:32,2,3,SEA 16,27,32,Ben Roethlisberger pass complete short middle to Matt Spaeth for 6 yards (tackle by K.J. Wright),4.560,4.910
4,3:55,1,10,SEA 10,27,32,Ben Roethlisberger pass incomplete,4.910,4.190
4,3:47,2,10,SEA 10,27,32,Ben Roethlisberger pass incomplete short right intended for Martavis Bryant,4.190,3.130
4,3:43,3,10,SEA 10,27,32,Ben Roethlisberger left guard for 7 yards (tackle by K.J. Wright),3.130,3.040
4,3:02,4,3,SEA 3,30,32,Chris Boswell 22 yard field goal good,3.040,3.000
4,3:02,,,PIT 35,30,32,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
4,3:00,1,10,SEA 20,30,32,Thomas Rawls right tackle for 3 yards (tackle by Bud Dupree). Penalty on Garry Gilliam: Illegal Formation (Declined),0.280,0.140
4,2:56,2,7,SEA 23,30,32,"Russell Wilson for no gain. Russell Wilson fumbles, recovered by Thomas Rawls at SEA-20",0.140,-0.960
4,2:14,3,10,SEA 20,30,38,"Russell Wilson pass complete short right to Doug Baldwin for 80 yards, touchdown",-0.960,7.000
4,2:14,,,PIT 20,30,39,Steven Hauschka kicks extra point good,0.000,0.000
4,2:14,,,SEA 35,30,39,"Steven Hauschka kicks off 66 yards, returned by Jacoby Jones for 19 yards (tackle by Steven Terrell)",0.000,-0.040
4,1:57,1,10,PIT 18,30,39,Landry Jones pass incomplete short left intended for Markus Wheaton,0.040,-0.490
4,1:54,2,10,PIT 18,30,39,Landry Jones pass complete short left to DeAngelo Williams for 34 yards (tackle by Earl Thomas),-0.490,2.390
4,1:45,1,10,SEA 48,30,39,Landry Jones pass incomplete deep right intended for Martavis Bryant is intercepted by Kam Chancellor at SEA-7,2.390,0.380
4,1:37,1,10,SEA 7,30,39,Thomas Rawls right tackle for 3 yards (tackle by Vince Williams and Steve McLendon),-0.380,-0.380
4,1:32,1,10,SEA 7,30,39,Timeout #2 by Pittsburgh Steelers,-0.380,-0.560
4,1:32,2,7,SEA 10,30,39,Thomas Rawls right tackle for 6 yards (tackle by Vince Williams),-0.560,-0.560
4,1:24,2,7,SEA 10,30,39,Timeout #3 by Pittsburgh Steelers,-0.560,-0.370
4,1:24,3,1,SEA 16,30,39,Derrick Coleman left guard for 1 yard (tackle by Vince Williams),-0.370,-0.060
4,0:40,1,10,SEA 17,30,39,Russell Wilson kneels for -1 yards,-0.060,-0.730
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
