Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA
2,7:52,3,3,WAS 16,0,14,Michael Vick pass incomplete deep left intended for Michael Jenkins (defended by Vernon Fox),3.850,2.480
2,7:47,4,3,WAS 16,3,14,Morten Andersen 34 yard field goal good,2.480,3.000
2,,,,ATL 30,3,14,"Michael Koenen kicks off 68 yards, returned by Rock Cartwright for 35 yards (tackle by Michael Koenen)",0.000,1.400
2,7:36,1,10,WAS 37,3,14,Ladell Betts right end for 11 yards (tackle by Chauncey Davis),1.400,2.130
2,7:10,1,10,WAS 48,3,14,Ladell Betts left end for 3 yards (tackle by Lance Schulters),2.130,1.990
2,6:31,2,7,ATL 49,3,14,Jason Campbell pass complete deep right to Santana Moss for 16 yards (tackle by Lawyer Milloy),1.990,3.380
2,5:48,1,10,ATL 33,3,14,Ladell Betts right tackle for 2 yards (tackle by Grady Jackson and Lawyer Milloy),3.380,3.110
2,5:10,2,8,ATL 31,3,14,Ladell Betts left tackle for -1 yards (tackle by Jonathan Babineaux),3.110,2.280
2,4:30,3,9,ATL 32,3,14,Jason Campbell pass incomplete short middle intended for Chris Cooley,2.280,1.240
2,4:26,,,,3,14,Timeout #1 by Atlanta Falcons,0.000,1.240
2,4:26,4,9,ATL 32,3,14,Shaun Suisham 50 yard field goal no good,1.240,-1.600
2,4:21,1,10,ATL 40,3,14,Michael Vick pass incomplete short middle intended for Alge Crumpler (defended by Kedric Golston),1.600,1.050
2,4:17,2,10,ATL 40,3,14,Warrick Dunn right guard for 5 yards (tackle by Demetric Evans),1.050,1.030
2,3:43,3,5,ATL 45,3,14,Michael Vick pass complete deep right to Alge Crumpler for 46 yards (tackle by Mike Rumph),1.030,5.140
2,3:15,1,9,WAS 9,3,14,Justin Griffith right guard for 3 yards (tackle by Lemar Marshall and Andre Carter),5.140,4.950
2,2:35,2,6,WAS 6,3,14,"Michael Vick pass incomplete short left intended for Ashley Lelie. Penalty on Wayne Gandy: Offensive Holding, 10 yards (no play)",4.950,3.340
2,2:26,2,16,WAS 16,9,14,"Michael Vick pass complete deep left to Alge Crumpler for 16 yards, touchdown",3.340,7.000
2,,,,WAS 2,10,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,ATL 30,10,14,"Michael Koenen kicks off 64 yards, returned by Rock Cartwright for 21 yards (tackle by Omare Lowe)",0.000,0.740
2,2:15,1,10,WAS 27,10,14,Jason Campbell pass incomplete short middle intended for Chris Cooley,0.740,0.200
2,2:11,2,10,WAS 27,10,14,Jason Campbell pass complete short left to Brandon Lloyd for 11 yards (tackle by Chris Crocker),0.200,1.470
2,2:00,1,10,WAS 38,10,14,Jason Campbell pass incomplete short middle intended for Chris Cooley (defended by Allen Rossum),1.470,0.920
2,1:55,2,10,WAS 38,10,14,Jason Campbell pass complete short left to Chris Cooley for 7 yards (tackle by Omare Lowe),0.920,1.160
2,1:33,,,,10,14,Timeout #1 by Washington Redskins,0.000,1.160
2,1:33,3,3,WAS 45,10,14,Jason Campbell pass incomplete short right intended for Antwaan Randle El,1.160,-0.390
2,1:28,4,3,WAS 45,10,14,"Derrick Frost punts 34 yards. Penalty on Demorrio Williams: Offensive Holding, 10 yards",-0.390,0.370
2,1:15,1,10,ATL 11,10,14,Warrick Dunn for 9 yards (tackle by Marcus Washington and Demetric Evans),-0.370,0.360
2,0:45,2,1,ATL 20,10,14,Warrick Dunn left guard for 5 yards (tackle by Demetric Evans and Marcus Washington),0.360,0.610
2,0:35,,,,10,14,Timeout #2 by Atlanta Falcons,0.000,0.610
2,0:35,1,10,ATL 25,10,14,Warrick Dunn middle for 1 yard (tackle by Andre Carter),0.610,0.200
Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,10,14,"Michael Koenen kicks off 58 yards, returned by Rock Cartwright for 25 yards (tackle by Jordan Beck)",0.000,1.400
3,14:55,1,10,WAS 37,10,14,Ladell Betts left end for 14 yards (tackle by Lawyer Milloy and Chris Crocker),1.400,2.320
3,14:13,1,10,ATL 49,10,14,T.J. Duckett right end for no gain (tackle by Michael Boley),2.320,1.780
3,13:33,2,10,ATL 49,10,14,Jason Campbell pass complete short middle to Santana Moss for 15 yards (tackle by DeAngelo Hall),1.780,3.310
3,12:53,1,10,ATL 34,10,14,Jason Campbell pass incomplete deep left intended for Brandon Lloyd,3.310,2.770
3,12:46,2,10,ATL 34,10,14,Ladell Betts left guard for 14 yards (tackle by Michael Boley),2.770,4.240
3,12:09,1,10,ATL 20,10,14,Ladell Betts left tackle for -1 yards (tackle by Grady Jackson),4.240,3.560
3,11:29,2,11,ATL 21,10,14,Jason Campbell pass incomplete is intercepted by Chauncey Davis at ATL-34 and returned for 41 yards,3.560,-3.910
3,11:15,1,10,WAS 25,10,14,Warrick Dunn middle for 3 yards (tackle by Lemar Marshall and Phillip Daniels),3.910,3.770
3,10:38,2,7,WAS 22,16,14,"Michael Vick pass complete to Michael Jenkins for 22 yards, touchdown",3.770,7.000
3,,,,WAS 2,17,14,Morten Andersen kicks extra point good,0.000,0.000
3,,,,ATL 30,17,14,"Michael Koenen kicks off 57 yards, returned by James Thrash for 10 yards (tackle by Ike Reese)",0.000,0.480
3,10:27,1,10,WAS 23,17,14,Ladell Betts right end for 4 yards (tackle by Josh Mallard),0.480,0.470
3,9:51,2,6,WAS 27,17,14,Ladell Betts left end for 4 yards (tackle by Keith Brooking),0.470,0.300
3,9:10,3,2,WAS 31,17,14,Jason Campbell pass complete short right to Santana Moss for 6 yards (tackle by DeAngelo Hall),0.300,1.400
3,8:42,1,10,WAS 37,17,14,Ladell Betts left tackle for 3 yards (tackle by Ed Hartwell and Michael Boley),1.400,1.260
3,8:00,2,7,WAS 40,17,14,Ladell Betts for -6 yards (tackle by Grady Jackson),1.260,-0.230
3,7:19,3,13,WAS 34,17,14,Jason Campbell pass incomplete short right intended for Brandon Lloyd (defended by Michael Boley),-0.230,-1.110
3,7:12,4,13,WAS 34,17,14,"Derrick Frost punts 41 yards, fair catch by Allen Rossum",-1.110,-0.610
3,7:04,1,10,ATL 25,17,14,Warrick Dunn left tackle for 3 yards (tackle by Andre Carter),0.610,0.470
3,6:29,2,7,ATL 28,17,14,Michael Vick pass incomplete short right intended for Ashley Lelie (defended by Kenny Wright),0.470,-0.230
3,6:25,3,7,ATL 28,17,14,Michael Vick pass complete short middle to Ashley Lelie for 9 yards (tackle by Ade Jimoh and Vernon Fox),-0.230,1.400
3,5:49,1,10,ATL 37,17,14,Michael Vick left end for 5 yards (tackle by Vernon Fox),1.400,1.530
3,5:07,2,5,ATL 42,17,14,"Warrick Dunn right end for -1 yards (tackle by Sean Taylor and Vernon Fox). Penalty on Roddy White: Illegal Block Above the , 10 yards (no play)",1.530,0.180
3,4:50,2,15,ATL 32,17,14,Michael Vick pass incomplete deep left intended for Ashley Lelie,0.180,-0.490
3,4:44,3,15,ATL 32,17,14,"Michael Vick left end for 17 yards (tackle by Kenny Wright). Penalty on Wayne Gandy: Offensive Holding, 10 yards (no play)",-0.490,-1.810
3,4:19,3,25,ATL 22,17,14,Warrick Dunn middle for 2 yards (tackle by Andre Carter),-1.810,-1.770
3,3:43,4,23,ATL 24,17,14,Michael Koenen punts 37 yards,-1.770,-1.730
3,3:30,1,10,WAS 42,17,14,Ladell Betts left guard for 7 yards (tackle by Lawyer Milloy and Keith Brooking),1.730,2.130
3,2:58,2,3,WAS 49,17,14,"Penalty on Casey Rabach: False Start, 5 yards (no play)",2.130,1.460
3,2:40,2,8,WAS 44,17,14,Ladell Betts left tackle for 15 yards (tackle by Lawyer Milloy and John Abraham),1.460,2.850
3,2:01,1,10,ATL 41,17,14,T.J. Duckett left end for 1 yard (tackle by Ed Hartwell and Lawyer Milloy),2.850,2.440
3,1:18,2,9,ATL 40,17,14,Jason Campbell pass complete short left to Ladell Betts for 4 yards,2.440,2.280
3,0:48,3,5,ATL 36,17,14,Jason Campbell pass incomplete short left intended for Chris Cooley (defended by Lawyer Milloy),2.280,0.880
3,0:44,4,5,ATL 36,17,14,Derrick Frost punts 34 yards,0.880,0.380
3,0:33,1,10,ATL 2,17,14,Jerious Norwood left tackle for 2 yards (tackle by Andre Carter),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,ATL,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,ATL 4,17,14,Jerious Norwood left guard for 4 yards (tackle by Joe Salave'a and Kedric Golston),-0.630,-0.720
4,14:22,3,4,ATL 8,17,14,Michael Vick pass complete short middle to Ashley Lelie for 8 yards (tackle by Ade Jimoh),-0.720,-0.140
4,13:46,1,10,ATL 16,17,14,Michael Vick pass complete short left to Michael Jenkins for 1 yard (tackle by Marcus Washington),-0.140,-0.510
4,13:07,2,9,ATL 17,17,14,Michael Vick left guard for 14 yards (tackle by Carlos Rogers),-0.510,1.000
4,12:26,1,10,ATL 31,23,14,"Jerious Norwood right end for 69 yards, touchdown",1.000,7.000
4,,,,WAS 2,24,14,Morten Andersen kicks extra point good,0.000,0.000
4,,,,ATL 30,24,14,"Michael Koenen kicks off 52 yards, returned by Rock Cartwright for 8 yards (tackle by Omare Lowe)",0.000,0.670
4,12:23,1,10,WAS 26,24,14,Ladell Betts left end for 15 yards (tackle by Allen Rossum),0.670,1.660
4,11:49,1,10,WAS 41,24,14,Ladell Betts left tackle for 5 yards (tackle by Grady Jackson),1.660,1.800
4,11:14,2,5,WAS 46,24,14,Ladell Betts right tackle for 3 yards (tackle by Grady Jackson),1.800,1.490
4,10:38,3,2,WAS 49,24,14,Jason Campbell pass incomplete short right intended for Santana Moss,1.490,-0.130
4,10:35,4,2,WAS 49,24,14,"Derrick Frost punts 51 yards, touchback",-0.130,-0.280
4,10:24,1,10,ATL 20,24,14,Warrick Dunn right tackle for 8 yards (tackle by Ade Jimoh and Cornelius Griffin),0.280,0.810
4,9:43,2,2,ATL 28,24,14,Michael Vick left end for 7 yards (tackle by Andre Carter),0.810,1.270
4,9:15,1,10,ATL 35,24,14,Warrick Dunn right tackle for 9 yards (tackle by Lemar Marshall),1.270,1.940
4,8:32,2,1,ATL 44,24,14,Warrick Dunn middle for 2 yards (tackle by Vernon Fox),1.940,1.990
4,7:49,1,10,ATL 46,24,14,Warrick Dunn right tackle for no gain (tackle by Marcus Washington and Lemar Marshall),1.990,1.450
4,7:07,2,10,ATL 46,24,14,Michael Vick left end for 6 yards (tackle by Andre Carter),1.450,1.550
4,6:36,3,4,WAS 48,24,14,Michael Vick pass incomplete short left intended for Alge Crumpler,1.550,0.070
4,6:22,4,4,WAS 48,24,14,Michael Koenen punts 43 yards,0.070,0.380
4,6:22,1,10,WAS 5,24,14,Jason Campbell pass incomplete short right intended for Mike Sellers,-0.380,-0.780
4,6:18,2,10,WAS 5,24,14,Ladell Betts right end for 3 yards (tackle by Keith Brooking),-0.780,-1.070
4,5:38,3,7,WAS 8,24,14,Jason Campbell pass complete short left to Ladell Betts for 10 yards (tackle by Chris Crocker),-1.070,0.040
4,5:13,1,10,WAS 18,24,14,Jason Campbell pass complete short middle to Mike Sellers for 12 yards (tackle by Keith Brooking),0.040,0.940
4,4:26,1,10,WAS 30,24,14,Jason Campbell pass complete short right to Antwaan Randle El for 6 yards (tackle by Allen Rossum),0.940,1.200
4,4:10,,,,24,14,Timeout #1 by Atlanta Falcons,0.000,1.200
4,4:10,2,4,WAS 36,24,14,Jason Campbell pass incomplete deep left intended for Brandon Lloyd,1.200,0.500
4,4:03,3,4,WAS 36,24,14,Jason Campbell pass incomplete short right intended for Brandon Lloyd (defended by DeAngelo Hall),0.500,-0.980
4,4:00,4,4,WAS 36,24,14,"Jason Campbell sacked by Paul Carrington for -13 yards. Penalty on Paul Carrington: Face Mask (15 Yards), 15 yards",-0.980,1.470
4,4:00,1,10,WAS 38,24,14,Ladell Betts for 6 yards (tackle by Keith Brooking and Roderick Coleman),1.470,1.730
4,3:31,2,4,WAS 44,24,14,"Jason Campbell pass complete short right to Antwaan Randle El for 3 yards. Penalty on Jon Jansen: Offensive Holding, 10 yards (no play)",1.730,0.380
4,3:26,2,14,WAS 34,24,14,Jason Campbell for 2 yards (tackle by John Abraham),0.380,-0.030
4,3:26,3,12,WAS 36,24,14,Jason Campbell pass complete deep left to Santana Moss for 25 yards (tackle by Allen Rossum),-0.030,2.980
4,2:48,1,10,ATL 39,24,14,Jason Campbell pass complete short right to Santana Moss for 11 yards,2.980,3.710
4,2:44,1,10,ATL 28,24,14,Jason Campbell pass complete short right to James Thrash for 12 yards,3.710,4.510
4,2:40,1,10,ATL 16,24,14,"Jason Campbell pass incomplete deep right intended for Antwaan Randle El is intercepted by Chris Crocker at ATL-0 and returned for 28 yards. Penalty on Brandon Lloyd: Unsportsmanlike Conduct, 15 yards",4.510,-1.800
4,2:31,1,10,ATL 43,24,14,Jerious Norwood right end for 4 yards (tackle by Ade Jimoh),1.800,1.790
4,2:25,,,,24,14,Timeout #1 by Washington Redskins,0.000,1.790
4,2:25,2,6,ATL 47,24,14,Jerious Norwood left tackle for 3 yards (tackle by Ade Jimoh),1.790,1.490
4,2:21,,,,24,14,Timeout #2 by Washington Redskins,0.000,1.490
4,2:21,3,3,,24,14,Jerious Norwood right end for no gain (tackle by Carlos Rogers),1.490,-0.060
4,2:15,,,,24,14,Timeout #3 by Washington Redskins,0.000,-0.060
4,2:15,4,3,,24,14,Michael Koenen punts no gain,-0.060,-3.780
4,2:03,1,10,ATL 27,24,14,Jason Campbell pass complete short right to Chris Cooley for 5 yards (tackle by Omare Lowe),3.780,3.910
4,2:00,2,5,ATL 22,24,14,Jason Campbell pass incomplete short left intended for Ladell Betts,3.910,3.200
4,1:55,3,5,ATL 22,24,14,Jason Campbell pass complete short middle to Antwaan Randle El for 8 yards (tackle by Demorrio Williams),3.200,4.650
4,1:36,1,10,ATL 14,24,14,Jason Campbell pass incomplete short right intended for Antwaan Randle El,4.650,4.000
4,1:32,2,10,ATL 14,24,14,Jason Campbell pass complete short middle to Ladell Betts for 4 yards (tackle by Keith Brooking),4.000,3.820
4,1:13,3,6,ATL 10,24,14,Jason Campbell pass complete short right to Santana Moss for 8 yards (tackle by Lawyer Milloy),3.820,6.740
4,0:56,1,2,ATL 2,24,14,Jason Campbell spiked the ball,6.740,5.720
4,0:55,2,2,ATL 2,24,14,Jason Campbell pass incomplete short right intended for James Thrash,5.720,4.950
4,0:51,3,2,ATL 2,24,14,Ladell Betts middle for -2 yards (tackle by Demorrio Williams),4.950,3.030
4,0:26,4,4,ATL 4,24,14,Jason Campbell pass incomplete short right intended for Antwaan Randle El,3.030,0.380
4,0:20,1,10,ATL 4,24,14,Michael Vick kneels for -1 yards,-0.380,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
