Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss, Chargers to receive the opening kickoff.",,
1,15:00,,,DEN 30,0,0,"Jason Elam kicks off 69 yards, returned by Ronney Jenkins for 27 yards (tackle by Donnie Spragan)",0.000,0.810
1,14:54,1,10,SDG 28,0,0,LaDainian Tomlinson left tackle for -2 yards (tackle by John Mobley),0.810,-0.010
1,14:20,2,12,SDG 26,0,0,Drew Brees pass incomplete intended for Curtis Conway,-0.010,-0.690
1,14:15,3,12,SDG 26,0,0,LaDainian Tomlinson left end for 3 yards (tackle by Denard Walker),-0.690,-1.440
1,13:54,4,9,SDG 29,0,0,"Darren Bennett punts 57 yards, returned by Deltha O'Neal for 14 yards (tackle by Justin Peelle)",-1.440,-0.810
1,13:40,1,10,DEN 28,0,0,Clinton Portis left tackle for 3 yards (tackle by Ryan McNeil),0.810,0.670
1,13:07,2,7,DEN 31,0,6,"Brian Griese pass complete to Ed McCaffrey for 69 yards, touchdown",0.670,7.000
1,13:07,,,SDG 31,0,7,Jason Elam kicks extra point good,0.000,0.000
1,13:07,,,DEN 30,0,7,"Jason Elam kicks off 70 yards, returned by Ronney Jenkins for 22 yards (tackle by Izell Reese). Penalty on Justin Peelle: Offensive Holding, 10 yards",0.000,-0.350
1,12:51,1,10,SDG 12,0,7,LaDainian Tomlinson left tackle for 1 yard (tackle by Chester McGlockton),-0.350,-0.700
1,12:13,2,9,SDG 13,0,7,Fred McCrary middle for 2 yards (tackle by Al Wilson),-0.700,-1.070
1,11:30,3,7,SDG 15,0,7,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Ian Gold and Deltha O'Neal),-1.070,0.610
1,10:48,1,10,SDG 25,0,7,LaDainian Tomlinson left tackle for -1 yards (tackle by Trevor Pryce),0.610,-0.070
1,10:08,2,11,SDG 24,0,7,Drew Brees pass incomplete intended for Tim Dwight,-0.070,-0.760
1,10:01,3,11,SDG 24,0,7,Drew Brees pass incomplete intended for Curtis Conway,-0.760,-1.770
1,9:56,4,11,SDG 24,0,7,"Darren Bennett punts 42 yards, out of bounds",-1.770,-1.270
1,9:49,1,10,DEN 35,0,7,Brian Griese pass complete to Ed McCaffrey for 14 yards (tackle by Ryan McNeil),1.270,2.190
1,9:19,1,10,DEN 49,0,7,Brian Griese pass incomplete intended for Dwayne Carswell,2.190,1.650
1,9:15,2,10,DEN 49,0,7,Clinton Portis middle for 1 yard (tackle by Marcellus Wiley),1.650,1.090
1,8:34,3,9,,0,7,Brian Griese pass complete to Scottie Montgomery for 11 yards (tackle by Quentin Jammer),1.090,2.980
1,8:04,1,10,SDG 39,0,7,Clinton Portis right tackle for 6 yards (tackle by Alex Molden),2.980,3.250
1,7:36,2,4,SDG 33,0,7,Brian Griese pass complete to Ashley Lelie for 8 yards (tackle by Alex Molden),3.250,3.910
1,6:51,1,10,SDG 25,0,7,"Brian Griese pass complete to Rod Smith for 9 yards (tackle by Donnie Edwards). Penalty on DEN: Illegal Formation, 5 yards (no play)",3.910,3.580
1,6:38,1,15,SDG 30,0,7,Brian Griese pass complete to Rod Smith for 6 yards (tackle by Alex Molden),3.580,3.500
1,6:20,2,9,SDG 24,0,7,Clinton Portis left tackle for 5 yards (tackle by Ryan McNeil and Zeke Moreno),3.500,3.490
1,5:40,3,4,SDG 19,0,7,"Penalty on Jason Fisk: Defensive Offside, 5 yards (no play)",3.490,4.650
1,5:19,1,10,SDG 14,0,7,Brian Griese pass incomplete intended for Patrick Hape is intercepted by Rodney Harrison at SDG-6 and returned for 2 yards,4.650,0.380
1,5:10,1,10,SDG 8,0,7,LaDainian Tomlinson left guard for 6 yards (tackle by Chester McGlockton),-0.380,-0.320
1,4:34,2,4,SDG 14,0,7,LaDainian Tomlinson right guard for no gain (tackle by Trevor Pryce),-0.320,-0.720
1,3:54,3,4,SDG 14,0,7,LaDainian Tomlinson left end for 12 yards (tackle by Izell Reese),-0.720,0.670
1,3:14,1,10,SDG 26,0,7,Drew Brees pass complete to Curtis Conway for 13 yards (tackle by Deltha O'Neal),0.670,1.530
1,2:35,1,10,SDG 39,0,7,Curtis Conway left end for 8 yards (tackle by Denard Walker),1.530,2.070
1,1:54,2,2,SDG 47,0,7,LaDainian Tomlinson left guard for 2 yards (tackle by Al Wilson),2.070,2.190
1,1:25,1,10,SDG 49,0,7,LaDainian Tomlinson right guard for 17 yards (tackle by Deltha O'Neal),2.190,3.310
1,0:50,1,10,DEN 34,0,7,Drew Brees pass incomplete intended for Curtis Conway,3.310,2.770
1,0:35,2,10,DEN 34,0,7,Terrell Fletcher right guard for 14 yards (tackle by Kenoy Kennedy),2.770,4.240
Quarter,Time,Down,ToGo,Location,SDG,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DEN 20,0,7,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Chester McGlockton),4.240,4.640
2,14:22,2,4,DEN 14,0,7,LaDainian Tomlinson right tackle for no gain (tackle by Reggie Hayward),4.640,3.890
2,13:40,3,4,DEN 14,0,7,Drew Brees pass complete to Tim Dwight for 7 yards (tackle by Deltha O'Neal),3.890,5.600
2,13:08,1,7,DEN 7,0,7,LaDainian Tomlinson middle for 1 yard (tackle by Kavika Pittman),5.600,4.950
2,12:28,2,6,DEN 6,0,7,Drew Brees pass incomplete intended for Stephen Alexander is intercepted by Deltha O'Neal at DEN--4 and returned for 20 yards,4.950,0.140
2,12:20,1,10,DEN 16,0,7,Clinton Portis right end for 16 yards (tackle by Rogers Beckett),-0.140,1.070
2,12:03,1,10,DEN 32,0,7,Brian Griese pass complete to Patrick Hape for 7 yards (tackle by Donnie Edwards),1.070,1.470
2,11:25,2,3,DEN 39,0,7,Brian Griese pass complete to Rod Smith for 5 yards (tackle by Alex Molden),1.470,1.860
2,10:51,1,10,DEN 44,0,7,"Penalty on Brian Griese: Delay of Game, 5 yards (no play)",1.860,1.530
2,10:36,1,15,DEN 39,0,7,Clinton Portis middle for 6 yards (tackle by Zeke Moreno),1.530,1.450
2,10:11,2,9,DEN 45,0,7,Clinton Portis middle for 1 yard (tackle by Donnie Edwards),1.450,0.890
2,9:30,3,8,DEN 46,0,7,Brian Griese pass complete to Shannon Sharpe for 12 yards (tackle by Vernon Fox),0.890,2.790
2,8:48,1,10,SDG 42,0,7,"Brian Griese for 5 yards. Penalty on Ephraim Salaam: Offensive Holding, 10 yards (no play)",2.790,2.130
2,8:25,1,20,DEN 48,0,7,"Clinton Portis right tackle for 7 yards (tackle by Rodney Harrison). Penalty on Dan Neil: Offensive Holding, 10 yards (no play)",2.130,1.470
2,8:04,1,30,DEN 38,0,7,Brian Griese pass complete to Rod Smith for 11 yards (tackle by Ben Leber),1.470,1.030
2,7:28,2,19,DEN 49,0,7,Brian Griese pass complete to Olandis Gary for 12 yards (tackle by Ryan McNeil and Rodney Harrison),1.030,1.950
2,6:48,3,7,SDG 39,0,7,Brian Griese pass complete to Ed McCaffrey for 5 yards (tackle by Rodney Harrison),1.950,1.100
2,6:02,3,7,SDG 39,,,Timeout #1 by Denver Broncos,1.950,1.100
2,6:02,4,2,SDG 34,0,7,Brian Griese pass complete to Ed McCaffrey for 9 yards (tackle by Alex Molden),1.100,3.910
2,5:35,1,10,SDG 25,0,7,Clinton Portis right guard for 5 yards (tackle by Zeke Moreno),3.910,4.040
2,5:09,2,5,SDG 20,0,7,Brian Griese pass complete to Shannon Sharpe for 12 yards (tackle by Ben Leber),4.040,5.370
2,4:30,1,8,SDG 8,0,13,"Brian Griese pass complete to Clinton Portis for 8 yards, touchdown",5.370,7.000
2,4:30,,,SDG 8,0,14,Jason Elam kicks extra point good,0.000,0.000
2,4:30,,,DEN 30,0,14,"Jason Elam kicks off 70 yards, returned by Tamarick Vanover for 13 yards (tackle by Willie Middlebrooks). Penalty on Justin Peelle: Offensive Holding, 6 yards",0.000,-0.380
2,4:21,1,10,SDG 7,0,14,LaDainian Tomlinson left guard for -2 yards (tackle by Lional Dalton),-0.380,-0.930
2,3:40,2,12,SDG 5,0,14,LaDainian Tomlinson right guard for 1 yard (tackle by Al Wilson),-0.930,-1.540
