Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
2,10:30,2,7,NWE 7,6,3,"Mark Sanchez pass complete short left to LaDainian Tomlinson for 7 yards, touchdown",4.760,7.000
2,,,,NWE 2,7,3,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,7,3,"Nick Folk kicks off 58 yards, returned by Brandon Tate for 15 yards (tackle by Eric Smith)",0.000,0.740
2,10:18,1,10,NWE 27,7,3,Danny Woodhead left tackle for -2 yards (tackle by Bryan Thomas),0.740,-0.070
2,9:40,2,12,NWE 25,7,3,Tom Brady pass complete short left to Alge Crumpler for 9 yards (tackle by Calvin Pace),-0.070,0.430
2,8:57,3,3,NWE 34,7,3,Tom Brady pass incomplete short left intended for Rob Gronkowski,0.430,-1.110
2,8:50,4,3,NWE 34,7,3,"Zoltan Mesko punts 45 yards. Penalty on Sergio Brown: Illegal Touch Kick, 5 yards (no play)",-1.110,-1.440
2,8:40,4,8,NWE 29,7,3,"Zoltan Mesko punts 45 yards, returned by Antonio Cromartie for -1 yards (tackle by Tracy White)",-1.440,-0.610
2,8:29,1,10,NYJ 25,7,3,"LaDainian Tomlinson for no gain. LaDainian Tomlinson fumbles, recovered by LaDainian Tomlinson at NYJ-24",0.610,-0.070
2,7:54,2,11,NYJ 24,7,3,Mark Sanchez pass complete short right to Dustin Keller for 7 yards (tackle by Patrick Chung),-0.070,0.170
2,7:10,3,4,NYJ 31,7,3,"Mark Sanchez pass incomplete short middle intended for Santonio Holmes. Penalty on James Sanders: Defensive Pass Interfere, 9 yards (no play)",0.170,1.600
2,7:06,1,10,NYJ 40,7,3,Shonn Greene right guard for 4 yards (tackle by Gerard Warren and Rob Ninkovich),1.600,1.590
2,6:27,2,6,NYJ 44,7,3,Shonn Greene middle for 1 yard (tackle by Vince Wilfork and Rob Ninkovich),1.590,1.030
2,5:46,3,5,NYJ 45,7,3,Mark Sanchez pass complete short right to Santonio Holmes for 5 yards (tackle by Devin McCourty),1.030,2.260
,,,,,,,"NWE challenged the pass completion ruling, and the play was upheld.",,
2,5:16,1,10,,7,3,Shonn Greene right guard for 5 yards (tackle by Brandon Deaderick),2.260,2.390
2,4:42,2,5,NWE 45,7,3,Mark Sanchez pass incomplete deep left intended for Braylon Edwards,2.390,1.690
2,4:36,3,5,NWE 45,7,3,Mark Sanchez pass complete short middle to Dustin Keller for 4 yards (tackle by Dane Fletcher),1.690,0.530
2,4:05,4,1,NWE 41,7,3,"Steve Weatherford punts 41 yards, touchback",0.530,-0.280
2,3:57,1,10,NWE 20,7,3,Tom Brady pass complete short left to BenJarvus Green-Ellis for 7 yards (tackle by Eric Smith and David Harris),0.280,0.680
2,3:22,2,3,NWE 27,7,3,Danny Woodhead right tackle for 2 yards (tackle by Bryan Thomas),0.680,0.230
2,2:38,3,1,NWE 29,7,3,Tom Brady middle for 3 yards (tackle by David Harris),0.230,1.070
2,2:04,1,10,NWE 32,7,3,Tom Brady pass complete short middle to BenJarvus Green-Ellis for 4 yards (tackle by Sione Pouha),1.070,1.070
2,1:57,2,6,NWE 36,7,3,Danny Woodhead right guard for 2 yards (tackle by Eric Smith),1.070,0.630
2,1:18,3,4,NWE 38,7,3,Tom Brady pass incomplete short left intended for Rob Gronkowski,0.630,-0.850
2,1:14,4,4,NWE 38,7,3,"Patrick Chung for no gain. Patrick Chung fumbles, recovered by Patrick Chung at NWE-37",-0.850,-3.120
2,1:06,1,10,NWE 37,7,3,LaDainian Tomlinson middle for 16 yards (tackle by Kyle Arrington and Brandon Meriweather),3.120,4.170
2,0:50,,,,7,3,Timeout #2 by New England Patriots,0.000,4.170
2,0:50,1,10,NWE 21,7,3,LaDainian Tomlinson for 6 yards,4.170,4.550
2,0:45,2,4,NWE 15,7,3,Mark Sanchez pass incomplete short middle intended for Ben Hartsock (defended by Rob Ninkovich),4.550,3.810
2,0:39,3,4,NWE 15,13,3,"Mark Sanchez pass complete short right to Braylon Edwards for 15 yards, touchdown",3.810,7.000
2,,,,NWE 2,14,3,Nick Folk kicks extra point good,0.000,0.000
2,,,,NYJ 30,14,3,"Nick Folk kicks off 58 yards, returned by Brandon Tate for 33 yards (tackle by Eric Smith)",0.000,1.930
2,0:27,1,10,NWE 45,14,3,Tom Brady pass incomplete deep left intended for Deion Branch,1.930,1.380
2,0:18,2,10,NWE 45,14,3,"Tom Brady pass complete short left to Danny Woodhead for 3 yards (tackle by Jason Taylor). Penalty on Logan Mankins: Unnecessary Roughness, 15 yards",1.380,-0.890
2,0:09,3,22,NWE 33,14,3,Tom Brady kneels for -1 yards,-0.890,-1.240
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,14,3,"Nick Folk kicks off 63 yards, returned by Brandon Tate for 18 yards (tackle by James Ihedigbo)",0.000,0.610
3,14:55,1,10,NWE 25,14,3,Tom Brady pass complete short right to Julian Edelman for 12 yards (tackle by David Harris),0.610,1.400
3,14:28,1,10,NWE 37,14,3,BenJarvus Green-Ellis left end for 8 yards (tackle by Shaun Ellis),1.400,1.940
3,13:44,2,2,NWE 45,14,3,Danny Woodhead right guard for 1 yard (tackle by David Harris),1.940,1.360
3,13:11,3,1,NWE 46,14,3,BenJarvus Green-Ellis left guard for -1 yards (tackle by Bart Scott and David Harris),1.360,-0.390
3,12:33,4,2,NWE 45,14,3,"Zoltan Mesko punts 55 yards, touchback",-0.390,-0.280
3,12:23,1,10,NYJ 20,14,3,Mark Sanchez pass complete short right to Santonio Holmes for 8 yards (tackle by Devin McCourty),0.280,0.810
3,11:58,2,2,NYJ 28,14,3,Shonn Greene for 6 yards,0.810,1.200
3,11:31,1,10,NYJ 34,14,3,Shonn Greene middle for 5 yards (tackle by Tully Banta-Cain and Kyle Love),1.200,1.330
3,10:54,2,5,NYJ 39,14,3,Mark Sanchez pass incomplete short right intended for Santonio Holmes,1.330,0.630
3,10:49,3,5,NYJ 39,14,3,LaDainian Tomlinson middle for 1 yard (tackle by Patrick Chung),0.630,-0.720
3,10:16,4,4,NYJ 40,14,3,"Steve Weatherford punts 41 yards, returned by Julian Edelman for 1 yard (tackle by Marquice Cole)",-0.720,-0.280
3,10:07,1,10,NWE 20,14,3,BenJarvus Green-Ellis left end for 2 yards (tackle by Dwight Lowery),0.280,0.000
3,9:29,2,8,NWE 22,14,3,Julian Edelman left end for 11 yards (tackle by Jason Taylor and Brodney Pool),0.000,1.140
3,9:02,1,10,NWE 33,14,3,Tom Brady pass incomplete deep middle intended for Brandon Tate,1.140,0.590
3,8:54,2,10,NWE 33,14,3,"Tom Brady sacked by Calvin Pace for -12 yards. Tom Brady fumbles (forced by Calvin Pace), recovered by BenJarvus Green-Ellis at NWE-21",0.590,-1.680
3,8:24,3,22,NWE 21,14,3,Tom Brady pass complete short left to Aaron Hernandez for 4 yards (tackle by Darrelle Revis and Jamaal Westerman),-1.680,-1.700
3,7:47,4,18,NWE 25,14,3,Zoltan Mesko punts 50 yards,-1.700,-0.610
3,7:35,1,10,NYJ 25,14,3,Mark Sanchez pass complete short middle to Shonn Greene for 9 yards (tackle by Jerod Mayo and Jermaine Cunningham),0.610,1.280
3,6:57,2,1,NYJ 34,14,3,Shonn Greene right tackle for no gain (tackle by Vince Wilfork),1.280,0.560
3,6:16,3,1,NYJ 34,14,3,Shonn Greene middle for 4 yards (tackle by Jerod Mayo),0.560,1.470
3,5:44,1,10,NYJ 38,14,3,Shonn Greene left guard for 20 yards (tackle by Brandon Meriweather),1.470,2.790
3,4:58,1,10,NWE 42,14,3,LaDainian Tomlinson right tackle for 4 yards (tackle by James Sanders),2.790,2.780
3,4:20,2,6,NWE 38,14,3,Mark Sanchez pass incomplete short right intended for LaDainian Tomlinson,2.780,2.080
3,4:16,3,6,NWE 38,14,3,Mark Sanchez pass incomplete deep left intended for Jerricho Cotchery (defended by Rob Ninkovich),2.080,0.720
3,4:11,4,6,NWE 38,14,3,Steve Weatherford punts 18 yards,0.720,-0.280
3,4:04,1,10,NWE 20,14,3,Tom Brady pass complete deep left to Rob Gronkowski for 37 yards (tackle by Dwight Lowery and Brodney Pool),0.280,2.720
3,3:37,1,10,NYJ 43,14,3,Danny Woodhead left end for 1 yard (tackle by Shaun Ellis),2.720,2.310
3,2:56,2,9,NYJ 42,14,3,Tom Brady pass incomplete short middle intended for Danny Woodhead,2.310,1.620
3,2:51,3,9,NYJ 42,14,3,Tom Brady pass complete short left to Deion Branch for 12 yards (tackle by Jason Taylor),1.620,3.580
3,2:08,1,10,NYJ 30,14,3,Tom Brady pass complete short middle to Deion Branch for 16 yards (tackle by Darrelle Revis),3.580,4.650
3,1:36,,,,14,3,Timeout #1 by New York Jets,0.000,4.650
3,1:36,1,10,NYJ 14,14,3,"Penalty on Matt Light: False Start, 5 yards (no play)",4.650,4.260
3,1:36,1,15,NYJ 19,14,3,BenJarvus Green-Ellis right end for 10 yards (tackle by Dwight Lowery),4.260,4.900
3,0:53,2,5,NYJ 9,14,3,Tom Brady pass complete short middle to Wes Welker for 7 yards (tackle by Eric Smith),4.900,6.740
3,0:15,1,2,NYJ 2,14,9,"Tom Brady pass complete short middle to Alge Crumpler for 2 yards, touchdown",6.740,7.000
3,,,,,14,11,"Two Point Attempt: Sammy Morris middle, conversion succeeds",1.000,1.000
3,,,,NWE 30,14,11,"Shayne Graham kicks off 61 yards, returned by Antonio Cromartie for 16 yards (tackle by Matt Slater)",0.000,0.610
3,0:08,1,10,NYJ 25,14,11,Mark Sanchez pass complete short middle to Dustin Keller for 4 yards (tackle by Brandon Spikes and Jerod Mayo),0.610,0.600
Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NYJ 29,14,11,Mark Sanchez pass complete short middle to Jerricho Cotchery for 58 yards (tackle by Brandon Meriweather),0.600,4.710
4,14:26,1,10,NWE 13,14,11,Shonn Greene right end for -1 yards (tackle by Jermaine Cunningham),4.710,3.900
4,13:43,2,11,NWE 14,14,11,Mark Sanchez pass complete short middle to Jerricho Cotchery for 7 yards (tackle by Patrick Chung and James Sanders),3.900,4.330
4,13:06,3,4,NWE 7,20,11,"Mark Sanchez pass complete short left to Santonio Holmes for 7 yards, touchdown",4.330,7.000
4,,,,NWE 2,21,11,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,21,11,"Nick Folk kicks off 71 yards, returned by Brandon Tate for 19 yards (tackle by Jamaal Westerman)",0.000,0.040
4,12:55,1,10,NWE 18,21,11,Danny Woodhead left end for 4 yards (tackle by Brodney Pool and David Harris),0.040,0.140
4,12:20,2,6,NWE 22,21,11,"Danny Woodhead left tackle for 2 yards (tackle by Mike DeVito). Danny Woodhead fumbles (forced by Mike DeVito), recovered by Logan Mankins at NWE-27",0.140,-0.020
4,11:28,3,1,NWE 27,21,11,Tom Brady pass complete short middle to Wes Welker for 8 yards (tackle by Antonio Cromartie),-0.020,1.270
4,10:50,1,10,NWE 35,21,11,Tom Brady pass incomplete short middle intended for Alge Crumpler,1.270,0.720
4,10:45,2,10,NWE 35,21,11,Danny Woodhead left end for 4 yards (tackle by Brodney Pool and Jason Taylor),0.720,0.560
4,10:03,3,6,NWE 39,21,11,Tom Brady pass complete short left to Deion Branch for 8 yards (tackle by Darrelle Revis),0.560,2.060
4,9:28,1,10,NWE 47,21,11,BenJarvus Green-Ellis left guard for 3 yards (tackle by Trevor Pryce),2.060,1.920
4,8:47,2,7,,21,11,Danny Woodhead middle for 8 yards (tackle by Brodney Pool),1.920,2.790
4,8:23,1,10,NYJ 42,21,11,Danny Woodhead right end for 7 yards (tackle by Dwight Lowery),2.790,3.190
4,7:40,2,3,NYJ 35,21,11,"Penalty on Deion Branch: False Start, 5 yards (no play)",3.190,2.510
4,7:24,2,8,NYJ 40,21,11,Tom Brady pass complete short left to Wes Welker for 9 yards (tackle by Darrelle Revis),2.510,3.510
4,6:49,1,10,NYJ 31,21,11,Danny Woodhead right guard for no gain (tackle by Shaun Ellis),3.510,2.970
4,6:09,2,10,NYJ 31,21,11,Tom Brady sacked by Sione Pouha for -3 yards,2.970,1.880
4,5:30,3,13,NYJ 34,21,11,Tom Brady pass incomplete short right intended for Danny Woodhead,1.880,1.060
4,5:19,4,13,NYJ 34,21,11,Tom Brady pass incomplete short left intended for Deion Branch,1.060,-1.200
4,5:15,1,10,NYJ 34,21,11,Shonn Greene middle for 2 yards (tackle by Gary Guyton),1.200,0.930
4,4:31,2,8,NYJ 36,21,11,Shonn Greene left guard for 4 yards (tackle by Brandon Deaderick),0.930,0.760
4,3:46,3,4,NYJ 40,21,11,LaDainian Tomlinson left tackle for no gain (tackle by Brandon Deaderick),0.760,-0.720
4,3:42,,,,21,11,Timeout #1 by New England Patriots,0.000,-0.720
4,3:42,4,4,NYJ 40,21,11,"Steve Weatherford punts 44 yards, returned by Julian Edelman for 41 yards (tackle by Steve Weatherford)",-0.720,-2.720
4,3:29,1,10,NYJ 43,21,11,Tom Brady pass complete short right to Wes Welker for 9 yards (tackle by David Harris),2.720,3.390
4,3:10,2,1,NYJ 34,21,11,Tom Brady pass complete short right to Danny Woodhead for 4 yards (tackle by Bart Scott),3.390,3.580
4,2:52,1,10,NYJ 30,21,11,Tom Brady pass complete short middle to Rob Gronkowski for 12 yards (tackle by David Harris and James Ihedigbo),3.580,4.370
4,2:30,1,10,NYJ 18,21,11,Tom Brady pass incomplete short left intended for Deion Branch,4.370,3.800
4,2:25,2,10,NYJ 18,21,11,Tom Brady pass incomplete short left intended for Danny Woodhead,3.800,3.050
4,2:21,3,10,NYJ 18,21,11,Tom Brady pass complete short right to Wes Welker for 1 yard (tackle by Drew Coleman),3.050,2.310
4,2:00,4,9,NYJ 17,21,14,Shayne Graham 35 yard field goal good,2.310,3.000
4,,,,NWE 30,21,14,"Shayne Graham kicks off 18 yards, returned by Antonio Cromartie for 23 yards (tackle by Shayne Graham). Penalty on Dane Fletcher: Encroachment, 5 yards",0.000,4.240
4,1:49,1,10,NWE 20,21,14,Shonn Greene right guard for 4 yards (tackle by Vince Wilfork),4.240,4.280
4,1:46,,,,21,14,Timeout #2 by New England Patriots,0.000,4.280
4,1:46,2,6,NWE 16,27,14,"Shonn Greene right end for 16 yards, touchdown. Penalty on Shonn Greene: Unsportsmanlike Conduct, 15 yards",4.280,7.000
4,,,,NWE 2,28,14,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 15,28,14,"Nick Folk kicks off 67 yards, returned by Brandon Tate for 23 yards (tackle by Eric Smith)",0.000,1.660
4,1:35,1,10,NWE 41,28,14,Tom Brady pass complete short middle to Danny Woodhead for 9 yards (tackle by David Harris),1.660,2.340
4,1:15,2,1,,28,14,Tom Brady pass complete short middle to Wes Welker for 13 yards (tackle by Eric Smith),2.340,3.120
4,0:55,1,10,NYJ 37,28,14,Tom Brady pass complete short middle to Danny Woodhead for 14 yards (tackle by James Ihedigbo),3.120,4.040
4,0:46,,,,28,14,Timeout #3 by New England Patriots,0.000,4.040
4,0:46,1,10,NYJ 23,28,14,Tom Brady pass incomplete deep right intended for Deion Branch,4.040,3.500
4,0:41,2,10,NYJ 23,28,14,Tom Brady pass complete short right to Deion Branch for 10 yards,3.500,4.710
4,0:35,1,10,NYJ 13,28,14,Tom Brady pass incomplete short left intended for Wes Welker,4.710,4.050
4,0:30,2,10,NYJ 13,28,20,"Tom Brady pass complete short middle to Deion Branch for 13 yards, touchdown",4.050,7.000
4,,,,NYJ 2,28,21,Shayne Graham kicks extra point good,0.000,0.000
4,,,,NWE 30,28,21,Shayne Graham kicks onside 13 yards,0.000,2.720
4,0:23,1,10,NWE 43,28,21,Mark Sanchez kneels for -1 yards,2.720,2.040
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
