Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
1,8:36,2,12,WAS 44,6,7,"Kirk Cousins pass complete deep right to DeSean Jackson for 56 yards, touchdown. Penalty on Josh Norman: Illegal Use of Hands (Declined)",1.180,7.000
1,8:36,,,CAR 44,7,7,Dustin Hopkins kicks extra point good,0.000,0.000
1,8:36,,,WAS 35,7,7,"Dustin Hopkins kicks off 66 yards, returned by Joe Webb for 23 yards (tackle by Deshazor Everett)",0.000,-0.410
1,8:20,1,10,CAR 22,7,7,Cam Newton sacked by Ryan Kerrigan for -12 yards,0.410,-1.660
1,7:34,2,22,CAR 10,7,7,Cam Newton pass complete deep left to Jerricho Cotchery for 19 yards (tackle by Chris Culliver),-1.660,0.100
1,6:56,3,3,CAR 29,7,7,Cam Newton pass complete short left to Ted Ginn for 7 yards (tackle by Chris Culliver),0.100,1.330
1,6:18,1,10,CAR 36,7,7,Cam Newton pass complete short right to Devin Funchess for 11 yards (tackle by Bashaud Breeland),1.330,2.060
1,5:41,1,10,CAR 47,7,7,Ted Ginn right end for 1 yard (tackle by Perry Riley),2.060,1.650
1,5:08,2,9,CAR 48,7,7,Jonathan Stewart middle for 8 yards (tackle by Preston Smith and Perry Riley),1.650,2.020
1,4:31,3,1,WAS 44,7,7,Jonathan Stewart middle for 4 yards (tackle by Dashon Goldson and William Compton),2.020,2.920
1,3:58,1,10,WAS 40,7,7,Mike Tolbert middle for 3 yards (tackle by Bashaud Breeland and Chris Baker),2.920,2.780
1,3:23,2,7,WAS 37,7,7,Cam Newton pass complete short right to Jerricho Cotchery for 11 yards (tackle by William Compton),2.780,3.840
1,2:48,1,10,WAS 26,7,7,Cam Newton pass incomplete short left intended for Ted Ginn,3.840,3.300
1,2:43,2,10,WAS 26,7,7,Cam Newton pass complete short right to Brenton Bersin for 15 yards (tackle by Bashaud Breeland),3.300,4.840
1,2:08,1,10,WAS 11,7,7,"Penalty on Michael Oher: False Start, 5 yards (no play)",4.840,4.340
1,1:54,1,15,WAS 16,7,7,"Penalty on Trent Murphy: Neutral Zone Infraction, 5 yards (no play)",4.340,4.840
1,1:42,1,10,WAS 11,7,7,"Penalty on Jason Hatcher: Neutral Zone Infraction, 5 yards (no play)",4.840,5.990
1,1:32,1,5,WAS 6,7,7,Jonathan Stewart right guard for 3 yards (tackle by Jeron Johnson),5.990,5.660
1,0:47,2,2,WAS 3,7,13,"Cam Newton pass complete short right to Mike Tolbert for 3 yards, touchdown",5.660,7.000
1,0:47,,,WAS 3,7,14,Graham Gano kicks extra point good,0.000,0.000
1,0:47,,,CAR 35,13,14,"Graham Gano kicks off 64 yards, returned by Andre Roberts for 99 yards, touchdown",0.000,-7.000
1,0:41,,,CAR 3,14,14,Dustin Hopkins kicks extra point good,0.000,0.000
1,0:41,,,WAS 35,14,14,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.280
1,0:27,1,10,CAR 20,14,14,Jonathan Stewart right tackle for 2 yards (tackle by Trent Murphy),0.280,0.000
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,CAR 22,14,14,Cam Newton pass incomplete short middle intended for Greg Olsen (defended by William Compton),0.000,-0.690
2,14:57,3,8,CAR 22,14,14,Cam Newton sacked by Preston Smith for -8 yards. Penalty on Ryan Kalil: Offensive Holding (Declined),-0.690,-2.470
2,14:35,4,16,CAR 14,14,14,"Brad Nortman punts 52 yards, returned by Jamison Crowder for 1 yard (tackle by Colin Jones)",-2.470,-1.270
2,14:27,1,10,WAS 35,14,14,Matt Jones left end for -2 yards (tackle by A.J. Klein),1.270,0.450
2,13:46,2,12,WAS 33,14,14,Kirk Cousins pass complete short left to DeSean Jackson for 3 yards (tackle by Roman Harper),0.450,0.170
2,13:07,3,9,WAS 36,14,14,Kirk Cousins pass complete short middle to Matt Jones for 7 yards (tackle by Luke Kuechly),0.170,-0.520
2,12:27,4,2,WAS 43,14,14,"Tress Way punts 49 yards, fair catch by Ted Ginn",-0.520,0.380
2,12:18,1,10,CAR 8,14,14,Jonathan Stewart right guard for 6 yards (tackle by Jeron Johnson and Dashon Goldson),-0.380,-0.320
2,11:37,2,4,CAR 14,14,14,Jonathan Stewart left tackle for 9 yards (tackle by Perry Riley),-0.320,0.480
2,11:03,1,10,CAR 23,14,14,Cam Newton pass complete short left to Jerricho Cotchery for 17 yards (tackle by Kyshoen Jarrett). Penalty on Chris Culliver: Illegal Contact (Declined),0.480,1.600
2,10:43,1,10,CAR 40,14,14,Cam Newton pass complete deep right to Greg Olsen for 34 yards (tackle by Bashaud Breeland),1.600,3.840
2,10:20,1,10,WAS 26,14,14,"Cam Newton pass incomplete short left intended for Greg Olsen is intercepted by Chris Culliver at WAS-25 and returned for 75 yards. Penalty on Chris Culliver: Unnecessary Roughness, 13 yards (no play)",3.840,4.710
2,10:04,1,10,WAS 13,14,14,Jonathan Stewart left guard for 2 yards (tackle by William Compton and Bashaud Breeland),4.710,4.710
2,9:17,1,10,WAS 13,14,14,Timeout #1 by Carolina Panthers,4.710,4.390
2,9:17,2,8,WAS 11,14,14,Cam Newton pass incomplete short middle intended for Jerricho Cotchery,4.390,4.390
2,9:07,2,8,WAS 11,14,14,Timeout #2 by Carolina Panthers,4.390,3.450
2,9:07,3,8,WAS 11,14,14,"Cam Newton pass incomplete short right intended for Ted Ginn. Penalty on Kyshoen Jarrett: Defensive Pass Interference, 10 yards (no play)",3.450,6.970
2,9:02,1,1,WAS 1,14,14,Mike Tolbert left tackle for -1 yards (tackle by Bashaud Breeland),6.970,5.720
2,8:29,2,2,WAS 2,14,20,"Cam Newton pass complete short middle to Ted Ginn for 2 yards, touchdown",5.720,7.000
,,,,,,,"CAR challenged the incomplete pass ruling, and the original play was overturned.",,
2,8:29,,,WAS 2,14,21,Graham Gano kicks extra point good,0.000,0.000
2,8:29,,,CAR 35,14,21,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
2,8:21,1,10,WAS 20,14,21,Kirk Cousins pass incomplete deep left intended for Derek Carrier,0.280,-0.270
2,8:14,2,10,WAS 20,14,21,"Matt Jones left end for 2 yards (tackle by Luke Kuechly). Matt Jones fumbles (forced by Luke Kuechly), recovered by Thomas Davis at WAS-24 (tackle by Brandon Scherff)",-0.270,-3.970
2,8:05,1,10,WAS 24,14,21,"Cam Newton pass complete short left to Jonathan Stewart for 6 yards (tackle by Jason Hatcher). Penalty on Michael Oher: Offensive Holding, 10 yards (no play)",3.970,3.310
2,7:44,1,20,WAS 34,14,21,Jonathan Stewart left end for 9 yards (tackle by Dashon Goldson and Perry Riley),3.310,3.300
2,7:16,2,11,WAS 25,14,21,Jonathan Stewart left guard for 9 yards (tackle by Dashon Goldson),3.300,3.950
2,6:30,3,2,WAS 16,14,21,Cam Newton pass complete short left to Ted Ginn for 9 yards (tackle by Preston Smith),3.950,5.600
2,5:58,1,7,WAS 7,14,21,Cam Newton right guard for 2 yards (tackle by Ryan Kerrigan and Terrance Knighton),5.600,5.150
2,5:21,2,5,WAS 5,14,21,Cam Newton pass incomplete short left intended for Devin Funchess,5.150,4.260
2,5:19,3,5,WAS 5,14,27,"Cam Newton pass complete short right to Greg Olsen for 5 yards, touchdown",4.260,7.000
2,5:19,,,WAS 5,14,28,Graham Gano kicks extra point good,0.000,0.000
2,5:19,,,CAR 35,14,28,"Graham Gano kicks off 70 yards, returned by Andre Roberts for 34 yards (tackle by David Mayo). Penalty on Ben Jacobs: Unnecessary Roughness, 15 yards",0.000,-1.860
2,5:09,1,10,WAS 44,14,28,Kirk Cousins pass complete short left to DeSean Jackson for 6 yards,1.860,2.130
2,4:50,2,4,,14,28,Chris Thompson middle for 1 yard (tackle by Dwan Edwards and Thomas Davis),2.130,1.550
2,4:12,3,3,CAR 49,14,28,Kirk Cousins pass complete short left to Pierre Garcon for 13 yards (tackle by Colin Jones and Kurt Coleman),1.550,3.180
2,3:37,1,10,CAR 36,14,28,Kirk Cousins pass complete short right to Derek Carrier for 2 yards (tackle by Colin Jones),3.180,2.910
2,2:57,2,8,CAR 34,14,28,Kirk Cousins pass complete short left to Jordan Reed for 8 yards (tackle by Luke Kuechly and Shaq Thompson),2.910,3.840
2,2:16,1,10,CAR 26,14,28,Kirk Cousins pass incomplete short middle intended for DeSean Jackson (defended by Kony Ealy),3.840,3.300
2,2:11,2,10,CAR 26,14,28,"Kirk Cousins left tackle for 4 yards (tackle by Bene Benwikere). Penalty on Jordan Reed: Offensive Holding, 10 yards",3.300,2.490
2,2:00,2,16,CAR 32,14,28,"Kirk Cousins sacked by Kony Ealy for -7 yards. Kirk Cousins fumbles (forced by Kony Ealy), recovered by Kony Ealy at CAR-38. Penalty on Morgan Moses: Offensive Holding (Declined)",2.490,-1.470
2,1:54,1,10,CAR 38,14,28,Cam Newton pass complete short right to Fozzy Whittaker for 2 yards (tackle by Perry Riley and William Compton),1.470,1.190
2,1:20,2,8,CAR 40,14,28,Cam Newton right guard for no gain (tackle by Bashaud Breeland),1.190,0.500
2,0:39,3,8,CAR 40,14,28,Cam Newton left end for 9 yards (tackle by Chris Culliver),0.500,2.190
2,0:31,1,10,CAR 49,14,28,"Penalty on Mike Remmers: False Start, 5 yards (no play)",2.190,1.860
2,0:31,1,15,CAR 44,14,28,Cam Newton pass incomplete deep left intended for Devin Funchess,1.860,0.970
2,0:27,2,15,CAR 44,14,28,Cam Newton pass complete short left to Ted Ginn for 17 yards (tackle by Perry Riley),0.970,2.980
2,0:21,1,10,WAS 39,14,28,Cam Newton pass incomplete short left intended for Greg Olsen (defended by Will Blackmon),2.980,2.440
2,0:21,2,10,WAS 39,14,28,"Penalty on Stephen Paea: Neutral Zone Infraction, 5 yards (no play)",2.440,3.120
2,0:16,2,5,WAS 34,14,28,Cam Newton pass complete short middle to Jerricho Cotchery for 10 yards (tackle by Will Blackmon),3.120,3.120
2,0:03,2,5,WAS 34,14,28,Timeout #3 by Carolina Panthers,3.120,3.970
2,0:03,1,10,WAS 24,14,31,Graham Gano 42 yard field goal good,3.970,3.000
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,14,31,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,WAS 20,14,31,"Kirk Cousins sacked by Bene Benwikere for -9 yards. Kirk Cousins fumbles (forced by Bene Benwikere), recovered by Bene Benwikere at WAS-11 (tackle by Brandon Scherff)",0.280,-4.840
3,14:51,1,10,WAS 11,14,31,Mike Tolbert middle for 1 yard (tackle by Terrance Knighton),4.840,4.320
3,14:51,2,9,WAS 10,14,31,"Penalty on Chris Baker: Encroachment, 5 yards (no play)",4.320,5.280
3,14:02,2,4,WAS 5,14,31,Cam Newton pass incomplete short left intended for Greg Olsen,5.280,4.440
3,13:57,3,4,WAS 5,14,37,"Cam Newton pass complete short left to Devin Funchess for 5 yards, touchdown",4.440,7.000
3,13:57,,,WAS 5,14,38,Graham Gano kicks extra point good,0.000,0.000
3,13:57,,,CAR 35,14,38,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,13:52,1,10,WAS 20,14,38,Chris Thompson left end for no gain (tackle by Luke Kuechly),0.280,-0.270
3,13:18,2,10,WAS 20,14,38,Kirk Cousins pass complete short left to Chris Thompson for -4 yards (tackle by Bene Benwikere),-0.270,-1.690
3,12:38,3,14,WAS 16,14,38,Kirk Cousins pass incomplete deep left intended for Pierre Garcon,-1.690,-2.390
3,12:31,4,14,WAS 16,14,38,Tress Way punts 57 yards,-2.390,-0.740
3,12:18,1,10,CAR 27,14,38,Jonathan Stewart middle for 1 yard (tackle by Ricky Jean-Francois and Chris Baker),0.740,0.330
3,11:38,2,9,CAR 28,14,38,Jonathan Stewart right tackle for 12 yards (tackle by Kyshoen Jarrett),0.330,1.600
3,10:58,1,10,CAR 40,14,38,Jonathan Stewart right tackle for 4 yards (tackle by Kyshoen Jarrett and Bashaud Breeland),1.600,1.590
3,10:11,2,6,CAR 44,14,38,Cam Newton pass incomplete short left intended for Ted Ginn,1.590,0.890
3,10:05,3,6,CAR 44,14,38,Cam Newton pass incomplete short middle intended for Ed Dickson,0.890,-0.460
3,10:01,4,6,CAR 44,14,38,"Brad Nortman punts 56 yards, touchback",-0.460,-0.280
3,9:53,1,10,WAS 20,14,38,Kirk Cousins sacked by Kyle Love for -6 yards,0.280,-1.180
3,9:09,2,16,WAS 14,14,38,Kirk Cousins pass incomplete short middle intended for Jordan Reed,-1.180,-2.030
3,9:05,3,16,WAS 14,14,38,Kirk Cousins pass complete short right to DeSean Jackson for 2 yards (tackle by Josh Norman),-2.030,-2.390
3,8:58,4,14,WAS 16,14,38,"Tress Way punts 53 yards, returned by Ted Ginn for 1 yard (tackle by Derek Carrier). Penalty on Teddy Williams: Illegal Block Above the Waist, 10 yards",-2.390,-0.410
3,8:47,1,10,CAR 22,14,38,Ted Ginn left end for 11 yards (tackle by Chris Culliver),0.410,1.140
3,8:21,1,10,CAR 33,14,38,Cam Newton pass complete short right to Ted Ginn for 2 yards (tackle by Bashaud Breeland),1.140,0.860
3,7:49,2,8,CAR 35,14,38,Cam Newton pass complete short right to Greg Olsen for 15 yards (tackle by Bashaud Breeland),0.860,2.260
3,7:09,1,10,,14,38,Jonathan Stewart right end for 10 yards (tackle by Perry Riley),2.260,2.920
3,6:21,1,10,WAS 40,14,38,"Penalty on Chris Baker: Neutral Zone Infraction, 5 yards (no play)",2.920,3.650
3,5:57,1,5,WAS 35,14,38,Jonathan Stewart middle for 2 yards (tackle by William Compton),3.650,3.320
3,5:24,2,3,WAS 33,14,38,Cam Newton right end for 5 yards (tackle by Trent Murphy),3.320,3.710
3,5:00,1,10,WAS 28,14,38,Jonathan Stewart right tackle for -2 yards (tackle by Chris Baker and William Compton),3.710,2.900
3,4:20,2,12,WAS 30,14,38,Cam Newton pass incomplete deep left intended for Ted Ginn,2.900,2.210
3,4:14,3,12,WAS 30,14,38,Cam Newton pass incomplete deep middle intended for Jerricho Cotchery,2.210,1.410
3,4:08,4,12,WAS 30,14,41,Graham Gano 48 yard field goal good,1.410,3.000
3,4:08,,,CAR 35,14,41,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,4:04,1,10,WAS 20,14,41,Kirk Cousins pass complete short left to Jamison Crowder for 5 yards (tackle by Bene Benwikere),0.280,0.410
3,3:33,2,5,WAS 25,14,41,"Kirk Cousins pass complete short right to Chris Thompson for no gain. Penalty on Brandon Scherff: Offensive Holding, 10 yards (no play)",0.410,-1.070
3,3:12,2,15,WAS 15,14,41,Kirk Cousins pass complete deep left to DeSean Jackson for 20 yards (tackle by Kurt Coleman),-1.070,1.270
3,2:43,1,10,WAS 35,14,41,Kirk Cousins pass complete short left to Chris Thompson for 5 yards (tackle by Thomas Davis),1.270,1.400
3,2:22,2,5,WAS 40,14,41,"Chris Thompson middle for 3 yards (tackle by Thomas Davis). Chris Thompson fumbles (forced by Thomas Davis), recovered by Morgan Moses at WAS-45",1.400,1.930
3,1:36,1,10,WAS 45,14,41,"Kirk Cousins pass complete short right to Jordan Reed for 13 yards (tackle by Josh Norman). Jordan Reed fumbles (forced by Josh Norman), recovered by Luke Kuechly at CAR-35 (tackle by Jamison Crowder)",1.930,-1.270
3,1:26,1,10,CAR 35,14,41,Jonathan Stewart left tackle for 3 yards (tackle by Ryan Kerrigan),1.270,1.130
3,0:42,2,7,CAR 38,14,41,Jonathan Stewart left guard for 15 yards (tackle by Jeron Johnson),1.130,2.460
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,WAS 47,14,41,Jonathan Stewart right tackle for -1 yards (tackle by Mason Foster and Trent Murphy),2.460,1.780
4,14:15,2,11,WAS 48,14,41,Mike Tolbert middle for -2 yards (tackle by Terrance Knighton and Chris Baker),1.780,0.830
4,13:29,3,13,,14,41,Cam Newton pass complete deep left to Devin Funchess for 35 yards (tackle by Chris Culliver),0.830,4.580
4,12:43,1,10,WAS 15,14,41,Jonathan Stewart left tackle for no gain (tackle by Ricky Jean-Francois and Perry Riley),4.580,3.950
4,12:02,2,10,WAS 15,14,41,Mike Tolbert left guard for 6 yards (tackle by Perry Riley),3.950,4.220
4,11:18,3,4,WAS 9,14,41,Cam Newton pass complete short left to Mike Tolbert for 2 yards (tackle by Dashon Goldson),4.220,3.000
4,10:39,4,2,WAS 7,14,44,Graham Gano 25 yard field goal good,3.000,3.000
4,10:39,,,CAR 35,14,44,"Graham Gano kicks off 66 yards, returned by Andre Roberts for 21 yards (tackle by Joe Webb)",0.000,-0.280
4,10:30,1,10,WAS 20,14,44,Kirk Cousins sacked by Ryan Delaire and Mario Addison for -6 yards,0.280,-1.180
4,9:58,2,16,WAS 14,14,44,Kirk Cousins pass complete short middle to Jordan Reed for 7 yards (tackle by A.J. Klein),-1.180,-0.820
4,9:26,3,9,WAS 21,14,44,Kirk Cousins pass complete short left to Jordan Reed for 4 yards (tackle by Colin Jones),-0.820,-0.820
4,8:41,3,9,WAS 21,14,44,Timeout #1 by Washington Redskins,-0.820,-1.700
4,8:41,4,5,WAS 25,14,44,Kirk Cousins pass complete short left to Jordan Reed for 7 yards (tackle by Kurt Coleman and A.J. Klein),-1.700,1.070
4,8:16,1,10,WAS 32,14,44,Kirk Cousins sacked by Mario Addison for -8 yards,1.070,-0.550
4,7:50,2,18,WAS 24,14,44,Kirk Cousins pass complete short left to Chris Thompson for 6 yards (tackle by Dwan Edwards),-0.550,-0.430
4,7:24,3,12,WAS 30,14,44,Kirk Cousins pass incomplete short middle intended for Chris Thompson,-0.430,-1.370
4,7:18,4,12,WAS 30,14,44,"Tress Way punts 51 yards, fair catch by Brenton Bersin",-1.370,-0.150
4,7:10,1,10,CAR 19,14,44,Fozzy Whittaker middle for 2 yards (tackle by Stephen Paea and William Compton),0.150,-0.060
4,6:26,2,8,CAR 21,14,44,Fozzy Whittaker left guard for 4 yards (tackle by Dashon Goldson and Stephen Paea),-0.060,-0.290
4,5:39,3,4,CAR 25,14,44,"Derek Anderson for 7 yards. Derek Anderson fumbles, recovered by Derek Anderson at CAR-21",-0.290,-1.570
4,4:56,4,2,CAR 27,14,44,"Brad Nortman punts 51 yards, fair catch by Jamison Crowder",-1.570,-0.410
4,4:49,1,10,WAS 22,14,44,Chris Thompson left end for 6 yards (tackle by Shaq Thompson),0.410,0.680
4,4:13,2,4,WAS 28,14,44,Matt Jones right guard for 2 yards (tackle by Jared Allen and Shaq Thompson),0.680,0.230
4,3:37,3,2,WAS 30,14,44,Kirk Cousins pass complete short middle to Matt Jones for 5 yards (tackle by Shaq Thompson),0.230,1.270
4,3:11,1,10,WAS 35,14,44,Kirk Cousins pass complete short left to Derek Carrier for 5 yards (tackle by A.J. Klein),1.270,1.400
4,2:46,2,5,WAS 40,14,44,Kirk Cousins pass incomplete deep left intended for DeSean Jackson,1.400,0.700
4,2:39,3,5,WAS 40,14,44,Kirk Cousins pass incomplete short left intended for Jordan Reed (defended by Shaq Thompson),0.700,-0.720
4,2:34,4,5,WAS 40,14,44,Tress Way punts 56 yards,-0.720,0.380
4,2:23,1,10,CAR 4,14,44,Mike Tolbert middle for -1 yards (tackle by Stephen Paea),-0.380,-0.850
4,2:00,2,11,CAR 3,14,44,Mike Tolbert right guard for -1 yards (tackle by William Compton and Jeron Johnson),-0.850,-1.650
4,1:15,3,12,CAR 2,14,44,Derek Anderson middle for no gain (tackle by Stephen Paea and Chris Baker),-1.650,-2.490
4,0:28,4,12,CAR 2,14,44,"Penalty on Brad Nortman: Delay of Game, 1 yards (no play)",-2.490,-2.490
4,0:28,4,13,CAR 1,16,44,"Brad Nortman for -1 yards, safety",-2.490,-2.000
4,0:28,,,CAR 20,16,44,"Brad Nortman kicks off 51 yards, returned by Jamison Crowder for 13 yards (tackle by David Mayo)",0.000,-1.730
4,0:11,1,10,WAS 42,16,44,Matt Jones right guard for no gain (tackle by Ryan Delaire),1.730,1.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
