Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Seahawks won the coin toss and deferred, Cardinals to receive the opening kickoff.",,
1,15:00,,,SEA 35,0,0,"Steven Hauschka kicks off 65 yards, returned by William Powell for 22 yards (tackle by Heath Farwell)",0.000,0.410
1,14:53,1,10,ARI 22,0,0,John Skelton pass complete short right to Andre Roberts for 9 yards,0.410,1.080
1,14:20,2,1,ARI 31,0,0,John Skelton pass complete short right to Andre Roberts for 24 yards (tackle by K.J. Wright),1.080,2.590
1,13:37,1,10,SEA 45,0,0,Beanie Wells left tackle for 6 yards (tackle by Brandon Mebane),2.590,2.850
1,12:53,2,4,SEA 39,0,0,John Skelton pass complete short right to LaRod Stephens-Howling for 2 yards (tackle by Brandon Mebane and Bobby Wagner),2.850,2.410
1,12:12,3,2,SEA 37,0,0,"John Skelton pass incomplete short left intended for Larry Fitzgerald is intercepted by Bobby Wagner at SEA-31 and returned for 45 yards. Penalty on John Skelton: Tripping, 10 yards",2.410,-4.650
1,12:00,1,10,ARI 14,0,0,Marshawn Lynch left tackle for 2 yards (tackle by Calais Campbell and Paris Lenon),4.650,4.330
1,11:19,2,8,ARI 12,0,0,Russell Wilson left end for 6 yards (tackle by Sam Acho),4.330,4.730
1,10:36,3,2,ARI 6,0,0,Russell Wilson sacked by Quentin Groves for -7 yards,4.730,2.570
1,10:04,4,9,ARI 13,0,3,Steven Hauschka 31 yard field goal good,2.570,3.000
1,9:59,,,SEA 35,0,3,"Steven Hauschka kicks off 65 yards, returned by William Powell for 19 yards (tackle by Kam Chancellor)",0.000,0.150
1,9:53,1,10,ARI 19,0,3,John Skelton pass complete short left to Patrick Peterson for 7 yards (tackle by Chris Clemons),0.150,0.610
1,9:34,2,3,ARI 26,0,3,"William Powell left tackle for 4 yards (tackle by Earl Thomas and Bobby Wagner). Penalty on Brandon Mebane: Unnecessary Roughness, 15 yards",0.610,1.930
1,9:14,1,10,ARI 45,0,3,LaRod Stephens-Howling left tackle for 1 yard (tackle by Kam Chancellor and Brandon Mebane),1.930,1.520
1,8:38,2,9,ARI 46,0,3,John Skelton pass incomplete deep left intended for Larry Fitzgerald,1.520,0.830
1,8:32,3,9,ARI 46,0,3,John Skelton pass incomplete short right intended for Rob Housler,0.830,-0.320
1,8:27,4,9,ARI 46,0,3,"Dave Zastudil punts 42 yards, returned by Leon Washington for 3 yards (tackle by Justin Bethel)",-0.320,0.220
1,8:18,1,10,SEA 15,0,3,"Russell Wilson pass complete short left to Anthony McCoy for 15 yards (tackle by Patrick Peterson and Kerry Rhodes). Penalty on Golden Tate: Offensive Pass Interfere, 7 yards (no play)",-0.220,-0.650
1,7:55,1,17,SEA 8,0,3,"Russell Wilson for 1 yard. Penalty on Quentin Groves: Defensive Offside, 5 yards (no play)",-0.650,-0.370
1,7:24,1,12,SEA 13,0,3,Russell Wilson pass incomplete short left intended for Marshawn Lynch (defended by Paris Lenon),-0.370,-0.920
1,7:19,2,12,SEA 13,0,3,Marshawn Lynch left end for 1 yard (tackle by Paris Lenon and Nick Eason),-0.920,-1.510
1,6:34,3,11,SEA 14,0,3,Russell Wilson pass complete short left to Sidney Rice for 17 yards (tackle by Greg Toler),-1.510,1.000
1,5:51,1,10,SEA 31,0,3,Russell Wilson right end for 4 yards (tackle by Quentin Groves),1.000,1.000
1,5:05,2,6,SEA 35,0,3,Marshawn Lynch right tackle for 10 yards (tackle by Paris Lenon),1.000,1.930
1,4:22,1,10,SEA 45,0,3,Marshawn Lynch left guard for 2 yards (tackle by Paris Lenon),1.930,1.650
1,3:41,2,8,SEA 47,0,3,Russell Wilson pass complete short right to Anthony McCoy for 21 yards (tackle by Sam Acho and Paris Lenon),1.650,3.450
1,3:12,1,10,ARI 32,0,3,Russell Wilson pass incomplete deep right intended for Robert Turbin (defended by Reggie Walker),3.450,2.900
1,3:03,2,10,ARI 32,0,3,Russell Wilson pass complete short right to Michael Robinson for 12 yards (tackle by Daryl Washington),2.900,0.000
1,2:34,,,,0,3,Timeout #1 by Arizona Cardinals,0.000,4.240
1,2:34,1,10,ARI 20,0,3,"Marshawn Lynch right tackle for 15 yards (tackle by Quentin Groves and James Sanders). Penalty on Breno Giacomini: Unnecessary Roughness, 15 yards",4.240,4.240
1,2:13,1,10,ARI 20,0,9,"Marshawn Lynch left end for 20 yards, touchdown",4.240,7.000
1,2:13,,,ARI 2,0,10,Steven Hauschka kicks extra point good,0.000,0.000
1,2:04,,,SEA 35,0,10,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
1,2:04,1,10,ARI 20,0,10,John Skelton pass incomplete deep left intended for Michael Floyd,0.280,-0.270
1,1:58,2,10,ARI 20,0,10,Beanie Wells right tackle for 1 yard (tackle by Clinton McDonald),-0.270,-0.820
1,1:17,3,9,ARI 21,0,10,John Skelton pass incomplete short right intended for Larry Fitzgerald,-0.820,-1.960
1,1:12,4,9,ARI 21,0,10,"Dave Zastudil punts 52 yards, returned by Leon Washington for no gain",-1.960,-0.740
1,1:04,1,10,SEA 27,0,10,Russell Wilson middle for 2 yards (tackle by Calais Campbell),0.740,0.470
1,0:24,2,8,SEA 29,0,10,Russell Wilson pass complete deep left to Anthony McCoy for 67 yards (tackle by William Gay),0.470,6.280
Quarter,Time,Down,ToGo,Location,ARI,SEA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,ARI 4,0,16,"Marshawn Lynch right end for 4 yards, touchdown",6.280,7.000
2,15:00,,,ARI 2,0,17,Steven Hauschka kicks extra point good,0.000,0.000
2,14:53,,,SEA 35,0,17,"Steven Hauschka kicks off 61 yards, returned by William Powell for 21 yards (tackle by Earl Thomas)",0.000,0.610
