Quarter,Time,Down,ToGo,Location,TAM,CIN,Detail,EPB,EPA
1,4:56,3,3,TAM 41,0,0,"Penalty on Ali Marpet: False Start, 5 yards (no play)",0.890,0.230
1,4:41,3,8,TAM 36,0,0,Jameis Winston pass incomplete deep left intended for DeSean Jackson,0.230,-0.980
1,4:36,4,8,TAM 36,0,0,"Bryan Anger punts 44 yards, returned by Alex Erickson for 17 yards (tackle by Riley Bullough)",-0.980,-1.400
1,4:26,1,10,CIN 37,0,0,Andy Dalton pass complete deep right to Jordan Franks for 32 yards (tackle by Devante Bond),1.400,3.510
1,4:09,1,10,TAM 31,0,0,Joe Mixon left guard for 2 yards (tackle by Beau Allen),3.510,3.240
1,3:42,2,8,TAM 29,0,0,Andy Dalton pass complete deep left to Tyler Boyd for 28 yards (tackle by Isaiah Johnson),3.240,6.970
1,3:06,1,1,TAM 1,0,6,"Joe Mixon right guard for 1 yard, touchdown",6.970,7.000
1,3:04,,,TAM 15,0,7,Randy Bullock kicks extra point good,0.000,0.000
1,3:04,,,CIN 35,0,7,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
1,3:04,1,10,TAM 25,0,7,Jameis Winston pass complete deep middle to O.J. Howard for 18 yards (tackle by Shawn Williams),0.610,1.800
1,2:35,1,10,TAM 43,0,7,Peyton Barber right tackle for 6 yards (tackle by Michael Johnson),1.800,2.060
1,2:04,2,4,TAM 49,0,7,Jameis Winston pass complete short left to Adam Humphries for 2 yards (tackle by Jessie Bates and Preston Brown),2.060,1.620
1,1:27,3,2,CIN 49,0,7,Peyton Barber left guard for 2 yards (tackle by Geno Atkins and Sam Hubbard),1.620,2.460
1,0:49,1,10,CIN 47,0,7,Jameis Winston pass complete deep right to Mike Evans for 20 yards (tackle by Dre Kirkpatrick),2.460,3.780
1,0:12,1,10,CIN 27,0,7,Jameis Winston pass short middle (defended by Sam Hubbard) intended for Mike Evans is intercepted by Preston Brown at CIN-24 and returned for 18 yards,3.780,-1.730
1,0:01,1,10,CIN 42,0,7,Andy Dalton right end for 3 yards (tackle by Devante Bond),1.730,1.590
Quarter,Time,Down,ToGo,Location,TAM,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,CIN 45,0,7,"Penalty on William Gholston: Encroachment, 5 yards (no play)",1.590,2.270
2,14:58,2,2,CIN 50,0,7,Joe Mixon right end for -1 yards (tackle by Lavonte David),2.270,1.420
2,14:30,3,3,CIN 49,0,7,Andy Dalton pass complete short left to Tyler Boyd for 8 yards,1.420,2.720
2,14:04,1,10,TAM 43,0,7,"Andy Dalton pass deep left is intercepted by Justin Evans at TB-8 and returned for 2 yards. Penalty on Vita Vea: Defensive Offside, 5 yards (no play)",2.720,3.450
2,13:54,1,5,TAM 38,0,7,Andy Dalton pass incomplete deep middle intended for A.J. Green (defended by Carlton Davis),3.450,2.850
2,13:50,2,5,TAM 38,0,7,Andy Dalton pass complete short left to Joe Mixon for 2 yards (tackle by Adarius Taylor),2.850,2.410
2,13:18,3,3,TAM 36,0,7,"Andy Dalton up the middle for no gain (tackle by Lavonte David). Penalty on Cordy Glenn: Offensive Holding, 10 yards (no play)",2.410,1.090
2,12:46,3,13,TAM 46,0,7,Andy Dalton pass complete short middle to Mark Walton for 10 yards (tackle by Lavonte David and Andrew Adams),1.090,0.890
2,12:02,4,3,TAM 36,0,7,Andy Dalton pass complete short middle to A.J. Green for 10 yards (tackle by Brent Grimes),0.890,3.840
2,12:02,1,10,TAM 26,0,7,Andy Dalton pass incomplete short left intended for Alex Erickson,3.840,3.300
2,11:34,2,10,TAM 26,0,7,Joe Mixon left end for 13 yards (tackle by Justin Evans),3.300,4.710
2,10:56,1,10,TAM 13,0,7,Andy Dalton pass complete short right to Joe Mixon for 4 yards (tackle by Brent Grimes and Adarius Taylor),4.710,4.770
2,10:15,2,6,TAM 9,0,7,Andy Dalton pass incomplete short right intended for C.J. Uzomah (defended by Brent Grimes),4.770,3.880
2,10:07,3,6,TAM 9,0,13,"Andy Dalton pass complete short middle to Tyler Boyd for 9 yards, touchdown",3.880,7.000
2,10:04,,,TAM 15,0,14,Randy Bullock kicks extra point good,0.000,0.000
2,10:04,,,CIN 35,0,14,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,10:04,1,10,TAM 25,0,14,Ronald Jones right tackle for 1 yard (tackle by Josh Tupou),0.610,0.200
2,9:22,2,9,TAM 26,0,14,Jameis Winston pass complete short left to Ronald Jones for 4 yards (tackle by Darius Phillips),0.200,0.040
2,8:45,3,5,TAM 30,0,14,Jameis Winston pass complete short right to Adam Humphries for 9 yards (tackle by Darius Phillips),0.040,1.530
2,8:09,1,10,TAM 39,0,14,Jameis Winston pass incomplete deep left intended for Chris Godwin,1.530,0.990
2,8:04,2,10,TAM 39,0,14,Ronald Jones left end for -4 yards (tackle by Carlos Dunlap),0.990,-0.230
2,7:22,3,14,TAM 35,0,14,Jameis Winston sacked by Sam Hubbard for -6 yards,-0.230,-1.440
2,6:45,4,20,TAM 29,0,14,"Bryan Anger punts 44 yards, fair catch by Alex Erickson at CIN-27. Penalty on Andrew Adams: Player Out of Bounds on Kick, 5 yards",-1.440,-1.070
2,6:38,1,10,CIN 32,0,14,Andy Dalton pass complete deep right to Tyler Boyd for 19 yards (tackle by Jordan Whitehead),1.070,2.320
2,6:02,1,10,TAM 49,0,14,Joe Mixon right tackle for 15 yards (tackle by Justin Evans and Brent Grimes),2.320,3.310
2,5:34,1,10,TAM 34,0,14,Andy Dalton pass complete short middle to Tyler Boyd for 26 yards (tackle by Justin Evans),3.310,5.370
2,5:11,1,8,TAM 8,0,20,"Joe Mixon right tackle for 8 yards, touchdown",5.370,7.000
2,5:07,,,TAM 15,0,21,Randy Bullock kicks extra point good,0.000,0.000
2,5:07,,,CIN 35,0,21,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
2,5:07,1,10,TAM 25,0,21,"Jameis Winston sacked by Jordan Evans for no gain. Penalty on Sam Hubbard: Unnecessary Roughness, 15 yards",0.610,1.600
2,4:43,1,10,TAM 40,6,21,"Jameis Winston pass complete deep middle to DeSean Jackson for 60 yards, touchdown",1.600,7.000
2,4:36,,,CIN 15,6,21,Chandler Catanzaro kicks extra point no good wide left,0.000,-1.000
2,4:36,,,TAM 35,6,21,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
2,4:36,1,10,CIN 25,6,21,Andy Dalton pass incomplete deep middle intended for A.J. Green,0.610,0.060
2,4:29,2,10,CIN 25,6,21,Andy Dalton pass incomplete short middle intended for Tyler Boyd,0.060,-0.620
2,4:25,3,10,CIN 25,6,21,"Andy Dalton pass incomplete short left. Penalty on William Gholston: Defensive Offside, 5 yards (no play)",-0.620,0.040
2,4:16,3,5,CIN 30,6,21,Andy Dalton pass complete short right to Alex Erickson for 5 yards (tackle by M.J. Stewart),0.040,1.270
2,3:54,1,10,CIN 35,6,21,Joe Mixon right tackle for 5 yards (tackle by Brent Grimes),1.270,1.400
2,3:26,2,5,CIN 40,6,21,Joe Mixon left end for 43 yards (tackle by Isaiah Johnson),1.400,4.440
2,2:38,,,,,,Timeout #1 by Cincinnati Bengals,,
2,2:38,1,10,TAM 17,6,27,"Andy Dalton pass complete deep left to A.J. Green for 17 yards, touchdown",4.440,7.000
2,2:34,,,TAM 15,6,27,Randy Bullock kicks extra point no good wide left,0.000,-1.000
2,2:34,,,CIN 35,6,27,"Randy Bullock kicks off 25 yards, out of bounds",0.000,1.600
2,2:34,1,10,TAM 40,6,27,"Jacquizz Rodgers up the middle for 4 yards (tackle by Preston Brown). Penalty on Evan Dietrich-Smith: Offensive Holding, 10 yards",1.600,1.200
2,2:13,1,16,TAM 34,6,27,Jameis Winston pass complete short middle to O.J. Howard for 12 yards (tackle by Jessie Bates),1.200,1.860
2,2:00,2,4,TAM 46,6,27,Jameis Winston sacked by Carlos Dunlap for -5 yards,1.860,0.500
2,1:31,3,9,TAM 41,6,27,Jameis Winston pass complete short middle to Chris Godwin for 12 yards (tackle by William Jackson),0.500,2.460
2,1:09,1,10,CIN 47,6,27,Jameis Winston pass incomplete short middle intended for Adam Humphries (defended by Darius Phillips),2.460,1.910
2,1:03,2,10,CIN 47,6,27,Jameis Winston pass incomplete deep middle intended for Mike Evans,1.910,1.220
2,0:59,3,10,CIN 47,6,27,Jameis Winston pass complete deep right to Mike Evans for 29 yards (tackle by Dre Kirkpatrick),1.220,4.370
2,0:53,1,10,CIN 18,6,27,Jameis Winston pass incomplete short middle intended for Mike Evans,4.370,3.800
2,0:49,2,10,CIN 18,6,27,Jameis Winston pass complete short right to Jacquizz Rodgers for 5 yards (tackle by Jordan Evans),3.800,3.820
2,0:41,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
2,0:41,3,5,CIN 13,6,27,Jameis Winston pass complete short left to Adam Humphries for 6 yards (tackle by Darius Phillips),3.820,5.600
2,0:21,1,7,CIN 7,6,27,Jameis Winston pass incomplete short left intended for Mike Evans,5.600,4.760
2,0:17,2,7,CIN 7,6,27,Jameis Winston pass incomplete short left intended for DeSean Jackson (defended by Jessie Bates),4.760,3.810
2,0:10,3,7,CIN 7,6,27,Jameis Winston pass incomplete short right intended for Mike Evans,3.810,2.970
2,0:06,4,7,CIN 7,9,27,Chandler Catanzaro 25 yard field goal good,2.970,3.000
2,0:03,,,TAM 35,9,27,"Chandler Catanzaro kicks off 48 yards, returned by Alex Erickson for no gain (tackle by Isaiah Johnson and Kevin Minter)",0.000,1.270
Quarter,Time,Down,ToGo,Location,TAM,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,9,27,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,TAM 25,9,27,DeSean Jackson left end for 4 yards (tackle by Preston Brown),0.610,0.600
3,14:24,2,6,TAM 29,9,27,Jameis Winston pass incomplete short right intended for Chris Godwin (defended by Michael Johnson),0.600,-0.100
3,14:20,3,6,TAM 29,9,27,Jameis Winston pass complete short middle to Cameron Brate for 13 yards (tackle by Shawn Williams),-0.100,1.730
3,13:46,1,10,TAM 42,9,27,Jameis Winston pass incomplete deep right intended for DeSean Jackson,1.730,1.190
3,13:39,2,10,TAM 42,9,27,"Peyton Barber left guard for no gain (tackle by Preston Brown). Penalty on Ali Marpet: Offensive Holding, 10 yards (no play)",1.190,-0.160
3,13:13,2,20,TAM 32,9,27,"Jameis Winston pass incomplete deep left intended for Mike Evans. Penalty on Dre Kirkpatrick: Defensive Pass Interference, 16 yards (no play)",-0.160,2.130
3,13:08,1,10,TAM 48,9,27,Jameis Winston sacked by Adolphus Washington for -8 yards,2.130,0.500
3,12:23,2,18,TAM 40,9,27,Jameis Winston pass complete short right to Justin Watson for 5 yards (tackle by Jordan Evans),0.500,0.500
3,11:43,3,13,TAM 45,9,27,Jameis Winston pass complete short middle to Adam Humphries for 15 yards (tackle by Darius Phillips),0.500,2.920
3,11:06,1,10,CIN 40,9,27,Jameis Winston pass complete deep middle to O.J. Howard for 20 yards (tackle by Shawn Williams),2.920,4.240
3,10:24,1,10,CIN 20,9,27,Jameis Winston right tackle for 3 yards (tackle by Sam Hubbard),4.240,4.120
3,9:36,2,7,CIN 17,9,27,Jameis Winston pass complete short left to Adam Humphries for 16 yards (tackle by Jordan Evans),4.120,6.970
3,9:21,1,1,CIN 1,15,27,"Peyton Barber right guard for 1 yard, touchdown",6.970,7.000
3,9:18,,,CIN 15,16,27,Chandler Catanzaro kicks extra point good,0.000,0.000
3,9:18,,,TAM 35,16,27,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
3,9:18,1,10,CIN 25,16,27,Andy Dalton pass incomplete short right,0.610,0.060
3,9:13,2,10,CIN 25,16,27,Joe Mixon right tackle for 2 yards (tackle by Beau Allen),0.060,-0.360
3,8:41,3,8,CIN 27,16,27,Andy Dalton pass incomplete short right intended for C.J. Uzomah (defended by Andrew Adams),-0.360,-1.570
3,8:37,4,8,CIN 27,16,27,Kevin Huber punts 43 yards out of bounds,-1.570,-0.940
3,8:30,1,10,TAM 30,16,27,Jameis Winston pass incomplete short left intended for Mike Evans (defended by Dre Kirkpatrick),0.940,0.390
3,8:27,2,10,TAM 30,16,27,Peyton Barber left tackle for 3 yards (tackle by Sam Hubbard and Michael Johnson),0.390,0.100
3,7:43,3,7,TAM 33,16,27,Jameis Winston left end for 9 yards (tackle by Shawn Williams),0.100,1.730
3,7:03,1,10,TAM 42,16,27,Jameis Winston pass incomplete deep left intended for DeSean Jackson,1.730,1.190
3,6:57,2,10,TAM 42,16,27,Peyton Barber left guard for 9 yards (tackle by Preston Brown and Carlos Dunlap),1.190,1.690
3,6:13,3,1,CIN 49,16,27,Peyton Barber right guard for 6 yards (tackle by Carlos Dunlap),1.690,2.720
3,5:34,1,10,CIN 43,16,27,Jameis Winston pass short middle intended for Cameron Brate is intercepted by Jordan Evans at CIN-32 and returned for 7 yards,2.720,-1.530
3,5:26,1,10,CIN 39,16,27,Joe Mixon right end for -2 yards (tackle by Lavonte David),1.530,0.720
3,4:58,2,12,CIN 37,16,27,Andy Dalton pass complete short right to Tyler Boyd for 10 yards (tackle by M.J. Stewart),0.720,1.360
3,4:30,3,2,CIN 47,16,27,Joe Mixon up the middle for 1 yard (tackle by Lavonte David and Carl Nassib),1.360,-0.190
3,3:52,4,1,CIN 48,16,27,"Penalty on Tony McRae: False Start, 5 yards (no play)",-0.190,-0.520
3,3:49,4,6,CIN 43,16,27,"Kevin Huber punts 47 yards, fair catch by Adam Humphries at TB-10",-0.520,0.380
3,3:43,1,10,TAM 10,16,27,Peyton Barber right guard for 1 yard (tackle by Preston Brown),-0.380,-0.710
3,3:03,2,9,TAM 11,16,27,Jameis Winston sacked by Carlos Dunlap for -1 yards,-0.710,-1.420
3,2:17,3,10,TAM 10,16,33,"Jameis Winston pass short right intended for Adam Humphries is intercepted by Jessie Bates at TB-21 and returned for 21 yards, touchdown",-1.420,-7.000
3,2:10,,,CIN 35,16,34,"Randy Bullock kicks off 65 yards, touchback.",0.000,0.610
3,2:10,1,10,TAM 25,16,34,Peyton Barber left guard for no gain (tackle by Michael Johnson and Adolphus Washington),0.610,0.060
3,1:44,2,10,TAM 25,16,34,"Ryan Fitzpatrick aborted snap, recovered by Ryan Fitzpatrick at TB-22 Ryan Fitzpatrick pass complete short left to Mike Evans for 12 yards (tackle by Dre Kirkpatrick)",0.060,1.400
3,1:20,1,10,TAM 37,16,34,Peyton Barber left guard for 16 yards (tackle by Jessie Bates),1.400,2.460
3,0:50,1,10,CIN 47,16,34,Ryan Fitzpatrick pass complete deep middle to Chris Godwin for 20 yards (tackle by William Jackson),2.460,3.780
3,0:14,1,10,CIN 27,16,34,Peyton Barber right tackle for -2 yards (tackle by Andrew Billings),3.780,2.960
Quarter,Time,Down,ToGo,Location,TAM,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,CIN 29,16,34,"Ryan Fitzpatrick right end for no gain (tackle by Jessie Bates). Penalty on Caleb Benenoch: Offensive Holding, 10 yards (no play)",2.960,1.610
4,14:31,2,22,CIN 39,16,34,Ryan Fitzpatrick pass complete short left to Jacquizz Rodgers for 1 yard (tackle by Preston Brown),1.610,1.090
4,13:46,3,21,CIN 38,16,34,Ryan Fitzpatrick up the middle for 18 yards (tackle by Jessie Bates),1.090,2.220
4,12:59,4,3,CIN 20,19,34,Chandler Catanzaro 38 yard field goal good,2.220,3.000
4,12:54,,,TAM 35,19,34,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
4,12:54,1,10,CIN 25,19,34,Joe Mixon right guard for -5 yards (tackle by Carl Nassib),0.610,-0.610
4,12:18,2,15,CIN 20,19,34,Andy Dalton pass complete short right to Tyler Boyd for 7 yards (tackle by Lavonte David),-0.610,-0.360
4,11:37,3,8,CIN 27,19,34,Andy Dalton pass incomplete short right intended for Alex Erickson. Penalty on Bobby Hart: Offensive Holding (Declined),-0.360,-1.570
4,11:29,4,8,CIN 27,19,34,Kevin Huber punts 41 yards downed by Clark Harris,-1.570,-1.070
4,11:16,1,10,TAM 32,19,34,"Ryan Fitzpatrick pass complete short right to O.J. Howard for 19 yards (tackle by Preston Brown). Penalty on Cameron Brate: Offensive Pass Interference, 10 yards (no play)",1.070,0.410
4,10:47,1,20,TAM 22,19,34,Peyton Barber up the middle for 6 yards (tackle by Adolphus Washington and Jordan Evans),0.410,-0.010
4,10:07,2,14,TAM 28,25,34,"Ryan Fitzpatrick pass complete deep right to Mike Evans for 72 yards, touchdown",-0.010,7.000
4,9:57,,,CIN 15,26,34,Chandler Catanzaro kicks extra point good,0.000,0.000
4,9:57,,,TAM 35,26,34,"Chandler Catanzaro kicks off 65 yards, touchback.",0.000,0.610
4,9:57,1,10,CIN 25,26,34,Andy Dalton sacked by Jason Pierre-Paul for -11 yards,0.610,-1.540
4,9:16,2,21,CIN 14,26,34,Andy Dalton pass complete short right to Joe Mixon for 9 yards (tackle by Brent Grimes),-1.540,-0.890
4,8:36,3,12,CIN 23,26,34,Andy Dalton right end for 8 yards (tackle by Andrew Adams),-0.890,-1.310
4,8:00,4,4,CIN 31,26,34,Kevin Huber punts 54 yards downed by Malik Jefferson,-1.310,0.220
4,7:48,1,10,TAM 15,26,34,Peyton Barber left guard for 5 yards (tackle by Jordan Evans and Shawn Williams),-0.220,0.080
4,7:17,2,5,TAM 20,26,34,Ryan Fitzpatrick pass incomplete deep left intended for DeSean Jackson (defended by William Jackson),0.080,-0.760
4,7:12,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,7:12,3,5,TAM 20,26,34,Ryan Fitzpatrick pass complete short right to DeSean Jackson for 1 yard (tackle by Dre Kirkpatrick),-0.760,-1.960
4,6:36,4,4,TAM 21,26,34,"Bryan Anger punts 61 yards, returned by Alex Erickson for 12 yards (tackle by Garrison Sanborn and Isaiah Johnson)",-1.960,-0.940
4,6:24,1,10,CIN 30,26,34,Joe Mixon right tackle for 5 yards (tackle by Carlton Davis),0.940,1.070
4,5:45,2,5,CIN 35,26,34,Andy Dalton pass complete short right to Matt Lengel for 4 yards (tackle by Jason Pierre-Paul and Lavonte David),1.070,0.890
4,5:02,3,1,CIN 39,26,34,Mark Walton right guard for 4 yards (tackle by Vita Vea and Adarius Taylor),0.890,1.800
4,4:22,1,10,CIN 43,26,34,Joe Mixon left guard for 9 yards (tackle by Justin Evans and Lavonte David),1.800,2.470
4,3:42,2,1,TAM 48,26,34,Andy Dalton pass complete short left to A.J. Green for 15 yards (tackle by Carlton Davis). Penalty on Rakeem Nunez-Roches: Defensive Offside (Declined),2.470,3.380
4,3:38,1,10,TAM 33,26,34,Joe Mixon right guard for -1 yards (tackle by De'Vante Harris),3.380,2.700
4,3:32,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,3:32,2,11,TAM 34,26,34,Andy Dalton sacked by Jason Pierre-Paul for -5 yards,2.700,1.350
4,3:27,,,,,,Timeout #3 by Tampa Bay Buccaneers,,
4,3:26,3,16,TAM 39,26,34,Andy Dalton pass incomplete short middle intended for Joe Mixon,1.350,0.660
4,3:22,4,16,TAM 39,26,34,"Kevin Huber punts 27 yards, fair catch by Adam Humphries at TB-12",0.660,0.350
4,3:16,1,10,TAM 12,26,34,Ryan Fitzpatrick pass complete short left to Jacquizz Rodgers for 9 yards (tackle by Jordan Evans),-0.350,0.420
4,2:51,2,1,TAM 21,26,34,Ryan Fitzpatrick pass incomplete short left intended for Chris Godwin,0.420,-0.370
4,2:47,3,1,TAM 21,26,34,Ryan Fitzpatrick pass complete deep left to Mike Evans for 27 yards (tackle by William Jackson). Penalty on William Jackson: Defensive Pass Interference (Declined),-0.370,2.130
4,2:40,1,10,TAM 48,26,34,Ryan Fitzpatrick pass complete short right to Adam Humphries for 17 yards (tackle by Darius Phillips),2.130,3.250
4,2:34,1,10,CIN 35,26,34,Ryan Fitzpatrick pass incomplete short right intended for Chris Godwin,3.250,2.700
4,2:30,2,10,CIN 35,26,34,Ryan Fitzpatrick pass complete short right to Jacquizz Rodgers for 10 yards (tackle by Jessie Bates),2.700,3.910
4,2:02,1,10,CIN 25,26,34,Ryan Fitzpatrick pass complete short right to DeSean Jackson for 7 yards (tackle by Shawn Williams),3.910,4.370
4,1:57,2,3,CIN 18,26,34,Ryan Fitzpatrick sacked by Michael Johnson and Jordan Evans for no gain,4.370,3.660
4,1:14,3,3,CIN 18,26,34,Ryan Fitzpatrick pass incomplete short left intended for Chris Godwin,3.660,2.350
4,1:10,,,,,,Timeout #1 by Cincinnati Bengals,,
4,1:10,4,3,CIN 18,32,34,"Ryan Fitzpatrick pass complete short right to O.J. Howard for 18 yards, touchdown",2.350,7.000
4,1:05,,,CIN 2,34,34,"Two Point Attempt: Ryan Fitzpatrick pass complete to Chris Godwin, conversion succeeds",0.000,1.000
4,1:05,,,TAM 35,34,34,"Chandler Catanzaro kicks off 62 yards, returned by Alex Erickson for no gain (tackle by Devante Bond and De'Vante Harris)",0.000,0.540
4,0:58,1,10,CIN 24,34,34,Andy Dalton pass complete short right to Tyler Boyd for 9 yards (tackle by Andrew Adams),0.540,1.210
4,0:40,2,1,CIN 33,34,34,Andy Dalton pass incomplete short left intended for C.J. Uzomah,1.210,0.500
4,0:36,3,1,CIN 33,34,34,Mark Walton right guard for 3 yards (tackle by Justin Evans),0.500,1.330
4,0:33,,,,,,Timeout #2 by Cincinnati Bengals,,
4,0:33,1,10,CIN 36,34,34,Andy Dalton pass complete deep middle to A.J. Green for 23 yards (tackle by Justin Evans),1.330,2.850
4,0:17,1,10,TAM 41,34,34,Andy Dalton spiked the ball,2.850,2.310
4,0:17,2,10,TAM 41,34,34,"Andy Dalton pass complete short middle to A.J. Green for 11 yards (tackle by De'Vante Harris). Penalty on Adarius Taylor: Delay of Game, 5 yards",2.310,3.910
4,0:07,1,10,TAM 25,34,34,Andy Dalton kneels for -1 yards,3.910,3.230
4,0:05,,,,,,Timeout #3 by Cincinnati Bengals,,
4,0:05,2,11,TAM 26,34,37,Randy Bullock 44 yard field goal good. Penalty on William Gholston: Unnecessary Roughness (Declined),3.230,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
