Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Peyton Barber,TAM,19,85,1,5,55,2.9,30,1.6,1,19.0
Jameis Winston,TAM,3,18,0,2,18,6.0,0,0.0,0,
Ronald Jones II,TAM,2,-3,0,,-3,-1.5,0,0.0,0,
Ryan Fitzpatrick,TAM,1,18,0,0,18,18.0,0,0.0,0,
DeSean Jackson,TAM,1,4,0,0,3,3.0,1,1.0,0,
Jacquizz Rodgers,TAM,1,4,0,0,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,21,123,2,6,79,3.8,44,2.1,1,21.0
Andy Dalton,CIN,3,10,0,0,10,3.3,0,0.0,0,
Mark Walton,CIN,2,7,0,2,6,3.0,1,0.5,0,
Tyler Boyd,CIN,1,-2,0,0,-2,-2.0,0,0.0,0,
