Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1,2:18,3,2,MIA 37,0,3,Ryan Fitzpatrick pass complete short left to Mike Gesicki for 22 yards (tackle by Marcus Maye),0.700,2.850
1,1:50,1,10,NYJ 41,0,3,Ryan Fitzpatrick pass complete short right to Jakeem Grant for 5 yards (tackle by Marcus Maye),2.850,2.980
1,1:24,2,5,NYJ 36,0,3,Ryan Fitzpatrick pass incomplete short left intended for Lynn Bowden,2.980,2.280
1,1:20,3,5,NYJ 36,0,3,Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki,2.280,0.880
1,1:17,4,5,NYJ 36,3,3,Jason Sanders 54 yard field goal good,0.880,3.000
1,1:12,,,MIA 35,3,3,"Jason Sanders kicks off 46 yards, returned by Braxton Berrios for 6 yards (tackle by Jamal Perry and Clayton Fejedelem)",0.000,0.610
1,1:07,1,10,NYJ 25,3,3,Sam Darnold pass complete deep middle to Denzel Mims for 19 yards (tackle by Xavien Howard and Elandon Roberts),0.610,1.860
1,0:35,1,10,NYJ 44,3,3,Frank Gore up the middle for 3 yards (tackle by Zach Sieler),1.860,1.720
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,NYJ 47,3,3,Frank Gore left guard for 3 yards (tackle by Andrew Van Ginkel),1.720,1.420
2,14:24,3,4,NYJ 50,3,3,Sam Darnold pass incomplete short right intended for Denzel Mims,1.420,-0.060
2,14:15,4,4,NYJ 50,3,3,Braden Mann punts 38 yards out of bounds,-0.060,0.350
2,14:07,1,10,MIA 12,3,3,DeAndre Washington left tackle for 3 yards (tackle by Bryce Huff),-0.350,-0.500
2,13:24,2,7,MIA 15,3,3,Ryan Fitzpatrick pass complete short left to DeVante Parker for 11 yards (tackle by Lamar Jackson),-0.500,0.670
2,12:53,1,10,MIA 26,3,3,Ryan Fitzpatrick pass complete short right to Mack Hollins for 7 yards (tackle by Bryce Hall),0.670,1.070
2,12:30,2,3,MIA 33,3,3,"Ryan Fitzpatrick pass incomplete short left intended for Mike Gesicki. Penalty on Marcus Maye: Illegal Contact, 5 yards (no play)",1.070,1.470
2,12:25,1,10,MIA 38,3,3,Ryan Fitzpatrick pass complete short right to DeAndre Washington for 6 yards (tackle by Bryce Hall),1.470,1.730
2,11:47,2,4,MIA 44,3,3,Ryan Fitzpatrick pass complete short left to DeAndre Washington for 5 yards (tackle by Javelin Guidry),1.730,2.190
2,11:01,1,10,MIA 49,3,3,"Ryan Fitzpatrick pass complete deep right to DeVante Parker for 19 yards (tackle by Javelin Guidry). DeVante Parker fumbles, ball out of bounds at NYJ-32 (forced by Javelin Guidry)",2.190,3.450
2,10:53,1,10,NYJ 32,3,3,Ryan Fitzpatrick pass complete deep right to DeVante Parker for 17 yards (tackle by Bryce Hall),3.450,4.580
2,10:21,1,10,NYJ 15,3,3,DeAndre Washington up the middle for 4 yards (tackle by Arthur Maulet and Tarell Basham),4.580,4.640
2,9:43,2,6,NYJ 11,3,3,DeAndre Washington up the middle for -2 yards (tackle by Neville Hewitt and Folorunso Fatukasi),4.640,3.400
2,9:02,3,8,NYJ 13,9,3,"Ryan Fitzpatrick pass complete short left to Mike Gesicki for 13 yards, touchdown",3.400,7.000
2,8:56,,,NYJ 15,10,3,Jason Sanders kicks extra point good,0.000,0.000
2,8:56,,,MIA 35,10,3,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,8:56,1,10,NYJ 25,10,3,Sam Darnold pass incomplete deep left intended for Breshad Perriman,0.610,0.060
2,8:50,2,10,NYJ 25,10,3,Frank Gore up the middle for 4 yards (tackle by Nik Needham and Raekwon Davis),0.060,-0.100
2,8:10,3,6,NYJ 29,10,3,Sam Darnold pass incomplete deep right intended for Ty Johnson. Penalty on Conor McDermott: Offensive Holding (Declined),-0.100,-1.440
2,8:04,4,6,NYJ 29,10,3,"Braden Mann punts 52 yards, returned by Jakeem Grant for 12 yards (tackle by Blake Cashman)",-1.440,-1.000
2,7:53,1,10,MIA 31,10,3,Ryan Fitzpatrick pass complete short right to DeVante Parker for 19 yards (tackle by Marcus Maye and Harvey Langi),1.000,2.260
2,7:15,1,10,MIA 50,10,3,Ryan Fitzpatrick pass complete short left to Matt Breida for 13 yards (tackle by Marcus Maye),2.260,3.120
2,6:39,1,10,NYJ 37,10,3,Ryan Fitzpatrick pass complete short left to Matt Breida for 4 yards (tackle by Harvey Langi),3.120,3.110
2,6:16,2,6,NYJ 33,10,3,Ryan Fitzpatrick pass incomplete deep left intended for DeVante Parker,3.110,2.410
2,6:11,3,6,NYJ 33,10,3,Ryan Fitzpatrick sacked by and Quinnen Williams for no gain and Jordan Jenkins for no gain,2.410,1.160
2,5:28,4,6,NYJ 33,13,3,Jason Sanders 51 yard field goal good,1.160,3.000
2,5:23,,,MIA 35,13,3,"Jason Sanders kicks off 66 yards, returned by Corey Ballentine for 15 yards (tackle by Mack Hollins and Jamal Perry). Penalty on Chris Herndon: Illegal Block Above the Waist, 7 yards",0.000,-0.380
2,5:17,1,10,NYJ 7,13,3,Frank Gore right guard for 1 yard (tackle by Emmanuel Ogbah),-0.380,-0.710
2,4:43,2,9,NYJ 8,13,3,Sam Darnold pass complete short left to Frank Gore for no gain (tackle by Jerome Baker),-0.710,-1.300
2,4:05,3,9,NYJ 8,13,3,Sam Darnold pass complete short middle to Denzel Mims for 30 yards (tackle by Byron Jones),-1.300,1.470
2,3:27,1,10,NYJ 38,13,3,Ty Johnson left guard for 1 yard (tackle by Raekwon Davis),1.470,1.060
2,2:46,2,9,NYJ 39,13,3,Sam Darnold pass complete short right to Frank Gore for 6 yards,1.060,1.160
2,2:04,3,3,NYJ 45,13,3,Sam Darnold right guard for 4 yards (tackle by Emmanuel Ogbah),1.160,2.190
2,1:57,1,10,NYJ 49,13,3,Frank Gore right tackle for 14 yards (tackle by Christian Wilkins),2.190,3.120
2,1:13,1,10,MIA 37,13,3,Sam Darnold pass incomplete deep right intended for Breshad Perriman (defended by Xavien Howard),3.120,2.570
2,1:07,2,10,MIA 37,13,3,Frank Gore right tackle for 17 yards (tackle by Nik Needham and Xavien Howard),2.570,4.240
2,0:29,1,10,MIA 20,13,3,Sam Darnold pass incomplete short right intended for Denzel Mims,4.240,3.690
2,0:24,2,10,MIA 20,13,3,Frank Gore up the middle for no gain (tackle by Raekwon Davis and Emmanuel Ogbah),3.690,3.010
2,0:19,,,,,,Timeout #2 by New York Jets,,
2,0:19,3,10,MIA 20,13,3,Sam Darnold pass complete short right to Jamison Crowder for 9 yards (tackle by Eric Rowe),3.010,2.850
2,0:03,,,,,,Timeout #3 by New York Jets,,
2,0:03,4,1,MIA 11,13,3,Sergio Castillo 29 yard field goal no good,2.850,0.040
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,13,3,"Braden Mann kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,13,3,Ryan Fitzpatrick pass incomplete short right intended for Mack Hollins,0.610,0.060
3,14:56,2,10,MIA 25,13,3,Ryan Fitzpatrick sacked by Quinnen Williams for -6 yards,0.060,-1.510
3,14:13,3,16,MIA 19,13,3,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki,-1.510,-2.140
3,14:08,4,16,MIA 19,13,3,"Matt Haack punts 43 yards, returned by Braxton Berrios for no gain (tackle by Jamal Perry)",-2.140,-1.470
3,14:00,1,10,NYJ 38,13,3,Josh Adams left end for 1 yard (tackle by Zach Sieler and Andrew Van Ginkel),1.470,1.060
3,13:13,2,9,NYJ 39,13,3,Sam Darnold pass complete deep left to Breshad Perriman for 27 yards (tackle by Byron Jones),1.060,3.310
3,12:34,1,10,MIA 34,13,3,Frank Gore up the middle for 2 yards (tackle by Christian Wilkins),3.310,3.040
3,11:53,2,8,MIA 32,13,3,"Sam Darnold pass incomplete deep right intended for Denzel Mims (defended by Xavien Howard). Penalty on Denzel Mims: Offensive Pass Interference, 10 yards (no play)",3.040,1.690
3,11:47,2,18,MIA 42,13,3,Frank Gore left guard for 10 yards (tackle by Eric Rowe),1.690,2.350
3,11:05,3,8,MIA 32,13,3,Sam Darnold pass short right intended for Jamison Crowder is intercepted by Nik Needham at MIA-22 and returned for 1 yard,2.350,-0.480
3,10:51,1,10,MIA 23,13,3,Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker,0.480,-0.070
3,10:48,2,10,MIA 23,13,3,Ryan Fitzpatrick pass complete short left to DeVante Parker for 25 yards (tackle by Neville Hewitt),-0.070,2.130
3,10:11,1,10,MIA 48,13,3,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki (defended by Arthur Maulet),2.130,1.580
3,10:06,2,10,MIA 48,13,3,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker,1.580,0.890
3,10:01,3,10,MIA 48,13,3,"Ryan Fitzpatrick sacked by Neville Hewitt for -6 yards. Ryan Fitzpatrick fumbles (forced by Neville Hewitt), recovered by Jesse Davis at MIA-42",0.890,-0.590
3,9:17,4,16,MIA 42,13,3,Matt Haack punts 34 yards out of bounds,-0.590,-0.540
3,9:10,1,10,NYJ 24,13,3,Sam Darnold pass complete short right to Breshad Perriman for 12 yards (tackle by Brandon Jones),0.540,1.330
3,8:39,1,10,NYJ 36,13,3,Sam Darnold pass complete short left to Denzel Mims for 3 yards (tackle by Eric Rowe and Brandon Jones),1.330,1.200
3,8:11,2,7,NYJ 39,13,3,Sam Darnold pass complete short right to Breshad Perriman for 3 yards (tackle by Nik Needham),1.200,0.890
3,7:28,3,4,NYJ 42,13,3,Sam Darnold pass complete short left to Ty Johnson for 1 yard (tackle by Jerome Baker),0.890,-0.520
3,6:53,4,3,NYJ 43,13,3,"Braden Mann punts 46 yards, returned by Jakeem Grant for 7 yards (tackle by Daniel Brown)",-0.520,-0.040
3,6:42,1,10,MIA 18,13,3,Matt Breida right tackle for 12 yards (tackle by Ashtyn Davis),0.040,0.940
3,6:06,1,10,MIA 30,13,3,Matt Breida up the middle for 2 yards (tackle by Henry Anderson and Neville Hewitt),0.940,0.660
3,5:28,2,8,MIA 32,13,3,Ryan Fitzpatrick pass incomplete short left intended for DeVante Parker (defended by Bryce Hall),0.660,-0.030
3,5:25,3,8,MIA 32,13,3,Ryan Fitzpatrick pass complete short right to Jakeem Grant for 10 yards (tackle by Lamar Jackson),-0.030,1.730
3,4:54,1,10,MIA 42,13,3,Matt Breida right tackle for 5 yards (tackle by Henry Anderson),1.730,1.860
3,4:16,2,5,MIA 47,13,3,"Matt Breida up the middle for -2 yards (tackle by Quinnen Williams). Matt Breida fumbles (forced by Quinnen Williams), recovered by Harvey Langi at MIA-45",1.860,-2.590
3,4:09,1,10,MIA 45,13,3,Frank Gore left guard for 1 yard (tackle by Christian Wilkins and Elandon Roberts),2.590,2.180
3,3:33,2,9,MIA 44,13,3,Sam Darnold pass incomplete deep middle intended for Denzel Mims (defended by Xavien Howard),2.180,1.490
3,3:25,3,9,MIA 44,13,3,Sam Darnold pass incomplete deep middle intended for Denzel Mims,1.490,0.330
3,3:20,4,9,MIA 44,13,3,"Braden Mann punts 44 yards, touchback.",0.330,-0.280
3,3:13,1,10,MIA 20,13,3,Ryan Fitzpatrick pass incomplete short left intended for DeAndre Washington (defended by Quinnen Williams),0.280,-0.270
3,3:08,2,10,MIA 20,13,3,Ryan Fitzpatrick pass complete short right to Antonio Callaway for 7 yards (tackle by Bryce Huff),-0.270,-0.030
3,2:25,3,3,MIA 27,13,3,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 7 yards (tackle by Bryce Hall),-0.030,1.200
3,1:42,1,10,MIA 34,13,3,Ryan Fitzpatrick sacked by Folorunso Fatukasi for -4 yards,1.200,0.120
3,0:55,2,14,MIA 30,13,3,Ryan Fitzpatrick pass incomplete short right intended for DeAndre Washington,0.120,-0.560
3,0:52,3,14,MIA 30,13,3,"Patrick Laird left guard for 9 yards (tackle by Jordan Jenkins). Patrick Laird fumbles (forced by Jordan Jenkins), recovered by Neville Hewitt at MIA-43 and returned for 17 yards (tackle by Jakeem Grant)",-0.560,-3.840
3,0:38,1,10,MIA 26,13,3,Frank Gore right tackle for 2 yards (tackle by Christian Wilkins),3.840,3.570
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,MIA 24,13,3,Sam Darnold sacked by Kyle Van Noy for -8 yards,3.570,1.820
4,14:15,3,16,MIA 32,13,3,Sam Darnold pass complete short left to Denzel Mims for 15 yards (tackle by Jerome Baker),1.820,2.460
4,13:29,4,1,MIA 17,13,3,Frank Gore left guard for -1 yards (tackle by Elandon Roberts),2.460,-0.040
4,13:24,1,10,MIA 18,13,3,DeAndre Washington up the middle for 3 yards (tackle by Quinnen Williams and Folorunso Fatukasi),0.040,0.010
4,12:45,2,7,MIA 21,13,3,Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker (defended by Quinnen Williams),0.010,-0.790
4,12:42,3,7,MIA 21,13,3,Ryan Fitzpatrick pass complete short middle to DeVante Parker for 6 yards (tackle by Arthur Maulet),-0.790,-1.570
4,12:06,4,1,MIA 27,13,3,Matt Haack punts 31 yards downed by Kamu Grugier-Hill,-1.570,-1.730
4,11:54,1,10,NYJ 42,13,3,Sam Darnold sacked by and Elandon Roberts for -7 yards and Jerome Baker for -7 yards,1.730,0.240
4,11:07,2,17,NYJ 35,13,3,Sam Darnold pass incomplete deep right intended for Breshad Perriman,0.240,-0.430
4,11:02,3,17,NYJ 35,13,3,Sam Darnold pass complete short left to Jeff Smith for 7 yards (tackle by Nik Needham),-0.430,-0.590
4,10:40,4,10,NYJ 42,13,3,"Braden Mann punts 58 yards, touchback.",-0.590,-0.280
4,10:33,1,10,MIA 20,13,3,DeAndre Washington right end for 16 yards (tackle by Lamar Jackson),0.280,1.330
4,9:56,1,10,MIA 36,13,3,"Ryan Fitzpatrick pass incomplete short right intended for DeVante Parker (defended by Bryce Hall). Penalty on Bryce Hall: Defensive Pass Interference, 12 yards (no play)",1.330,2.130
4,9:52,1,10,MIA 48,13,3,Ryan Fitzpatrick pass complete short right to DeVante Parker for 15 yards (tackle by Ashtyn Davis and Bryce Hall),2.130,3.120
4,9:13,1,10,NYJ 37,13,3,"DeAndre Washington right guard for 5 yards (tackle by Harvey Langi and Tarell Basham). Penalty on Ereck Flowers: Offensive Holding, 10 yards",3.120,2.790
4,8:42,1,15,NYJ 42,13,3,Ryan Fitzpatrick pass incomplete short right intended for DeAndre Washington,2.790,1.900
4,8:38,2,15,NYJ 42,13,3,"Ryan Fitzpatrick pass incomplete deep left intended for Jakeem Grant. Penalty on Arthur Maulet: Defensive Pass Interference, 30 yards (no play)",1.900,4.780
4,8:32,1,10,NYJ 12,13,3,DeAndre Washington up the middle for 4 yards (tackle by Harvey Langi and Quinnen Williams),4.780,4.830
4,7:46,2,6,NYJ 8,13,3,DeAndre Washington up the middle for 1 yard (tackle by Arthur Maulet and Harvey Langi),4.830,4.160
4,6:59,3,5,NYJ 7,19,3,"Ryan Fitzpatrick pass complete short middle to Adam Shaheen for 7 yards, touchdown",4.160,7.000
4,6:54,,,NYJ 15,20,3,Jason Sanders kicks extra point good,0.000,0.000
4,6:54,,,MIA 35,20,3,"Jason Sanders kicks off 66 yards, returned by Corey Ballentine for 35 yards (tackle by Samuel Eguavoen)",0.000,1.200
4,6:47,1,10,NYJ 34,20,3,Ty Johnson right guard for 2 yards (tackle by Kyle Van Noy),1.200,0.930
4,6:26,2,8,NYJ 36,20,3,Sam Darnold pass short right intended for Breshad Perriman is intercepted by Xavien Howard at NYJ-43 and returned for 3 yards,0.930,-2.920
4,6:20,1,10,NYJ 40,20,3,DeAndre Washington left tackle for 2 yards (tackle by Jordan Jenkins and Neville Hewitt),2.920,2.640
4,5:34,2,8,NYJ 38,20,3,DeAndre Washington up the middle for 4 yards (tackle by Folorunso Fatukasi and Jordan Jenkins),2.640,2.480
4,4:48,3,4,NYJ 34,20,3,Ryan Fitzpatrick right end for 12 yards (tackle by Tarell Basham),2.480,4.110
4,4:00,1,10,NYJ 22,20,3,DeAndre Washington right end for 3 yards (tackle by Lamar Jackson),4.110,3.970
4,3:12,2,7,NYJ 19,20,3,DeAndre Washington right guard for 1 yard (tackle by Quinnen Williams and Henry Anderson),3.970,3.400
4,2:26,3,6,NYJ 18,20,3,Matt Breida left guard for 8 yards (tackle by Bryce Hall),3.400,4.910
4,2:00,1,10,NYJ 10,20,3,DeAndre Washington right tackle for 5 yards (tackle by Henry Anderson),4.910,5.150
4,1:11,2,5,NYJ 5,20,3,Ryan Fitzpatrick kneels for -1 yards,5.150,4.040
4,0:37,3,6,NYJ 6,20,3,Ryan Fitzpatrick kneels for -1 yards,4.040,2.970
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
