Quarter,Time,Tm,Detail,MIA,NYJ
1.0,9:45,Jets,Sergio Castillo 38 yard field goal,0,3
,1:12,Dolphins,Jason Sanders 54 yard field goal,3,3
2.0,8:56,Dolphins,Mike Gesicki 13 yard pass from Ryan Fitzpatrick (Jason Sanders kick),10,3
,5:23,Dolphins,Jason Sanders 51 yard field goal,13,3
4.0,6:54,Dolphins,Adam Shaheen 7 yard pass from Ryan Fitzpatrick (Jason Sanders kick),20,3
