Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1,0:06,1,10,KAN 31,7,7,Trent Green pass complete to Dante Hall for 14 yards (tackle by Darrent Williams),1.000,1.930
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 45,7,7,Trent Green pass incomplete intended for Tony Gonzalez is intercepted by Champ Bailey at DEN-33 and returned for 10 yards,1.930,-1.800
2,14:48,1,10,DEN 43,7,7,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Eric Warfield),1.800,1.250
2,14:45,2,10,DEN 43,7,7,Jake Plummer sacked by Derrick Johnson for -8 yards,1.250,-0.490
2,14:29,3,18,DEN 35,7,7,Ron Dayne up the middle for 6 yards (tackle by Derrick Johnson),-0.490,-0.650
2,13:52,4,12,DEN 41,7,7,"Todd Sauerbrun punts 41 yards, returned by Dante Hall for 8 yards (tackle by Sam Brandon)",-0.650,-0.670
2,13:41,1,10,KAN 26,7,7,"Larry Johnson up the middle for no gain (tackle by Al Wilson). Penalty on Darrent Williams: Defensive Offside, 5 yards (no play)",0.670,1.400
2,13:22,1,5,KAN 31,7,7,Trent Green pass complete to Eddie Kennison for 54 yards (tackle by Domonique Foxworth),1.400,4.580
2,12:32,,,,7,7,Timeout #1 by Kansas City Chiefs,0.000,4.580
2,12:32,1,10,DEN 15,7,7,Larry Johnson up the middle for 5 yards (tackle by Trevor Pryce),4.580,4.840
2,11:44,2,5,DEN 10,7,7,Trent Green left end for 8 yards (tackle by Sam Brandon),4.840,6.740
2,11:20,1,2,DEN 2,7,7,Larry Johnson up the middle for 1 yard (tackle by Courtney Brown),6.740,5.910
2,10:48,2,1,DEN 1,7,7,Larry Johnson up the middle for no gain (tackle by Demetrin Veal),5.910,5.170
2,10:10,3,1,DEN 1,7,13,"Larry Johnson right guard for 1 yard, touchdown",5.170,7.000
2,,,,DEN 2,7,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,7,14,"Lawrence Tynes kicks off 62 yards, returned by Darrent Williams for 36 yards (tackle by Chris Horn)",0.000,1.860
2,9:58,1,10,DEN 44,7,14,Mike Anderson right end for 6 yards (tackle by Patrick Surtain),1.860,2.130
2,9:19,2,4,KAN 50,7,14,Mike Anderson left end for 6 yards (tackle by John Browning),2.130,2.650
2,8:38,1,10,KAN 44,7,14,Jake Plummer pass complete to Jeb Putzier for 9 yards (tackle by Greg Wesley and Derrick Johnson),2.650,3.330
2,7:58,2,1,KAN 35,7,14,Ron Dayne left tackle for 4 yards (tackle by John Browning),3.330,3.510
2,7:18,1,10,KAN 31,7,14,Ron Dayne left guard for 6 yards (tackle by Ryan Sims),3.510,3.780
2,6:42,2,4,KAN 25,7,14,Mike Anderson left tackle for 2 yards (tackle by Kawika Mitchell),3.780,3.340
2,6:03,3,2,KAN 23,7,14,Jake Plummer pass complete to Jeb Putzier for 5 yards (tackle by Eric Warfield),3.340,4.370
2,5:19,1,10,KAN 18,7,14,Ron Dayne left end for -1 yards (tackle by Lional Dalton),4.370,3.670
2,4:34,2,11,KAN 19,7,14,Jake Plummer pass complete to Rod Smith for 10 yards (tackle by Eric Warfield and Jared Allen),3.670,4.740
2,3:47,3,1,KAN 9,7,14,Jake Plummer right end for 8 yards,4.740,6.970
,,,,,,,"KAN challenged the ruling, and the original play was overturned.",,
2,3:31,1,1,KAN 1,7,14,Jake Plummer pass incomplete intended for Kyle Johnson,6.970,5.910
2,3:30,2,1,KAN 1,13,14,"Mike Anderson up the middle for 1 yard, touchdown",5.910,7.000
2,,,,KAN 2,14,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,14,14,"Todd Sauerbrun kicks off 60 yards, returned by Dante Hall for 29 yards (tackle by Curome Cox)",0.000,1.530
2,3:19,1,10,KAN 39,14,14,Trent Green pass complete to Eddie Kennison for 27 yards (tackle by Darrent Williams),1.530,3.310
2,2:38,1,10,DEN 34,14,14,Trent Green pass complete to Samie Parker for 14 yards (tackle by Ian Gold),3.310,4.240
2,2:00,1,10,DEN 20,14,14,Trent Green pass incomplete intended for Eddie Kennison,4.240,3.690
2,1:55,2,10,DEN 20,14,14,"Penalty on Eddie Kennison: Illegal Motion, 5 yards (no play)",3.690,3.020
2,1:46,2,15,DEN 25,14,20,"Trent Green pass complete to Tony Gonzalez for 25 yards, touchdown",3.020,7.000
2,,,,DEN 2,14,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,21,"Lawrence Tynes kicks off 58 yards, returned by Cecil Sapp for 20 yards (tackle by Boomer Grigsby)",0.000,1.070
2,1:33,1,10,DEN 32,14,21,Jake Plummer pass complete to Rod Smith for 7 yards (tackle by Derrick Johnson),1.070,1.470
2,1:15,2,3,DEN 39,14,21,Jake Plummer pass incomplete intended for Rod Smith (defended by Derrick Johnson),1.470,0.760
2,1:12,3,3,DEN 39,14,21,Jake Plummer pass complete to Jeb Putzier for 32 yards (tackle by Jimmy Wilkerson),0.760,3.640
2,0:57,,,,14,21,Timeout #2 by Denver Broncos,0.000,3.640
2,0:57,1,10,KAN 29,14,21,Jake Plummer pass complete to Jeb Putzier for 4 yards (tackle by Derrick Johnson),3.640,3.640
2,0:39,2,6,KAN 25,14,21,Jake Plummer pass complete to Rod Smith for 18 yards,3.640,5.600
2,0:30,1,7,KAN 7,14,21,Jake Plummer pass incomplete intended for Ashley Lelie,5.600,4.760
2,0:26,2,7,KAN 7,20,21,"Bradlee Van Pelt up the middle for 7 yards, touchdown",4.760,7.000
2,,,,KAN 2,21,21,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,21,21,"Todd Sauerbrun kicks off 59 yards, returned by Dante Hall for 31 yards (tackle by Sam Brandon). Dante Hall fumbles (forced by Sam Brandon), recovered by Todd Devoe at KAN-42 (tackle by Dante Hall)",0.000,-2.790
2,0:15,1,10,KAN 42,21,21,"Penalty on Tom Nalen: False Start, 5 yards (no play)",2.790,2.460
2,0:15,1,15,KAN 47,21,21,Mike Anderson up the middle for 13 yards (tackle by Benny Sapp),2.460,3.320
2,0:09,,,,21,21,Timeout #3 by Denver Broncos,0.000,3.320
2,0:09,2,2,KAN 34,21,21,Jake Plummer pass incomplete intended for Charlie Adams,3.320,2.610
2,0:04,3,2,KAN 34,21,21,Mike Anderson up the middle for -3 yards (tackle by Ryan Sims),2.610,0.790
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,21,21,"Lawrence Tynes kicks off 61 yards, returned by Darrent Williams for 37 yards (tackle by Chris Horn). Penalty on Sam Brandon: Offensive Holding, 10 yards",0.000,0.280
3,14:55,1,10,DEN 20,21,21,Jake Plummer for no gain,0.280,-1.580
3,14:13,2,21,DEN 9,21,21,Mike Anderson right end for 1 yard (tackle by Eric Hicks). Penalty on Kyle Johnson: Tripping (Declined),-1.580,-2.590
3,13:40,3,20,DEN 10,21,21,Jake Plummer pass incomplete intended for Rod Smith is intercepted by Kawika Mitchell at DEN-20,-2.590,-4.240
3,13:34,1,10,DEN 20,21,21,Trent Green pass complete to Larry Johnson for 3 yards (tackle by Darrent Williams),4.240,4.120
3,12:49,2,7,DEN 17,21,21,Trent Green pass complete to Eddie Kennison for 9 yards (tackle by Al Wilson),4.120,5.370
3,12:13,1,8,DEN 8,21,21,Larry Johnson up the middle for 1 yard (tackle by John Lynch),5.370,4.760
3,11:29,2,7,DEN 7,21,21,"Trent Green pass complete to Eddie Kennison for 7 yards. Penalty on Jason Dunn: Offensive Holding, 10 yards (no play)",4.760,3.240
3,11:21,2,17,DEN 17,21,21,Trent Green pass complete to Samie Parker for 6 yards (tackle by John Lynch),3.240,3.120
3,10:39,3,11,DEN 11,21,21,"Penalty on Trent Green: Delay of Game, 5 yards (no play)",3.120,2.850
3,10:12,3,16,DEN 16,21,21,Trent Green pass incomplete intended for Dante Hall,2.850,2.380
3,10:07,4,16,DEN 16,21,24,Lawrence Tynes 34 yard field goal good,2.380,3.000
3,,,,KAN 30,21,24,"Lawrence Tynes kicks off 53 yards, muffed catch by Darrent Williams, recovered by Darrent Williams at DEN-22, and returned for 5 yards",0.000,0.740
3,10:02,1,10,DEN 27,21,24,Jake Plummer pass complete to Tatum Bell for 1 yard (tackle by Jared Allen),0.740,0.330
3,9:23,2,9,DEN 28,21,24,Tatum Bell left end for 13 yards (tackle by Eric Warfield),0.330,1.660
3,8:42,1,10,DEN 41,21,24,Tatum Bell up the middle for 15 yards (tackle by Eric Warfield and Sammy Knight),1.660,2.650
3,7:59,1,10,KAN 44,21,24,Ron Dayne left tackle for 10 yards (tackle by John Browning and Eric Hicks),2.650,3.310
3,7:30,1,10,KAN 34,21,24,Ron Dayne left tackle for -1 yards (tackle by Jared Allen),3.310,2.640
3,6:50,2,11,KAN 35,21,24,Jake Plummer pass complete to Rod Smith for 17 yards (tackle by Patrick Surtain),2.640,4.370
3,6:31,1,10,KAN 18,21,24,Jake Plummer pass complete to Todd Devoe for 9 yards (tackle by Patrick Surtain),4.370,5.420
3,5:50,2,1,KAN 9,21,24,Mike Anderson up the middle for 3 yards (tackle by Kawika Mitchell),5.420,5.830
3,5:11,1,6,KAN 6,21,24,Ron Dayne left tackle for 1 yard (tackle by John Browning),5.830,5.150
3,4:27,2,5,KAN 5,21,24,Ron Dayne up the middle for 1 yard (tackle by Kawika Mitchell and Eric Hicks),5.150,4.490
3,3:47,3,4,KAN 4,21,24,Mike Anderson up the middle for no gain (tackle by Eric Hicks),4.490,3.030
3,3:12,4,4,KAN 4,24,24,Jason Elam 22 yard field goal good,3.030,3.000
3,,,,DEN 30,24,24,"Todd Sauerbrun kicks off 48 yards, returned by Dante Hall for 22 yards (tackle by Todd Devoe)",0.000,1.860
3,3:05,1,10,KAN 44,24,24,Trent Green pass complete to Samie Parker for 14 yards (tackle by Darrent Williams),1.860,2.790
3,2:49,1,10,DEN 42,24,24,Larry Johnson up the middle for 2 yards (tackle by John Lynch),2.790,2.510
3,2:01,2,8,DEN 40,24,24,"Penalty on Demetrin Veal: Encroachment, 5 yards (no play)",2.510,3.190
3,1:43,2,3,DEN 35,24,24,Larry Johnson up the middle for 3 yards (tackle by Ian Gold),3.190,3.450
3,1:20,1,10,DEN 32,24,24,Trent Green pass incomplete intended for Chris Horn is intercepted by Darrent Williams at DEN-28 and returned for 28 yards,3.450,-2.650
3,1:11,1,10,KAN 44,24,24,Tatum Bell left tackle for 14 yards (tackle by Eric Warfield),2.650,3.580
3,0:30,1,10,KAN 30,24,24,Tatum Bell right tackle for 2 yards (tackle by Kawika Mitchell),3.580,3.300
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,KAN 28,24,24,Jake Plummer pass complete to Kyle Johnson for -3 yards (tackle by Jared Allen),3.300,2.210
4,14:17,3,11,KAN 31,24,24,Jake Plummer pass complete to Stephen Alexander for 9 yards (tackle by Kawika Mitchell),2.210,2.120
4,13:36,4,2,KAN 22,27,24,Jason Elam 40 yard field goal good,2.120,3.000
4,,,,DEN 30,27,24,"Todd Sauerbrun kicks off 57 yards, returned by Dante Hall for 17 yards (tackle by Hamza Abdullah)",0.000,0.940
4,13:26,1,10,KAN 30,27,24,Larry Johnson left end for 8 yards (tackle by Ian Gold),0.940,1.470
4,12:44,2,2,KAN 38,27,24,Larry Johnson up the middle for 2 yards (tackle by Nick Ferguson),1.470,1.600
4,12:03,1,10,KAN 40,27,24,Trent Green pass complete to Eddie Kennison for 18 yards (tackle by Ian Gold),1.600,2.790
4,11:40,1,10,DEN 42,27,24,Larry Johnson left tackle for 30 yards (tackle by John Lynch and Nick Ferguson),2.790,4.780
4,10:53,1,10,DEN 12,27,24,Dee Brown left end for 3 yards (tackle by Trevor Pryce),4.780,4.640
4,10:09,2,7,DEN 9,27,24,"Trent Green pass incomplete intended for Eddie Kennison. Penalty on John Lynch: Unnecessary Roughness, 5 yards (no play)",4.640,6.280
4,10:03,1,4,DEN 4,27,30,"Larry Johnson right end for 4 yards, touchdown",6.280,7.000
4,,,,DEN 2,27,31,"Lawrence Tynes kicks extra point good. Penalty on John Lynch: Unsportsmanlike Conduct, 15 yards",0.000,0.000
4,,,,KAN 45,27,31,"Lawrence Tynes kicks off 57 yards, returned by Darrent Williams for 25 yards (tackle by Chris Horn)",0.000,0.480
4,9:50,1,10,DEN 23,27,31,Tatum Bell left tackle for 2 yards (tackle by John Browning),0.480,0.200
4,9:13,2,8,DEN 25,27,31,Jake Plummer pass incomplete intended for Rod Smith (defended by Eric Warfield),0.200,-0.490
4,9:06,3,8,DEN 25,27,31,Jake Plummer pass incomplete intended for Stephen Alexander (defended by Kawika Mitchell),-0.490,-1.700
4,9:02,4,8,DEN 25,27,31,"Todd Sauerbrun punts 57 yards, returned by Dante Hall for 2 yards (tackle by Mike Leach). Penalty on Chris Horn: Offensive Holding, 10 yards, Penalty on Benny Sapp: Offensive Holding (Declined)",-1.700,0.380
4,8:52,1,10,KAN 10,27,31,Larry Johnson up the middle for 3 yards (tackle by Demetrin Veal),-0.380,-0.560
4,8:22,2,7,KAN 13,27,31,Larry Johnson left tackle for 2 yards (tackle by D.J. Williams),-0.560,-0.840
4,7:45,3,5,KAN 15,27,31,Trent Green pass complete to Larry Johnson for 6 yards (tackle by Nick Ferguson),-0.840,0.340
4,7:02,1,10,KAN 21,27,31,Trent Green up the middle for 8 yards (tackle by Al Wilson),0.340,0.880
4,6:22,2,2,KAN 29,27,31,"Tony Richardson left end for 8 yards (tackle by Nick Ferguson). Penalty on Chris Horn: Offensive Holding, 10 yards",0.880,0.610
4,5:55,2,4,KAN 27,27,31,Larry Johnson left end for 7 yards (tackle by Darrent Williams),0.610,1.200
4,5:32,1,10,KAN 34,27,31,Larry Johnson right tackle for 2 yards (tackle by Ebenezer Ekuban),1.200,0.930
4,4:47,2,8,KAN 36,27,31,Larry Johnson right end for 7 yards (tackle by Nick Ferguson),0.930,1.160
4,4:06,3,1,KAN 43,27,31,Dee Brown up the middle for -2 yards (tackle by D.J. Williams),1.160,-0.650
4,3:49,,,,27,31,Timeout #1 by Denver Broncos,0.000,-0.650
4,3:49,4,3,KAN 41,27,31,"Dustin Colquitt punts 35 yards, returned by Darrent Williams for 1 yard (tackle by Rich Scanlon)",-0.650,-0.610
4,3:42,1,10,DEN 25,27,31,Jake Plummer pass complete to Rod Smith for 13 yards (tackle by Greg Wesley),0.610,1.470
4,3:35,1,10,DEN 38,27,31,Jake Plummer pass complete to Ashley Lelie for 7 yards (tackle by Patrick Surtain),1.470,1.870
4,3:00,2,3,DEN 45,27,31,Jake Plummer pass incomplete intended for Ashley Lelie (defended by Jared Allen),1.870,1.160
4,2:55,3,3,DEN 45,27,31,Jake Plummer pass complete to Kyle Johnson for 2 yards (tackle by Kawika Mitchell),1.160,-0.260
4,2:11,4,1,DEN 47,27,31,Mike Anderson up the middle for no gain (tackle by Greg Wesley),-0.260,-2.460
,,,,,,,"KAN challenged the ruling, and the original play was overturned.",,
4,2:01,1,10,DEN 47,27,31,Larry Johnson left end for 2 yards (tackle by Ian Gold),2.460,2.180
4,1:56,2,8,DEN 45,27,31,Larry Johnson left end for 16 yards (tackle by Domonique Foxworth and Nick Ferguson),2.180,3.640
4,1:44,,,,27,31,Timeout #2 by Denver Broncos,0.000,3.640
4,1:44,1,10,DEN 29,27,31,Larry Johnson right end for no gain (tackle by Trevor Pryce),3.640,3.100
4,1:42,,,,27,31,Timeout #3 by Denver Broncos,0.000,3.100
4,1:42,2,10,DEN 29,27,31,Larry Johnson right tackle for 6 yards (tackle by Michael Myers),3.100,3.200
4,0:55,3,4,DEN 23,27,31,"Penalty on Trent Green: Delay of Game, 5 yards (no play)",3.200,2.540
4,0:54,3,9,DEN 28,27,31,Larry Johnson right end for 1 yard (tackle by D.J. Williams),2.540,1.670
4,0:08,,,,27,31,Timeout #1 by Kansas City Chiefs,0.000,1.670
4,0:08,4,8,DEN 27,27,31,Trent Green up the middle for -3 yards (tackle by Ian Gold),1.670,-1.000
4,0:03,1,10,DEN 31,27,31,Jake Plummer pass incomplete intended for Charlie Adams (defended by Greg Wesley),1.000,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
