Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
2,13:02,4,6,PHI 44,10,0,Michael Koenen punts 42 yards,0.330,0.380
2,13:02,1,10,PHI 2,10,0,Donovan McNabb middle for 16 yards,-0.380,0.040
2,12:20,1,10,PHI 18,10,0,Leonard Weaver middle for 17 yards (tackle by Thomas DeCoud),0.040,1.270
2,11:42,1,10,PHI 35,10,0,LeSean McCoy middle for 4 yards (tackle by Thomas Johnson),1.270,1.260
2,11:42,2,6,PHI 39,10,0,Donovan McNabb pass incomplete deep right intended for Jason Avant,1.260,0.560
2,11:42,3,6,PHI 39,10,0,Donovan McNabb pass incomplete short middle intended for Jeremy Maclin,0.560,-0.780
2,11:01,4,6,PHI 39,10,0,"Saverio Rocca punts 42 yards, returned by Eric Weems for 6 yards (tackle by Jon Dorenbos)",-0.780,-0.610
2,10:27,1,10,ATL 25,10,0,Jerious Norwood left end for 3 yards (tackle by Will Witherspoon),0.610,0.470
2,10:27,2,7,ATL 28,10,0,Jerious Norwood middle for no gain (tackle by Trevor Laws and Sean Jones),0.470,-0.230
2,9:42,3,7,ATL 28,10,0,Chris Redman pass incomplete short right intended for Roddy White (defended by Darren Howard),-0.230,-1.500
2,9:38,4,7,ATL 28,10,0,"Michael Koenen punts 45 yards, returned by Jeremy Maclin for 2 yards (tackle by Brent Grimes)",-1.500,-0.870
2,9:28,1,10,PHI 29,10,0,Donovan McNabb pass complete short middle to Jeremy Maclin for 56 yards (tackle by Erik Coleman),0.870,4.580
2,8:35,1,10,ATL 15,10,0,Donovan McNabb pass incomplete short right intended for Brent Celek,4.580,3.950
2,8:28,2,10,ATL 15,10,0,"Donovan McNabb pass complete short middle to Jason Avant for 15 yards. Penalty on Curtis Lofton: Illegal Contact (Offsetting), Penalty on Max Jean-Gilles: Illegal Use of Hands (Offsetting) (no play)",3.950,3.950
2,8:22,2,10,ATL 15,10,0,Donovan McNabb pass incomplete short left intended for Jeremy Maclin,3.950,3.100
2,8:15,3,10,ATL 15,10,0,Donovan McNabb pass incomplete short middle intended for Jason Avant,3.100,2.440
2,8:11,4,10,ATL 15,13,0,David Akers 33 yard field goal good,2.440,3.000
2,,,,PHI 30,13,0,"David Akers kicks off 72 yards, returned by Eric Weems for 23 yards (tackle by Joe Mays)",0.000,0.340
2,8:03,1,10,ATL 21,13,0,Chris Redman pass complete deep left to Roddy White for 35 yards,0.340,2.650
2,7:39,1,10,PHI 44,13,0,Jason Snelling left tackle for 4 yards (tackle by Darren Howard and Quintin Mikell),2.650,2.650
2,7:00,2,6,PHI 40,13,0,Chris Redman pass incomplete short middle intended for Tony Gonzalez (defended by Sean Jones),2.650,1.950
2,6:54,3,6,PHI 40,13,0,Chris Redman pass incomplete short right intended for Tony Gonzalez,1.950,0.590
2,6:50,,,,13,0,Timeout #2 by Philadelphia Eagles,0.000,0.590
2,6:46,4,6,PHI 40,13,0,Michael Koenen punts 31 yards,0.590,0.380
2,6:39,1,10,PHI 9,13,0,Leonard Weaver middle for 1 yard (tackle by Thomas Johnson and Mike Peterson),-0.380,-0.710
2,6:03,2,9,PHI 10,13,0,Donovan McNabb pass incomplete short left intended for Reggie Brown (defended by Jamaal Anderson),-0.710,-1.300
2,5:59,3,9,PHI 10,13,0,Donovan McNabb sacked by Lawrence Sidbury for -4 yards,-1.300,-2.490
2,5:32,4,13,PHI 6,13,0,"Saverio Rocca punts 53 yards, returned by Eric Weems for 14 yards (tackle by Eldra Buckley)",-2.490,-2.590
2,5:21,1,10,PHI 45,13,0,Chris Redman pass incomplete short right intended for Roddy White (defended by Asante Samuel),2.590,2.040
2,5:13,2,10,PHI 45,13,0,Chris Redman pass complete short right to Tony Gonzalez for 7 yards (tackle by Chris Gocong),2.040,2.280
2,4:31,3,3,PHI 38,13,0,Chris Redman sacked by Darren Howard for -1 yards,2.280,0.660
2,4:01,4,4,PHI 39,13,0,Chris Redman pass complete short right to Tony Gonzalez for 6 yards (tackle by Dimitri Patterson),0.660,3.380
2,3:23,1,10,PHI 33,13,0,Jerious Norwood right end for 2 yards (tackle by Asante Samuel),3.380,3.110
2,2:47,,,,13,0,Timeout #1 by Atlanta Falcons,0.000,3.110
2,2:46,2,8,PHI 31,13,0,Chris Redman pass complete short left to Roddy White for 4 yards (tackle by Victor Harris),3.110,2.940
2,2:08,3,4,PHI 27,13,0,"Chris Redman pass incomplete short middle intended for Tony Gonzalez. Penalty on Quintin Demps: Roughing the Passer, 14 yards (no play)",2.940,4.710
2,2:05,1,10,PHI 13,13,0,"Chris Redman pass incomplete short left intended for Justin Peelle (defended by Sheldon Brown). Penalty on Sean Jones: Unnecessary Roughness, 6 yards (no play)",4.710,5.600
2,1:56,1,7,PHI 7,13,0,Jason Snelling middle for 6 yards (tackle by Jeremiah Trotter),5.600,5.910
2,1:20,2,1,PHI 1,13,0,Jason Snelling middle for no gain (tackle by Will Witherspoon and Mike Patterson),5.910,5.170
2,0:42,3,1,PHI 1,13,0,Jason Snelling middle for -1 yards (tackle by Antonio Dixon),5.170,3.250
2,0:21,,,,13,0,Timeout #3 by Philadelphia Eagles,0.000,3.250
2,0:21,4,2,PHI 2,13,0,Jason Snelling right tackle for 1 yard (tackle by Will Witherspoon),3.250,0.380
2,0:17,1,10,PHI 1,13,0,Donovan McNabb middle for 1 yard (tackle by Jamaal Anderson),-0.380,-0.710
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,13,0,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,13,0,Donovan McNabb pass complete short left to Jeremy Maclin for 13 yards (tackle by Curtis Lofton),0.280,1.140
3,14:33,1,10,PHI 33,13,0,Leonard Weaver left tackle for 12 yards (tackle by Thomas DeCoud),1.140,1.930
3,13:54,1,10,PHI 45,13,0,Donovan McNabb pass incomplete short right intended for Leonard Weaver. Penalty on Jamaal Jackson: Ineligible Downfield Pas (Declined),1.930,1.380
3,13:48,2,10,PHI 45,13,0,LeSean McCoy left tackle for -2 yards (tackle by Mike Peterson),1.380,0.430
3,13:14,3,12,PHI 43,13,0,Donovan McNabb pass complete short left to Brent Celek for 11 yards (tackle by Stephen Nicholas and Chevis Jackson),0.430,0.200
3,12:30,4,1,ATL 46,13,0,Eldra Buckley left guard for 1 yard (tackle by Thomas Johnson),0.200,2.590
3,11:43,1,10,ATL 45,13,0,Donovan McNabb pass complete short middle to Jason Avant for 15 yards (tackle by Chris Houston),2.590,3.580
3,11:03,1,10,ATL 30,13,0,Donovan McNabb pass complete short right to Jason Avant for 8 yards (tackle by Erik Coleman and Chris Owens),3.580,4.110
3,10:18,2,2,ATL 22,13,0,Donovan McNabb pass complete short left to LeSean McCoy for 8 yards (tackle by Curtis Lofton),4.110,4.650
3,9:37,1,10,ATL 14,13,0,Donovan McNabb pass complete short left to Jeremy Maclin for 7 yards (tackle by Chris Houston),4.650,5.280
3,8:58,2,3,ATL 7,13,0,Leonard Weaver middle for 2 yards (tackle by Thomas DeCoud and Mike Peterson),5.280,4.960
3,8:13,3,1,ATL 5,19,0,"Michael Vick right tackle for 5 yards, touchdown",4.960,7.000
3,,,,ATL 2,20,0,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,20,0,"David Akers kicks off 69 yards, returned by Eric Weems for 29 yards (tackle by Moise Fokou)",0.000,0.940
3,8:02,1,10,ATL 30,20,0,Chris Redman pass incomplete short right intended for Jerious Norwood,0.940,0.390
3,7:59,2,10,ATL 30,20,0,"Penalty on Justin Peelle: False Start, 5 yards (no play)",0.390,-0.280
3,7:58,2,15,ATL 25,20,0,Chris Redman pass complete short left to Roddy White for 6 yards (tackle by Sheldon Brown),-0.280,-0.160
3,7:16,3,9,ATL 31,20,0,"Chris Redman pass complete short right to Roddy White for 14 yards (tackle by Quintin Mikell). Penalty on Quintin Demps: Unnecessary Roughness, 15 yards",-0.160,2.920
3,6:49,1,10,PHI 40,20,0,Chris Redman pass incomplete deep left intended for Roddy White,2.920,2.370
3,6:45,2,10,PHI 40,20,0,Chris Redman pass complete short left to Roddy White for 8 yards (tackle by Jeremiah Trotter),2.370,2.740
3,6:02,3,2,PHI 32,20,0,Chris Redman pass incomplete short right intended for Jerious Norwood,2.740,1.300
3,5:59,4,2,PHI 32,20,0,Chris Redman pass complete short left to Tony Gonzalez for 5 yards,1.300,3.780
3,5:32,1,10,PHI 27,20,0,"Penalty on Roddy White: False Start, 5 yards (no play)",3.780,3.450
3,5:12,1,15,PHI 32,20,0,Chris Redman pass complete short right to Roddy White for -1 yards (tackle by Victor Harris),3.450,2.420
3,4:39,2,16,PHI 33,20,0,Chris Redman pass incomplete short middle intended for Tony Gonzalez (defended by Will Witherspoon),2.420,1.750
3,4:35,3,16,PHI 33,20,0,Chris Redman pass complete short middle to Jerious Norwood for 11 yards (tackle by Will Witherspoon),1.750,2.040
3,3:53,4,5,PHI 22,26,0,"Chris Redman pass incomplete short left intended for Marty Booker is intercepted by Sheldon Brown at PHI-17 and returned for 83 yards, touchdown",2.040,-7.000
3,,,,ATL 2,27,0,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,27,0,"David Akers kicks off 70 yards, touchback",0.000,0.280
3,3:39,1,10,ATL 20,27,0,Chris Redman pass complete short right to Tony Gonzalez for 11 yards (tackle by Joe Mays),0.280,1.000
3,3:00,1,10,ATL 31,27,0,Chris Redman pass complete short left to Tony Gonzalez for 6 yards (tackle by Sheldon Brown),1.000,1.270
3,2:26,2,4,ATL 37,27,0,Jerious Norwood right tackle for 6 yards (tackle by Joe Mays),1.270,1.800
3,1:48,1,10,ATL 43,27,0,Chris Redman pass incomplete short left intended for Roddy White,1.800,1.250
3,1:45,2,10,ATL 43,27,0,"Chris Redman sacked by Juqua Parker for -1 yards. Chris Redman fumbles (forced by Juqua Parker), recovered by Jerious Norwood at ATL-42 and returned for 3 yards",1.250,0.830
3,1:10,3,8,ATL 45,27,0,"Chris Redman pass incomplete short right intended for Jerious Norwood. Penalty on Chris Clemons: Defensive Pass Interfere, 6 yards (no play)",0.830,2.320
3,1:00,1,10,PHI 49,27,0,Chris Redman pass complete short left to Roddy White for 12 yards (tackle by Sheldon Brown),2.320,3.120
3,0:50,1,10,PHI 37,27,0,"Penalty on Roddy White: False Start, 5 yards (no play)",3.120,2.790
3,0:50,1,15,PHI 42,27,0,Chris Redman pass incomplete short left intended for Roddy White (defended by Brodrick Bunkley),2.790,1.900
Quarter,Time,Down,ToGo,Location,PHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,15,PHI 42,27,0,Chris Redman pass incomplete deep right intended for Roddy White is intercepted by Sean Jones at PHI-18 and returned for 37 yards,1.900,-2.590
4,14:48,1,10,ATL 45,27,0,Donovan McNabb sacked by Kroy Biermann for -5 yards,2.590,1.370
4,14:18,,,,27,0,Timeout #1 by Philadelphia Eagles,0.000,1.370
4,14:17,2,15,,27,0,Michael Vick pass complete deep left to Reggie Brown for 43 yards. Penalty on Brent Grimes: Defensive Pass Interfere (Declined),1.370,5.600
4,14:10,1,7,ATL 7,27,0,Reggie Brown right end for -3 yards (tackle by Chevis Jackson),5.600,4.190
4,13:26,2,10,ATL 10,27,0,Michael Vick right end for 5 yards (tackle by Chevis Jackson),4.190,4.260
4,12:38,3,5,ATL 5,33,0,"Michael Vick pass complete short right to Brent Celek for 5 yards, touchdown",4.260,7.000
4,,,,ATL 2,34,0,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,34,0,"David Akers kicks off 73 yards, returned by Eric Weems for 23 yards (tackle by Chris Gocong)",0.000,0.280
4,12:25,1,10,ATL 20,34,0,Jerious Norwood right tackle for no gain (tackle by Dimitri Patterson),0.280,-0.270
4,11:48,2,10,ATL 20,34,0,Chris Redman pass incomplete deep left intended for Roddy White (defended by Sheldon Brown),-0.270,-0.960
4,11:43,3,10,ATL 20,34,0,Chris Redman pass incomplete short middle intended for Roddy White (defended by Quintin Demps),-0.960,-2.030
4,11:38,4,10,ATL 20,34,0,"Michael Koenen punts 53 yards, returned by Jeremy Maclin for 5 yards (tackle by Stephen Nicholas)",-2.030,-1.070
4,11:28,1,10,PHI 32,34,0,Eldra Buckley left guard for 2 yards (tackle by Tye Hill),1.070,0.800
4,10:41,2,8,PHI 34,34,0,Eldra Buckley right end for 8 yards (tackle by Brent Grimes),0.800,1.730
4,9:57,1,10,PHI 42,34,0,Eldra Buckley left tackle for 9 yards (tackle by Thomas DeCoud),1.730,2.400
4,9:14,2,1,ATL 49,34,0,Eldra Buckley left tackle for 4 yards (tackle by Lawrence Sidbury),2.400,2.590
4,8:32,1,10,ATL 45,34,0,Eldra Buckley right tackle for 5 yards (tackle by Curtis Lofton),2.590,2.720
4,7:48,2,5,ATL 40,34,0,Eldra Buckley middle for 3 yards (tackle by Stephen Nicholas),2.720,2.410
4,7:03,3,2,ATL 37,34,0,Eldra Buckley left guard for 1 yard (tackle by Lawrence Sidbury),2.410,0.890
4,6:20,4,1,ATL 36,34,0,"Penalty on Leonard Weaver: False Start, 4 yards (no play)",0.890,0.590
4,6:18,4,5,ATL 40,34,0,Penalty on Saverio Rocca: Delay of Game (Declined),0.590,0.590
4,6:18,4,5,ATL 40,34,0,Saverio Rocca punts 39 yards,0.590,0.380
4,5:27,1,10,ATL 1,34,0,Chris Redman pass complete short left to Marty Booker for 4 yards (tackle by Geoffrey Pope),-0.380,-0.490
4,5:27,2,6,ATL 5,34,0,Jason Snelling left end for 8 yards (tackle by Moise Fokou),-0.490,-0.320
4,4:56,1,10,ATL 13,34,0,Jason Snelling right tackle for 4 yards (tackle by Trevor Laws),-0.320,-0.300
4,4:15,2,6,ATL 17,34,0,Chris Redman pass complete short middle to Jason Snelling for 5 yards (tackle by Joe Mays and Victor Harris),-0.300,-0.350
4,3:30,3,1,ATL 22,34,0,Chris Redman pass complete deep right to Tony Gonzalez for 24 yards (tackle by Tracy White),-0.350,1.990
4,2:50,1,10,ATL 46,34,0,Chris Redman pass complete short left to Tony Gonzalez for 1 yard (tackle by Tracy White and Geoffrey Pope),1.990,1.590
4,2:10,2,9,ATL 47,34,0,Jerious Norwood right tackle for -1 yards (tackle by Chris Clemons),1.590,0.760
4,2:00,3,10,ATL 46,34,0,Chris Redman pass complete short middle to Jason Snelling for 12 yards (tackle by Dimitri Patterson and Jason Babin),0.760,2.790
4,1:22,1,10,PHI 42,34,0,Chris Redman pass complete deep left to Brian Finneran for 14 yards (tackle by Quintin Demps),2.790,3.710
4,1:14,1,10,PHI 28,34,0,Chris Redman pass complete short middle to Jerious Norwood for 13 yards (tackle by Tracy White),3.710,4.580
4,0:38,1,10,PHI 15,34,0,Chris Redman pass incomplete short left intended for Roddy White,4.580,3.950
4,0:33,2,10,PHI 15,34,0,Chris Redman pass complete short middle to Tony Gonzalez for 12 yards (tackle by Tracy White),3.950,6.510
4,0:03,1,3,PHI 3,34,6,"Chris Redman pass complete short middle to Roddy White for 3 yards, touchdown. Penalty on Tracy White: Defensive Pass Interfere (Declined)",6.510,7.000
4,,,,PHI 2,34,7,Matt Bryant kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
